Speaker 1:          00:00:01       Okay.
Speaker 3:          00:07:57       Ben Big Ben. I ain't wearing no fucking helmet when I ride a motorcycle,

Speaker 2:          00:08:03       showed up dressed, dare I say dressed to the fucking eye. He looked like 1 million bucks from the fucking neck. Doubt. His suit was fucking sharp. He had a pocket square that tie the shirt, the whole fucking thing. He was killing it. Okay. Oh, Jay would have gone off this a second time if he wore that fucking suit yet on Sunday. However, from the neck up, he just looked at him going like, this guy crushes a 12 pack while eating. All right. A French fries. I know he does. Okay. Why? You know, you know what? He looked like? He looked like a guy. A kid looked like a convicted drunk driver trying to get his license back. Now you promise me you're not gonna do this again? Yes, your honor. Absolutely. I've seen the error of my ways, you know, it's still all puffy. I'm fucking with you.

Speaker 2:          00:08:45       I Love Ben, Ben Roethlisberger, but seeing him in a suit, you know, he was, he was all grown up. I'm proud of him. Um, so my apologies. The Atlanta Falcons, and I'm not going to know anybody's fucking names. Okay. I don't know anybody's names. I know Julio Jones and I know, uh, Sherman, you know who Julio Jones made look, he made him look, I wouldn't, I would never say regular because Sherman is the shit. He made him look he a little bit and I've never seen him do that cause that guy still shuts down his part of the fucking field. All right. And he made him look a kind of a, you know, he's guy's pretty good. He's got some pretty good footwork there. Um, and also I thought he, uh, when cab chancellor came up where he usually just fucking lays the fucking lumber. Julio Jones dropped his shoulder, absorbed the shit.

Speaker 2:          00:09:36       And Dare I say, I'm not going to say he put cam on his back, but it, it was not an issue that cam hit him and that really surprised me. And um, I don't know. I don't know any the fucking names. I'll say the Atlanta's fucking running back. Whatever the fuck his name is. Uh, the one who doesn't pretend to eat cereal, whenever he fucking gets a few yards, that's the cowboys one. He gets up, you know, you know Jesus, you ever seen a guy campaign and harder to get a lift in soup ad, you know, is that guy who used to be on the giants and then did the show at that little cutie pie in the morning and then for some reason left that show to be one of 19 with the guy who used to run fucking a Clinton's campaign. Is it George Stephanopoulos on a morning show right now?

Speaker 2:          00:10:18       Like that guy's got to be on like what the fuck? What happened and what do I, 25 fucking years ago, I was dealing with the Russians now fucking sitting here on pancake Wednesday acting like I'm excited about this shit. Sit on this fucking couch. You know what the worst parts of those shows are as the way they decorate the coffee table? You know, I can't imagine trudging in there every fucking day to do that show of like, what fucking monkey suit are they putting you in today? You know, girls have to have their Sassy. I'm a morning person. Outfits, you know, the guys have to have that. Uh, you know, I'd show up in a, you know, I turned the whole fucking paycheck over to, you wouldn't pull some Angela's ashes shit and go to the pub instead. They got to have that fucking look. You know what I mean?

Speaker 2:          00:11:04       Um, why did stray hand leave that show? Cause that little cutie pie, what the fuck is her name? I said, I want to real life. She's fucking smoking, smoking hot right now. It was just the two of them. They had a great time, right? She come out on his shoulder like a parakeet. He threw the monologue, she giggled alarm in. They had the whole fucking thing. It was just the two of them, just the two of them, and if for some reason he leaves that show, Michael Strahan, arguably one of the most successful people, you know, people look at Mark Cuban and they go, Amy, here's a guy you know, he didn't have any fucking money. He starts some internet company. He makes a zillion dollars that he buys an NBA team. Great. He starts go bald, he gets the fuck in here, plugs. He goes to Vegas, he's at a rave.

Speaker 2:          00:11:56       You don't know where this guy's going. He's got his own fucking jet. Everybody thinks this is the guy. This is the next fucking Bill Gates Guy. He's on shark tank. Okay? He's having people coming in who could barely afford the guests and their lawnmower and he's listening to their ideas and then owning them and then taking them and not giving it. You know? But you know what, guys like that too, right? I don't know why I'm picking on this guy. He's just funny to me. Right. Um, I'll go have this. Everybody thinks he's the next Bill Gates. And meanwhile you got Michael Stray here. Okay. Who came up from the hard streets or somewhere? I don't know where he came from, but I know he's African American, so I know his streets weren't soft. Right. What was the last time you saw an African American make it and they, and they said they did not come from hard streets, that he came from soft streets.

Speaker 2:          00:12:47       You never see that. You do not stay or no soft streets on that side of the fucking fence. So we gave from the heart streets. I'm not aware of where are we going to put that guy. He doesn't seem like a New York guy. He seems like a Pennsylvania Dude. I Dunno where the fucking kid, the hard streets of Harrisburg, Pennsylvania. Allentown. I don't know where the fuck he came from. Whatever. He fucking makes it. Okay. He becomes a fucking superstar, right? He deals with Tiki Barber and whatever the fuck he was trying to do, you know, throwing the ball low all over the carpet retires early. They get him out of the way. It goes into the super bowl. Now follow back up. Fucking gets the sack record. Right. You know, and his last one of course was the most impressive, which bread farmers run on.

Speaker 2:          00:13:30       That was the precursor to the bud fumble. It's the exact same body motion, except he didn't run into a giant offensive lineman's ass. He just came in and just sort of laid down. All right then, if I remember correctly, where the fuck did they go? They went somewhere on the road and one, then they went into green bay and one and they went into Dallas and one I might have those two flip flops. And then they went to the Superbowl play the eight New England patriots and they fucking kick the shit out of them on the offensive line. One on the last fucking play of the game. Okay. And uh, when's her fucking Superbowl? And then you think that's it now? And he goes, oh, he's a broadcast to toe. He's fucking killing it. Ah, but you know a lot of guys done that hour. We long did it. Terry Bradshaw dead. Fucking OJ Simpson dead it. Everybody fucking did it. Right? That's just what you do. If you can actually fucking talk about the game and you can put on a goddamn suit, then he does the unprecedent. Okay. A visionary move that not even Mark Cuban could come up with. He decides that, you know what, I am the, I am the next logical choice to take over for fucking Regis Philbin.

Speaker 2:          00:14:36       Right? I mean, I did a whole bit about Arnold Schwarzenegger one time about all of his accomplishments. I would put, I would put the straight hand right there. Okay. And then he fucking, what does he do? What does he do? He gets, everything's going great for whatever fucking reason he decides to join the Partridge family on mother fucking morning show. It's gonna be the same shit standing around watching somebody cook something, right? Talking about us. Some fucking person just had the a hundred and fifth birthday. Why would you want to be over there with all of those fucking ass heads? You know, all of those different personalities. You know someone's going to be a cunt, right? You could have just stayed at your other show.

Speaker 2:          00:15:16       Have you ever heard somebody waste more time talking about something that nobody gives a fuck about in your life? I don't know what the hell that was. That was 10 minutes on Michael Strahan. All right. Um, probably like six, but it felt like 50. Um, so my apology to the dirty birds down in Atlanta, I apologize for disrespecting your team. I didn't realize how good you guys were. I wrote you guys off again at the beginning of the game when I heard you had the, the, you know, you scored the most points, but we're the worst in the league in the red zone. I'm like, well, the game's over.

Speaker 5:          00:15:46       Okay,

Speaker 2:          00:15:47       the game is fucking over. So you run up a bunch of points during the regular season against 90% of the teams that are not gonna make the playoffs. So that's out the window. And then meanwhile, you couldn't stop 100% of these cons in the red zone right there. That's a formula for disaster. And what did they do? They went out, they beat Seattle so bad. There wasn't one point.

Speaker 5:          00:16:09       Okay.

Speaker 2:          00:16:10       During that game, I think on the first drive I saw Pete Carroll one time when,

Speaker 6:          00:16:16       Woo.

Speaker 2:          00:16:16       That was it. That was it. Oh Man. I love PKO man. He's a fucking great coach. You know, he was fucking pissed when they lost. Oh, he was fucking pissed. Can you imagine his family dog? He seems like would have a little one too of just standing the equivalent in the corner. Pete walking around with his ridiculously white brand new socks, walking across this carpeted floor as what he seems like to me. Right. Has on his fucking docker PJ's.

Speaker 5:          00:16:45       Yeah.

Speaker 2:          00:16:46       That dog just gets a little too close. You know, I don't understand why we didn't shut up daddy pence and fucking thing goes flying into the fireplace. Um, anyways, he's probably a cat person who knows. And my apology to the Texas used Houston, Texas who without JJ fucking in and a rookie quarterback hon with the New England Patriots for, uh, for three and a half fucking quarters. Um, yeah, I was not impressed with us. I don't think, uh, any Patriot fan was, uh, we'll see. We'll see. I hope that's not, I think, I'm just hoping our offensive line had a bad game member just had a bad fucking game. If you're going to have a bad game, you might as well do it against the team that's missing their best offensive player and as a brand new guy, quarterback. So maybe we got away with one. I have no fucking idea. All I know is we're playing Pittsburgh next week and I have no fucking confidence in that despite the fact Pittsburgh, you know, I don't know what they did. Like they, they kicked six field goals, which is essentially, you know,

Speaker 5:          00:17:45       I don't know

Speaker 2:          00:17:47       if you just went on field goes, you might as well have out there on like those figure skates, you know, dressed up like Yogi bear or some shows like some ice capades shits, but they did it, you know, they beat Kansas City. I didn't see one second of the game. I watched the beginning of the Dallas Green Bay game and then my wife wanted to go to the movies. So I took her to the movies and I'm like, all right, I'm recording this game. Let's record it. The fucking Steelers Kansas City game. I saw hidden fucking fag and then I came back. Right. Am I go right? You know, my wife's taken a bath. Everything's fucking cool. I go to pop on the Green Bay Dallas game and I didn't fucking recorded.

Speaker 7:          00:18:23       Let me say it again. I didn't fucking recorded it was [inaudible]

Speaker 2:          00:18:30       sounded like an insane half and ad fucking hats off to that fucking do Crosby. Who I'm telling you right now. That was some Adam Finna Terry Shit. I never even seen Terry hit that many 50 yarders in one fucking game. Forget about hitting one, get an iced and then he's got to kick it again. That guy kicked like 200 yards in field goals in like four attempts or some shit like that. Um, that's the kind of guy that's the kind of guy right there. You gave me a little drill again, that's kind of guy when your championship right there. Cause all you got fucking uh, Aaron Rogers, all he's got now, all you've got gotta do is just get your clothes and old twinkle tellers comes running out with balls the size of the fucking stadium. It gives them the old right there, Fred right there. No big deal.

Speaker 2:          00:19:12       Do you realize how much fucking ass he got after that game? Even in Dallas, you know those Dallas women with their fucking botox and the same amount of makeup as an 80 year old who can't admit that she's old. You know, they all came running out right? Took their hats off, take them boots off. You know they all drop to the knees and their designer fucking Jordache jeans. Yeah. You ever been to Dallas? This is, this day is so far behind in the styles. You won't even think that there's the internet anymore. They all dress like Dallas is still on TV. The TV show, you know [inaudible] I'm not saying they'd brought, they don't really do that, but the through line of that is still, there is a lot of Larry Hagman in that city with a dash of dead JFK. That is Dallas. And there's a lot of shiny fucking four door pickup trucks, you know, I don't know who they're driven by, but you know, I think you've got to get on the outskirts to get to the [inaudible] that got them longhorns walking and stopping around in the back. And my apologies to Meryl Streep. Evidently somebody had a hissy fit on the fucking Twitter telling me that I am a typical, what did he say? Postmodern cynic or I just criticized and I offered no solutions, which is hilarious to me. It's like, okay, so I'm in your world, Meryl Streep and myself, uh, should be coming up with problems, uh, problem solving things. And you would say, I just took 20. The guy back goes, I just saw him as a comedian making fun of Shit. I didn't know it was a postmodern Sinek.

Speaker 7:          00:20:43       Yeah.

Speaker 2:          00:20:44       Some people, the level of credit that they give people who don't even watch the news, it's just fucking beyond me. I had to go to summer school every year of high school except sophomore year because my teacher hooked me up with a d minus and my senior year I just didn't give a fuck and didn't go, you know, what are you gonna do? I'm done. Self. I'm a loser. All right. I am on my bio.

Speaker 3:          00:21:05       I'm on my way. Applebee's

Speaker 2:          00:21:07       wash dishes. Thank you very much. All right. So, um, I know way too much football. How about some hockey? Just one quick mention. All right. Did anybody see Adam McQuaids fight when they fucking against Nashville? Jesus Christ. Jesus Christ. I don't know the name of the guy who fought, but that guy's got fucking balls bigger than my giant head. Anybody who's got the balls that dropped the gloves, I'm not shitting on the guy. I just added McQuaig that fucking guy can fight. Um, agents. Like what Gash, what Gash, what goes in and the guy ducked down and he fucking didn't. I thought it was an uppercut that when I watched in s a m slow motion. I think it might've been a hook. I Dunno. It just reminded me in a very, very junior way of when Clark Gillies fucking broke that guy's face. He was pounding this guy so bad, the guy just ducked down and right as he ducked down, Gillies just went up or cod and his fist was big enough to cover the guy's whole face.

Speaker 2:          00:22:04       And it was like, it was like he punched a glass coffee table and this guy just went, he like straight down like when they pull a building, you know. Um, and the first time I noticed that that guy could fight with, uh, he beat the fuck out a rap. Ralphie Torres when he was playing with the Phoenix coyotes. I'll have links to those fights, but that's, that's our, I guess he is our enforcement now. And what's great is he's a fucking unbelievable defenseman too. So, uh, that's it. Celtics. What are we doing? We're doing what we always do. We beat the pretenders and we can't beat the contenders. That's our deal. Ed. A enough sports. All right, let me, uh, should I read a little bit of advertising for you? Huh? But evidently, I guess you have to apologize to Meryl Streep. You know, cause I guess I preach also on my podcast, which is the same as hijacking and award show, right? Did Meryl Street once say, Hey, I'm a fucking more on, what do I know? I don't think she did. All right. Oh, Billy street.

Speaker 3:          00:23:07       Okay, here we go. Let's read a little bit. Oh Jesus. Here we go. Matt, up, up, up beyond the swearing in fucking Trump by [inaudible] makes you want to take a dump. But though, fuck it worries you ball will be soft. They don't care that you got a lot of shit in the back. It has a trap door that you open up like old long underwear. Well Jesus. All right, the Valentine's Day gift. Oh, this Valentine's Day. Give a gift that they can unwrap again

Speaker 2:          00:23:38       and again. Matching underwear from me on these now Jesus. Who the fuck was all right? Valentine's is near and it's time. It's a, it's a goat in, in his go time. Sorry for thoughtful gift hunting. Any words that have a dash in it? Like they're together. Like it's a team. Like, I'm like a rookie quarterback. I can't, I, you know, I just look at my number one receiver. I can't check down to the next guy and I just stumble over it. It's go time anywhere. Any, I guess you put a dash there.

Speaker 4:          00:24:06       Yeah,

Speaker 2:          00:24:07       cause I'd be like, it's go time. It's go time for thoughtful gift hunting me on these has you covered with limited edition also a dash matching pairs of undies for you and yours has Valentine's Day. Got Your stumped. Now it doesn't. I don't, I don't, I don't give into the crazy emotion of much like everybody trying to get me freaked out that I'm having a kid any minute now. All right. Forget the cliches and give a gift that looks great. Feels great and will make everyone happy. Me undies. Fancy dinners and chocolate lasts the night. Flowers last a week. Oh, shots fired. It's Sherry's berries in 1-800-FLOWERS. Mandy's getting all Gangsta rap here in the fucking beginning of the year this year. Give the gift of looking great and feeling great every day with the world's most comfortable fucking underwear. Heads up. Valentine's days. February 14th case you haven't noticed every fucking year of your life.

Speaker 2:          00:25:06       Why are they saying that? Like it's fucking groundhog day. You know like Easter, how that moves around. You know, February, December 25th is Jesus's birthday. Happy Birthday to Jesus, right? Valentine's days, February 14th but don't panic. Get your heart on. Get your heart on. I get it and show some love with me on these matching undies. Where are you getting panties? His and her panties. This is getting freaky here beyond these other perfect gift for you and your Valentine. This hell holiday. They're unbelievably soft and come and limited edition prints me undies knows that your special, someone deserves a special fabric, which is why their underwear is made exclusively out of modal, modal, a fabric with a touch three times softer than cotton beyond. He says this is so fucking creepy. Three times softer than cotton. Come on, everybody get in the van beyond, he says a special limited edition Valentines, Valentines undies, which means you and your Valentine's can match and yet it's as cute as it sounds. It's sounds creepy. It sounds creepy. I'm like, oh, it's either going to be really like masculine looking or really feminine looking or you're just saying it's the same print, you know? So you know who's going to buy these fun fucking underwear? The kinds of people that have four kids and all name them by the first continent. These are my kids, Larry Laurie lean up and they Louie

Speaker 4:          00:26:36       [inaudible].

Speaker 2:          00:26:38       Why do people do that? And if for some reason you and me undies aren't a perfect match, they you your money back and let you keep the first pair. There's no refund on a bad fancy dinner. Dude, you're in your fucking house, Larry, and you've got four kids.

Speaker 3:          00:26:52       What? Know what Larry, Larry, Larry,

Speaker 2:          00:26:59       Lina, I didn't, was I calling you stuff yellow, your beat dad, call to action. Uh, they offer free shipping. And for a limited time listeners to this, this station, this station, this is the copy that give to the radio guys, he can kick me a little nod listeners to this podcast. Get 20% off their first order, but you have to go to [inaudible] dot com slash burr with the Mandy's better day guarantee. You have nothing to lose. So don't wait any longer. Go to [inaudible] dot com slash bear right now for 20% off your first daughter that me and he's done clubs led for if you're matching underwear, I'm going to go out on a limb and say the gayest of gay couple. I don't even know that you guys would even do that. Would you even be that festive? Are Gay people festive or is that just a stereotype that Hollywood is spoon feeding to America and that's what needs to stop dollar shave club.

Speaker 2:          00:27:52       Everybody Dollar Shave Club always gives you a close snoop shave and you can't beat the convenience of the price. You don't have to choose between settling for a cheap bag is shitty. Disposable razors are paying out the fucking nose for a raise it with the laser pointer and 17 blades. It's awful. Then dollar shave club broke onto the scene with the smarter choice. Before Dollar Shave Club, there was no middle ground. It was either shave a with your fucking girlfriends, things she did her legs with, cut up your fucking face. So he spent a zillion dollars. Um, now you get those free ones at the gym, which felt like shaving with a piece of glass there or pay a fortune for the latest. Okay, I'm just skipping around. The copy of Dollar Shave Club is the best of both worlds. You get the premium shape quality at the disposable shave price, right?

Speaker 2:          00:28:36       It's like buying a Cadillac for five bucks. If you haven't tried dollar shave club yet, you're missing out. It's an amazing shave and affordable price. If you haven't figured that out yet, what the 20 paragraphs of fucking copy, there's no smarter choice on the market right now. They're giving away a one month trial of any of their razors for only a dollar with free shipping. And after that, it's just a few bucks a month. See that? Like a drug dealer. If they gave you a little taste of the crack, then you're hooked. Then you're stealing VCRs. There's no longterm commitments, no hidden fees, and you can cancel whenever you want. Get your your $1 trial@dollarshaveclub.com slash bar. That's dollar shave club.com/. Burn. Alright, there's two more reads. And, uh, I'm seeing double, so I'm going to take a fucking break here. All right. Um, okay. What do I want to talk about here?

Speaker 2:          00:29:20       Oh, you know, I was watching the, uh, speaking of Cadillacs, Elvis Presley, um, I was watching the Meekum autumn autumn autos. Wait, I'm trying to open this fucking blind. Jesus Christ. Come on for fuck sakes. How hard does this have to be day ago? Shit. A little light on the, um, I was watch one of those Mika, um, automobile auctions and uh, I got to tell you, I'm fucking over the muscle cars. I love muscle cars like any other red blood America in it, and it red blood and Bug and American. I like those fucking cars, but every fucking wants the same thing. We got some mopar power coming up. Of course she dope. Oh, really? Does it have a Hemi? Is that a Shelby? It's the same. And what it basically is, is that it's the same fucking like 20 muscle cars. What are you going to have?

Speaker 2:          00:30:19       What are you going to have? You know what you're going to have. You're going to have a Shelby Mustang, you're going to have the tried powered fucking corvette, right? You're going to have the fucking, you're gonna have a GTO. Ah, you're going to have a fucking a, all that Mopar fucking Hemi shit that I never got into. I was never a Chrysler, dodge guy, Plymouth guy. And I liked the Barracuda. I, they're going to have a fucking a challenger. They going to have a charger or they're gonna have a super B. They're going to have the fucking, whatever that z 28 was that they only made fucking 10 of them. They're going to have one of those. It's the same fucking cars over and over again. And meanwhile, here's my question, why the fuck are all the trucks? Do you know where the fuck are all the trucks?

Speaker 2:          00:31:07       Occasionally a truck will come across trucks, a coolest shit. And where's all those great old man gangster cars? You know, like the fucking, my favorite one of all time, the 1967 Cadillac. Eldorado that fucking car it just go fuck yourself. I love that fucking car. That's the kind of car, you know what I mean? That you drive when you read the post divorce or you were smart enough never to get married. Okay. And you're successful and you're just fucking driving around and you got, you got, you got, you got stable a bitches and you know, they don't give a fuck about you. You don't give a fuck about them. Yeah. They pay girlfriends. That's the fucking car you have. You know, and this is the thing. And rather than secretly being lonely and empty inside, you're actually fulfilled because you own that car. You are the closest thing to the most interesting man in the world.

Speaker 2:          00:32:04       You know, that stay thirsty. My friends, you ever seen a woman in his life? You see women whim men in his fucking life. You know what I mean? You never see him at a fucking dance recital with his fucking rug rats. Um, anyways, I fucking loved that car. I the most gangster fucking car. And then I also liked the 65, uh, uh, Jesus Christ with the clamshell fucking opened, the headlights said Buick Riviera. Okay. And, um, at some point that might be my next, I drive the Jag into the ground. By the way, I sold my Prius today, add that fucker for nine years, man. [inaudible] um, that's great. I never did that before. I never sold it to just a person. I always traded them in. And this time I actually sold it to a person. Got The title, did the whole thing, felt like Richard Rawlings, you know, what does he say when he physio get chefs?

Speaker 2:          00:33:01       Right. Except it was a Prius and I didn't build it. Other than that, I was just like, I'm speaking of which the debut of gas monkey garage is tonight. And rumor has it that the bearded wonder Aaron is leaving the fucking show, which is, uh, you know, that's like Eddie van Halen, Leven van Halen or David Lee Roth leaving. I mean, it's, it's, it's, I am, you know, there's a lot of, I'm interested to see what they do with this one. Hi, how are you going to, uh, how are you going to make up for that guy? Jesus Christ. Um, but I'll be tuning in. I'll be tuning in cause that's, that's all the shows out there. That's the best one out there. And there's so many shows that rip that fucking show off and try to capture that formula. That's the best one out there. And I love the shit that they built. Speaking of trucks last season, they were saying, you know what? We're all truck guys. We're all truck guys and I'm yelling at the TV. Well then fucking make some more trucks.

Speaker 2:          00:33:59       I remember that they made that one for Casey. They can count on one hand they made the one for Casey. They made that, uh, they made the Chevy. Especially if you get those ones that had the two tone taint, two tone taint. Jesus Christ. Two tone, two tone paint. I don't know if I can finish this idea to tone tape. You know what that is? That's your taint is the normal, your normal flesh color and somebody tries to kick you in the balls from behind and they miss and you get a black and blue mark on part of your tape. Then what you have is a two tone. Tane. Alright, two tone pate. Um, they, and they did last year. What did they do? They did a like a 1948 or 49 Chevrolet. Uh, and they just went all out what the fucking thing. And uh, it was, it was absolutely fucking, it was, it was, it was just amazing. It's amazing what they do in that show. And I wish I had this skills. Um, who knows? Someday maybe someday I'll fucking,

Speaker 8:          00:35:00       okay.

Speaker 2:          00:35:01       I have the time to find a fucking 67 a Cadillac. Eldorado dragged that fuck around in somebody's backyard and have somebody like that build a thing for me. I'm going to those guys too. I would drive it. I saw one on a, I hate people to get those fucking cars and don't drive them. I got one for you if you want to look this up right now. All right. Look up 1965 Cadillac Eldorado $45,000. This fucking guy, he's got the best looking one I think I've ever seen has like the, somebody did a whole body off restoration on it as like fucking 33 miles. He got it when it had like seven miles on it and then now he's selling it with 33, and it's just like, why would you, I would drive that fucking thing to 200,000 miles. Unbelievable fucking car. Um, but uh, the only part I will warn you when you watch that video, when he starts caressing the leather inside the car, it gets a little creepy.

Speaker 2:          00:36:00       I had to fast forward to it. He was like, look at that. That's fine. Italian leather. Oh yeah. He didn't get that bad, but it got pretty bad. But this fucking guy has got a bunch of them. Uh, uh, Super Sport motors.com. Um, at least he did as of I guess two years ago, two and a half years ago, whenever you put this fucking video. But if I was going to buy one, I would buy one off of this guy. Holy fucking shit. I said he's got some beautiful cars, beautiful Cadillacs. Um, anyways, let's plow ahead here. I think maybe it's time to, um, maybe it's time to do a little like, oh, Trump gets sworn in this week. You know, he gets fucking sworn in and, uh, I would feel so much better about that guy. You know, it's, it's not the racist people that he's putting in there, you know?

Speaker 2:          00:36:51       It's unsettling. Is that is, I mean, everybody's fucking racist, you know? Well, that's not true. There's different degrees of it, but everybody has it. Even people who are victims of it, they have it. You look at another group of people, you, everybody's done that. You look at a group of people, you think something like, oh, it's like this. And then you go up there. Oh, it's actually like that. Wow. Why did I think that? And it all was in your fucking head. You know? I gotta do a bit about this. I was driving down the street the other day by dude with a right driving down the street, and I see this group of young kids, they school just let out. Right? This is not a good sign right here. I'm driving by a school right when the school got out and I'm caressing my leather. Now I'm driving down the street and these kids are all outside like a, it's right around the corner from where I'm playing drums.

Speaker 2:          00:37:34       Here's my alibi. I swear to God was playing drums around the corner and um, it's one of those stores that sells like a, you know, all the fucking snacks and shit that you eat afterwards and you get all fucking wired. So I'm driving by there and usually I get fucking annoyed because the kids are fucking walking across the street. They're not looking both ways and all that shit. And then I, it takes me forever to make a fucking left or right hand turn or this day they were all up on the sidewalk and I saw this movement. I kind of glanced over and none of the kids were white and I saw this action. I thought I was watching somebody getting the shit kicked out of them, potentially getting, uh, beaten into a gang. That's what my brain told me I was watching when I looked closer, there was like seven kids standing around, one kid looking at a fucking smartphone.

