Speaker 1:          00:00          Okay.

Speaker 2:          04:29          But when I came out there was nobody there. So I was like, I gotta, I gotta try it. So I fucking scampered up the ladder quickly, took my towel off and then went down into it. I was like, fuck. It was freezing cold when all the way up to like my neck and wanted to stay there for a minute, but probably only stayed there for like 15 seconds. It was enough for me. But plus also I knew other people are going to come in and I didn't want to come crawling out of there completely naked. Like fucking Jason Alexander now with my fucking junk all pulled up into me. Right.

Speaker 3:          05:03          Oh,

Speaker 2:          05:04          the other dudes in the shower, I could hear him. So now I go to get out of this fucking thing. I get my towel on and everything and I feel fucking amazing to go from that heat to that call. Now I'm going to go into the shower. It was fucking amazing. So again, out of the shower, now all I want to do is tell virtually the fucking story. It'd be like, dude, even a chick came and this is fucking nuts. And I reached into my robe and I can't find my key to my locker and like where the fuck is it? I drop it with and I'm looking all around and I was in last time I remembered having it. I was holding it in my hand when I was in the sauna because I didn't want to leave it in the pocket of my robe for some reason I didn't see like the band that you could put it around your wrist.

Speaker 2:          05:46          I just didn't, you know, I'm an idiot. And I saw, I was just holding onto it and I suddenly realized that it was still in the fucking sauna. So now I have to go back the sauna. So I go back in there with my head down with my fucking slippers on and my towel on and I go back in there and the naked woman is now laying down sideways facing the door. Okay. Laying down where I was sitting and I'm like I can't go over there with my towel on being like, Hey, I'm just looking for my keys. All right there sweetheart. Right. It felt like a fucking Weirdo. So now I sat down, she sitting on the fucking visitor side, now I'm on the home side or whatever. I might have fucked up these things. You know what I mean? I'm sitting on the opposite side that I was sitting on and now I'm just sitting there going, all right, well she was, she's been in here for like 10 minutes.

Speaker 2:          06:46          She's going to fucking leave soon and when she does I'm going to look for my keys and she just won't leave. She won't leave. And then finally I just have to get up cause I'm dying cause this is my second trip in that I find when I say I'm sorry, I think I left my key over here and she's like, Oh I didn't see it. And she's like sitting, sitting up like fucking naked. Right? So now I go back over and I just fucking sit down. No, I fucked up the story. I'm sitting down there going, what the fuck do I do now? Cause I'm dying of heat. And then all of a sudden this couple comes walking in and then they both get naked. Now there's two naked women, a naked dude and then me all covered up. And at this point now I feel like a fucking Weirdo.

Speaker 2:          07:32          So I'm like, Oh fuck it. I'm in Germany. So now I take my towel off and I'm just sitting there cracking up, fucking laughing. Like, you know that you need just look down and you just, you know what it's like, I'm gonna laugh my ass off, but nobody's going to know. So you don't make a sound and you don't change your face. You just have your mouth open and you just kind of go like, I was literally doing that while I was so fucking hot, I could feel my heartbeat in my ears. So at some point it just got so hot and she wasn't leaving and she was like a pro. So I finally just got up and I just sorta had my towel cover myself and go, I'm sorry, I think I left my cue over. And she goes, oh, I did not see it the boulevard.

Speaker 2:          08:12          And I go, all right. So then I went back and I sat down. That's what I did. That's when I sat down and then she got up and I was like still going. He goes, it's gotta be underneath her or something. So I waited for her to leave. I toughed it out and then I walk over there and I'm feeling around on the fucking seats and shit and it's just not there. And they have the slats and I'm like, it probably fell down in between. And now I'm going to have to walk out with just my towel and robe on and go back to the front desk, pay the fee, and all of this shit. So now I walk out of the Sauna, I'm fucking almost passing out and to my left and my peripheral, I see that woman again, naked at the top of the fucking ladder to go into the ice bath.

Speaker 2:          08:53          I'm like, Jesus fucking Christ. I gotta Outta here. Right? And as I'm walking away, you know, yeah, he name is [inaudible]. You go shag. I hear her yelling over to somebody and I'm like, I know she's not talking to me. And then she just goes, then she switches to English and she goes, did you find your key? And I kinda half turned, but they look at it and I go, no, no, I didn't. And then she goes, is this it? And I realized, I bet where I left it, when I scampered up the ladder to go there, I left it at the top, the iceberg. I go, Oh yeah it is. And then she stays at the top of the ladder and just, you know, kind of hands it and I walk over and literally her vagina is above me and I kind of reach up like looking, but not looking at skill, darkish shade.

Speaker 2:          09:47          But I was so fucked up, I didn't even take a shower and I just walked out and I went to the locker room and I went in there and I was like pouring sweat and everyone was looking at me like, well divided these shower off is all red like a tomato. Um, anyways. And then I just, I put my shit back on that and that, there you go. That's my German saunas story. But I have, I got to, I do have to tell you this though, if you completely naked in a sauna, it, it's even better. It is even better. It's fucking weird. But you only can do it in a place if everybody's naked than it isn't weird. It isn't weird. And uh, if you're worried that you're going to get a stiffy cause there's a naked woman in there, there's also no other naked men in there.

Speaker 2:          10:30          So it neutralizes it. Not to mention it's hot as shit. Like I don't think anybody has ever fucked in one of those hot naked, um, you know, the not naked, the hot yoga class, what do they call that? The Bikram Yoga. Like you can barely survive. Fucking somebody is the last thing on your mind when you're sitting in like 180 degree heat. But, uh, anyways, there's my, um, that was my son a story. It was hilarious. I was worried that my junk was going to look too small when I got into the ice bath and I was worried that I was going to fucking salute the Germans when I was in the sauna. If I, th I, I would, you know, if a naked woman walked in, but it didn't, I just felt like a fucking creep. Um, so anyways, and that's why you travel the world, everybody,

Speaker 4:          11:15          to get stories like that.
