Speaker 1:          00:00:05       Okay.
Speaker 3:          00:04:43       Yeah. Yeah. There's something in the process. So, so you've been tapped thousands of times. Sure. Um, probably if I counted them all up yet, I've been tapped to do something about the type of person who would either if you frame it in terms of subjecting yourself to that, there's something about that that's fundamentally differentiates us, if you will, from people in fantasy based martial arts. It develops a kind of character, develops a kind of attitude when you placed yourself in situations and get tapped. It's, it's a type of a corrective mechanism. Jujitsu is a corrective mechanism. It can help you align your beliefs with reality. And, and I, I'd love to explore that with you today and talk about what that means just in the case that some people might not know what that means. We mean by tap is submit. Um, when you do Jujitsu, I believe it or not, I've talked to, I assume that people know what we're talking about, but I've talked to people go, okay, what is Jujitsu? Like what are you doing? What? Submission? Grappling, which has a Jujitsu is one style of it, but it's all about using leverage and technique, uh, against joints or chokes against arteries like choke holds, uh,

Speaker 2:          00:05:58       to cut off the blood to your brain or neck cranks. And when you train Jujitsu as opposed to other martial arts other than wrestling, which I consider martial art, you can go full speed on that. You Go, you go 100%. And that's the difference between those martial arts and striking based martial arts where you really shouldn't go 100% because you only have so many punches your head can take before your body just stops working. That's just a fact. You could train sparring hard for, you know, a certain amount of years, but you're gonna, you're gonna, you're mind is going to turn into mush. There's just no doubt about it. We know that for a fact. And people do Jujitsu into their sixties and yeah. Oh yeah. Well Anthony Bordain didn't even start until he was 58 and he's obsessed. He trains every day. He goes sometimes twice a day I'll take a private in the morning and then he'll train in a group class after that.

Speaker 2:          00:06:50       He's a maniac. Um, but the difference being like you absolutely know what works and doesn't work and you absolutely know how good people are. So if we rolled, you can't fake it. Yeah. If we rolled 20 times and you tapped me 18 of those 20 times, you know, and if someone said, how good is Peter? I'm like, he taps me most of the time. And then we know we have no, they all, you sit in that case. But yeah. Well, you know what I'm saying? We know it's clear. Yeah. And so you can't fake it. There's no pretending. There's no bullshit. But I know like bowing rituals and masters and all this nonsense, all of those structures I think are put in place to conceal the underlying paucity of the effectiveness of the techniques. And people come up with this. So the other thing about that that that I think is so important is that all of these combat based martial arts, I've been waiting for this conversation for all of those combat, these combat based martial arts.

Speaker 2:          00:07:48       Let's take a look at, you mentioned wrestling. We know it works. We know there are some things we just know that they work. We know the kickboxing works. We also know that it's head trauma for kickboxing. We know that Moitai, which is in my opinion and insane activity, but we know that it works. We know that Western boxing works. We know that Jujitsu works, so the reason that we know we can test these things, we can take people and hopefully later on we'll talk about the difference between Brazilian Jujitsu and Japanese Jujitsu, right? Same techniques, different pedagogy, different training method. That's a $2 word for training method. We can take that. We can adjudicate these things because we take two people of equal weight and we stick them in a cage and we have some very basic rules and also for your listeners who aren't from there, mma gloves are very thin. You know, I think people who don't understand mma, they think that they're kind of like boxing gloves. They are very, very thin gloves that they don't afford much protection at all. Really led the person punch you harder so they don't have to worry about breaking their hand. But as far as like cushion to your brain or your head, yeah, they're not a cushioning. Yeah. So, so we can look, we can judge what works.

Speaker 3:          00:08:56       And the one of the ways that we do that is to people same size, put them in a cage and we see what works. The other thing is that when you train against a resisting opponent, and I think this is the key, you can figure out what's real. Like that's a mechanism. It's a corrective mechanism. It's a way for you to discern, make, believe land and reality. Bullshit, reality. You know, w what, what works and what doesn't work. And once we start introducing that in systems like, look, let's say that I said to you, Hey, I've, I've come up with this technique. Uh, I know this is going to sound crazy, but it's incredibly effective. And you say, what is it? And I say, it's a pinky blitz creek. I got a lot like they're gonna use it. And so I said this, they said, well, attacking with pink.

Speaker 3:          00:09:43       Yeah. I say, you know, but it's a certain, you know, stance and I do this right. You know, come Bantus stance where, and you said, really? And so you call up, unbeknownst to me, you call up, you know, like I heard her show you're buddies with Eddie Bravo right now he's called me and say, look, we got this guy in here. He says that he has this technique, p picky blitzkrieg I'm going to send them over there, put them up against your good purple belt, getting on video and we'll see what happens. So it's, it's a way to test it now. Now if that works, you'd be like, Holy Shit. Like I can't, this is awesome. Like we, nobody ever thought of the pinky blitzkrieg it's incredible. But what you've done there is you, that's a core component of critical thinking. It's a willingness to revise your beliefs.

Speaker 3:          00:10:27       It may sound like bullshit, but you're completely open to the possibility. If this works against a resisting opponent, right? So let's say that I tap out his tap out his, uh, purple belts, and you're like, all right, well, Brown belt. At some point, it would be so absurd that you'd think that Eddie and I were in on it, right? I don't know the guy, I've never rolled them, never met him. So He'd call someone else, but, and then you can test it so you can watch it. Eventually you can test it with your friends. So this idea of testability and people can figure out things for themselves. They don't have to go on the history of the tradition. You know, some guy punched a bull in the head or there was a blind nun walking through this and she killed all these guys. But that's when we always had to deal with that was that was the history of martial arts was always muscle yama and killed a bull with a banshee.

Speaker 3:          00:11:11       We always hear about Maslow Yama. Who was this? Was He kilkee Shin or I think it was coke cushion. Right? So his lineage, I don't, I don't remember, but he was a famous Japanese guy who apparently had killed a bull right punch. Which, uh, and then that, that, that, that comes down as legends. So when people said, well, you know, how do you know this works? Why should do it? Well, this guy killed a bull. Well, did you see the bull did, did you see it? So, so it's uh, it's a fable and the fable takes on a life of its own. And the, the, the genius about the ultimate fighting challenge was then you had a way to test ideas, right? You can literally watch these things unfold against people of, in

Speaker 2:          00:11:53       the early ones, your people have different weight classes. They had the sumo wrestler and the kickboxing guy. So, but not only that, it was an opportunity for you to figure out what was real, right? And there's something that's incredibly appealing to that. Like think about, think about Kata, right? What a fucking waste of time. Like not only is it a waste of time in terms of let's say what Kata is, it's like, you want to go. Yeah. And so it's, we'll their forms and what a form as it's like a pattern of movement that you, that everyone does. You'd get one when you get your white belt, you practice that and you get really good at it. You do it for a task to get your yellow belt. And in a lot of traditional martial arts, that is part of how you test. You know, I, I got my black belt in taekwondo and I had to remember all those goofy moves and they never came into play ever.

Speaker 2:          00:12:47       When I competed they were, there were no sort of nonsense. It was a waste of time. And as soon as I did get my black, I forgot all of them, barely remember it. It's a waste of time. But I'd argue it's even worse than a waste of time. If it were just a waste of time, then you know, you could have been staring at a wall, but you thought that you were doing something to help you achieve a goal and the goal was to win a fight. So you thought you were engaged in activity, that the whole, there's no resisting opponent. So when there's no resisting opponent, it's not a tea, it's not testable. You can't bring the tools of science too. Right. So, so you thought you were engaging in activity that brought you closer to your desired objectives, but it didn't. Here's the argument against that though.

Speaker 2:          00:13:36       The what it does do is it helps your precision movement and you could argue that learning how to execute these patterns in a very beautiful way shows control and it, and it shows precision movement. They aren't, the problem with it is that there's some of those movements that are completely ineffective like double knife, hand block or thrusts, knife hand thrusts is, there's movements that are there, the not applicable to mma. But the concept behind it is actually something that a lot of really good mixed martial arts like Carlos condit or even conor mcgregor are doing. They're doing a lot of like movement training. And um, although I don't think Kata is the best way to achieve those kinds of goals. Yeah, I think that there's something to be said for not just martial arts techniques, but other things as well. Like Yoga I think is extremely effective in enhancing your ability to, um, to control and manage your body in the movements. All right. She's a weird strength. So we're on the same page. So think about it. I'd offer a constructive way to think of it like this. So what you just said, I don't know anything about basketball. So I'm going to just use basketballs stamp. There's a ball and a net and black eyes and then that's

Speaker 3:          00:14:52       the court. So, so, so I'm like guys, when when you think about basketball, what you just described was a guy on a court practicing a lay up over and over again. I think a layup is like when you bounce it and you shoot, you don't know the law. I don't know anything about basketball. So I'm like your run up to the fan, you run, throw the ball and then whole and everybody gets crazy. Okay. But think about, don't think about caught. So you, so I think thinking about caught to like a layup in terms of precision is the wrong way to look at, look at it. Think about Catia as a layup without a basketball. Think about the practice of basketball practice, quote unquote a basketball without a basketball. Right. Okay, here's the problem with that. What about shadow boxing? Shadow boxing is extremely effective and shadow boxing in a sense is a form of Kata shadow boxing and w including not just boxing but kicking and punching and needing is a long, long excepted.

Speaker 3:          00:15:51       Excellent form of training and visualization. Yeah. So, so one of the things that shadow boxing you can do, you can warm up was shadow boxing. When I, when I woke up in Git and just to be upfront, I, I suck. I've been doing it for a long time, but I'm not very good. I just felt or I love it. Blue Belt. So I'm not how long you've been doing. I'm not, I'm tell you it'd be ambassador. Tell me since 1999 how dare you, you're still a blue belt. Um, how often do you do it? Well only once a week if I'm lucky. Oh, okay. You gotta go Anthony Bourdain's tag. You got to get obsessed. Yeah. I just don't have a lot of opportunities. Like I have a family that I pushed forward. I have a work career and I have either you have a life, a life.

Speaker 3:          00:16:32       Yeah. I'm fucking people with their lives. Yeah. So you know I'm not, I'm not speaking about it from any kind of like, you know, I'm an expert in this. I understand what you're saying. But I think what's interesting about this is the philosophical implications. And so like, like when I woke up, I like to warm up with another body to slow roll, you know, I like to just, because then I have an opponent. If you're practicing something over and over again, the problem with that is there's no corrective mechanism. You could be doing the technique incorrectly and then when you actually go to execute it, you've had a body memory for that technique that hasn't, that's been, that's taking you away from your goal. Do you mean with striking you mean mean shadowbox and when you use these samples shadowboxing, just so you're saying with shadow boxing that you, you need another body in order for it to be effective. No, I'm saying that like, so let's say that you shadow box a hammer punch. Okay, so stuff that doesn't work like Catia, things like double knife hands. If you, even if you, if you a shadowbox jabs and crosses and upper cuts and stuff, even if you do that, if you could not be doing it correctly and then you'd be practicing the wrong thing over and over again and that will take you away from your goal. That's why you need, you have to have some kind of a resisting opponent. Resisting

Speaker 2:          00:17:50       opponents are the corrective mechanisms for everything and just as the, they're the correct of mechanisms in the physical domain. Did the corrective mechanisms in the cognitive and intellectual domains as well. That's why prayer is so insidious. It's because people think that they're, they're doing something that's in their own wellbeing. They're doing something that's good, but they're just talking to themselves. But there is some aspects and I would agree with, I don't know if I would, I don't like labels. I have a real hard time with labels, even labels for things that I think are good things like I think that some people get a lot out of prayer and not necessarily because they're praying to a nonexistent deity or they really truly believe that if they wish for a new car it's going to come to them, but I think that the mind when focused on positive thinking and and and focused on love and focused on that, the tenants of Christianity let go of God godly behavior and compassion and all these different things and you truly are looking out for your fellow man and wanting to be a good person.

Speaker 2:          00:19:00       All those things. I think there is merit in that. I think you can, you can, you can certainly find benefit in that as a tool for mental management. I mean does that mean there's a guy in the clouds with a harp and all that jazz? Of course not, but I think that it's in a sense like like Tai Chi. I mean, if a guy thinks that he's going to take Tai Chee only and get into the UFC, uh, it's hilarious. He's going to get fucked up. But if a guy in the UFC, like conor mcgregor for instance, who's so concentrated on movement really gets involved in Tai Chi, I think he would probably get at least some benefit out of it because in that slow moving, this like rhythmic pattern, what you're doing is you're exercising your body in an unusual way and expanding the possibilities of, of your, your, your interactions with opponents, expanding what your body can and can't do.

Speaker 2:          00:19:53       And I think yoga does that. I think there's a lot of different things. So we need that. There are about 20 really interesting things that you just said. I think we need to kind of unpack those a little bit. Like, so if you talk about you to take a look at prayer and what people think that they're doing, and then let's, this is why you're the perfect person is talking to this about, uh, then compare that to a martial art. That's bullshit, right? Like Tai Chi is a good example. Okay, so people think that they're going towards a certain end winning fights. It's certainly, I don't know about now anymore, but certainly some people that teach Tai Chi and even practice Tai Chi that are just doing it for their health. Yeah. My Dad is one of those people, so he has zero ambitions to win a fight with anybody. He's in his late seventies so if somebody says that, I have no problem with that at all and I think it's true in Mo motion

Speaker 3:          00:20:48       would be better than non motion and the prom is exactly the same problem with religion. When people are making objective claims, they're making claims about the nature of reality and I want to know what's true and we don't even, the problem is that people, every time you talk about faith, the religion or have you people shut down or they have barriers, we don't need to talk about that. All we need to do is talk about Jujitsu. That's why this is so perfect because with Jujitsu you can figure things out yourself with, you can figure out what works, right? The pinky blitzkrieg you can figure out what doesn't work. You can figure out what you're capable of. If, if I tap you, if, if you tap me out 20 times, I'm under no illusions that the 21st time, I mean I could get lucky, you know, like I could get lucky against rory, I could get lucky against Matt Thornton. It's always possible I could get, it's highly unlikely, but I could get lucky. The problem is that if you look at the way that people engage these rituals in their lives, what these people are doing is it, they think it's taking them towards an end. It's exactly identical to fantasy based martial arts. They think it's taking them towards an end. It's not right. I think also a parallel like in fantasy based martial arts, the benefits of it. Like

Speaker 4:          00:22:08       I was, like I said, I did taekwondo for a long time and uh, I got really good at it and then competed a lot. And uh, I was essentially in a cult. I mean, taekwondo a, although it's a beneficial called and it helped me a lot and it made a lot of ways and made me the person that I am today because in training and doing really difficult things and competing and overcoming nerves and all that stuff, there's a lot of benefit in it. But then, um, I had a distorted perception of reality because of it. And that distorted perception of reality was shattered once I started boxing. Exactly. And I realize like, oh my God, I was getting punched in the face. I didn't know. I thought I knew how to fight when really I just knew how to do taekwondo. Right. And then I had to learn all the other aspects of martial arts.

Speaker 4:          00:22:51       Like one of the most sobering moments of my life was when I, I trained at Carlson Gracie's in, um, on, on Hawthorne, in Hollywood in 1996. And this is before Vito Belfort made his debut in the UFC. And, uh, I, you know, I had this long, extensive history of competing and taekwondo tournament and I had kicked boxed and, uh, I'd done quite a bit of a boxing training and a, I wrestled in high school. I thought it was pretty good martial artist and I just got fucking mall. So like I had never exercised. Like I had no idea what I was doing. And I just remember the feeling of helplessness and the guy who, one of the, I mean, a bunch of people mauled me, but one of the guys at mauled me I'll never forget, is this Brazilian kid who was a purple belt who was basically my size. He wasn't any bigger than me. And he wasn't like some Super Mario Sperry blackbelt guy. Yeah. He

Speaker 2:          00:23:46       was just some guy just beat the fuck out of me. I mean, he's almost disdainfully and he was a nice guy, but I mean, when he was training, he was training really hard and he didn't give me any slack. It was just getting wrecked. And I remember thinking, wow, what a stupid illusion I was under. Yeah. And, and, and so in a sense, I think it's, I mean, I guess that's a question we could talk about, but I know is it incumbent upon us to help people out of these traditional martial arts? Like I did a, I had a very similar experience. I trained in stick a knife fighting for years. That's why my hands cuts. Yes. Grima that's why my my hands have all these cuts and are all married with real knives, real knives and sticks. Yeah. I did the stuff with the dog brothers and Dan Medina was, I've got a black belt and stick a knife fighting and, and you know, I'm thinking about black belts and sticking a knife.

Speaker 2:          00:24:32       Yeah. Yeah. Okay. Well, I mean, if you're in a place where the bullets are all gone and no one knows how to make a gun, well, bows and arrows haven't been invented. That's where I was going to go with this. Where I was going to go with this is I, I, uh, so I thought it was a pr like you, I thought I was pretty good martial artist. Right. And then, uh, I fought a guy fight, actually great Jackson with sticks and just beat the shit on them. And I mean I had a stick and I had been training with the stick for like years at that point. And it was just a huge wake up call from you guys fought like in the competition we fought in like a fight fight and, and I, he had only on fight fight. You were mad at each other?

Speaker 2:          00:25:11       No, like uh, you know, like a party's arm to the submission. I mean we were like, I was not, so it was a competition? Well No, it was at his old place and this is when I started training with him and we, I think we put on like very light hockey gear and I was just going to beat the shit out of him. I was just going to, yeah, well that was my goal cause he said he based, this was before I learned about a liveliness training and and you know, resisting. That's the lifeness. Yeah. So that's like Matt Thornton to me and, and, and it's a combination of, that's a whole other discussion. It's like, um, timing, energy and motion, resisting opponents, ways to figure out what's true and what works. And I, uh, this gets back to our discussion about shadow boxing and about training other ways.

Speaker 2:          00:25:57       I had trained with a stick and I had known all of these kind of basically this caught to things, but I also trained against a willing opponent. Like when you watch these stick demos, the key to to look for is what the UK does. The feeder, you know, it's not what the guy does. UK, I think this is a Japanese word for like the guy who's feeding in, you know, like, oh, okay, so the guy who is, I do this and that people, most of the people are listening to this. It's like probably 90%, even though a lot of watching it. So what, what you're demonstrating for those who are listening is like, there's, um, these live, these drills that you do where someone will pretend to throw a punch gifts so the person will step aside and do their counter attack and it looks awesome. So the UK guy has it. Got We in taekwondo, he used to call it the one steps. Yeah. The one steps.

Speaker 3:          00:26:44       Yeah. And, and it's, it's a great example of a fantasy based martial art because it makes you, it brings you further from reality. It makes you think you can do something that you simply cannot do. So what you need to do in those circumstances is you need to watch the feed or the person who's giving the reverse punch. It's like punched that comes off of your, I'm trying to be caught a punch that comes off of your ribs and goes out and they almost never hit somebody. Like if, if you watched the Steven Seagal when he got his black belt as a famous black and white video that's out there and Jamie can link to it, I guess. Uh, it looks awesome, but it's bullshit. It's all choreographed. The kido. Yeah. So, so the, the key deliverable I think in this call, one of those in this conversation is that whether it's shadow boxing or whether it's Kata or whether it's taking a knife and doing a drill.

Speaker 3:          00:27:37       When I used to do those train with sticks, I was really, really good. But I always knew the angle. So it was fantasy based. If you took the angle out of it, I would just get beaten to death. I mean peeps, I'm, what do you mean by angle? So like in disrobed or scream or there are 12 angles. It goes 99 it goes like 75 degrees, 35 degrees the other way. Baseball swing, reverse baseball, swing, stab, overhand stab, tack to the knees, attack to the other needs. So when you do, when you do those, when you train, you guys just do the numbers one, two, three and you know, you get so good at it. I mean it's pretty crazy. I can show your stuff here. You know? It's like if I know the angle, it looks awesome. I've seen guys do it. It looks pretty bad ass, but it's bullshit.

Speaker 3:          00:28:23       It's bullshit. It's fantasy based martial arts because the opponent isn't resisting. You have to have a resisting opponent. But here's the deliverable for this conversation I think is that if you train in a certain way, absent to corrective mechanism, but you think that corrective mechanism is an actual corrective mechanism. In other words, you think you're training in a way that will bring you closer to reality, but you're becoming further from reality. What that does is that takes that, that's just a, that's devastating because you need that corrective mechanism. You need to bring your thoughts in alignment with reality. And that was the great thing about the UFC is because now we have all these people and we can see what works. So think about the guys. You know I, I listened to your show that he bravo are I think, and he said, you know, he was just practicing the, the rear naked on his leg from, well that's not gonna work because there's no corrective mechanism because I don't think you understand what you're saying. Well maybe I wasn't, he was exercising his squeeze on his leg. He still does it. And it's because one of the things about Jujitsu, about finishing a technique is how hard can you squeeze and how long can you squeeze. So what Eddie does is he'll do this like, well if we're watching TV together, he'll do it. He puts his knee up. If we're watching the fights, who put his knee up like this and he'll rear naked,

Speaker 2:          00:29:42       choke his own knee and just squeeze it. And what he's doing is he's working on it, squeeze and it's not thinking that that's going to make him get to that position where he can squeeze someone. Okay. Well the or against a live resisting opponent. He's, it's an exercise. Okay. So that's cool. So if, if the idea then is that we'll work on your squeeze, then that's different from thinking that, that if, if I, if I, if I train, if you practice, think about like practicing shadow boxing and you're to use your example and your hook is always, you know, wide, you stand here and then when you get into a fight, if you deal with a resisting opponent and you do that, so you would have, you would have gone down a path to make you worse than are, but that's assuming that you're doing it incorrectly.

Speaker 2:          00:30:26       If you train correctly and you learn the techniques correctly and then you apply them in your shadow box and correctly it's going to benefit. Yeah. Okay. So that's the question that the question is, and I mean the, the great thing about this conversation is that we can test this stuff, right? I mean this is the ultimate we have, we have people we have, so for that we need to look at the, the only big word I think we need here today is pedagogy. Like at the training method, it's a big word for training method. We don't even need pedagogy. Just say training method. So we look at the training method and what I think you would need for that is, well actually I guess here's my question to you. Would it be better in your mind to train shadowboxing or to do some light boxing with guys with focus middle over there at guys holding up focus Mitts at the same speed that you were shadowboxing?

Speaker 2:          00:31:19       This is where I think the conversation is going on, right? It's not that it's better. All those things have their merits. Shadowboxing has its merit. Yoga has its merit. Yoga is not going to teach you how to be a a better fighter, but if you learn all the techniques of Jujitsu and you incorporate yoga into your training, it will likely elevate your Jujitsu. There's, I have absolutely no question that that's true and I think that that goes along with shadow boxing. If you're, especially if you're a striker, if you're a striker and you don't shadowbox, I think you're doing yourself a disservice. I think there is a benefit to a visualization and to movement. And two, there's, there's things that happen when you throw combinations in the air. Um, as far as you are dexterity, especially with kicking and your ability to even do combinations without any resistance or without anybody, um, uh, trying to counter you, there's, there's benefit in stringing together those reps, those repetitions. Yeah. Yeah. Okay. So I think there is a benefit of that. And I think so sometimes if I, if I go in to straight blast and there's nobody on the mat, there's no way to roll with, sometimes what I'll do is I'll just go through the motions. Like I'll do roles or I'll do go over my back shoulder or I'll just, you know, fall down. There's

Speaker 3:          00:32:40       merit, there's merit to that in that, um, I think I already know how to do it. I mean I'm sure sure that I could improve on it without any question at all. Is so like your example of yoga is a really good one. I think it's certainly true that you can use muscles and yoga that you don't, and another activity. And I think that those have benefits to mma. In fact, I'm sure they have benefits to a lot of other things. So, so the not just the flexibility aspect and the body maintenance, there's a lot of good things to it. Yeah. I don't do it myself. I probably should, but if I would, I'd just spend that hour and doing Jujitsu to be blunt with you. But I think that you can get things out of yoga and get things out of these other activities, but you have to be conscious about the reason why you're doing these things and the way to get better ultimately like, yeah, so you could shadow box at a certain level.

Speaker 3:          00:33:37       Um, and again, I guess I think we can think about it at, in terms of the layup example, again, it's not necessarily the lay the ball is the corrective mechanism with the layup. The person is the corrective mechanism and the fight. And as long as somebody knows what they're doing and their training in a certain way, it's not necessarily that shadowboxing, we'll take one away from one school if it's being practiced correctly. I think Carta would take one away from one school, but I think that the whole project, like if you think about, and that's why I think the shadow boxing is such a good example of this. What is it that that w okay, so when someone's shadow boxes, the, the point is to warm up that accomplishes that. You could do that with squats to right. And someone or you know, you could do that in any one of a number of, you're looking at me like you're lost. No, no,

Speaker 4:          00:34:34       that was all in your head, man. I just ain't got, I got, I got that look like we're just talking about, no, no, I'm just listening. Yeah. Well if you think I'm, if you think I'm off track, let me know. Uh, you might be a little off track. Um, in that I think you think there's very little benefit and a lot of these activities that I think a aren't primary activities. I think, yeah, if you wanted to break it down to what is the only, see there's just this broad range of things you can do, you could do to improve all sorts of athletic endeavors. Like there's a lot of people that don't believe you should do any strength and conditioning training. You should just do technique and you should just do sparring. There's a lot of people that go that route. And then there's other people that think that's absolutely foolish you should primary like, especially once you learn the skills you should, if you're competing, you should focus primarily on strength and conditioning because really it's just about burning your body out and reaching an incredibly high level of cardio so that when you compete, you know all these techniques already, you will now a gas tank that's superior to your opponents and that will lead to victory.

Speaker 4:          00:35:40       Like there's a lot of modalities and there's a lot of schools of thought. Can we talk for a sec? Can we talk about that for a sec? Sure. So it's interesting to me. I see guys who come in who, uh, who are just super strong. And I think to a certain extent we need to be careful because strength, and again, I'm not speaking from experience so much, I'm speaking of just conceptually. I think there's a tendency for strong guys or big guys to overlay upon their strengths or size small man Jiu Jitsu is the best to just tell people if they're thinking about learning. Jujitsu learned from a little person because little guys, you know, boiler Gracie or even Eddie Bravo before he started lifting weights that he's quite a bit bigger now, but Eddie was always like, you know, 150 pounds, 140 pounds. So what he was rolling, he would always be rolling with big guys and he had to rely on perfect technique.

Speaker 4:          00:36:31       Whereas a guy like Frank Mir, who's a very large man, has a lot of physical strength and they rely on that. Yeah. And I think, well, you tell him what you think. Do you think that if somebody goes in strong and they focus on that often that that can come at the expense of learning techniques? Yes, it can. But here's the problem, the concept of strength and conditioning. A lot of people think, oh well you're doing squats and dead lifts. Um, a good example is a guy I've had on this podcast before. His name is Nick Khorsandi, Trans Hofeld Osan Joe see trains a Russell and providing the cough was a frame famous boxer, but a lot of world class athletes. Joe Schilling, who's a glory to shirt, I'm wearing a one of their uh, best fighters, excellent kickboxer world champion. What he's doing is his strength and conditioning program.

Speaker 4:          00:37:15       He trained under Marvin Marinovich and nick does a lot of plyometric exercises, a lot of sprinting, a lot of box jumps and all these really unorthodox techniques. And the idea is to improve your ability to execute things, improve your ability to close the distance and includes your, improve your ability to get out of the way and prove your ability to maintain a high workload through the rounds. You know, like if you can only throw, uh, let's say 50 kicks in, around before you get exhausted, and if you can improve that through strength, strength and conditioning, make it 75 or 80, you're going to have a significant advantage over the pace that you can push on your opponent. And that is in his opinion and many other people's opinion. And this is, this is a really open debate right now in the world of martial arts because it has not been solved because it relies on so many variables.

Speaker 4:          00:38:07       It relies on the athlete themselves, their mental fortitude, their dedication to their craft. Um, how good is their technique in the first place before they embark on a trunk strength and conditioning program? There's so many variables I think to unbox all this. Um, and to make it a little bit easier for people that are going, what the fuck are they talking about? What we're saying is there's a lot of people that have distorted ideas about reality itself and a method for exposing that kind of thinking, which is like this sort of dogmatic religious thinking, which is ultimately accepted by all the people around you, but never, never critically judged. Yeah. A really good method is Jujitsu and the, the meaning, the reason why Jujitsu is such a good method is because Jujitsu is one of the few martial arts that you could practice at any age and you could apply to.

Speaker 4:          00:39:07       And you could also watch those techniques being applied by other people. And when, you know, gigit like yesterday I went to the Eddie Bravo invitational, which was at the orpheum theater in downtown La, some of the best Jujitsu fighters in the world. We're going at it. Uh, and it was really amazing to watch. It was awesome. And it was a, a crowd filled with thousands of people who are fans of Jujitsu and practitioners. So it was really educated crowd. And what was cool about that is we all understood like when the guy got to a position like, oh, blah, blah, blah, blah, blah. And you know, the crowd would cheer when someone would get out of a heel hook or they would cheer when a guy would be able to tap a guy with a rear naked choke. And we were watching all these things play out.

Speaker 4:          00:39:48       So there was lessons for me as a, as someone who's not competing as sitting in the audience, because I've spent so much time doing Jujitsu, I was watching this sort of, these interactions take place in a very logical truth seeking truth seeking community. Exactly, exactly. I mean, when the techniques work, the techniques work. And by the way, what's interesting is Brazilian Jujitsu as it was first created, or a first sort of established came from Japanese Jujitsu and Elio Gracie and Carlos Gracie, who were probably two of the most important people ever in the history of martial arts. They, they sort of manipulated those techniques and improved upon them and made the art more about the submissions than it was about the stand up and the bringing the fight to the ground. And in doing so, they established a series of techniques and you know, we, we refer to those techniques as the basics.

