Speaker 1:          00:00:01       Okay.
Speaker 2:          00:08:08       Holland has really embraced the sport and it's gigantic over there. Guys like Peter Hertz at guys like our Nesto who Stan, you know, and, and hiring spoke enormously popular. Rob came in, there's a great friend of mine, Ramon Dekkers. So there's so many great, great fighters that come out of there. They're huge celebrities over there. It's a different, it's a totally different experience. Holland is a small country, but they're kickboxing is a legendary for this one small part of the world. They've produced some of the greatest kickboxers of all times. And the respect over there for these guys is very mainstream. I mean, two years it might've been no, 2008 it was, and it's doe who Scott Knighted by. I don't know if a royal family or the government must be the royal family of Holland obviously got knighted. So we were joking Japan. I'm like, Ernesto tried to call you sir

Speaker 3:          00:08:56       enesto now, but how crazy is that to think it kickboxer gets knighted made. Could you imagine that happening in America, in America, apart from happening in Britain, even no way Michael Bisping's can become so Michael Bisping anytime soon. In his own mind. It is unusual. And if fighters want to learn kickboxing in this day and age, there's two places in the world that they traveled to the, he will even travel to Thailand or they'll travel to Holland. Yeah. It's that simple. If you want to learn the genuine art of Muay Thai, you know, which is Thailand's national martial art, dating back thousands of years and as long been their military martial arts still is there. The military martial art, uh, you know, you've got to, you got to Thailand to learn it. Any of the great camps over there from, you know, fair tech, stick your tongue, um, the WMC camping, Ko Samui and you learn the knees, the elbows, the grappling and all that.

Speaker 3:          00:09:45       The Thai techniques. If you go to Holland though, what your primary learning is modified tie. It's the, the, the punches, the kicks and the knees with limited clenching and pretty much no elbows. You know, they have elbow fights over there obviously, but the main rules are modified tie, which is knees and, and no elbows. And why did they eliminate elbows? Just something for the reason that, uh, you know, the cuts, first of all, stop a very good fight. As much as I love seeing a good elbow. There are a lot of times, especially commentating moy tai where I rue having elbows in the sport because as I've seen some great battles with two guys are going back and forth just pounding on each other for rounds. We go into the fifth round, you think God, this is going to go down to the wire, could be anyone's fight and then some guy throws one elbow that cuts the other dude and the cut may not be that deep, but most times they'll tend to stop a fight now for cuts over the eyes and is going to running to the eyes and I've seen perfectly good fights stopped from cuts.

Speaker 3:          00:10:41       I see it that way. But I also see it the other way, like they're so effective. You can't route if you take them out, you're taking out a part of what makes it a martial art. If you're talking self defense, like I believe more times one of the best you can learn for self defense. It's so complete self defense reasons. Yeah. For entertainment purposes though, and especially for television purposes and where you're trying to grow sports like in Holland back in the day and in Japan, how they grew kickboxing since you know mastery, she invented k one 1993 and the theme was all about television ratings in, okay one used to have a longtime clinching rule where you couldn't put on a more Thai clinch and grapple with the guy like you doing Muay Thai. But now it's like a roller until Alistair came know Bob Sapp came along and guys, good handle hang on to beetle and just bludgeon them.

Speaker 3:          00:11:25       So now it's like one hand, one clinch knee and release. But it's all, it's all for television purposes. You know, in in Thailand you have to fight with elbows. You can't fight it. Modified tire, I mean there's a lot of rules when you find a proper sanctioned bout in in Thailand you've got to where the Hmong coal and the flower shop around the neck and a lot of guys were that the other project of the arm bands and they do this, the significance of all that stuff. It's all superstitious. So the ties of very, very superstitious always have been in usually the Hmong call, which is what they wear around their, it looks like a like a like a a tennis racket. Yeah, that's compulsory. If you fight for the WMC in particular, which is the will sanction body to where among call on your way to the ring, you have to do it.

Speaker 3:          00:12:04       You also have to do the when the why crew [inaudible] which is a, a preflight ritual of a tie fighter that looks like a dance. I suppose a mix between a dance in a, a yoga routine almost. And what they are doing there is, it's, it's very deep, meaning their blessing their corner and asking the gods to bless their corner. I they trainer and also bless the opposite corner and hope that your opponent doesn't get hurt too much and you have to perform this before every single fight. Uh, you know, WMC in Thailand in particular and it got these, I can go for a long time. Some of them I've seen had been up to five minutes long. You know, it's, it's, it's crazy, but it's all part of the, the beautiful formal history of, of the sport that they're maintaining. Do you know Sam Sheridan? You know, EMS?

Speaker 3:          00:12:48       I was the writer of a fighter's heart and a fighter's mind. He's actually married to my friend Patty. And, uh, I got a chance to hang out with that dude and talk to him. He's a really, really cool guy. And he, um, he went over there and lived in Thailand and you know, stayed over there for months and had a Moitai fight and they documented it for a TV show. It was a really fascinating experience, man. It's really, really cool to watch. He did the full, the dance, the white crew and the red boy. Yeah. He did all that before, you know, all traditional. Yup. You know, and uh, it was fascinating. He got really set up. They set them up with some Yakuza type dude covered in tattoos who was a bad ass kickboxer and they tried to say that this guy was like an amateur, but the guy wasn't in that good a shape and he tired out and, and Sam got him changed.

Speaker 3:          00:13:34       He got hurt before that. He got cracked by this guy and he's, you know, relative, relatively amateur. It's crazy. Everything. It's just so popular. You know, it's on TV. Every night is on channel seven show it show a little. The fight to channel seven has their own stadium. And as you know, in Thailand, it's not so much about being a world champion, it's about being a stadium champion. And the two main stadiums are lung, Piney, and registered moon stadium. And if you're a champion of evil, either one of those stadiums, you're like the man, you know, you're like top of the sport. WMC champions. It's WBC champions. It's like Eh. Then I consider them that highly. And Thailand, if you're a stadium champion, you're the man. Wow. So is it like this is my house and then everybody has to come to fight. You and your house pretty much offend that title.

Speaker 3:          00:14:15       So a stadium champion, it's the stadiums are so popular that a fighter like say dodger stadium and the guy would be the Dodgers stadium champion, don't just study them, champion. And then people would all come and have a ranking system. Wow. And then you get to be number one contender and so and so for the, you know, the dodger stadium title. And that's the thing. It's, it's, it's huge. And they start really young, right? They stuck alone. Five, six years old, you know, got, you know, kids are fighting already by the time that they reach a, you know, 18, 1920 years old. They've already had 150 fights, you know, we'd come and setting Thai guys, send shy central. I saw king start youtube him. He's amazing. Does these acrobatic cartwheel kicks, you know, form of leukemia and regimen champion, multiple champion and, and you know, commentating him just to fight that he had in Queensland, Australia a few weeks ago against Cook Fin.

Speaker 3:          00:15:03       Liason Yeah. Dude's got like 230 fights, 240 fights of common sighted guides with over 300 fights and it's full tie rules. That's knees and elbow. And in my opinion that style is the most effective style for standup. Yeah, there's a lot of techniques that don't, that you can you find in other martial arts like wheel kicks and turning side kicks that are real knockout techniques. But if you want to look at one comprehensive package for striking it's soul, it's so economical with the leg kicks that this short movements to create big power, the emphasis on power, especially the emphasis on power leg kicks where they know there's only a certain amount of these you can take. You know, there's a lot of fleshy techniques, as you said before in other martial arts. But think about it for self defense purpose. If you're in a nightclub and some drunk guys belled you up against a wall, you're not gonna be able to pull off a spinning hook kick, right?

Speaker 3:          00:15:52       Grab his fucking head. You're grabbing me the fuck out of him, an elbow him and go to work on him on the inside, which about Moitai does perfectly and you know Moitai is one of the most brilliant at that. That ability to control the neck and throw guys around. Like until you've had a guy like Cayman or someone you know who's like a a world champion and grab a hold your neck and throw you around from that position, it's amazing how much control they have over you control your neck like a handle. You control the body weight, you control the opponent's motion, which is, I'm surprised that actually we don't see in mixed martial arts people utilizing the Thai clinch the way the Thais do. You get per takedowns yet again, you watch someone like you know WMC champion tongue Matsui or sand shy and you see him look up with the guy and when he fought, like Kurt fiend license in Australia would look up with curt and just punch into the canvas.

Speaker 3:          00:16:40       And the Thais also follow you down onto the canvas because what they'd like to do is lead the way. Drop a neon. You, you know, near your head. Now you're on the rib cage on underway down. So if you look at that from a mixed martial arts position, these guys are often ending up in a mentor most if not inside control from this beautiful ranching takedown and they can throw even grapplers around with it. Man, it's like a marijuana Anderson got ahold of rich Franklin. Rich Franklin had no idea that Anderson would ever do that to him. His thought was at Anderson is going to want to strike with him, so he's going to want to keep his distance. When Anderson just grabbed a hold of him and the walk those two forearms together, it's like you're caught in a vice grip man. If you're finding a good Moy Thai fighter, you're not getting out.

Speaker 3:          00:17:18       I've seen small ties to, you know, small tires doing seminars in Australia and and watching them try and throw around big guys. Now you see like a 55 kilogram tie throwing up, throwing around a guy that weighs 85 90 kilos, just rag dolling it. It's easy. It's an amazing position and people don't utilize it enough, but it's one of those things that's going to slowly come over. You know the the real high level versions of we're going to come over into MMA and then we're going to really see people appreciating it. I see. You know, you see the Anderson Silva version of it, but there's some

Speaker 2:          00:17:50       guys out there like bull cow, just grab that motherfucker, grabs a hold of your neck. He gets those elbows planted and clips that hand. Man, you're locked. It's like anything else. There's levels of it. There's the Marcello Garcia rear naked choke, which isn't, you know, and all due respect is not like a Mark Coleman rear naked choke. You know what I mean? There's levels of the technique. Mark Coleman gets your back. He's got to squeeze the fucking shit out of you and put you on conscious. But he's a gorilla brute force power Ressa even though he knows the technique, he doesn't have it. That laser sharp effective technique like a Marcella Garcia, like the highest end Brazilian Jiu Jitsu and that's no disrespect to call it. It's just like these really super, super technical guys. You get a guy who super, super technical back clinch and really understands it and the thing is that the tie fighters, you know these guys are doing it with 12 ounce, 10 ounce gloves on, just so hard, you know, to look in a clinch like that's so tight.

Speaker 2:          00:18:44       The way they do it. These, these large gloves, these aren't mixed martial arts, four ounces, you know there's a button they have the benefit of not worrying about someone taking them down. Very true. That's really what a big, big part of it is. And it's like one of the things that I would tell people about taekwondo. Taekwondo is not the most effective martial art, but there's a few things in it that if you get really good at it, you can fuck people up with it and they won't know that you know how to do it. Because for most people it's a, it's a very, very difficult thing to learn. Like spinning hook kicks, head kicks on those techniques. And the reason why people get so good at it in taekwondo is because in Tiguan don't tournaments you can't punch to the face and you tank can take a guy down.

Speaker 2:          00:19:18       So you only concentrate on all these crazy leg techniques. And in doing so you get an a level of dexterity that you would never get if you look at the whole thing. Yeah. So that's like the argument in martial arts, in mixed martial arts of being the specialist instead of being someone who's a jack of all trades, you know, someone who, being someone who's a killer at Moitai or being someone who's a killer at at one particular aspect of mixed martial arts is way better than being pretty good at all of them. The other thing gets me about, you know, you're talking that kicking in the various martial arts, it's just how you think to yourself. If you don't know anything about martial arts, you think how many possible ways are there to throw around kicking somebody. But the fact is there are so many different ways.

Speaker 2:          00:20:01       Shushing karate throws a, I'm a Washer, Getty different than around kick from taekwondo and different from around keep from Chicago, different from around keep by Sabat fodder different from a ground keep from a moist tie fighter. So many different ways to, they throw them between the art and it's amazing how you know these are adaptive of hundreds of years. Well the question Mark Craig is really just starting to make its way into MMA. I mean really starting to be more effective and that meant something to calc hushing guys have been throwing for taekwondo guys forever. It's the wheat and taekwondo. He would call it the fake front round kick. So you, and basically the idea is that it comes like a front kick and then turns over and nowhere and, and the, the opponent has no idea it's going to hit his face. And those are the ones that really fuck you up if you want to say them like you glare by fight Tosa or Francesco Puleo and that's why they called it the Brazilian won't get the Brazilian Cape because of those two gentlemen.

Speaker 2:          00:20:49       Exactly why these guys were bad ass killed Christian fighters. It made their way to k one. Yep. They both had that technique down, you know, otherwise known as the upside down kick or question mark. Kick. Nice. I love it. Brilliant kick. And you know, we still don't see the front leg roundhouse kick from taekwondo style. There's a fast taekwondo front leg roundhouse kick. But the thing about a taekwondo guy is that if you get really good at taekwondo, you were going to have to be the kind of guy that can stop and look at it and go, okay, but I suck it all these other things. Now I've got to go get my ass kicked, uh, at at something that I suck at instead of go to the gym and be a hero. Now you're going to the gym and getting capped out all the time.

Speaker 2:          00:21:24       When you do that lead leg Gramke can talk window. You switching up, will you throw it off the lead right off to read leg. Really slide in your slide and it's going to amazing amount of power. Yeah. And it's very fast. Yeah. It's almost like a fence or coming forward to trusting the Saudia Iraq on the leaf. You know, he used to do it, but he did it. Thai style was Paleo. Paleo had a very good front leg roundhouse kick. Yeah, he was was more Thai style. He put a little more hip to it and more power, I'm sure if his landed. But the thing about the taekwondo one was you slide in on it and you slide it on. It's very effective. Yeah. Very quick technique. Yeah. There's just, and like the spinning back kick. I mean, it'd be because of a few guys, you know, because of, um, uh, Dennis Seaver, he's got a wicked one. Yeah. You know, a few guys throw it in a really good at the Charles McCarthy, a knockout of that, um, uh, shit, I'm blanking on his name.

Speaker 4:          00:22:12       Who?

Speaker 2:          00:22:14       Oh, I can't believe I can't remember his name. No, I'm just stuck to,

Speaker 4:          00:22:19       okay.

Speaker 2:          00:22:19       You want to see the best turning Becky, Mike Bernardo, Mike Bruno, sorry. Andy Hug. When he knocked out Mike Bernard and the Grand Prix final or Andy Hug have a motto, crazy texted talks to the thigh and nobody had ever seen a turn Becky to the fight before and it was brilliant. So Youtube, Andy Hug versus Mike Bernarda, you'll find it there. K One Grand Prix, you know, final and a flight that nobody, man that nobody fought could get to the top of the sport. Cause Andy Hug was a big time Hakushin legend [inaudible] world champion and you know, entered k one is as the smallest fighter ever. Pretty much in one of the launches fighters ever couldn't box to save his life at the start because like taekwondo caucus, she never allows face punches. Yeah. In any of their competitions and taught himself how to box and persistence and, and became the biggest superstar in, in k one history.

Speaker 2:          00:23:06       And there's a, there's a bit of controversy behind him because he got really big. He got really physically big and a lot of people going, okay, like what? What's that guy doing? Like that guy just gained a fuck load of weight. [inaudible] this was a little controversy loss. Actually we had a heavy, it's surrounded Andy's death as well that the leukemia came on so quickly and so suddenly there's always that sort of little background rumor. Well was it cause he was on something, you know that therefore speed up this process and you got to wonder man. You know when you're in such a dangerous environment like k one k one is, if you've never seen it, it's, I'm a fucking huge fan of it. I mean it, it really is almost more gladiatorial den MMA in a way because guys have to fight

Speaker 3:          00:23:46       multiple times a night. That's one of the few places where they still do it. Three fights in one night to win the Grand Prix, you have to fight and you, you got to fight three semi Schiltz three Badr Hari three Ma Remy bombed jazz. Three good counsel. And it's crazy. That guy's on the up, man. Go Con Saki is on the up. He's crazy. If you go look, go con Saki, look and Daniel Geeta, he's another one, Daniel Geeta with those leg kicks man, this little video clip with him in Japan a couple of years ago and I said to him at the end of the cleaning, you know, throw Lakey to my leg. I got Daniel just like really, really light. And Dan, he's a great guy. One of the nicest guys just threw this tip, tap leg kick on me, but I'm like, shit for the next three days, man. You know the reason I do want to take that butter hurry, one over in Holland, what are the, the voicemail says about a hiring, you know, a lot of people ask me about that.

Speaker 3:          00:24:34       I'm like, well I was going to take a leg kickoff Barda and dude, he's eyes Joe, he's eyes when he lines up to kick this, they'd change. Like he becomes possessed. He's turned shark like black. And I genuinely shit myself cause I'm standing there standing in front of butter and butter goes to me, Mikey, if you've got insurance, I'm my here, whatever, man. He goes, no, no, no. If you've got insurance and then, but as coach man, Mike from Mike's team's like, yeah, do you have insurance? And Alastar start talking Dutch to each other with these like concerned looks for me. I'm saying to my producer, Daryl, what the fuck's going on? What are these guys talking about? And the, and the Melvins sort of just gives me this look as if to say, don't do it. Don't take the lickey Melvin Manhoef men off yet.

Speaker 3:          00:25:16       Listen man, when Melvin Manhoef is telling you is dangerous, uh, due to go to the page with a dog collar on a guy who looks like a god Damn Superhero comic book. And I put the pad there and I was ready and then I just shoot myself, gave it to my passenger and I said, hell, you take the kick. I needed to hear the thud. You know, when you watch the show and, but do that man, but is intense. I love the guy. He's my favorite fighter. Motherfucker is scary man. He's eyes just go black. Just no emotion in there. Yeah. By her higher, he's no joke. He's a terrifying one of the all time, high, highest level guys to ever come out of Holland as well. Scary, scary, scary skillset. Now the power that he throws to knock people out and you see his knockout of like Roselawn cutter ev, we puts the nose in slow motion through the head.

Speaker 3:          00:26:08       Crazy. While we were talking about this before that he does a lot of stuff. Did they tell you not to do like these swings? Full power with every shot sometimes and he leaves himself open because of that, but it's like, it's not Mike's gym do or die style too. I mean, Mike hypes these guys up. I'm still not sure exactly what Mike says to those guys, but if you ever watch a Melvin entrance robota hurry entrance, you know, you see my just absolutely Skitch out of the guide when they're at the top of the catwalk and for some reason he is, owns them. Get them in the zone and fuck your works, man. It's nuts. Nuts. It's a, it's one of the, he's one of the best at doing that about hyping guys up before and when you can tell those guys, believe in him, man, that guy's a badass coach.

Speaker 3:          00:26:46       Are you still going to get a whole? And by the way, I do have to go to Holland. I'm going to get a hold on it. Go. Come with me one day with all the travel and I do with the UFC and with comedy and you know, and it's, it's hard man. It's hard to schedule some other time. I'm just hoping that eventually there'll be a UFC in Holland. I mean, I think there's some laws against it right now, which is outrageous when you consider their great history and kickboxing that we talked about Holland called politicians don't be stupid. You can make a lot of money and the world needs to see it there. You guys are the birth of the greatest form of kickboxing the world has ever known. In my opinion. I think the, I mean I love the ties and the ties created more time, but I believe that the Dutch took it to the next level.

Speaker 3:          00:27:26       They took it to another level. You know, guys like rob came in, he took it to another level. I've been able on Coupa, Ballantine, the pioneers, they went to Thailand and fought, then brought this stuff back over to Holland and then took it from there. And when you watch Ramon fight, Ramon Dekkers fight and we fought in Thailand. He was doing some shit that they were his hands, you know, that's what the Dutch did. They added much superior hand tech. But this thing of the times its size always and still to this day start very slowly. The reason being that in Thailand they bet on the fights. So even while the flat starts they still taking bets. So traditionally what the ties would do would be to start very slowly and let the bits come in and not turn on the pace until the third round as to what they do to this day.

Speaker 3:          00:28:07       Still when you find most Westerners fighting a tie, particularly in Thailand, I always think the best thing to do is just go for their jaw lines straight away. Bulrush them go hell for leather on the ties jaw because usually he's going to start very slow. He's going to sit back with that style. Cities Paste to the music and you know that music picks up in intensity as every round goes on. For those that don't know Moy, Thai traditional Mai Tai is always accompanied by music. And usually in Thailand it's a live band. Ringside, they have an oboe. Uh, they have the little symbols, they have like a fucking thing. It looks like a guitar and they play the music to set there. It's like a metronome. So they sit their time to it. And as the rounds go on in music gets quicker and quicker and quicker.

Speaker 3:          00:28:48       If you've watched kickboxer, you know the movie, you'll see it on there. The music in the background and you know, the ties always traditionally start very, very slowly. First two rounds can be an absolute fucking cure for insomnia when you're watching my tie, if you don't know what you're watching in the third round though, this fucker's just turning up and then it starts slamming those leg kicks and they're not big combination fighters, you know that it's measured with his leg kicks and just chop down with, you know, disarm goes back, which was also one of the big and doings of the ties to cause the ties. All I did that the chop kicks but they'll throw the kicks so hard instead of leaving their hand up here they chopped down because I knew that there was not a chance that an opponent, because boxing is like the, the lowest scored technique in my tie that it's don't consider boxing very high at all.

Speaker 3:          00:29:31       So then I worked on it as much as I do their kicks in the knees and their elbows. So the ties were traditionally chopped their hand down, tick kick with more power and a lot of westerns that used to be able to hook them and be able to pick them off. Cause this hand to come down. Nothing to cover the side of the face. Whereas now a lot of western kickbox ECC in particularly a lot of the Dutch, they'll throw their keep but still managed to keep the forearm up to predict. They go with less power and they go with something that they could land. Exactly, exactly. And you've seen someone like about a hurry that when an opponent throws a chopping, he can shop with their hands, but has got that reach to be able to scale up the Santo Straight Rock Cross and just knock guys out reaches a huge advantage.

Speaker 3:          00:30:09       Man. People don't realize when you see a guy like Jon Jones fighting, Jon Jones has got like, man, what a monster advantage that is getting inside that Vitali Klitschko box that you get inside that Chad. This is why when he fought David Haney and I was watching it with a mic back home, who's British, you know, and he'd been on debit high and he's like, Nah, he's going to be too fast and too slick. And I said to him, Bro, there's no way. Hey fucking gets inside that jab to land. Anything of consequence on Klitschko as long as Klitschkos in shape and as long as he is in good condition and motivated and as no knee problems so he can move well, your odds are very slim. You got to run in and get that Chin really quick to the block. You know, Alistair Overeem recently saying he'd, he'd want a box.

Speaker 3:          00:30:49       The Klitschko brothers. I'm like, are you fucking serious? I love LSD, man. One of my favorite fighters. But he is getting owned in a boxing fight against fatality. Klitschko well both of them. A lot of mirrors. Well Vladimir is a, the more technical boxer just Vitaly is thought to be the tougher guy. Right? He's like, it used to be a decent kickboxer back in the day. Yeah. They're both assassins and they're both fucking like doctors, right? They're both brilliant man, highly educated. They speak like five different languages. They live in Germany. They're, they're fucking their scores for like their, their, their, uh, how many people watch their shows just for getting the ratings for their fights in Germany can't be believed. Like there's no reason for them to ever even consider fighting in America. They get seen by like 19 million fucking people and that's who the Europeans like an eloquent technical fighter like that pulls in the audiences.

Speaker 3:          00:31:38       Going back to Andy Hug, you're talking about before when Andy used to find in these broadcasts, he's, he's, he's fights were broadcast on switch to TV alive. It would outright the tennis matches and Martina Hingis and outright the switch national soccer team. I mean, just fucking extraordinary figures that they used to do. And Andy liked the Klitschkos was well spoken, clean cut call. The educated could speak three or four languages and there was nothing to dislike about the guy. I never got to meet him, but I did get to interview him over the phone, uh, probably about two years before he died. And just talking to him, he was just, it just eloquent. Just could just tell a story without, without a flinch, without an, I'm on her nerves. Just tremendous. How old was Andy Hug when he died? He was pretty young, right? He was young, was maybe, I can't remember. Maybe mid thirties when he died. It wasn't a very big guy. There wasn't nine. It just barely six foot barely is bill foot couldn't book when he was fighting in k one he had to fight it. Heavyweight. Right. There was only one weight class I might close, open wide. So heels fighting guys that were bigger than him, you know Bernardo weighed a lot more than him. And when he first started

Speaker 2:          00:32:40       kickboxing, what was his weight before he went into k one now heels, heels, very lane. When he started he was like one 67 I've seen some old photos of Andy if he's seen in his caucus, Shin Gay in that very very lean and then just you know you put on the sizing k one however he did it, he did it and you know, learned out to box which was with my and doing because especially back in those days, you're talking (939) 049-0590 six a lot of traditional karate guys weren't cross training and boxing like they do these days. Yes. Andy came from strictly a full contact karate background, which as we said, no face punching but also, which is why we said why he had such great kicks. Yeah, because dude couldn't punch it to the face. You could get really flashy with your techniques and Andy's main kick was the [inaudible] and the [inaudible] is extraordinary.

Speaker 2:          00:33:21       If, if, if you guys who are listening haven't seen it, you know it's called the [inaudible] because it comes down and you're like an x. The heels brought down onto there, the collarbone or key broke down to the forehead and your wind the leg way up over the opponent. That down it comes, one of the most brutal knockouts I ever saw in taekwondo was his guy, herb Perez, who went on to win the Olympic gold medal. And this was that one of the national championships, I believe it was in Ohio back when I was a kid and I was just just starting to compete on the national level and he was the champion and he acts kicked this fucking dude, I forget the dude's name, but he was this big solid African dude. The guy was just like a check Congo living character. Just, I wish I remembered his name because he was a bad ass guy as well.

