Speaker 1:          00:00:00       Okay,
Speaker 4:          00:08:56       And you can actually see that with this camera. I've taken photos of it, posted them on the website or even with binoculars. And if you actually watch it from day to day, you will see the moons of Jupiter move in exactly the same way that science predicts us that they should move. Were you using Kepler's laws of planetary motion and Newton's Newton's law of gravitation? Uh, they will. Yeah, they, they move exactly as if they are a little simulation of a planetary system. So either the, some kind of weird hologram up in that little corner of the sky which moves around or there is actually a planet there with little moons orbiting it. Probably Hologram. What, what, when did you first become aware of this? Like you, you've run medibank for a long time. And for those who don't know, Mick and I met on the Scifi show that it did Joe Rogan questions, everything where we discussed chem trails or con trails and what causes a jet engine to make what looks like artificial clouds by passing through condensation in the heat of the engine produces these countries.

Speaker 4:          00:09:56       And people were absolutely convinced that these are, that they're spraying the government is sprang something in the sky. And uh, you, you caught it, you, you had a fairly good explanation for it. You said they're basically like training wheels for conspiracy theories because. Yeah, it's, it's, uh, something you can see. Yeah, I think he's said he's kind of more enticing. Yes. Uh, and I think the same thing applies to the flat earth. Now you got some. When I got into the flutter thing, it was, I became aware of it a few years ago. So yeah. So the government is turning up. Is that your camera? Yeah, yeah, the government spying on. Yeah. So like, uh, when I first heard about the flood of, they obviously have, I heard it before my actually my father going back, uh, when I was young, he told me that he was a member of the flood to society.

Speaker 4:          00:10:46       Your father told you that was he joking around? A kind of, but what he was doing it in a kind of a satirical way. Ironically, uh, he was doing it because like he was like saying people, uh, to sure of themselves. And so I'm going to join the flux of the society. He didn't believe the earth was round, so it's been around for quite a while. The flat Earth Society and the flesh, the flusher theory, uh, as beat around obviously like thousands of years ago, people thought the earth was round and then slightly fewer thousand years ago people figured out that it wasn't, it was figured out by the ancient Greeks like 3000 years ago that it wasn't a um, by the. It wasn't that. It wasn't, it wasn't flat. Sorry. Oh, you fucked it up. You gave up the goose. You, you said thousands of years ago, people thought the Earth was round and they realized it wasn't you just right now you gave them fuel.

Speaker 4:          00:11:34       That's a quote that's going to go on youtube. I am a, she'll quote from the last one. What do you strike that one? A slight misquote. Yeah. So, so yeah. What happened was science basically figured out the shape of the universe. And you know, in the, uh, the 18 hundreds, there was a gentleman scientist doing those courses. All kinds of cool things with stars, like measuring the orbits and checking out how far away things were and discovering that there were galaxies and things like that. You know, there's all this science going on, but then there was this kind of, this guy comes along coal Samuel Robotham who published under the name of Parallax in 18, 60 and he started publishing what is basically the same as Eric debase book that's been published now pretty much every single thing that Eric debase current book you will find in Samuel Rebirth book from 1860.

Speaker 4:          00:12:30       And in fact, if you read the book, which I don't recommend, uh, you will see that about 80 percent of the text book is actually quotes from these books from the scene. Hundreds. It's not actually that this new stuff that he's discovered is all stuff like, you know, if somebody walks away from you, you will see their feet disappeared first. And then he has a two page quotes of Samuel wrote both them saying the exact same thing from the 18 sixties. So it's basically recycling this, this theory that started in the 1860 [inaudible] and then just adding a few little sprinkles to it. Like, you know, saying that as astronauts must be fake and the space station is space. Satellites are fake as well. Yeah, he's hilarious. He thinks that dinosaurs are fake nuclear bombs or fake. I mean there's the idea that one person will be this mastermind that discovers all these monumental frauds.

Speaker 4:          00:13:24       Yeah. And he, he, I don't think he's claiming to discover these things. There's lots of people who think that newco nukes are fake and you know, dinosaurs being fake. It's an obvious thing for creationists and people of that ilk. But uh, yeah, he's, he's basically recycling theories in a way that is popular to the reader and figuring out how to get them across to people. So he, right. It is the youtube videos that are very engaging and they sound good. They sound, if you don't know what's, what they sound like, they make sense. That's the problem. And some of them are quite technical, but at least they use a lot of technical terms. But the, the, the delve into things like, um, uh, there's, there's a variety of experiments. The Michelson Morley experiment, the Eddie mentioned is one of them that keeps cropping up and then there's the, which has never been reproduced.

Speaker 4:          00:14:14       That's the experiment that actually has been reproduced because it's the wrong way, not the way that they wanted the Michelson. Morley, Missouri, the Michelson Morley experiment was an experiment to detect the luminaire forests ether, which is the supposedly medium through which light travels. Now back in the 18 hundreds, we didn't know that the light was made about a photons [inaudible] light was was waived. So we thought that there was this stuff that permeated all a space called the luminesce luminesce, luminesce, ether, luminaire ether. It's a little hard to pronounce and that this is what light travels through as waves going through and didn't know exactly how it works, but the they figured that must be this stuff that permeates all space. And then they figured that since the earth was moving and these scientists actually knew at the time that the earth was moving, so they were using this as a basis for their experiment.

Speaker 4:          00:15:06       They thought that if the earth is moving, then they will be able to detect the ether by doing these experiments. So what they did, they set up this experiment where they shot light one direction and the shorter the other direction. Then when it came back together, it combined and if they were moving through the ether or if the ether was moving through them, then the light that went one way would interfere with the, with the light and went the other way. So that was the, the whole experiment was just just this thing. They shot these two light beams in two directions and they figured like, you know, if we turned the table this way, it will change because we're now going through the ether in different direction. But what happened was nothing was detected, which was kind of the start of people realizing, oh, there is no luminary.

Speaker 4:          00:15:47       Ether use that to say that is because the earth isn't moving. That was what the flatter. But they did. They did. The Michelson and Morley knew the earth was moving. They wanted to figure out whether the ether was moving with the earth or whether the earth was moving through the ether. So they were trying to detect the ether. So people who thought that the earth was the center of the universe, not really so much pellet, flat earthers people who are Geo Centrists, people who thought that the sun went around the earth and the whole all the stars went around the earth and there's still people like the recent resurgence of some of the thing was Gavin mcinnes sent me something or some guy thinks that the earth is the center of the universe. Essentially. He was saying that it sort of confirms everything in Genesis. I was like, what?

Speaker 4:          00:16:38       Yeah, well, I mean if you need to shoehorn a whole universe into the descriptions in genesis, then he probably gonna have to take a few. A few shortcuts. They, yeah. This, these, these experiments like the Michelson Morley experiment and. But people bring them up and they say that what the detector, it was no motion, but what it actually detects your detective was no luminaire for as ether. And because they detected no luminary, luminary burst ether, they eventually led to theories about what light actually is, which is a wave particle duality. You know, the light is photons which act both as a wave and a particle and eventually to the theory of relativity. Well, you started medibank when, when did you, uh, I think it's about five years ago, but I've been doing the chem trail stuff with control science for like over 10 years now. I was just looking at one of my old posts when a satellite images that's quite surprised at how long I've been doing it. Uh, and uh, yeah. And medibank been going about five years and the flat earth stuff came up maybe two years ago. I started to see things about flutter earth and a

Speaker 2:          00:17:50       little bit over a year ago I wrote a post on what, what should we do about debunking the flat earth? And it basically said like, all these people are basically either trolling all the crazy. So there's no point in addressing either of them. And I think most of them are just trolling because no one could seriously believed this. You'd have to be like, I don't think you're right. I know I've come to realize that I'm not. I was wrong. And that, that post, now it's gone down the line, but it's, it's, you know, I've always been one a from that. It's stunning. It really is stunning. It's stunning how many people like this is why Jamie made these young Jamie.com. You can go and get these flatters shell shirts that uh, somehow or another were being paid to say that the earth is round. Like the idea that anybody would actually believe that I've had so many people tweet at me.

Speaker 2:          00:18:38       I know where your checks to come in from, Bro. You're fucking sell out. I'm a sell out. Like why would I give, do you don't think that if I really thought the earth was flat, like if someone thought the earth was flat, what a revelation that would be. What an amazing discovery P, every scientist will be clamoring to expose this. Every single scientist, the idea that all these scientists who make their name off discoveries by the way, especially a monumental and provable discovery, like the world being flat like somehow or another, they would hide that. And then the big question is why would the government say the world is flat? I mean, why would they in any way, why would they rather hide the fact the world is flat? Like what? What motivation would anybody have to show that the world was round who've been pretty fascinating.

Speaker 2:          00:19:17       If we lived on this flat disc and everybody else throughout the universe was in a on a planet, we'd be like, Whoa, what's this? What's going on? And there's a weird thing that's going on with some of these flat earth people where they're linking this to assign that we are in some way special that we are the chosen ones. And that was, you know, in some it keeps going back to genesis and that you know, that we are the children of God and that creation is true. And that evolution is a lie. And it gets to some weird anti juice stuff with a lot of these guys. Yeah. A lot of conspiracy theories basically boiled down to some kind of suspicion of other people. And quite often suspicions of Jewish people. Why Jewish people was always the Jews. It's just people couldn't catch a break.

Speaker 2:          00:20:02       I didn't know exactly why. I think perhaps perhaps because of the, the whole, uh, the Jews killed Jesus Christians don't let the Jews or Christians don't like the Jews. Yeah. So the just being viewed as being an other and they're often near the Jewish. Uh, the broader us population is often like a minority within sitters. So it's an easy person to pick on when things go wrong about that way. I'm sure there's loads of books written by Jews, other subject of conspiracy theorists. Do Bay have a recent video about Jews and about Hitler. They all, they all go down that road. Um, what, what can it be done if anything other than your website? What can be done, if anything to like

Speaker 3:          00:20:48       my, my concern is these young kids that are on the fence, my thoughts are I'm not going to reach out. There's some 45 year old crazy person who is making youtube videos three times a day about the world being flat and ranting and raving and challenging everyone to debates that he's never gonna engage in that. Those guys don't mean anything to me like you can't do anything about them, but there's some 16 year old kids out there that maybe were in highschool and maybe don't have a real formal education in science or astrophysics and they're getting confused and they may be smoke a little too much pot as you motherfucker whoever's listening to this. That's you and you start. It's. I've, I've been tricked before and I wrote this big instagram posts recently about Rod's about those roswell rods. God, they got me. I was convinced.

Speaker 3:          00:21:37       I was convinced, but it was just. I never looked into it. I just watched a documentary and this guy had the footage. I was like, wow, these things are flying around and we can't see them. That's crazy. Yeah, and then a show called [inaudible] if you don't, if you'd never saw the instagram posts that I made. There was a guy that made this video, a documentary. I think you made more than one and it showed that there was these things that looked like tubes that had jelly fish, like wings that were flying through the air. Supposedly it speeds undetectable to the human eye, like they were moving so fast we couldn't see them and so I was convinced man I was really good and then there was a show called monster quest and what they did is they set up two cameras, one camera which was a very fast high speed camera, and the other one which is a standard video camera and the standard video camera caught all these rods flying around and then the exact same images right next to each other with this high definition, high speed camera showed actual bugs. So what those rods were was just a video artifact of these bugs that we're moving so close to the screen and so fast that the camera couldn't register correctly and so it created this elongating effect and made it look like there were these jellies.

Speaker 4:          00:22:49       Fish. Yeah. Well, I think that type of thing, that type of video is the type of thing that needs to be done to counteract this type of

Speaker 3:          00:22:57       work though, because if people aren't looking at the of eight, if they see those images, I put those images up and dude,

Speaker 4:          00:23:04       if you look at them, my instagram posts, it's filled with people angry at me because they think it's fake. They think it's fake. I don't think I'm a shill because I put that up. If you can't get people to look at things that that's a challenge in itself. How do you get people to look at things, but I think like if you start slowly, I do. I engage with a lot of like conspiracy theorists online and I know when I'm doing it I'm not actually going to reach the vast majority of the people. I'm talking directly to that. I know there's lots of other people reading what I'm saying. Who, who will and you know, just because people are complaining about your posts of the create images doesn't mean that there aren't people who actually went to look. Ditto. Oh, I'm sure. Because I think it got like 50,000

Speaker 2:          00:23:46       likes or something like that. So I'm sure even besides people that didn't like it, many people there were like, Oh really? Like is because that was one of the big things that they, the flat earth people kept saying that there's no photos of the earth that aren't a composite from space. Like that's just not true. And they're like this, this Rod's video that you saw with the two cameras. If that hadn't existed, you might have taken a bit longer. Yes to. I mean, you might still believe it now. You might be telling your friends about it. Have you checked seeing these crazy rods that are everywhere. The guy who made that video showed up at a q and a that I did once for the UFC. I do these q and a's where people yell out questions like, what do you think about this guy?

Speaker 2:          00:24:22       That guy, that kind of thing. And uh, he waited in line to get to the front of the line to tell me that I was wrong or that the rods are reelected, like, come on, you still buying it. You're still, he still selling it, they call it, they call them roswell rods. Just hilarious, but they're implying that somehow or another they're alien. Probably some guy was at Rosewell taking pictures, trying to get you fos and some bugs flew by. It wasn't even Rosewell. That's what's funny. They called Roswell Rod. The best footage is from Mexico. The best footage was from a bunch of cave jumpers. You know they have that one really enormous cave, but it's a. it's a whole essentially a gigantic pit and people skydive into it. I've ever seen that. Yeah, I've seen things like that. It's pretty wild. It's pretty wild. But they filmed, they set up a camera to watch them jump off the edge and parachute down and you see the rods flying by.

Speaker 2:          00:25:08       That was like the best footage was from Mexico, from this one place, so it had nothing to do with Roswell. They just called them roswell rods because they're dorks. They probably had to, you know, they were probably looking down the darkness of the pit below and then they had a shaft of sunlight and friends of that. So the books are flying through the sunlight with a dark background, which is something you don't normally see. So it would have been like an unusually good environment for rods to show up in. Exactly, exactly. And it's in that guy, me waiting in line to get to the front of the line. They asked me a question and tell me that, you know, he has the evidence, I need to see it. It's that kind of thinking is once someone commits to an idea, it's very difficult to shake them off of it and they just look for confirmation bias.

Speaker 2:          00:25:50       They just look for someone else to agree with them. They find communities, they find these flat earth communities, which is hilarious. The flat one of the best. One of the best fucking unintentional hilarious things I read online. This dude wrote the flat Earth Society has members all around the globe. Yeah. Whoops. Did he even realized what he was saying or is that just him fucking. I hope it's trolling. Yeah, because the community thing I think is like a key thing. Yes. I, I, I just, I recently did a deep bond of a Ufo that the Chilean navy supposedly saw a, what was that? I'm not aware of that way. It was, it was like this. I'm just thinking that it was a Chilean navy helicopter had this infrared camera and they sold this, this black to black dots off in the distance that looked like a weird thing, like a, like a figure eight type thing flying away. And then it started like spraying out this stuff and they couldn't figure out what was. And they chased after

Speaker 4:          00:26:44       it, but it was too fascinating going away from them. Uh, and the Chilean government has an official UFL investigation team and they, they set them on it and spent two years figuring out what it was and they couldn't figure out what it was. And they said it's a, it's a, uh, confirmed unidentified object. Uh, and then they published their findings and then I, and some other people and medibank looked at it and we figured out that it was actually just a, a plane flying away from the helicopter, leaving some controls behind. We actually figured out exactly what, which plane it was a and so this got this, got a bit of play online and there was unlike Huffington post and things like that and some Ufo enthusiastic, a study talking to me and I joined the groups and I joined a few of the groups and then I find myself in this kind of weird corner of the Internet where everybody believes in Ufo shows, unquestioningly and they're always putting up these photographs of things and people are like, oh, great capture dude.

Speaker 4:          00:27:47       And it's just something like a street light or something. But uh, they, they, they think they had this, this confirmation bias, this group confirmation bias where they can't disagree with someone and they know they're in a safe space. So they can put out whatever theory that they like and they know that people will be like, they're just very supportive of them. By one that happened a couple of days ago, some woman put up a picture of a strange light that she said was in the sky. And so I downloaded the picture and I boosted the brightness. And a story was actually a reflection of a something in a security light on her porch and you could see it was like it was trees behind it and it's a security license is reflection. So I posted that and then I started getting cold, like a shill for pointing this out. A couple of people. I said, Oh yeah, it's just this life. But other people were like, well, why don't you believe me? Why you would like invalidating claims? And so they want to have these kind of walled gardens where everybody believes the same thing. That's a good way to put it.

Speaker 3:          00:28:50       Walled Gardens, it really is a good way to put it because that debt is what those community seemed like. And that's one of the things that I found when I did that television show. I. I still harbored a few conspiracy theories before I did that show, but doing that show for several months and constantly interviewing people who believed in outlandish things. I found the same thing over and over and over again. Illogical people with very little evidence, believing things in almost a religious way. And I found it with bigfoot and I found it with us and I found it with chem trails and I found it with. It was just one after the other in varying stages of ridiculousness. Feel like contrail chem trails where the most nutty people, Ufo people seem to be the most reasonable because it's the most reasonable theory at of all of them.

Speaker 3:          00:29:36       The idea that we have spaceships. Why doesn't someone else have spaceships? There's hundreds of of galaxies in the known universe, hundreds of billions of planets in each galaxy. The odds of there being some sort of a life form out there. It's pretty high, but there's nothing. That's the craziest thing. Like the more I went into, the more I talk to these people, the more I went over all their evidence, air quotes, evidence, the more I asked them why they believe things. There is nothing. There's not a goddamn thing that you can put on a scale. There's nothing that you can way. There's not a thing that you can measure. There's not a thing that you can look at a photo and go, wow, that's compelling. There's not one, they just an idea and that idea is that there's something in this guy that flies around that we either might catch if you're there, the right place, the right time or not, and that they're from another planet.

Speaker 4:          00:30:22       Yeah. I could look at what they put forward as the best evidence is often like snuffing cases from the six days where there's an eyewitness who said something like, there was some guy on a road who says he blacked out and like, you know, his car got messed up from the sixties.

Speaker 3:          00:30:37       Well, that's the other thing that I know too much about psychedelic drugs and I know about indogenous psychedelic drugs. The brain producing this chemical called dimethyltryptamine. That happens when you're sleeping. Now they've proven that this stuff is produced in the liver and the lungs and they believe it's now. They've got evidence that it's produced in the pineal gland is a very potent psychedelic drugs that your brain produces and your brain produces during rem sleep. So these people, they all take naps and during these naps they have these crazy fucking dreams and it's entirely possible that during these dreams what happened is they got some indogenous dmt dump, whether they were under stress or whether they just add just a, an erratic dump of this human neurochemical that entered into their bloodstream. Whatever it is, it caused it all these fucking Ufo abductions, all of them, like almost exactly happened at night. And they happen when these people are sleeping. Like, wouldn't you just assume that you are dreaming? Like why? Why wouldn't you assume you were dreaming?

Speaker 4:          00:31:36       Yeah, I, uh, I have these. I used to have a night terror hallucination things which are kind of like that. Yeah. And it was always the same type of thing. It was like a giant spider coming down from the ceiling to ultimately move. I was frozen for a second and then jump out of bed and turn on the light and look for the spider. And it happened all the time. Like, and I knew because there was no spider that it wasn't real. But I could see if someone was having a different type of hallucination that seemed a bit more real, and then, you know, it may be, it's a, it came in between sleep cycles for them then. Yeah, totally. Yeah. You can see because it seemed completely real. Yeah. I had, I used to have them all the time and it was always like, you know, it was horrible. It was these like giant really realistic spider. And it wasn't like I was dreaming somewhere else. I was in the room and I could see it like I was seeing something crawling across the table right here. It was this hallucination. I don't really get them any more than what it was, uh, you know, my brain is fixed itself or whatever, but it's probably a lot.

Speaker 3:          00:32:35       Do it being young and confused and hormones and nerves. And then also

Speaker 2:          00:32:39       like your brain starts filling in the blanks. You don't have a very good understanding of the universe in your brain. Your imagination runs wild. I, it was very confusing to me doing that television show and it really changed me a lot and it changed me to the point that people started accusing me of being a co opted by the government that the government threatened my family and told me to stop talking about conspiracies like and then the idea that I wouldn't say that if that was the case, like you don't think I would fucking tell everybody if someone threatened my family because it was talking about Ufos, I'd be telling everybody I'd be like, hey man, I would tell all my friends. I'd be like, dude, they fucking threaten me because I was talking about Ufo is this shit is real. Hangar 18, Harry 51.

Speaker 2:          00:33:23       There was a paper a while ago published online how many people it would take to cover up seven conspiracy theories and the probability of none of those people ever talking. Yeah. And it's just ridiculous. Like you can't have tens of millions of people in on a conspiracy. Well, the flat earth one is the best one for that. Yeah, I mean that's. What about those clients? Every single scientist. Yeah, and everyone who is involved in shipping routes and overseas flights and the fact that you can fly west and land east, I mean, you, you, you can, you can just land in one spot, take off again, land in spot, and you could eventually get to the same spot that you're at with a bunch of different flights that you can track them on, on a gps. I mean, it must fight to gps. Oh, that's everything is everything.

Speaker 2:          00:34:10       Yeah. Well, one thing I want to, uh, try to introduce two people who believe in flat earth is this concept that a ground truth, a ground truth as a concept in a satellite observations, which I kind of touched on before. Like you take a satellite observation and you say, does it match what you see on the ground? Or if he goes something like a weather prediction model, predicting the weather you see, does that match what you see on the ground? And this is something that you can do if you're actually really interested in looking into the flight. A theory is figure out what the actual ground truth is. Full something. Now I want to talk very briefly about a program called delirium, which you might've might've seen. It's just basically a solar system simulates, it, shows what's in the night sky. You've probably seen these little, these little, uh, things on your phone where you hold it up and it shows you what the stars are.

Speaker 2:          00:35:01       Yeah, just went like that for the PC. And you can use, use the one on, uh, on your phone as well. So what I would encourage people to do is figure out what is this program actually correct? Is it actually showing me what we see in the night sky? And you can do it really easily. Basically you just look at what's on the screen and then you go outside and you look to see, is this what I'm seeing on the screen here? Uh, so this is basically you checking the ground truth of this program, which seems like a very straightforward thing, but then what you can do from that is you can then use the program to look at the sky from other positions. And

Speaker 4:          00:35:38       because you verify that it's correct for where you are and you can ask someone else to verify it's correct for where they are and you can check like other photographs that have been taken to see if they match up as well. You'll eventually build up, you know the knowledge that this program is correct. This still arion program, all the little program you have in your phone that shows you the stars in the sky. So you've got this computer showing you what it expects to see from any position, any position anywhere on the world and you by doing ground truth observations have figured out. I figured out what it actually is. Yeah. So that's. That's the type of thing you see in delirium. A obviously in a much less light polluted environment than you have here.

Speaker 3:          00:36:16       Do you think that a lot of what's going on with these people that are theorizing and keep that up? That's pretty cool. Look at with a lot of what's going on with these people theorizing about flat earth and there seems to be some desire that people have to expose hidden truths, hidden hidden discoveries or or things that are somehow or another being kept from everybody and the the. What's, what's fascinating to me is they're looking into this nonsense. They're looking into this thing that's not real. When the real space like the actual, like what is observable about space is so mind blowing. Yeah. And somehow or another that is what you absolutely can see every day where you absolutely can observe what you absolutely can read about and learn about and what scientists are discovering on a daily basis is so mind blowing when you see like they don't believe satellites are real. When you see how many satellites we actually have, that's what's really fucked. It's not that there's no satellite. Yeah.

Speaker 4:          00:37:20       Satellites bashing into each other and then uh, we'll have been more centralized there.

Speaker 3:          00:37:25       Thousands of them up there and they have to time, space flights. They have to time space lights based on whether or not they're going to hit these satellites or space junk or some of the stuff that's been ejected from various rocket trips. I mean, it's still floating

Speaker 4:          00:37:39       up there. You seen the movie gravity? Yes. Yeah. This bit in that where the satellite start bumping into each other and it's this big chain reaction eventually. All the satellites. Good. So I didn't get knocked out. Did you see that Japanese express expedition that they tried to. Do they try to capture? I don't know how well it worked that well. I had a really big tether. They were dragging behind it. Yeah. They were trying to like catch a bunch of space junk with a net, right? Yeah. Somehow or another. Yeah. It's amazing. Yeah. This stuff is way more interesting than. Yes. Yeah. That's the real stuff that's really crazy with idea is so it's less. These tiny little thing with the earth is flat and it was stuck in this weird prison where people are keeping us here. Yeah. Yeah. That's the thing too, that somehow or another, by being on a flat planet, it gives you a different perspective and they don't want you to have that perspective, so they tell you the world is round like it doesn't make any sense.

Speaker 4:          00:38:28       Yeah. One thing I've heard is that they think that if they can convince you that the world is flat when it isn't, then it's kind of like in 19 four where they get people to believe that two plus two equals five and they've actually indoctrinate people to genuinely believe that even though they know it's not true, but they still believe it and it's a way of mind control, said the same thing would have happened with the flat earth, but on a far grander scale, you're not just convincing someone that two plus two equals five and war equals peace, et Cetera, et cetera. You're convincing them that the earth is flat when it's actually around. So by doing, by twisting their minds around something that's demonstrably false and making another thing that is correct, then you're gaining power over their minds in the same way that they did in 1984. Right?

Speaker 3:          00:39:15       Well, in the same way the scientologists do or Mormons do or anybody that creates some sort of an ideology that's provably false. I mean, look, there's not a whole lot of difference between scientology and flatter theory. I mean, there really isn't. I mean if you really read l Dot Ron Hubbard's work, if you read what his actual theories were about the origins of mankind, it's pretty fucking loony. And yet there's thousands and thousands of members of scientology to the point where they're making documentaries about it and writing books about it and these people are coming out and they've escaped the church and these harling stories. Man, I had this guy on my podcast a couple of weeks ago. Ronnie miscavige is David miscavige's. Dads want in the sky has been wasted his life can. I lived in the scientology world for 50 years. I mean it's, it's crazy. It's crazy. It is.

