Speaker 1:          00:00:01       Okay.
Speaker 2:          00:12:36       I don't necessarily have a reason to fuck with CBD. I'm not in like any kind of pain or anything like that or any, you know, uh, but I don't knock it as a treatment. I know it does work and there's benefits to it. It's just not something you need that I need or that I do, you know? Um, it's like the knees, right? The need, my knees are kinda trashed, but when I work out and stretch and warm them up, they're not, it's not bad. And I've talked to doctor and doctor like, yeah, eventually we're going to do a knee replacement, but you don't need it now. What's going on with your knees? Arthritis. Just, you know, you don't have to do a knee replacement. Yeah. Stem, stem cells, which is something I may do. I know, I've heard you talk about it and that might be the way it, a matter of fact, I have a friend, um, and she's like in her, she's around 80 and she said, yeah, that's what they did for her knee.

Speaker 2:          00:13:26       They did stem. So my mom had her knees replaced before she passed away and she said, yeah, that's one of the things you inherited from us. Bad knees. It's like in the fan. I was like, thank you. But, but she also made me funny, so I couldn't really be mad at her. She had great. And I was like, all right, I'll take the funny and the bad knees I had the bad knees are workable. Yeah, I'm telling you it CBD first of all is going to help that because it reduces the, all the symptoms of arthritis. Like Day Foley, he, his hands were fucked up. He had like some severe arthritis in his hands. CBD completely cured it. He crew straightened his hands out. His hands were always at like a slight bend and now, now he's got a full range of motion in his hands.

Speaker 2:          00:14:01       He's blown away by it. Yeah. My knee problem is impact, you know, just ball or basketball. Basketball. Yeah. So even [inaudible] and all that stuff, that's all trashed. So even now, like I can do most, like I can't jump, you know, I can run, I can do. So I did this crossfit, I tried crossfit and my knee swole up and I went to my doctor. If he's like, cross, what the Hell is wrong? You jumping up on boxes. My, my, uh, my doctor's diagnosis for 90% of my problems. You're old. Don't do that, man. You can, you can fix a lot of those problems with stem cells. A lot of those problems. Yeah, it regenerates tissue, reduces inflammation. It does a lot of amazing stuff now. And I haven't researched this at all. I mean, you know, I've heard stuff up. My, my stem cell knowledge

Speaker 3:          00:14:52       is about equal to my climate change. Well mine is slightly better cause I've, I've actually had a bunch done on me. Well this is what I wanted to ask you about. So I know when you talked about it early on, you went overseas, right? You left the no, no, you did get it done here. So that was my question because I've heard people talking about going to Panama, Panama and Asia, et Cetera, that you don't think you want to go to Asia. Yeah, they're doing over there. But Dr Riordan, who's the guy who treated Mel Gibson and Mel Gibson's Dad, he actually treated my mom. My mom was in risk of a knee replacement. You know, she's in pretty, you know, pretty bad pain and the doctor's like, you got to get a knee replacement. I'm like, okay, maybe you have to get a knee replacement. I go, but before you do that, let's send you to Panama.

Speaker 3:          00:15:36       And they'll, they'll do this full three day stem cell procedure. They use ivy stem cells. They, they, they blast the area over three different days. They hit it with stem cells and you know, my mom is 73 so it was a while before it worked. She, you know, for the first four months she was a little discouraged. She like, I don't feel anything different and I don't know if this is working. And then somewhere around five, six months, she started feeling a lack of pain and the pain just start stopped. It just stopped being like a part of her daily life. And then now she could walk and it's not bothering her. She goes, I'm walking with no pain. I can walk up hills with no pain. And she goes, I want to do it again. So I was like, fuck that. Let's send you down again.

Speaker 3:          00:16:20       So she's, she's headed down again to get more of it. But you did it here. Yeah, I did it here. Well, I think, no. Is there a difference? Yes, they can. They can go ham in Panama, they go ham, they just fucking it fill you up. They just bring a fucking bucket of stem. Sorry, big ass needle. There's, they don't have the same regulations that they do in America, so they can get away with a lot of different stuff. And Dr Riordan, who is one of the pioneers of this and he's written multiple papers and he has, uh, you know, scientific journals all about the benefits of stem cells. And it's particularly effective on people with neurological conditions, people with neurodegenerative diseases of like, and he's written extensively about all that stuff. But when he came on, I mean, he, he blew me away and I had already had some success with stem cells in America where like, I had a full length rotator cuff tear in my shoulder and they, uh, injected it with exosomes, which is like the most advanced form of stem. So they used to, there was the ways they used to think is stem cells. They felt like when you put stem cells into an injury, that the stem cells were re proliferating this area with new tissue, but now they think that the stem cells, I'm sure I'm butchering butchering this if you're a scientist now, I think they think that the stem cells are releasing exosomes and that the access songs are actually with does it, so now they just go straight to access homes and then they inject

Speaker 2:          00:17:50       exosomes into these particular areas. Now they have another product called Wharton's jelly that's even more potent than I, I just got shot into me. My name is Sam. I get an injured man. I just fucking head on down. I'm like, what's the purpose of having money if I'm not fucking shooting myself up? You go juicy stem cells. Here you go. But it works. If I got stem cell cash, I probably do. You do that, but it's not that. Yeah, you're successful. I'm no, I do medium list, like an Amazon special. No, I do Alonzo, but listen, I do all right. I tell people I do. I don't make as much as they think, but I do. All right. You know what I mean? Kids? Cause like when people see you on something they like, oh well you got $10 million. Like, no I don't. I'd like to, but I don't.

Speaker 2:          00:18:31       But uh, but yeah, so, okay, well we'll talk about that then we'll talk about, I was on special, my push the top. I hope so. You know it, I mean, you know me, I've been in the Biz forever. I loved the Biz. I loved the, I loved the, I appreciate the love you give me on the podcast. People always tell me when you are some gift. Oh yeah man, they were talking about you. You know, and I, and I appreciate that. Right. Um, krs one said long time ago, respect will outlast cash, you know, so I appreciate that and I appreciate you too, man. But, um, yeah, it'd be nice to have something blow up like that, right? I think you can so many times that it happens in careers. So, uh, well they're doing a lot of specials now. They got, Gaffigan is doing Amazon, a Russell Peters doing an Amazon.

Speaker 2:          00:19:14       You, who else? Someone Jimmy o Yang's got one. Yes, coming up Amazon theme man, why does he have an Amazon? But there's a lot of like really funny people that are doing it and as long as they put the money into promotion and let people know, I mean they're, they're doing great right now with the Marvelous Mrs Maizel. They have a lot of new Amazon prime series like that. Fleabag is supposed to be hilarious. They have a lot of good series that they're promoting that people are really getting into. And if you have Amazon prime, like if you order shit with Amazon, you get free, you get free Amazon TV, TV. Yeah. People don't even know that. I know. I know. And it's good. Yeah. Amazon is legit. Good. Super. Yeah. So I'm rooting for them 100% yeah. And there's, you know, look, Netflix has almost, I mean they've got the market kind of cornered until Amazon came along cause nobody wanted to do in Montgomery central anymore.

Speaker 2:          00:20:08       Comedy central is great. It's better than no special, but it airs once. That's the problem with comedy central years once and then it's not in this day and age, man. I think a, I think HBO is still the Big One, you know, as far as television. Yeah. Television. Yeah. As far as the TV, one hour like h, but showtime was good to me. Show time. Um, put on a couple of specials. We'll show time made Sebastian oh, big guns made. Sebastian, he just clicked with [inaudible] with the width. And it's, it's funny how that happens cause you really can't say why. Yeah. You know that certain ones do. And that's no disrespect to Sebastian. It's just, yeah, certain things take off and others don't. And it's like, well, I mean it was really good. I mean, oh yeah. No. Like I say, no disrespect to them. No Sebastian, he's a great comic. He's, he's been round, he's worked, you know what I mean? It's not like he just fell out of the sky, got a special and didn't have anything behind it. Now the guy's a comic. He's real for him. Who? Well, you know who blew off on showtime? Gallagher.

Speaker 2:          00:21:12       He might be the last guy that blew up on showtime before Sebastian. Right. I mean, he's stop and think about it. Yeah. When, who the fuck else? It's like Sebastian and Gallagher is the guys who blew up on showtime. Let me think who else. Yeah, that's a comedy wise. Dana Gould had a special on showtime. Who else? What should they did? Showtime did a few, like a Billy Gardell had the new comics thing he did. He tried to break some new comics on that Rodney Dangerfield type deal. And um, but yeah, you're right. Yeah. But again, that's where, that's where our business, like this business is fickle, right? Cause they're always trying to figure out, you know, why is this a viral video? You know what I mean? Like, like man, that squirrel got more views. We spent $8 million producing this series and that squirrel got more views than we, you know, and it's like, why?

Speaker 2:          00:22:13       Yeah. If you're just trying to concentrate on making things viral and you will go fucking crazy. Yeah. You can't figure out, you know, why people are, are connect to this one thing and even though others have done it or done something similar or whatever, and then yeah, it's a tricky fucking business. And then how about youtube? Like Russell Peters blew up because of Youtube. Absolutely. Worldwide. Boom, boom. Unbelief. And you know people, and it's funny cause people here, they don't realize how famous Russell is because he's not that famous. He's not as famous here now he can hang out over here, he'd go places and he lives here. It's like got the best of both worlds. Cause that mother fucker sold out the o two arena, two nights in a run. I know that's like 20,000 plus people. You know who's like that? Uh, Jimmy Carr, you know, general shore.

Speaker 2:          00:23:04       Yeah. He's hilarious. Yeah. Jimmy's hilarious. And like internationally, Jimmy is a monster. Unbelievable. But here like they check his id, you know, like he pull out the black card and they'd be like, let me see your Id. Yeah. I mean he does the roast, uh, those roadshows shows over here. Yeah. And stuff along those lines. But yeah, he doesn't have Neal, but he's working here more often. He's developing. He, I saw him in Montreal and he said, yeah, he's developing his audience in a state. So now he's doing like small theaters here. He says, obviously if he goes anywhere where people from the UK are like, so when he's in a big city and there's a lot of Brits, then he can sell out like New York or Boston or something like that. Yeah, he's a great writer. Oh Man, that guy's funny. Sharp. Just, yeah. And so, so British like so dry and completely inappropriate. Yes. You know, that's what I love about him. We do in, in Montreal, we do this a benefit show for hope and cope and it's like a, a, um, rehab medical facility. You know, there's some cancer patients in there and people other and, and Jimmy just opens like, yeah, I've got to hurry up and don't have much time. Well, I have time.

Speaker 2:          00:24:24       I was just [inaudible] Joe. And they loved it. They, they just, they fell out, you know, and he's, he's like, uh, any of you here last year now? Probably not. Anyway, at this point, most comics go to Montreal to hang out with other comics. Oh, absolutely. We call it summer camp man. You see your, you know, yeah. You see friends and like I see him there every summer and then you see people who you just don't see or don't bump into, you know, regularly and your regular whatever and you get to hang out. And then there's always new people you meet. Like this year I met Nick Kroll who was cool. He's grand a, you know, cause I liked big mouth. It is a cartoon. And um, Pete Holmes and Pete Holmes was hilarious cause he was doing this thing at the roasts called mean Pete. So he was doing like a completely different cat kids.

Speaker 2:          00:25:16       You know, Pete Holmes, a nice guy. And he was at the roast just destroying people and he just kept yelling at me and Pete, you know, so, but, but yeah, so that kind of stuff. Yeah, it's fun man. It just to a forever meeting. Well that was the first time, I don't know if you remember, I definitely wrote, it's the first time you and me hung out. When was that? Yeah, it was, it was him or old. Yeah. So it was 99. It was my second time in Montreal. Right. I'm doing comedy. I don't know about six years. So I'm still like new, like I buck. But I knew you from the um, from laugh factory in from around town and you were hanging out with Kevin James and I think he had just got his show or just finished his first year of his show or whatever.

Speaker 2:          00:25:59       And you were like, come on. And I jumped in a cab and we went around doing spots and I'm like, and you would be, you'd already been on news radio and I, and I'm like fuck, I'm hanging out with Joe and kept like we're doing spots like you. You know what I mean? Like as a new comic, you're like Holy Shit, just the coolest shit cause cause I, I could get in cause I got out the cab with youtube. So they're like, yeah, yeah, you can do five. So that I remember, I still remember that. That was fun. But that's what Montreal is. So now I'm that guy right now I, I've been to Montreal so much. I got people calling me in La asking me about Montreal left. They told us to call you. I had Chris Spencer calling me to get spots on shows and I was like, Chris, I don't book it.

Speaker 2:          00:26:39       He's like, yeah, but you know, you know, and then I was able to get him a spot, I guess. I do know, I guess it works. Yeah. But the problem is that you get into, if it works, once you know, then you're the guy they call. Yeah, that's a, listen, if you're listening to this podcast, no, I can't help you. Did they still have a bunch of different venues? We can drive around and get spots? Not none, not as much. Everything's booked now. You know, you know the big difference now there's a lot more TV. Like remember back then there were like two or three people had hours, you know, not men. Now there's like a whole series of one hours that they're taping. And then um, you know, like Kevin Hart did the whole lol thing there for a couple of years. So he was taping all of that.

Speaker 2:          00:27:20       So there's a lot more. TV is more involved. This year there wasn't a whole lot of Netflix. The last two years there was a ton of Netflix and Netflix was doing a bunch of half hours and stuff. They were filming them at the festival. So it's weird to me. It seems like the festivals supposed to be fun. It's not supposed to like film us. I think it's still fun in that, like you said, you see other comics and you get to hang out, but there's um, there's not the, the development business that they're used to be right. That's not there. But the content business is there and they figure like, we got all these comics in one place, we'll set up cameras and we'll shoot bang, Bang, Bang, Bang. I think that's so, so there's less of the, there's still some shows where you could just, you know, jump on and it's friends of whoever and the midnight shows, they still do that.

Speaker 2:          00:28:14       They have like a whole midnight when they could midnight surprise or whatever. You don't even know who's on the show. And that day they call people like, Hey, you want to do a spot? And they still have the nasty shelf. They still do. Nasty show is still huge. They do. They do the ethnic show now remember they used to be, that's what they call it. Well they used to be like the wise guys was the Italian show. Right. And then they had the Jewish show and then they had the uptown was a black show and this and that. Well now they've combined all of that and they call it the ethnic show and they have built, so there'll be just different comics on there from different ethnic groups. I've hosted it a couple of times. It's a lot of fun actually to do ethnic material. No, some you do some, some people do some, some don't. I think my favorite one, one year I was hosting it, Nadelman was on it. Dan Adelman, who you know [inaudible] he hilarious guy and he was like, yeah, ethnic. Yeah, I'm a Jewish comic from New York. That's such a rare find.

Speaker 2:          00:29:11       Ethnic is a weird word to mean, isn't everybody ethnic? Yeah, but, but it's there, you know, it's the right title for catchall. And also the other big thing is Canada. It's not as, they're not as hung up on it. Right. So you're not as worried about being politically correct or, or hurting someone's feel. You know what I mean? Like they understand, yeah, this is a comedy festival and people are gonna say shit that is inappropriate and, and do, and, and being friends, you know, can't we make fun of each other? Right. And it's so, yes. So your ethnic group may come into it, but not from a point of racism or hatred or judgment. Just, it's fucking funny that we're the same or different in our ethnicity or in our background and weaken. We joke about it. Does a comedy works exist anymore up there when undirect unfortunately to works went under, um, Jimbo take off.

Speaker 2:          00:30:10       Yeah. Vanish somewhere. I don't know what happened to Jimbo. I don't know. I'm not sure what happened to him, but it was great. That club was, that was the epitome of comedy, right? Yeah. You go upstairs, there's 150 people in a 120 seat room isn't even that many. It was 120 seats and, and the Fire Marshall would've shut it down every night. Right. Cause if there was a fire in comedy works, it would've been a horrible tragedy. And you know, but, but the energy was like, you get on that stage and just kill and you know, it's like, yeah, we got the Gallo over here, we got 3000 seats in the most beautiful theater you can imagine. But you really want to see the, you really want to have fun. Go upstairs. The comedy works in sweat. You're literally sweating for 15 minutes because there's no air conditioning.

Speaker 2:          00:30:59       It was terrible. Worked heat rises. So we should put this place upstairs. Well, when they wanted to stay warm in the winter and they have like a little comedy scene, like a local scene. Yeah. And they still have, they still have some places. Like there was one I was working, I can't remember the name of it, but it was the same kind of vibe. It was like an upstairs bar that they converted for the, for the festival. They put in a hundred chairs and you, you know, and it was great and that's where they were doing midnight surprise. So that, that venue is still really cool. And then they had the theater Saint Catherine, which is like this small stage in a long room. Yeah, I did that one man, that, that one still has, you know, so, so there are still some places that have that funky comedy vibe.

Speaker 2:          00:31:45       I mean, you know, but that comedy works room as it still there. Could somebody like turn? I don't know. I have no idea if it's, if it's there up, it's been redeveloped but yet works was, that was the shit that was the great, that was the fun room. That was where you ran your set before you do your, you know, Gallo or TV taping or whatever and it would just kill cracklin those, the first time I ever saw Lenny Shoultz give us he crazy wedding, you know, crazy Lenny. No, he was a hilarious guy. That was right when I was coming up. He was just at the end of his run and of his career and he says wild, crazy old man who would bring props on stage. Attitude was like so fun. Just a maniac. Like he w he would pull up a a s you know a smokey the bear doll and he's like, only you can prevent forest fires.

Speaker 2:          00:32:33       And he just yells, fuck you punches his bear the face. It didn't make sense. And I'm papers though. So stupid. You're fucking holding your body. You couldn't even stop laughing. My, my favorite random funny thing like that, there's a guy still touring as far as I know in Canada called Mel silverback ever hear melts, silverback belts, silverback half Jew, half silver back mountain gorilla. And he would wear the Tuxedo with the big ruffled shirt like the old Catskills comics and he wore gorilla hands and a gorilla head. I'm telling you. And he would these old Catskills Thai style jokes, that gorilla mask. Oh man, Joe, we, we, he auditioned for last comic when I was a judge. We were falling out. Jane Goodall, she's a whole, you should have seen her with those chimps. It was disgusting. Like, and apparently he's a thing in Canada, like he's a late night dirty comic towards Canada.

Speaker 2:          00:33:34       But, but it was the dumbest thing. But to see it, I mean we were pounding on the table, we could not breathe cause he's, it was all old cheap one-liners like the Catskills. And he had the suit and, and he was a gorilla and he would put it all in. So it was all from a super back mountain gorilla point of view. Like, what's your point of view? Silverback mountain gorilla is how I see the world. But the good thing about that act too, it's like he could die and somebody could just take us. Yeah. Somebody could take over, you know, and, and the thing was we picked him for last comic, right. But then this is where TV kills comedy. So now he's on prime time, NBC and he can't do that. Like you can't say she's a whore and you can't do everything that made him funny, was like, no, the sensors won't allow it. So now people are like, why is he wearing gorilla hands? Yeah. It just sucks. Yeah. TV just rip like [inaudible].

Speaker 2:          00:34:34       Let me see what makes you funny. Okay, let's not do that. Do you remember Gallagher Two? Yeah. Yeah. Remember his, that brother, you couldn't afford Gallagher, so he was doing giant theaters and Gallagher too. His brother was doing like little comedy clubs. Yeah. Like he, I would see it like in places that I was working and I was coming up, it would be like, oh, and then next weekend it's Gallagher too. I'm like, what's calorie? Do they get into a fight? Like a legal fight over ownership of cars. Gallagher wanted to come back. Yeah. See Gallagher apparently like temporarily retired and he sold his act to his brother Gallagher. And his brother looked as brother, looked a lot like him. And he had, you know, he just basically it, he picked up like a job. It's like I have an affiliate or like a, you know, like a, like syndication.

Speaker 2:          00:35:25       You syndicated the act, you know, if you, if you want to buy a seven 11 yeah. Well it's like the blue man group, like this different blue man groups right around the country. Yeah. Yeah, that's true. But there's no, like it was a blue man. It was just one blue man. Maybe that would be but so gallers Gallagher's brother took all the jokes and the props and started buying watermelons and sledgehammers and just toured the country. I would love to be in court when they had that fight. Like your honor, here's how I smash a watermelon and then is my brother eyes special water like I be, you decide. I think it was just a matter of whether or not he could continue to do the act. But I mean is it his last name? Gallagher? Is it a real name? So it is. Leo was the original and Ron is the brother, but they look, then they go on to Gallagher.

Speaker 2:          00:36:16       Right. It's like if a girl breaks up with you and you fuck are slightly less good looking sister. I don't know if this is right quite. Yeah. I think right here is the original original. This picture here would be the brother, isn't he? Sure I picked up this. Wow. That is, yeah. I wouldn't want to be the judge cause I the ballot of Ron Gallagher blog afoot. It's must someone must read the story about it, but wow. So yeah, they, it was close enough so you would kind of feel the brothers is Gallagher. How weird. And so then after a while, I think Gallagher got tired of being retired and he said, I'm coming back. And his brother's like, well, I'm fucking going to continue doing this act. And he's like, no, you're not bitch. You gonna have to find a new way to make a living.

Speaker 2:          00:37:05       But I only, I bought it from you. Right. So I own it though. Like you being in your probably forties and your brother who's like, if a similar age just picks up comedy and just starts doing your routine like 100% you know, he calls himself Alonzo too. Yeah. That's crazy. Well, I'm, Charlie Murphy could have done that. Right? He sounded enough like Eddie that he, he could, I mean, not, no, no, no, he wouldn't. But what I'm saying is he could have done it pigging back. Piggy back to Eddie. But that's such a different way of talking. Yeah. I mean his, his way of talking was so much more aggressive. Raspy. Yeah. I missed that dude. Yeah. I had a good fucking time with him, man. We did a whole tour of the country for 30 days. Oh, nice. Him and Heffron. Oh yeah, yeah. We just maxim bud light tour.

Speaker 2:          00:38:03       When you remember what those a, the real men of Bud light, the what they would sing the real man, the guy who was commercials. Yeah. The Guy who sang was the lead singer of survivor. The eye of the tiger guy. Oh yeah. Yeah. So we were on tour with those guys. So those guys would sing songs and they had like little punchlines they would do with the songs and they would have a local guy, which is actually how I met Thompson girl. I met Thompson girl because we were doing the Hollywood theater or celebrity theater, whatever it is in Phoenix. And uh, Segura

Speaker 3:          00:38:36       was the opening act, the local opening act, flown them in and I think he did like five or 10 minutes and he was hilarious. That's how I became buddies with them and start taking them on the road with me. But then you know, there'd be the real American hero guys and then it would be half fron and then trolley and me and we did 22 dates over a month. We had a great fucking time.

Speaker 2:          00:38:56       I only met him once, but he was real cool. I met him in Vegas and I'm just, you know, one of those, we were, it was a dirty at 1230 and we were doing it dirty and he came by and we just, you know, just hung out backstage. Met Him for a minute. But yeah, he seemed cool. Couldn't be cool. That was maybe a year or a year, maybe two years at most before he passed away.

