Speaker 1:          00:00:02       Okay.
Speaker 3:          00:08:35       That is one of the weirdest interrogations I've ever gotten is when people go, Woo, why did these people know you? What do you do? Who are you and shit. I know. Yeah. I take a photo with you there. Where somebody, but I don't know who they were. Things. They're almost defended that other people know you and they go like, why you're playing a game with me. Why are you, why? Why don't I know you? They get angry. Yeah. Well, there also, there's the other thing about famous that people feel like they could just start talking to you. Yes. Yeah. Yes. Yeah. They can sit next to you. Oh yeah. You could be in the middle of an intense conversation with your favorite person on the planet. They don't give a fuck. Why didn't I know you haven't been in their house. I had a living room.

Speaker 3:          00:09:16       I had a guy come to me in the street and just go, Hey Dave, how you doing? And I thought, oh, it must know him. So he said, oh, I'm good. How are you doing man? And his next line was a, you don't even know me. You fucking phony, David. That was me. That was you. I wish I was better at faces. Was this in Canada? This was in downtown La. Real. It's amazing. Even know me. You fucking phony. I'm just trying to be nice. Yes. Was he a drunk? No, he was just, he was a guy who just, uh, let me go pretend I know him. It just watch this. Wow. Was that the end of the conversation? And that was basically it. Wow. What a rude person. That's a terrible conversation. Probably guy who auditioned for news radio in [inaudible] 96 I've just never gotten over it.

Speaker 3:          00:09:54       Yeah. That fucking con one. I was on my way to start them and to be fair, it was me. Tripped him up. Yeah. Um, are you still doing that show with a doctor, Ken? No. Uh, we stopped when they canceled it. Oh, that's always a good move. Yeah. Not right away. It's several months in a fairly good kept doing the show after it was camp. Yeah, we didn't, we did called the doctors. Is that what it's called? No, no, no. That's a real one. I can't remember. What was the name of it again? We can still call Doctor Oz. A real doctor. Right. I don't think it's he's Fargo on is drew once you've been pushed in front of Congress. Yeah. And they question you on your weight loss claims. Yeah, yeah, yeah, yeah. I had some Charlotte that you're show it that had a crazy title or something, wasn't it doctor? Can't that was it doctor Ken? He just did a Netflix special. He did. He's, he's at back doing standup. Yeah. He's one of the sweetest guys on the planet earth. He is a nice man. Very, very nice guy. And he's a, yeah. Got a lovely family. Yeah. Super good guy. Um, are you still doing the acting thing? You can join it, uh, off and on, uh, you know, enjoying difficult concept. Well, you always, that was the take I had on it with you back in [inaudible] 94.

Speaker 3:          00:11:14       It's a better job than most. Yes. You know? Yes. You know, like that and not like, you know, it's, you know, it's like when you're doing something you'd like, there's a certain satisfaction, but even then, even like when we were doing news radio, you don't get to enjoy it because you're, you're so focused on whatever the flaws are while you're making it. Right. Yeah. You get to enjoy it during the wrap party. Yeah. Or, or 20 years later, right? Yeah. Yeah. I, um, it's occasionally someone will send me a clip online and it's just, it's so strange to watch. It's so strange when you're watching yourself from 20 plus years ago. Say something you don't remember saying. Yeah. And then your watch, like, wow, I don't even remember that episode at all. Yeah. I don't remember most, I don't, I never watched, I think I only watched about six episodes.

Speaker 3:          00:11:59       Wow. Is Radio. Yeah. And I loved the show. But, but you knew that he didn't want to watch it. You were there. Yeah. There what had happened. Yeah, yeah. If I bought, all they'd be doing is nitpicking the editing. Right, right. Yeah. It's a strange thing to look back when you go back, you know, 20 plus years and think of all the, all the scenes, all the writing, all the work and now it's just sort of now w w that's the other thing that we never anticipated that it would be floating around the Internet. Yeah. You know, yeah. Youtube clips, nothing goes away. And he's radius floating way out in the periphery of the Internet. Yeah. But you see, she was like drawn in sometimes, but shows like, like, uh, like friends, like the fact, you know, you have young kids, like my daughter's 15, she's watched every episode of friends at least twice.

Speaker 3:          00:12:47       Wow. 10 that's 10 years of shows. And it's not just here, it's every 15 year old in the country. Yeah. Has One. And it's like that, that, you know, is coming back into significant to these kids. Now, what's fascinating is I don't think those shows are being made anymore. No, not that. Not like don't, I mean there's the chuck Lorre type shows that I watch and I go, I'm missing a GM. Why was like, why is everyone laughing so hard to be your seen those without the laugh track. I can imagine that that must be life taking some of those shows and the Big Bang theory and I would like to see that they've removed the laugh track and you watch it with just the act or sing the words and it's like it's anything funny ever happen on it. Well it just, it's strange.

Speaker 3:          00:13:29       It's like you're watching. Um, it doesn't make any sense. It's a logical yeah. And that, that, that, that place people get in their heads where they just go, it'll be fine. Yeah, yeah, yeah. News radio, if we did a scene and it didn't get a laugh, we rewrote the whole seat. Yeah. Literally with the audience there. Well, I think the term good enough is perfect for comedy. Yeah. That's good enough. People are kind of chuckling while it's to you, once you get a certain number of characters that you can get to interact with each other and predictable ways on those shows, then they just sort of have them have these little scenes and have different inflections and different stumbles and they make a show out of it. And for the audience, I think it just becomes comfort. Familiarity. I love it. I maintain, that's what drove Charlie sheen crazy.

Speaker 3:          00:14:19       It was doing that Goddamn show. Yeah, he did for a long time. For a long time. I think that's what drove him to the edge. I thought. I think he was always crazy. But I think when you do a show that you don't enjoy doing or that you don't look, the guy was in fucking platoon. Yeah. Right. Yeah. I mean he was in some amazing pharaoh. He wasn't very funny in that. No, it wasn't. It was really kind of a bummer. Yeah, they should. Uh, they should have taken that as a warranty. Yeah. They should take that company Lindelof that that should stop ending up on all those companies. Wall Street. I mean, he was in some giant, a good way, the movies and then he's on the show. That doesn't really make sense. Right? Yeah. And he's really talented. Like he's really, really talented actor and really funny.

Speaker 3:          00:15:02       It's hilarious. Like great timing. Uh, what was the, uh, like the, uh, like her brothers franchise, uh, hot shots. Oh yeah, that's right. It was funny in those, they don't make those kind of movies anymore. Like nobody does jokes anymore. It doesn't say, Nah, can't do jokes. Effort is frowned upon. Think you have to be lazy with your comedy movies or you know, there's still comedy movies, right? There's like the Judd Apatow type films and you know, there's still, they still make comedy movies, but there's seems like there's not as many anymore. Yeah. Or maybe I just don't go out as much. There's a little bit of that too. Yeah. But it's also like the subject matter is so dangerous now. Like everything that used to be funny, we watched ace Ventura pet detective with my kids and I did not remember how transphobic that movie is.

Speaker 3:          00:15:56       Like the whole movie is one gigantic Trans Joke. It's true. It's true. I don't know if I've ever seen it. At the end of it, I'm like, Whoa, I forgot. This is crazy. Like the men, when they find that she's a girl, they're throwing up and or the that she's a boy rather. There's the brushing teeth. Yeah. The scrubbing and mouth out. Everyone's vomiting. You wouldn't be skewered today. You'd be finished. Yeah, it'd be done. And they still, that whole joke from the crying game. Ugh. That's true. Which is one of the funniest movies I've ever seen it. Which one came first? I don't know. Any magic if the trunk crying game did a serious version of Ace Ventura. I feel like I have an idea.

Speaker 3:          00:16:40       Hey, forgot about the crying get whole ass talking scene would be totally different. Yeah. I thought, I remember watching the crank game going, uh, and heard there's this big twist, big surprise twist. And that's the guy. I bet. I bet. What happens is that the, that the, the transvestite turns out to be an IRA spy because you were already two steps ahead. Yo, I forgot that movie. Yeah. So, wow. How long have you guys been doing this podcast? This is how long? It's just before Christmas. Yeah. Yeah. Probably each other. We've known each other a lot. Like what motivated our wives to say, get the fuck out of here, out of the house. Pretty much that's it was go do something new somewhere else. And uh, and they actually on the podcast with us, like, uh, Chrissy, my wife produces it and puts it all together. Jack Harris, super hard to fire it. Did well, were the ones who will get fired. He fired me once as a 10 years right now for pain. But Chrissy and I were, we separated for 10 years. Well, you, well, uh,

Speaker 4:          00:17:50       well actually last time I saw you as well during that separation. Um, but uh, so you got back together. We got back together. That's nice. Yeah. Course is great. I remember running into her at a Satan thing that the sate tannic fucking thing, right? Yeah. Duncan Trussell, my good friend was performing at, uh, is it Stanton [inaudible] grandson or something like Anton liberties on the Antis Branson and uh, they, they were getting married at this fucking crazy theater and your wife was dressed as like a devil or some shit. She was like dancing there. And I'm like, oh, hi. How are you? What are you doing here, Carrie? Normal person. Why here? But, uh, the, there's a picture of me with a Antala Bay that knuckle heads to this day uses evidence that I am a station. Satan worshiper. You're merely an associate. Satan associate. I'm Satan to Jason's. Yeah, I think that's what they say now.

Speaker 4:          00:18:47       You know, and that's fanboy. I loved that. That that's something people are, you still worry about it. I'm a Satan family. Oh my God. Yeah, that's good. It's me and a, I think that's a Hank Williams, the third shirt that I'm wearing there. It's hard to tell. That's the thing, the fact that people still worry about Satan is just, you want to just say calm down. He's not a problem. Cause he doesn't exist just like your God. Oh, they both air you. The people listening right now that just took their earphones off and threw them across the room. Well, I can hear cut for 30 times you say to that. Yeah, just that you know whether or not God exists is a fascinating point of discussion. But what's interesting is, is this agreement that people say when they decide that God exists and you decide that God exists and I decided to, God exists.

Speaker 4:          00:19:42       So we both have agreed that there's this weird thing that makes no sense that we're on board with. So I know where you stand on a lot of issues. You know, I probably know where you stand on abortion. I probably know where you stand on guns. I probably know where you stand on climate change. It's like he gets so weird little thing that you do when you say that, you know when you say, well, you know I'm a god fearing Christian. Oh, okay, no, I can predict you better. It's like, I swear it's like you're off. You're all wearing the same decoder ring. Yes, yes. Well that is what a lot of it is. A lot of it is whether or not you believe in God or not. It's the saying that God's real and the worshiping God and the talking about God. It's just letting everybody know that they can predict. You know, they know where you kind of like if you're a gentleman, if you're a gentleman, you wearing a tie with a nice suit on and pair of pants, I can fairly likely predict that you're going to be reasonably behaved. Yeah, you're a gentlemen. You know, if you're a Christian, if you're a person who calls himself a Christian and you know, well we go to the Bible, go to church every Sunday and uh, I'd like to read the Bible and I am a Christian

Speaker 3:          00:20:48       and people automatically go, oh, okay. I kind of know where you're coming from. I can, I can see where you are. And now I like that you can predict to me, cause you will like me better so we don't have to talk. Yes, no. All right. Now reinforce those, those patterns in your head. And I'll say some things that, uh, I've repeated things that I've heard other people say about God and Jesus and yeah. And it's a nice way to kill time. It's not a bad way, you know, believing in God and going to church and state, it's a great, you killed time until death nullifies all meaning. Well, I think the community thing of it is a good day. There's, there's some, there's some really powerful like bonding experiences that people have when they agreed to be humbled together. Yeah. You know, you're describing curling, curling, curling.

Speaker 3:          00:21:33       Another great look. See Words in Canada are very popular. Countering, curling. Yup. That's right. And there's no way he's curling is one of the top TV. And you cannot rise to the tops of curling without humbling yourself. Cause you humble yourself the minute you say, I'm not like go curly when you pick up that brush and a big smile on your face side to sweep. I, yeah, I'm tried. Curling man. It's not easy. No, it's hard. Which still doesn't make it a sport. I made fun of it in Newfoundland and they fucking got so mad at me. Wanna curling. He'll read a theater where I was at like how these pictures of curlers on the wall and I just could not stop shitting on them yet. We're like, hey, hey, there were legitimately upset. I'm like, it is a preposterous endeavor. Yeah. You know in, and I know it, you're sliding a rock on the ice.

Speaker 3:          00:22:19       Used to be a reason to drink. That's what curling was, where everybody would get together, still is wasted and you don't fall very far on the ice because we're already squatting. Yeah, right. Yeah. And the other people are leaning against brooms. That's right. You got a broom to lean against. It's great you're drinking. It's also like when you fall on ice, it's almost always funny. Always. Yeah. Yeah. No one's, no one ever catches himself. No. You don't like gently fall. You could try and get up as good to you. Don't fall elegantly on ice. You can even go hiking and slip a little and catch yourself in that. But even like when you're watching the NHL and you'll see players that will just fall down. Yeah. Like just for no reason. It's hilarious. These are the best skaters in the world, and they're just going to fall down on his ass.

Speaker 3:          00:23:00       He's a professional airplane. Yeah. Yeah. And like if I ran with it Volkswagen, I couldn't knock him over. Right. But he just fell. How long has curling been around? Hundreds old. It's a Scottish court. It's a Scottish spot where they used to use actual rocks they'd find in fields and play it on frozen lakes. The lakes, because that's the only kind they have in Scotland. Yeah. Are frozen ones and the lochness monster can around. There's a lot of, he's a wonderful curler. David, are you Scottish? I believe I'm from, yeah, I've got, I got the part Scottish. I mean, there's a lot of Scottish people in Canada, so you can see what curling would be popular, you know, very, very Scottish country Canada. It's strange. That's why there's so many gourds and Craig's or it ain't that Johnson Gordon [inaudible].

Speaker 2:          00:23:46       Yeah, that's right. That would be a Scottish word, right? Yep. Gordon Gordon. Yeah, and of course because of Gordie Howe, everyone named their kids. Gord. I went to school with a guy named Greg [inaudible]. I mean that was his first name. Greg or Greg or I know a guy named Greg or Gregory Gillespie fights in the UFC animal. I haven't kind of, Gregor, probably it's a savage. Can I just give one interesting UFC memory for me please? I watched the very first UFC one a with, I had a trip at the time and we invited scout troop and it wasn't, it was a comedy troupe, this boy scouts, but we invited Neil Patrick Harris over. It was 20 years old at the time he was in town. We just met him and he came over and soon as the sumo wrestler, God has face kicked in and there's spit a tooth out, I believe.

Speaker 2:          00:24:36       He was like, I'm Outta here. I gotta get out. And we made him stay and watch the whole thing. Good for you. And that's what made him gay. While that was, thanks for ruining the story, Dave. I don't know if that's true. I don't know if it works. Something happened, maybe someone dropped him on his head. Yeah. I don't think he knows. He looked like he was already as a kid, something went wrong or right. Depending on if you as boyfriend. Yeah. Imagine it depends if he's a good boyfriend. Right? Yeah. Well, yes, but I mean if the husband, if the guy's really into him, thank God you watch that fight, that time. God thank God. Otherwise could have never found time chick. Yep. Who knows. Look at Abby's and shit. Oh God. Yeah. So did you have to get remarried or did you just pretend we never got divorced?

Speaker 2:          00:25:27       Chrissy and I never got around to getting divorced. Customer paperwork. Beautiful. Yeah. So we were separated. We, we actually filed for divorce once, but screwed up the paperwork for somehow. Is that true? Yeah. And then, uh, and then, uh, and then we just never got around to it again. Just didn't fix it. And we now islet. Yeah. I'm not, you know, I'm not, I'm not good with organizing, so we just, so we were just separated for, you know, it's funny because Chris, he's very organized. She is yet, it seems like maybe, maybe Jackie, Jackie, she's the one who wasn't willing to let go. You know, she was telling you something. Yeah, she was there early and that's what, that's what, yeah, that's what guys will be vacation with them. When they were divorced, divorced. They would go as a together and we get all our family trips.

Speaker 2:          00:26:16       Did they, did all family tree the whole table together? Well the first two years we weren't that we didn't do much. No. Those are the dark years. The dark. Yes. But then uh, yeah, then yeah, that's why we have kept me in all of our family trips together. We go to Hawaii. It's like they were still married. Yeah. And so when we finally did get back together it was really just so, it was mostly about the convenience of our friends. It was just like, you know, this is going to make everyone else's life easier. Really? Yeah. Cause they don't, you know

Speaker 3:          00:26:44       what, we didn't have to go to two houses. Yeah. Which I hated. It's so Canadian of you. Yeah. So polite Canadian does. Yup. He's doesn't get divorced because the fly. How long, how long have you been married? 10 years. And you, that's the only time you've ever been married, right? Thank the baby Jesus. Oh my God. Yes. Praise Jesus. Done that. It's working. Yeah, it's, it's great. Yeah. Yeah. If it works, it's great. Yeah. I always tell people, don't do it. It's too risky. Yeah. You could. 50% of the people don't make it. Yeah. It's, it's uh, it's not a good, a good rate of success. Would you drive a car if you knew that 50% likely you would die in a crash, right? Yeah. I mean, it was an institution that made sense when you're only going to live to be 40 sweat. Well, it makes sense.

Speaker 3:          00:27:31       There's some parts of it that makes sense. The problem is that it's become a business and it's become a business for people to try to squeeze is like, I'll never forget trying to talk, fill in and getting divorced. Yeah. I go, just give her half. And he goes, it's not half. It's two thirds. It's a scam. The fucking lawyers get a third. Yeah. He gave away two thirds and then he was fucking freaking out about it. And it's true. And he could've lived nicely on the third. He should have given her that. I don't think that, I mean, the word was that, that's why she killed him, that he was leaving, that that was, he was finally leaving, and then that's when she killed him. But when we were together with him, there was always days where he would come to the set and just be just in hell.

Speaker 3:          00:28:14       Oh yeah. Well, yeah. And he wouldn't well be, he'd just be on the floor of the studio and like ranting. Yeah. About, about, you know, I'm living in my boat and he lived in his boat. It was rough, man. And then he would come back like a day later and it'd be, well, I'm back together with my blushing bride. That's exact quote. Yep. And we can the exact quote and we'd all just be going, oh yeah, it was poor bastard. Although none of the weird thing of news, right. There was not one good marriage on the show. You know, like everyone was going through a terrible marriage at the time. Like I was proud that it was one person who wasn't on antidepressants. Super psyched about that. I wasn't on any pills and I wasn't in therapy, but I probably needed it. I think we all did.

Speaker 3:          00:29:01       Yeah. But yeah, I mean I remember you started with, I can just this second season we came back and Steve Route had gotten divorced and he was the first one. I mean, I think everyone free to be me or Phil would get divorced for us. Steven Mora. But Steve, yeah. We didn't know how bad it was for Steve. I guess it's hard up there. Tarred Todd to make it hard, hard for people sit together. It'd be nice to each other. Yeah, yeah, yeah. It takes, does they say it takes work, but it actually takes work. Yeah, it does take work. Your way to wait until you are an adult too is good. Good move. Yeah. Most people get married before they're adults. Yeah. I think you should wait until you know who the fuck you are. And it's still, I'm still guessing. Yeah. Even to this day, I'm guessing who I am.

Speaker 3:          00:29:45       Literally my dad almost on his death bed told me don't do it. You can't get married until you're 30 that's a good move. It's demanded that he, I didn't, I haven't got married at 30 but he was like, don't do it. Don't do it before 30 cause you don't know who you are. You don't know what's going on. Well that I've seen too many predatory marriages. I've seen women marry men that don't really like, because they know the man has money. And I've seen, I've seen the opposite. It's just such a weird thing when you enter into contractual agreement about romance. Like it's, it's, it's not just I love you, you love me, let's, let's have a celebration of our love and let's invite our friends over and tell everybody we've, we've decided to engage each other in this very special commitment. But then you start bringing in lawyers.

Speaker 3:          00:30:35       Yeah. Right. And then it gets weird. And then you know, you have weird state by state laws where there's common law marriages. If you live with someone for 10 years, and that might've been where humanity went wrong was when the first guys said, I wouldn't be a lawyer. Like that was his decision. I'm looking around and to think, yeah, there's a lot of ugliness in the world. Yeah. What was the work on? It was the first lawyer like was the, there's a series of laws, right? The first lawyers had to have been priests, right? I would guess so. Yeah. I mean the law is a Ferris initially we're, we're basically lawyers, right. What does a Pharisee, the Jewish, the Jewish priests makes sense. That does make a lot of sense. Yeah. A lot of my relatives. Yeah. Yeah. Like when did it become a thing where it was you would go to law school and it was, uh, a respectable occupation and it would be good to know a good lawyer.

Speaker 3:          00:31:33       Yeah. I think those things started out as not respectable and people did them cause they didn't have any other like choice. And again, they realized all their making all the money, you know, and then it became respectable. Well, once they figured out there's all those legal ease and loopholes in the system is ways to extract money. Yeah. You just gotta be weasley about it and then they invent a whole language to exclude anyone else from understanding it. Yeah. Do you think they billed hourly back then? Still? Yeah. But then again, time hadn't been codified, so, so what did they built by an hour? It was basically decided by community standards. You know, when was time codified? Uh, when the railroads came in. True. Well that's when, that's when time zones were created. The time zones were created by the railroads. Really. Everybody's on a different time zone and every town, every town said its own time.

Speaker 3:          00:32:29       Like wow. Like you could have, you could drive, you could drive from like, uh, from Denver to Fort Collins and the two cities would be completely different times. Wow. And how you sync up your watch with the town clock? Yeah. You have the clock in the main square and that'll be all the time. That's the time. But when they started having to schedule railroads, they realized, well, Huh, all these towns. And then they started having huge competitions to invent ways of synchronizing clocks between cities and that, did they use a sun dial to get the initial reading? I think it really was just a simple as we'll call this midnight or we'll call this noon, you know, and then he just went from there and none of the clocks were that accurate. So time would shift over time. So, uh, it became, that was like in like the 19th century was a huge move to try and find a way to synchronize clocks.

Speaker 3:          00:33:19       And that drove, kind of drove a lot of the beginnings of technology. Do you remember when you were a kid you would call phone number to get the time? Always say yes for sure the exact time. The weather as well sometimes. But the time, the time is exactly four 59 and 35 seconds. Well, and in Canada at one o'clock every day they had the national time tone right at this essential and of the long beep it will be exactly one PR, radio and TV. Why 1:00 PM? I don't know why, but it has. When they would do it at 1:00 PM every day, the CBC would, would broadcast a tone and that was the time for the whole country. Wow. I never would've guessed that time zones are created by the railroads. Yeah, but it totally makes sense. Have a schedule without, yeah. Because before that nobody went anywhere. You know, Arizona's still doesn't do daylight savings time. They're like, fuck you. That's stupid. They're allowed to do that. Yup. Yup. Yup. Wow. If you drive from like if you drive from Nevada to Arizona, you're, you're, you miss an hour. Yeah. The act. The only state. Isn't there another state that doesn't, I wonder, I think no one I'm aware of. Is there a wide why Hawaii?

Speaker 3:          00:34:35       They're an island. We stole Hawaii. Yeah, that's right. Doesn't that island is theirs. Yeah. That's a, that's a fucking country that we occupy with hotels. It's own feeling. The rest of it was given to us by God. Yes, that's true. It's manifest destiny. Correct? Yes. The rest of it, but not Hawaii. No. Cause that came less late. It was late. The game. There's no single co like there's no state where the people are so clearly like their ethnicity is so clearly defined. They're Polynesian looking at both the lay, their culture, North Dakota or fucking Florida or some shit. It's like they're not from the European heritage. No. Yeah, there's, you know, there's an interesting debate going on about what is ne or California moves towards permanent daylight savings time. It's not your land every day. We get to get up an hour early every day. Earlier and earlier and earlier and earlier.

Speaker 3:          00:35:33       I already of Arizona's on permanent standard time and the year lown daylight savings times followed by Hawaiian and the territories of the American Samoa. Oh, Guam and minor outlying islands. While I say California, let's be really bold and go for permanent daylight look like a white Alaska, Alaska. Exactly. Yeah, yeah. It's just give up on night. Well, and then just everybody wants to kill themselves when it's nighttime there. There's an interesting debate going on in Hawaii right now as to what is an invasive species because so much of the wildlife in Hawaii was brought over and so there's, there's some debate on certain islands where they want to eliminate the wild pigs because they say they're an invasive species and then the people are saying, but we'll hold on because we kind of came after a lot of these wild pigs. Like a lot of the wild pigs were dropped off by pirates, like carrots and, and people that were in a boating like that were traveling by boat across the world.

Speaker 3:          00:36:34       They would drop off goats and pigs on various islands, so they would have something to hunt when they would come back for food because they knew that this would be a stop along their route, which is clever. It is clever. It ruined a lot of islands, especially the goats. Yeah. Destroyed a lot of islands. I just ate it. And now in Hawaii there's a lot of mongoose. Oh really? Yeah. They brought Mongoose and at some point I forget what it was, was, was to control the rabbit population. That was probably where the rats, I think it was to control that as they came in from again, from shipping and then the mongoose probably starting another. Anything else? Just all over the place. Yeah. Mongoose animals under the Alaska holiday and I made a joke about, you know, I'm looking for beavers cause I didn't think there were beavers in Alaska because it's too cold.

Speaker 3:          00:37:15       They said no last 10 years we've got tons of beavers here cause of global warming. Reelers everywhere. Yeah, they're moving. Beavers are migrating north. Yeah. Alaska is a fascinating place that you could go there for the summer. You go there in the summer, you have never seen more aggressive mosquitoes. It's like they know they only have two months to live and so you get out of your car, they swarm, you look a cloud. It's crazy. I've never seen anything like it in my life. You would think tropical weather, that's where the mosquitoes. Yeah. No Alaska. They're fucking ferocious and they're huge. Yeah. Yeah. I've never actually going to go there. And then in November I think. Oh yeah. What are you doing during the touring with a, whose life anyway? It's like an Improv tour. So who's live anyway? Like a takeoff shoot. Who's line is it anyway?

