Speaker 1:          00:00:00       Okay,
Speaker 3:          00:13:31       When I go back this month back up to Palo Alto where they did the transplant, um, they're going to take off about four or five different medications. So I'm a year out now. They last and then the further you get out, the less medication and thinking events, we'll get down to two or three, but you'll always have to take some oh yeah, definitely. And it's just because your body doesn't understand why it has someone's heart in it. Um, for a while they had that in the beginning, right? I'm taking 21 now. It's because, you know, uh, to keep the chances that rejection down why it's your check today, then understand that it wasn't the one that she was born with. Right. As a foreign, you know, foreign heart. And I really want to talk to you about that heart. What I know about it. Um, it's a woman's heart, right?

Speaker 3:          00:14:19       Yeah. So, you know, you know already I was going to drop a bomb on, you know, the following. Yeah. Very good. Yeah. Yeah. I won. But I tell you that, that threw me for a loop. Yeah. And I was, you know, I'm always talking about how strong my faith is and you know, I'm faith, faith, faith, faith man, the Super Man of faith. Uh, I could have so much faith to Matt and can't phase me. You know, I went into the operation, hey, I see you guys in the other side of this because you know, I got, I know I'm going to be here. I got so much faith that, you know, I'm going to get through this so I'm going to see you guys. But when the doctor came in and told me that I had a woman's heart that sock the shit out of my face because I had done steady, you know, I looked, you know, steady on this, the, the survival rate of male to female.

Speaker 3:          00:15:17       And it wasn't good. The stage that I had read wasn't good. When they do a female to me, I'm sorry, female to Male, the term it's not good. And I was like, everything I had read said it's not a good thing. The doctor comes in and says, Yep, you've got a woman's heart. And she wasn't that much younger than you are that, that you know, side. Yeah. Tested my faith big time. How did she die? I have no idea. I have no idea. But, um, the thing I have feelings, I haven't talked to the family. I would love to. I don't know anything about it, but I have these feelings and I really would like to know if what I'm feeling is right. You know, I want, I really want to meet the family and let them, let them know that I'm out here doing everything I can to raise donor awareness.

Speaker 3:          00:16:12       And if their mother or their wife or their sister or their aunt didn't die in vain. And then I'm doing my absolute best to carry on and let people know that, you know, she was a donor and that it's so utterly important for people to donate, give the gift of life. What are these feelings? I have feelings that, uh, for some reason I can see that I feel like she was an oriental lady and I, I, you know, I don't know why, but I really have feelings like that and I feel like I can see this woman, I'm telling her husband, you know, I'll see when we get home from work and making plans with their kids for the weekend and have no idea if this is right or not. But I just had those feelings. But they are recurring. Yes. And did you like it?

Speaker 3:          00:17:04       Do you remember it like a memory? It's, um, it's like I get to look into her, you know, her existence, her, her life, and I have no, I could be totally wrong. She kept me a Jamaican lady. Right. I have no idea. Or if I'm in the ballpark or not. I just have this feeling. I just have a feeling. Wow. Do you have any unusual cravings or anything like food or, uh, I don't think, uh, no. I don't think I haven't. I do talk to her and I feel like that, uh, you know, when, when like when I was walking around and I'm trying, I'm trying to make it around that. I would often ask her for help to help me make it around me. Wow. Yeah. Well I talked to her a lot. Wow. Come on lady. I need to have a name for it.

Speaker 3:          00:18:02       I just kind of the lady, come on lady. I need jail. Wow. Wow. That's crazy. You're superman from captain has a lady's heart. Now when you say that, that it's not, the results aren't good for lady hearts in Male bodies. Yeah. Did you say that to the doctor and the doctor is so, um, it's so funny. I don't even know if the doctor suppose because it was this one doctor. He would come in and young guy and he would come in every day. How are you doing Mr. Fletcher? And I will say I'm blessed. I don't care. When I woke up from the transplant, I consider every second after that a blessing. It's borrowed time and I wasn't supposed to be here, so I, I, my answer is always, I'm blessed so he can meet you. How are you doing? I'm blessed him. But he said, you know what, you're going to change that and I ain't to no doc.

Speaker 3:          00:18:55       It's nothing you can say. It's going to make me change my answer. I'm going to always be blessed no matter what you say. He said, you think you're doing really good, don't you and I were hair. Yeah. I think I'm, I'm, I'm alive. Yeah. I think I'm doing good. I walked around this a hospital corridor. I think I'm doing really good. He said, you're not, you're doing about what you're supposed to be doing and you have a woman's heart and it's too small for you. And she was almost your age. Fuck, it's too small. He told me that the heart was too small and uh, the lady was, I was 58 or nine and 59 cause that'd be 60 on June the eighth. So, uh, he says it's too small and you're not, you know, you're not doing anything extraordinary. You just do an average and she's your age.

Speaker 3:          00:19:57       I'm like, man, fuck for the rest of the day I was fucked. I was fucking mind, man. I was, you know, God, why didn't you do this? The League? Why did you kill me? Oh, well I'm and sorry. And old woman it dad, why can you give me an age? Well, I'm the why God, I was questioning why did you do this to me? Did you ask him? Hey, what did you say? You mean the doctor or guide the doctor? Uh, I didn't, I need to ask the doctor that my doctor did come in and I deal. Do you know, I'm sorry. I did ask the doctor. I asked her, I said, dad, why, why could you now I am, dude. I had tears in my eyes because this was, you know, I'm like, fuck, I got another heart, but I ain't gonna last long. I'm going to be out here.

Speaker 3:          00:20:44       So it was, you know, it was fucking with me and the doctor, um, acid dye of why, I mean, why, and she looked me in the eyeballs doing, she said, Mr Frichy, we didn't want you to die. It's just that sample. We didn't want you to die. That was what was available. That was what was available. It was a healthy heart. And I need one bad deal now. Well, that heart grow to match your body. It already has really, it is the proper size that it's, it did. Yes. And the doctor that told me it was too small. It was the one who told me that he had grown to the proper sides. Wow. Why does it grow? Because it recognized it was in a bigger body. Ah, Joe, I, you're on. That's on the physical. Uh, if you look at it physically and probably a, you know, on with a rational mind that would probably be it realized that it had to adapt to a larger, but I'm going to give him a little credit the car because it's just me man.

Speaker 3:          00:21:42       So cause he came back too fast. I mean it was like a week later and said it's already decided that she would be a week later, a week after week later before I left the hospital. He was telling me that it's already sizes should be Jesus. And I said see dark. I told you I'm blessed man. I that doesn't make any sense. I know. What did he say? Did the doctor say it doesn't make any sense to the normal thing? I have no idea why. I have no idea if it's a normal thing or not. But you know, I mean me I'm giving credit. I'm going wild. Another miracle. Thank God I didn't say that question guy and I, my answer was what did I, I got back was what simple. He said that if I gave you or a 18 year old Olympic athletes harp, CT and you recovered, was doing well, then people are going to say that.

Speaker 3:          00:22:37       That's why we got an 18 year old Olympic gold medal is hard and you're able to recover and stuff because of this, but if I take a old lady's heart, there's two small and that not, you're not supposed to be able to come back and do these things with this heart, then they're going to have to give me a little credit. He said, I have a habit of taking the least of the least, the lowest of the low and making something out of it and I see anywhere. Let me shut the fuck up. You're absolutely, it wouldn't be that impressive, right? It wouldn't be a miracle if I eat if it was this wonderful heart, but because I'm God, I'm going to take this heart and give it to you and he's going to still do all those things, so shit up Ct. I said, okay, that's good.

Speaker 3:          00:23:29       Now when you're exercising now eight, you're just, are you pushing or you just get into a point where you just feel a little tired and your back off? Joe Rogan, I can't help but push my say no. That's why I'm asking like, you know, I give, I gave her, I gave everything that guy. Yeah, I can't help. It doesn't matter if you feel weird when your heart starts beating heavy. Um, or should I say her start her heart, her heart starts beating them pretty fast and you know, I don't feel weird. I feel like, uh, it's something I've done my whole life and I'm just glad to be back able to do, you know, some of what I used to do. It's just a feel good. You know, I still talk to her though. Come on. Wait, I'm sure. I'm sure we get through this sadly.

Speaker 3:          00:24:20       And now you feel it building up like you feel like every month or so you get stronger? Um, definitely. Yeah, definitely. I feel that the longer that gets any long as that, that the heart is in need, the more it feels like, you know, it's, that's where it should be in my, my body adapts. And how long does a heart transplant usually survive in a person? Well, um, I think the the longest at this point it's close to 40 years. 40. Wow. Yeah. Yeah. I don't want 40 years. That's, I don't want to be a hundred man. You don't know why not?

Speaker 3:          00:25:04       I want to, I, you know, I never expected, I said on June the eighth, I'll be 60. I never expected to make it to 40, so go really, really? Yeah. I never, I never expected I expected to die young. So, um, I'm way past where I thought I would make it anyway. So it's why'd you think you're going to die that young? Oh Man, I never had, I want it to be, I was, I was my, and I want it to be the sky rocket man. Brilliant. Like to shoot way up. They Ms. Guy be a brilliant burst. And Dan, I thought they would be the perfect ending. Just go for it. Go for it. Go for it. Go for it and explode it dead motherfucker. Yeah. But he, he was, you know, he was something else when he was alive and happy with that. That's what you thought. [inaudible]

Speaker 3:          00:25:58       hell yeah, definitely. Wow. Yeah. Now you've got to settle in for 41 years. I don't even want to be for her to be alive right now and every day is a blessing. Yeah. So why is it 40 years of blessing? It would be a blessing, but I, man, you know, I would be, uh, I didn't want to be around where, uh, um, I don't want to be a burden on anybody and, uh, I think, yeah, a hundred man. Yo, somebody else got to take care of you, wipe your ass. You know, you got to wear diapers and shit. And I don't know if I w I w I wouldn't want to be around to be a burden on somebody. Yeah, yeah, yeah. I know what you mean. But right now you're not a burden. I hope not. No. I think my might disagree.

Speaker 2:          00:26:46       But you're moving around, man. I mean, like I said, if I didn't know, I would have no idea. Well, I appreciate that. And even though I know you must have lost some muscle, he's still, if I just met you, I'd be like, this is a Jack Dude. Yeah. He's still hanging on the size of your arms, man. There's still huge, I don't think so. What they used to be. That's why.

Speaker 3:          00:27:04       Yeah. Yeah. I don't, I don't see him. You see it? That's kind of stuff don't even matter that much anymore. Right. I'm sure you have a new lease on life. Oh yeah. Big Time. What matters to you now? Uh, the, the really important things are of course my family, uh, and spreading, um, donor awareness is so important because so many people die just waiting to get a heart, you know, on the list of 20, I think 21 people a day pass away, just waiting, trying to get in. I was so fortunate, so blessed to be able to get on that. I want to try to make sure that other people get one too. So if whatever I can do to try to raise awareness,

Speaker 2:          00:27:50       what is the problem? Like people putting on that they'll donate their organs.

Speaker 3:          00:27:56       You could do it online. Now the only drivers, like in California, you can't, I don't know about other states, but in California you can do it all online, you know, and, and through the DMV and get your diet on your driver's license. And I want to be a donor and I mean, you can't take the stuff, which, you know, wait, no,

Speaker 2:          00:28:16       you people get paranoid too. I've heard people say, I'm worried about doing that because what if they don't resuscitate me because they need someone to get a heart or a liver or something. I'm like, I don't know, man. I really don't think that's what doctors are there.

Speaker 3:          00:28:28       No, no, it's, it's, uh, I had, uh, I, Eh, younger, you know, when I first got my driver, I was 16 years old and asks you to even want to be a donor. I'm like, no. Oh, I'm taking everything that God gave me with me. I ain't even know. I know, right. I ain't doing nothing. But you know, uh, time brings about a change, man. You get a little older, a little more wisdom and, uh, and if I can get something to somebody else can use, definitely most definitely take it. Yeah. My mother and all nine of her brothers and sisters all passed away from heart. Well, so it's just something that's in your family. Oh yeah. It's, my older brother walked passed away just a couple of years ago from congestive heart failure and other complications. So heart problems run big time in the Fletcher family. That's a crazy one. Right. That does run in families. Yep. Yeah. It is crazy. Yeah. But it's reality. Yeah.

Speaker 2:          00:29:30       So now, um, do you, what kind of diet do they have you on?

Speaker 3:          00:29:35       Uh, I very clean man. Um, I guess, uh, um, I had my, uh, my kids crack up. I tell, I said I'm a Presbyterian, but actually, uh, there's Pescatarian, I face a face, you know, and blessed stubbles and um, it's no bullshit, no bullshit, no time for bullshit. No time for bullshit. It's exactly right, man. Cause time, coffee time is precious. Do I used to, but the caffeine, uh, and my doctors don't like we mad the caffeine. Yeah, I would imagine. Yeah. So, um, rest must be very important for you to yeah. God I get putting any of it. Yeah, it is. What other things they make sure that you do. Um, the Diet has to be on point, have to take my medication. Uh, they didn't want me, um, to, uh, you know, do too much strenuous activities. Um, they had limited me. I, I wouldn't, I was not able to travel out of the country until yesterday.

Speaker 3:          00:30:41       Um, so yeah. So at one year anniversary, that's when they give you the green light. Yep. Man, I can go all over. What did they say when they saw you running the parking lot and fall down? All my doctors and um, you know, they all said, uh, CT what we think except one except one, my cardiologist. And he said, you know what, CT, I'm not going to wreck. She's like, everybody else did. Uh, you already know that they shouldn't have done that. But man, I am so proud of you. He said, you have inspired me to start working out again.

Speaker 3:          00:31:21       That was doctor Salaam. Doctors Slam him if he's listening. Thank you. He was the only one that didn't condemn me. How far out where it was that the surgery when you fell down? Three months get so crazy. I felt like I could do to my mind was like, oh, well that's that mentality that you have. You know? I would imagine it's very hard to adjust. Uh, yeah, it's big time. I mean, from being a village, it will be the same for you. So you're an active guy kicking the shit out of the bags and stuff. Old Lightman foot over there and then even maybe you think and not be able to raise your leg. Yeah. Or throw a punch. Man. I'll be walking around in the grocery store. I'm like, man with my wife and I'm like, man, I hope nobody fucks with me. Oh, right, right, right.

Speaker 3:          00:32:21       Yeah. How's he feeling if somebody, you thinking, man, if somebody fucks with you can't even punch him. Yeah. He can't do anything. You can't do nothing. You'd be helpless. That's man that it's hard to little old ladies have to do. It's hard on my pants and my fuck with me. I'm just going to get beat. I got no defense. That's a terrible thing. That's a terrible thing. But awfully humbling. Yeah. Tam. Then you reel, he realized, you know, just how your whole life you live for strength. You know, I've been a strong man my whole life and then all of a sudden all of that is taken away and you're just, you know, fucking invalid man. You're just weak is shit. It's very hard mentally to deal with. But you're past that now. Yes. Now you're just in what wa how would you categorize like how you feel right now?

Speaker 3:          00:33:25       Um, I categorize my, my, uh, emotional feelings as being probably better than ever. Really? Yes. Uh, as I see things in such a different light, uh, after coming that close to dying, the things that I thought were important just don't even matter. Like what I used to, I give you one example. You know, people I used to tell him, okay, you asked me about this last time I was on the show. And I tell people, they say, well, it's about to steroids and steroids, how CTU. He takes years. And I tell him the same thing that I've been saying for fucking 25 years and magazine articles and stuff. I tried them. Yes, I tried them when I was young and didn't work for me. I stopped taking [inaudible] with nobody. Nobody. Lot of people don't believe they didn't believe that. And they'll tell me, oh, you're full of shit.

Speaker 3:          00:34:21       Ct your line. And I had an out of that and Joe, that used to bother the fuck out of me. People flying. I'd be arguing with people online and say, fuck, I take a Goddamn drug tests anytime, 24 hours a day, you could test me. I fucking, I tell you what, I gave you 10,000 bucks. If I fail your drug test, all you gotta do is get off fucking social media. Nobody ever took that burden. But, but uh, I don't give a fuck if people say I take steroids now. I don't care. Who Cares? Right. Okay. Now it's a fucking compliment. Do you a, you don't still go back and forth and argue with people online? Oh No, no, not anymore. I sure it did. I, Oh shit. I would, I would jump on him in a minute. Shake my head like, why? Oh man, Joe, because that was my mentality. A attacker attack back. He hit me, I'm gonna hit you back, man. Try to hit your heart of escalates all the APPS. Oh yeah. Well, you know, I do the all caps. Can you talk to me about, you're yelling, you're yelling, CP, but I can't have seat so I make it all caps so I can read what I'm, what I'm trying. Right, right. Or you get one. I said, can you actually hear that? Can you actually hear that through those words? You're fucking loud. It's, you got spidey sense, man. Got, so

Speaker 4:          00:35:38       one of the most humbling things about getting older is the vision going. Oh yeah. I've known it like from when I was like 42 I started to notice it and by the time I was 46 I was like God damn. And I think I need glasses cause I would just try to like read the computer and I'd be doing this when my, I was like bawling my eyes squinting and trying to look at it sideways and try to see what the fuck I was raised. So weird thing. It's like, oh boy, my ability to see the world is fading. It happens. Yeah, it was to the best of this. But it's a warning sign like, hey man, this is, you know, this is a finite existence. Yeah.

Speaker 3:          00:36:12       Oh get some shit done. Right. Yeah man. Right now don't wait. It's going to be waiting time. It sets or precious commodity billionaires. You cannot buy one sec. One second of life. Yeah. Can't do it. Nope. It's whole pricing. Anything that you're thinking about doing and you've been putting off, my advice is to get the step and get the to her next year. Right now. Get after it. Don't put it off any longer. Get it done.

Speaker 4:          00:36:48       So do you feel like you're like CT Fletcher 2.0

Speaker 3:          00:36:51       definitely that I'm a new dude. I knew dude wouldn't do attitude. Yeah. Yep. Big Time. No. Well you won't be arguing October the guys. I used to argue it online. Hey, I love you man. You can hate me all you want to. I love to see I ain't got time for hate and racism or big. I ain't got time for none of that. It's all full of shit. I said, it's so much bullshit and just a waste of time and they ain't even finding, I'm like, look, if the end, the transplant experience enhanced my view. I've always said we were all saying I need the bar. My mom taught me to love everybody, but look, they took, I have no idea the nationality or race of the donor, it don't matter.

Speaker 4:          00:37:38       I hope you're right. If you're right, it's an Asian woman. I think that would be fantastic and you could feel that, that you would know that and he could feel it.

Speaker 3:          00:37:45       Man. Wouldn't that be something be amazing. I got to find out. How can you find out? I, I don't, I have no idea. I want that. Hopefully they're listening to the Joe Rogan podcast.

Speaker 4:          00:37:57       Why don't you give him some details? Like when, what day did it happen and what, like where did the, did they tell you where the donor came from? No part of the country. Nope.

Speaker 3:          00:38:08       I know that their heart was flown in and I actually, you know, my, my wife baby crazy is that it's something that took a heart out of someone's body and they put it on ice and we actually see as video the ice, just a lead going into the room and then the ice just come follow him right afterwards. God, that's so crazy. It is crazy. It's, I mean it's, when I was a kid, uh, it would be like doctor Frankenstein. Yeah. Yeah. They didn't start doing it to 68 and I was born in 59 so you know why they did heart transplants and see 68. Yeah, my wife's, yeah, lactic 60 a week doing a long time. But, uh, when I, like I said when I was a kid would have been like, Dr. Franks time you told me something like that was possible. I would say, Oh hell no. You're crazy. You're just making it up. It's science fiction, but it most, it most certainly is possible.

Speaker 2:          00:39:00       Well, do you think they're going to be able to grow your own heart? Yeah. They're working on that right now. Growing your own heart with stem cells and, and you know it's going to happen, which is just crazy. Yeah. It is going to happen. I have no doubt. Yeah. They've already grew a woman's bladder. The woman had bladder cancer and they grew her a new bladder. Wow. Replaced her bladder. Yep. So the hearts coming. Yeah. It's coming, man. Yeah. They're already working on a, I think they're three d. See if you could find a Jamie, they're three d printing a human heart and they think that they're going to be able to get to a point where they have a working model of a human heart, like wow. And, and put your heart in your body. A freshie new one, which is just so crazy.

Speaker 2:          00:39:49       That is crazy. And how about for people who are amputees and things along those lines with your own limb actually grow you a limb. Isn't that something? Here it is. The first three d printed heart made up of living human cells. Like who knows? Yeah. Yeah, man. It's, thank God there's people smarter than us. Old Good. That is a heart made by universities. Uh, Tel Aviv University. Wow. Heart. The size of a rabbit marks the first time an entire heart has been three d printed. So that's a tiny one right now. But complete with living cells, blood vessels, ventricles and chambers intact. Crazy, incredible. Mini heart can contract, but it can't yet pump out blood. So they're working on all those different variables, I guess. But man, in that incredible, look at that three d printing machine, like three d printing machines freaked me the fuck out. Like their, hey, that's the future. They're gonna be able to make things. Yeah. Look at that. Look how that works. If you folks who haven't seen this, uh, this is, uh, what the future is on cnet.com. You can Google it and just watch the video of them actually creating this. It is unbelievably fascinating. So did you look at the heart before they put it in you?

Speaker 3:          00:41:12       She has to see it. No, no, no. I was out. Yeah. It was out by that time. Yeah. Wow. You don't look at it and say, wake up, lights come back on. Yup. And uh, doctors, their wives, they're doctors. Damn my wife's there. And uh, it was uh, you a new day and I was like, Eh, I wa I kind of wanted to, I kind of wanted to say, Eh, I told you so. Yeah. That was a hot, that's hilarious. Do so I told you so. It was a funny thing to say. Would you come back from a heart transplant on me because you would be a, you would be surprised at how funny though, if you did say that it was so many. Uh, I got so many people and it was overwhelming support, but I got quite a few, well too many for me, uh, messages with Dns and I hope you don't make it.

Speaker 3:          00:42:10       I hope you die and your, I wish to be dead already know stuff like that. Do you feel, I'm sorry for those people now? Oh yeah, most definitely now. Now I do, you know, be angry before [inaudible] I was like, oh, choke the shit out of him. But you know, now, I mean you gotta beat. Um, what, what is your, your existence must be pretty pitiful for you to, you know, feel that much hate for somebody that you don't even know. Never. Yeah, I just can't stand Joe Rogan. I hate him. I've never met him. I never sit down. There's no happy people that are doing that now. It's so transparent. You gotta be pretty, you know, probably believably miserable, miserable, miserable. I'm a file of Joe Rogan just so I can talk shit about them. I don't care. I wish Joe Rogan was off the air, but I'm following every word he said because I don't want to miss nothing to Joe Rogan has to say, but I hate them. Yeah. Makes no sense, man. Well, it doesn't make sense, but a lot of people don't make sense. That's true. People live their lives and just very counterproductive ways and they feel like as long as they've got something, they're excited about that, that they're doing something, even if it's excited about hating you for no reason.

Speaker 3:          00:43:32       I don't get it. Time is too precious to waste on hate. It's just foolish. It's a foolish way to exist. Yeah. I can take, they can take, uh, livers and hearts and different organs from any nascent malty and switch them around. Were any changeable till we were interchangeable? All one thing. Yes. The only thing that separates us is the climate that we came from. That's it. That's it. And it's so it, it, it makes racism. So s anything stupid. Tribalism is stupid. The conservative versus liberal. That's southern versus northern. That stupid. It's too Asian versus black. Pakistani. Stupid Dude. So stupid. It's, we're all in a tangible dude. That right there shows you that, you know, we're all one, we wouldn't be interchangeable now. Couldn't make we

Speaker 2:          00:44:32       just this outer shit. It's on top. This epidermis, the skin, this stuff that, you know, uh, the Pfizers and it's what makes us interesting or foolish about it. It's like, yeah,

