Speaker 1:          00:00:01       Three, two, one.
Speaker 3:          00:21:38       I still don't think that we get the same caliber of athletes as the NFL or the NHL or rather NBA well, in different ways because we get the, the best and fastest guys from like one 17 down. Like those 45, 35 pounders, they're growing up either wrestling or boxing or doing something of that nature. They know they're not going to play basketball and football. That's true. That's true. Yeah, that's true. Yeah. Yeah. We do have some pretty freaky lighter-weight athletes. Yeah. How would you sit judo? How old are you now? 34. 34. How many more years he, Phil, you're going to be doing this uh, comfortably. I'm gonna fight till I'm 38. At least four more years. And then if the money is right, I'll stick around, you know, but at 38, I've, I've, uh, I would live this rollercoaster long enough. It's time to stop, just dedication sometime until my 2018 pro.

Speaker 3:          00:22:28       Wow. Had a couple of amateur fights when pro and, and enjoy the Schroeder cultures. My favorite roller coaster to what training did you have before you went pro? Um, just that fucking somebody that had like maybe one or two pro fights in MMA, like advising, you're like, Hey, I think you should be doing this man when we go chop trees and shit. All right, let's go do it. And you know, [inaudible] fight training had fight training but it wasn't like structured, you know, um, a lot of was that first original martial art. Uh, like as a kid, my, My, uh, dad had segment again, anything, you know, martial arts because I was a very hyperactive individual, you know, something like that. It's like, man, I've got to stick this guy in something, you know. So they had me like in karate. Um, what else? I though maybe some taekwondo, what I didn't get like far and a lot of these things, cause I'd start to excel in the programs obviously because of my natural aggressiveness.

Speaker 3:          00:23:23       But then in school, if I get in trouble with the grades or anything, my mom be like, no, we've got to take him out. It's only going to further the damage. We're not going to let them go there and be at peace. We're going to take him out every time he messes up at school. So I had started doing good at a gym like two, three months and then get taken out, you know? So I was like a recruiting thing till I got to like 14 years old and I was like, that's him ma'am. I need to be in the gym all day long, Sony Way to do it. So when did you, when you had parts in your career where you took it more seriously? Oh, well as a, as a kid, until I got to like 1314 I wasn't able to like Mama, I'm not going to school to them.

Speaker 3:          00:23:57       I'm going to the gym now, you know, we'll write around. I got 14 I knew already more or less what I wanted to do. I had already seen the UFC enough and before the UFC came out, I was like, I'm either going to box or I'm gonna Wrestle. Those two things are amazing. The coolest things I've ever seen. And then a UFC comes out and blows my fucking mind. I was like, what the fuck is this? You're getting paid for this. And then I was hearing what they were getting paid at them. I was like, man, I could, I could make a living off this. I'm doing this, fuck that. You know, and I invested everything I had ever since, you know, into this. Wow. So will you keep saying the resurrection is a big thing that you're putting on a social media, the resurrection, resurrection.

Speaker 3:          00:24:34       What is that about? Um, no, numerous things, you know, uh, more on the personal side, just cutting off a lot of bullshit out of my life, like tremendous amounts of it, you know, um, and focusing on what I gotta do, you know, done a lot of stupid shit in my career, you know, just from being, from having genetics and being blessed and like, man, I could party all night long. Then Park the car at the gym at 6:00 AM in the morning, I'll wake up at 10:00 AM and then kick everybody's ass in the workout room. And I'm not talking Shakas anybody works out women until you everyday that I'm in there, I'm a nightmare, you know? And then I go home to sleep a couple hours and go back to the gym at night and do stupid shit like that. And I did that for a while and I've, not that I was currently doing that, but I did that align with my body.

Speaker 3:          00:25:20       Your body has to really recover from that and to like a million other dumb things. So I've just focus on just fighting them, just doing this a hundred percent and even cut out social media. Yeah. That I've, I've caught a a long time ago. But uh, you Morna, you know, it's, for me, I'm not good with technology to start with is I'm not the greatest with technology gives Moen stuff, man. You know, you've got the Elon Musk's of this world and you got me on the other spectrum. I just want to fight. I just want to do athletic things. Sports him would call me up if you're going to go for a fucking five hour height, but if I've got to send emails and Shit, I'm fucked. So when we're talking about social media, I don't know how many followers I got and there's a lot of pressure to keep up with the stuff, you know?

Speaker 3:          00:26:00       But he still list the talking. Yeah. I don't ignore it. I, I get on it. No managers stayed on top of me and he helps me out tremendously. But, uh, I was in the special classes in elementary, you know, I had the short bus, two teachers in my class, eight students, you know, so you can't force me on the social niggas. It was like I'm back in school. But you obviously are a smart dude. You're a smart dude. I could tell that from talking to you. And you're clearly smart from the way you fight, you know, there's no way you could fight the way you fight, be as creative as you are and not being intelligent. It's just you're expressing it in a different way. Yeah, yeah, for sure. For fighting. You had definitely had to be smart is no, unless you're just some crazy freak athlete.

Speaker 3:          00:26:39       Yeah. I don't know. For fighting. Yeah. I uh, I definitely got like a good sense of what's good and what's bad. Yeah. Yeah, definitely. You always had that sense of, of what's good and what's gap in terms of like if you always had good timing for sparring. Oh, for, for a straight the my most gifted ability that God said it here is boxing. Since the first day I walked into the boxing ring, maybe like three weeks later was the first time I will let the Scotch Bar, you know, and they put me to spar. And I remember there was a couple of coaches that didn't know me. They were handling already that the boxing team for that program. And uh, I used to go to this state sponsored program, which was like $40 for the whole year. You had access to the gym three, four hours a day. And it was like perfect.

Speaker 3:          00:27:20       You know, it was the best thing that could happen to me. So it was a lot of good talent. And then we had a couple of national championships come out of the program. And I remember my first sparring session, sparring, the coach is coming up to me, he goes, hey man, how many amateur fights you got to go? No, I have never fought in my life. What? I come over here man and started working with you. And it was like immediate, you know? And I just had like all natural born radar where I could see the punches in slow motion. You know, I didn't know at the time how to react to them. Right. You know, just trying to get out of the way and it would just work, you know? And still to this day I have that same radar so I'm, that's just a blessing God gave me.

Speaker 3:          00:27:55       And also from the as well is my mother. You should give me, cause when the belt would come with a metal buckle and the shoes that, that's the first test of the reflexes. You know, when I get home like at a tool in the morning, I was like 1213 years old. My mom be waiting for me. Dodger Bruin time. You've obviously put more work into though. Oh yeah. It's not just a, this whole resurrection is, he seemed more focused. Definitely more focused. I've always been like ultra focused when I got to fight, you know, like if nothing for forever and all my career, like I got to fight, that's all I'm going to make it to every single practice. It's on my schedule. If I got two practices today and three tomorrow and whatever it is, I'm always going to do it outside of fighting on like once.

Speaker 3:          00:28:42       I don't have a fight though. Seven, eight weeks madness would happen. Fucking stupid shit, you know? So you know, that gets you into trouble. That gets you out of shape and fucking I love to eat. You know, it's another fucking huge problem. Right? Yeah. I don't have the too much. Maybe what's the heaviest you've ever gotten in between fights was recently. Um, right before I went on this reality show, I checked my weight. I was at a staggering two. Sexy, no, it was just, it was time to cut the weight, man. It was just too much, man. Well, reality show is us. I went on a, my manager a bomb and got me this, uh, this deal. We were having trouble. This was after the Thompson five. We couldn't really get a match up, couldn't get a fight that I want it. I to like a tough fine. They were kind of off of me and I ultimate fighters and things like that. And no disrespect to them. I just didn't at that stage in my career, I want the hardest fight or the best fighter that I could get. And he's like, calls me up when they say, Hey, I got this reality show. And I was like, oh awesome, click

Speaker 4:          00:29:42       and causing me back the next day. You work. Don't hang up yet. Listen to me, you know, um, I think you might like, this is not like that. So then like Jersey shore, it's like a competitive, like you're going to compete against people. I'm like, no, no thanks bro. You know, and then we talk like a week later, what's going on? Did I get a fight? No, we can't get, you know, fight yet unless you want to fight Joe blow or this guy, you know what I'm like already been sitting out seven months nursing my age is, I'm already thinking, yeah, I'll fight whoever it is, you know? So while this is going on, the reality shows pitching numbers at us to keep increasing the number. Every time they get to a decent number, they talked to my manager, my manager talks to me. He's like, yeah, I can't get, you know, fight right now that you want.

Speaker 4:          00:30:19       Why don't you just go there a couple of weeks, one to two weeks, collect these paychecks, come back. And that's it. You know, and uh, the, the reality shows like you go through like a par core, um, kind of obstacles and then at the end you've got to aim. So why your heart rate shot up? You'd have to like knock down water bottles with a Frisbee or football or something like that. But the cool part is that I'm up against an Olympic gymnast, Park Core Dude's, um, tennis players, soccer players, all types of athletes were just mix in there. And we're just all competing in this thing. So it was pretty cool and it was awesome experience. I ended up lasting 13 weeks in the show and the show ran for about 15 weeks. So I got pretty far deep in it, you know. And uh, the coolest thing was that I got to be alone by myself because one of the things is there's no cell phone, there's no TV, there's no music on the show.

Speaker 4:          00:31:04       So it's just the interaction of us and outside of that, that's it. That's your only interactions. You don't have no interactions with the town. People are nothing. They strictly forbid day, you know, they want you like case up. So it was awesome. I thought, you know, after a while I was the best. I'd go work out in the nature, be by myself in the mountains or in the beach and just Shannon and you really get to notice yourself. And that's why I call it the resurrection, because I thought about it like all the negative dumb things that have done in my life and just let me eliminate them, whether I like them in my life or not. Let me just eliminate that shit. And that's it. You know, that's what we call it, the resurrection, you know?

Speaker 5:          00:31:37       Yeah. Well that fight would tell man, if anybody had any doubts that fight or race to all of them. And that was a, I mean, till was top five, right? Yeah. And so, uh, that puts you in the hunt now and what a crazy goddamn division that is now. Yes, sir. I mean, we got a Robbie Lawler who's, uh, he's, uh, about to fight Tyron Woodley again. They're going to have a rematch. That's crazy. Fucking fine. It's a crazy funny, ooh. Spawn is waiting to see who's going to be next for him at one 70. Now that he's the champ, I mean, Wonderboy, uh, just got KL pedis, which is crazy. That was crazy.

Speaker 4:          00:32:16       And now RDA, which is a ranked 70 pounders going to fight, uh, she gonna fight the 55 registers. Forgot his name right now. The second Kevin. Oh yeah, Kevin Lee's going to go up to 70 now. So those are the things that throw me off. Like if, if pedis stays at 70 awesome. But if he goes down to 55 we kind of like makes it more of a of a weird set up. And same thing with Kevin. The, I

Speaker 2:          00:32:40       dunno if he's saying oh a seven year or he's doing like a onetime one night sending, you know, staying according to him. The more I talked to him, he just had, it was just too hard for him. It's like 55 just ruined him every time he got down there he made it. What would you, you've met him, he's big, he's a big guy and he's walking around like one 85 easy, maybe more and thick. You know, sound like man, this is not a lot of weight there that you can cut off three. See if he stays, no problem. I love it, you know? But when it's, when they come and go it like fuck some legislation makes it a labyrinth. Yeah. I don't understand why the UFC is so reluctant to have more weight classes. I really don't get it. Like Dana said that the 165 pound weight class will never happen while he's running the UFC and he's going to be running for the next seven years.

Speaker 2:          00:33:24       He said think it was an ESPN plus Kevin Lee's want to make Rafael dos Anjos fight at one 65 is asking him to see like if they can make a backroom deal to just both weigh in at one 65 instead of one 70 just to sort of force it. That's not forcing it. Why would I? That doesn't even make any sense. That's so weird. I mean five pounds is not that much of a difference and it's not, but it would be nice if there was a 10 pound gap. I don't know. They both, uh, I mean Delsandro says fought successfully at 170. He looked great when he fought Lawler, you know, be magnitude. Yeah. But I feel like he's probably a guy that should be one 65 too. You know they can make it like a one 62 or something like 63 something like that. We'll probably just fucking whistling in the wind. Now they have their ideas.

Speaker 2:          00:34:16       I look, I don't want to run that business. I don't want to tell them what to do. Fuck riding in that. Imagine being run in the UFC when a nightmare. That would be, it depends on how much money he can pay for it. Right. I gas still. Once you have all that money for a few years and then you're dealing with high blood pressure and your fucking panic attacks the middle of the night. I got things for high blood pressure. They're pretty good. They do. Yeah. Yeah. Marijuana. That does help. What's it like in Florida getting weed? Is it hard now? Florida's a fucking mafia man and I'm going to get killed fish, but you know every state when Eagle and had the flower and shit, we only had wax. That's it. That's it, man. That's what medical, right? You have to have a medical. They're literally about to become, I think flower just became legal in Florida.

