Speaker 1:          00:00:00       Yeah,
Speaker 3:          00:06:32       Are you allowed to do that today or would you get culturally appropriate for someone to come after you? I probably, I mean indecent exposure to because it wasn't wearing underwear. Oh you terrible person. But with going cloth made out of bath towel, herbal bath towel. So it just folded in thirds and I have a belt come up with a handgun in the front and the back. Seriously, I was totally into it. But anyway, I was wondering around the neighborhood in my Indian thing and uh, I saw this rabbit and there was a bush with these hard little fruits on it and I grabbed on these fruits and I threw it at the rabbit. I fucking hit it [inaudible] the rabbit started flopping and boom, just laid there. I was like, I just killed that fucking with a piece of fruit with a hard, like little crab apple or something. So I walk over and look at the rabbit and it's just laying there and then I hear the squeak, squeak, squeak, squeak under this pine tree. And I go and there's this nest of little baby rabbits with their eyes still closed. Little tiny ones. I just fucking killed their mother dude. I was like, oh, what a bummer.

Speaker 4:          00:07:41       I uh, so I took the babies home crying. She really did kill the mother with a crab. Apple should have been major league. He should've been playing for the dodgers. Well, chicken, I kind of pitch. So I took the babies home and the next door neighbor, my friend's mother was a nurse and I showed her and she had like a syringe without the needle and she showed me you have to mix a can't give them straight milk because the rabbit milk is thinner so you have to mix water with it and all this stuff. And I was feeding them and, and then I went back actually a little while later, maybe, I don't know, the next day or something and the, the big rabbit was gone. Which then later in life I thought maybe it wasn't dead, maybe it was faking it to try to save the babies to distract me

Speaker 3:          00:08:27       more likely coyote. It, it made me just a knockout. You knocked out the rabbit. That makes sense because if you get hit in the head with something that you don't see coming, it's very likely your branch could just shut off, right?

Speaker 4:          00:08:39       Yeah. So anyway, I raised these rabbits. I'm until, I don't know, a few weeks until their eyes opened. Wow. Yeah. And then we'll do them boil them or from. Yeah, no. Then we had to go visit my, my uncle in Ohio

Speaker 3:          00:08:56       and I left the rabbits with this girl and told her how to take care of them and all that. And uh, the girl apparently forgot about mixing the water. And so by the time I got back after a three day weekend, a couple of them had died, but she didn't want to tell me. And you know, we were 10, 11 and actually it was all through the biology teacher. And then it turned out, by the time that she told they were all dead, they all just died. They probably would have had a hard go of it anyway. Yeah. Yeah. That's crazy. Maybe you missed your calling baseball. Baseball. So boring. It's definitely boring. It's one of those things that you couldn't. And people right now are screaming, fuck you. Your fans hate me. Anyway. Stats. No, that's definitely not true. I see it occasionally attention to those comments.

Speaker 3:          00:09:47       They're amusing. They're only the people that would comment something shitty. Yeah. They're the only ones that are going to get to you to also. There's a lot of Kuk Beta stuff, the because they assume I am in an open relationship and so therefore there's all that kind of stuff. You're that cut thing. That's interesting. Anyone who would call someone else a cook or a Beta male is most likely. I don't think you could say anyone because sometimes people just are and some people say it and they're correct, but I think been the most part. But why would you just shut that? You're not in an argument. Okay. You aren't in an argument with them, you don't know them. You guys aren't so widely insulting you. Why are they going after? It's because of insecurity. Let's also, because of this weird way of expressing each other ourselves on, on instant, you know, on twitter, facebook and stuff to instant, that instantaneous ability to just go after something.

Speaker 3:          00:10:39       You don't meet them, you don't establish a friendship with them. You don't talk to them is why I'm saying it's a reflection. As a psychologist, I find it really interesting because it's an, it's, it's, you know, you see these guys every fucking day. There's another story about an anti gay, you know, minister who's been sucking little boys Dick's everyday or even big black guy, Dick, whatever is available dixies into. But if he's trying to like pray the gay away. Yeah, for sure. There's some gates going on somewhere. I think we reveal our deepest secrets in our loudest accusations. I think you're right. You know, and so this whole, the trolling and stuff going on online is interesting because people don't realize that they're exposing themselves, you know? Yeah. Well, it's also, it's a really shitty way of interacting with humans that some people participate in almost exclusively, like there's some people right now in our culture that they're communicating with people, but the people that they're communicating with, their, their only communicating with people online, they're only doing it through twitter or facebook or however they do it, so like their days are spent interacting just randomly with people tweeting at them

Speaker 5:          00:11:54       and reading tweets or reading, you know, reading message board posts or posting things or reading instagram passages. All they're doing is interacting with people online and I just think there's a lot of kids developing that way because they're not even. Even when they're around each other, they're spending more time communicating with people through a device than they are doing it face to face because they're always distracted and I feel like this is a very. It's not indicative of how we evolved like these, this method of communication. So like people say there's way more hate today than it's ever been before. I don't think so. I think it's the same amount of hate. There's just this new weird form of expression that doesn't make you take into consideration the other people's feelings. It's like the only time we've ever had something like that, like if you killed someone or you beat someone up and you looked at them and they looked at you and you knew that you hated them, at least that's an honest attack, but if you're. If you want something terrible to happen to someone and you don't even know them, he just heard him on a podcast. He was a guest and he annoyed Usi want terrible things to happen to them like you're not even. You don't even know.

Speaker 4:          00:13:03       It's like traffic, anger, you know, fuck you like that guy in that car.

Speaker 5:          00:13:09       I know where that comes from. The right traffic. Anger comes from a heightened sense of awareness because you're going so fast because you're in your car. Scared. Yeah, well, you're ramped up. You're looking constantly for anything to go wrong. You can't be at zero and just drive. When you're driving, you're very aware that you're at the wheel of a big fucking thing that had car accidents happen and people die on them. Everybody's aware of that. So you get, you get ramped up.

Speaker 4:          00:13:32       Although it's funny. I wrote a motorcycle everyday for about seven years and uh, I felt very calm on the motorcycle. I think [inaudible] freedom. It's freedom and vulnerability. Do you have both the Gemma Harley BMW. I knew it. I'm a guy. I'm not a Harley guy and some European thing. Fine, fine. Low Center of gravity. Yeah. I drove that like a grandpa too. I was like, I never got pulled over because in span I never had a Spanish audience. Really? Yeah. That's amazing because I shouldn't say that online. Probably not. It's too late now. About um, yeah. But, uh, the thing in Spanish, it's funny because if you come from, you know, Mexico, Uganda, wherever, and you immigrate to Spain and you get residency, you have to turn in your driver's license and they'll give you a Spanish license. Right. The only country where they won't honor your license is United States. Wow. You got to go to driving school, that bullshit night school for six weeks, take the ridiculous test that's designed to trick you and it's the translation into English is incomprehensible it and then you got to do it again. It's like 4,000 euros. It's a giant scam and it's only for us for America. And the reason is that all the Spanish kids were to the US doing

Speaker 2:          00:14:52       like high school exchange thing and to get it you have to be 18 to get a driver's license in Spain. But in the US 16 obviously. So they would come here and it's 16. They'd get a driver's license and then they'd go back to Spain and say, hey, give me the license. You got to do it. It's so Spain. They talked to the American government like, Hey, stop giving Spanish kids licenses. And the US is like, fuck you, we do it the way we do it. We're number one and let's face. It was like, all right, and then fucking Americans. And so now it's this giant pain in the ass if you're an American living in Spain.

Speaker 6:          00:15:23       Oh Man. So what happens if you get caught and you don't have a license? So if you're driving around, you're going to find how much?

Speaker 2:          00:15:29       A few hundred euros. That seems like a bargain. So yeah, that's what I figured they paid over 10 times in order to. I was like, what you do is pretend you're a tourist, right? Just in town. Have your passport, you know, don't have a vehicle registered in your name. Not that I would ever do any of these things.

Speaker 6:          00:15:47       Yeah. I was reading about a ex pats and about people who just decide to just like go and move over to Europe for awhile. It's totally cup. Such an adventurous thing to do if you really think about it as an American because Americans are for sure locked into our way of thinking. Like there's A. I don't want to speak for the whole group, but when you think of the typical American, you think of someone who just. They like things the way they have them here. This is the best. We're number one. Well those people are getting away from. Yeah, there's a lot. But. But the point is like if you even have an a niggling of that and then you decided to move to Italy for a year, that will go away. You will realize like, oh, okay, whatever. Form One of the. I think that's one of the reasons why people cling so hard to those norms I go because they know.

Speaker 6:          00:16:38       I think they know that Cambodia is different. And if they were living in Cambodia, they'd be living like Cambodians. They know that Laos is different. They know that Vietnam is different. How could that be? How could these people in these other places be just like you just a person, but they walk around in a rice patty all day and they pushed an ox and they don't have cell phones. Like how did that happen? Could that have happened to you? Like if you just got a weird roll the dice and instead of coming out with a seven, you came out with a three. Could you have been in Laos, if you. Unless you know, I mean,

Speaker 2:          00:17:11       and uh, from a Laotians perspective, he got the 70 and you got the three. Oh, for sure. Yeah.

Speaker 6:          00:17:16       Guy Take a cubicle, job is used to working outside and beautiful weather else is great. I've been there. Beautiful, beautiful country, gorgeous on video. I've never seen in real life. But yeah,

Speaker 2:          00:17:28       whole thing is just. I traveled all through my twenties and thirties was for that insight. Yeah. To see it. You got to see it and you got an impersonal right? Yeah. And you gotta move slowly enough that you had Joseph Campbell called a d tribalization to to understand that you from a tribe, right? Everybody thinks everyone else has an accent, but I don't, you know, there, there are all these biases that we're unaware of until you get out and look back at yourself and where you came from. And so I was, I was based in Spain for 25 years, so really, you know, got into Spanish. I've lived in Spain longer than I've lived in any other country. But you don't speak Spanish. Charter do for Kelly by skt says I speak, I speak badly. But you speak it. Yeah, I understand everything and I sound like I gave a talk in Argentina once and they came up after and they said, I sounded like, um, somebody said I sounded like a on Gringo because I learned Spanish in Catalonia, so I have this very specific accent in Spanish, which I'm totally unaware of.

Speaker 2:          00:18:40       Of course, intellectually that makes sense to me, but my brain is like, what different Spanish acts, how the fuck could you tell? Well, it's like, obviously you can take a Spanish person who learns English in Scotland. Yeah, they sound Scottish speaking, right? Yeah, for sure. Or, or I mean how many number of people that come from other countries that speak Spanish or speak English rather, but they speak it with the accent of their place in India. Even Canadians. It's so subtle about a boat. A boat. Yeah. Yeah. I went to university and you see here a few times and they're a little bit too polite. You're like, Hey, I love fucking with Canadians. We asked them where they're from or what part of the states are you from, and they say, well, I'm from Canada. And like, yeah, yeah, whatever. Yeah, you're James Brown has a song called living in the USA and he goes through and you know how he does like he calls out cities, Pittsburgh, PA, let's live in the North America.

Speaker 2:          00:19:42       So I guess that's his thing, right? Mexico, there's North America to. Isn't that crazy? I shared as North America, my first, uh, apartment in Barcelona. I shared with this guy named Roy Leo from Rohelio Gutierrez from Columbia. Got This fucking serious name and I was just learning Spanish then. And uh, he got, he got really pissed off at me when I said I was American because he's like, we're all Americans, dude. Colombia, South America. America is the whole Western Hemisphere. You arrogant fucking need interface. That's what I had to learn to say in Spanish. That means from the United States, those states one then say suited dense or united. Yeah. So I used to remember that. I just remember who stato stabbing you speak any foreign language? No, no. I took A. I took Italian in college and Spanish in high school or remembered none of it. I took three years of German in the middle school, high school because I initially signed up for Spanish, which would've been the smart move, but then over the summer I was like eighth grade I think in over the summer, uh, this girl named Judy Gumph, who I just lusted after Judy [inaudible], who she was just telling me about Judy Judy gown for the 15 year old who was totally built and gorgeous and smart and going out with a 23 year old dudes Camaro and here I am with my zits and then braces and I'm thinking I got a shot at good judy Gulf.

Speaker 2:          00:21:21       So I, she was taking German and she said, oh, but there only eight people in the class. I don't know if they're going to do it because you should have nine. And I was like, Judy, I'm going to call the school and switch over to chairman. And I did sat that class for three years with hair. Flint and Judy never had a shot at judy of course. And then hair. Flint I, I could not. I have no talent for language. I'm like, I'm all right in English, but like when you start talking grammar and the accusative case and you know, in German there are three genders in, in, you know, there's deed, their das, masculine, feminine and neutral, and every noun has a gender and it's like a fucking nightmare. So as neutral for objects like Das boot. Yeah, right. Objects. But also it's weird because like a mentioned girl is neutral and you would think girl would have a fucking feminine gender neutral does, does mention.

Speaker 2:          00:22:17       But anyway, a hair flint was also the soccer coach. So we sorta had this unspoken agreement that if I was on the soccer team he would pass me in German even though I was lost constantly. I mean I would have failed out for sure, but he would give me a c as long as I was on the soccer team. Not that I was a soccer star is just that he needed enough people on the team that they'd keep paying him or they'd shut it down. So my memory of German is basically humiliation from judy gum because I never got anywhere, humiliation and the classes I couldn't understand the fucking thing and humiliation on the soccer field because not only did I suck at soccer but he would scream at me in German. So I was in the German class so it was like God, it was my tutoring or something. So like nine dm Copley. Okay.

Speaker 5:          00:23:11       My Italian class in high school, there was this really friendly, beautiful Puerto Rican girl. She was beautiful. Like she was the type of girl that I would have been way too nervous to ask out a way too nervous to approach. I just wouldn't have need. I would've needed a bunch of green lights to talk to her. I'd be super nervous, but she would approach me and she's always inviting me to go places with her, her and her friends and I'm like, well what are you guys doing? Oh, we're going to camp out, we're going to do this thing. And there was this a getaway for the weekend. Like one of them I couldn't do. So I was. I was fighting back then, one of them I couldn't do because I had

Speaker 6:          00:23:46       a fight and one of them I couldn't do because I think, I don't remember what the fucking reason was, but it was. It was enough of a reason that I would say no. This hot Puerto Rican girl asked me to go somewhere with her on the weekends. Beta cook behavior show. She was so hot. She was so hot. She was built like a woman. I mean we're both. I think I was probably 19 and so she was probably 19 too. She was, she was a phenol mom. I mean her body was just holy shit. Super duper pretty and super duper friendly. So I'm thinking one day this is going to happen. Right? So I go to the lunch room one day and it was the day that it was the trump airplane. I know I've talked about this before. The trump airline, the runway gear didn't come down and it's skid.

Speaker 6:          00:24:32       Like remember when trump had an airline? Do you remember that? Vaguely, yeah. I had a fucking airline side of it and I'm pretty sure it was him or maybe it was jet blue. Now let me think about it. It might not have been trump or might have happened either way. This airplane skid and you know they had a foam up the runway, the whole deal and things skin without the gear and I showed up and was her and her friends landing gear fails on trump jet. No injuries. Okay. Nineteen 89. That is it. That's exactly when it was happening. You were in high school in 1980. That was 89. That must've been. I was 21. No, that doesn't make sense. It must have been another one. See if there was one from earlier because when I was 21 or two given up on the idea of college, they're going to say, given up on the idea of her.

Speaker 6:          00:25:22       No. I was like, what am I doing? When I was 21, I was like, this is just too ridiculous. And then I started doing standup was there was a Mexico City air disaster believes air international. Mexico City crash. No, it wasn't a crash, it was the same thing with the landing gear. Wouldn't drop down. Type in airline runway in my memory. Sucks in Boston. It wasn't Boston. Oh, there you go. I just can't imagine that I was 89. I was 21. Anyway. So what happened with a woman and yeah, no, it's definitely not 89 because I was uh, I was already doing standup by 89, so I. sorry, I sit down hundreds of thousands of people that go and just sit down to the guys here. What happened today at the airport and they'll know what happened. I go, this jet came in and the landing gear didn't drop so it had a skid across the runway. I go, but everybody's okay. And they all go, praise God. Oh, praise God. And I went, oh, that's the weekend getaway. The weekend getaway. It's an indoctrination to a Christian cult. They were bananas. They were in. They were super proselytizing. They would go everywhere and sit down with people that were by themselves. And if you saw, if they thought you were lonely or an outcast, they would send in the hot one, she would come and sit next to you and invite you places and then they'd pull you into the fold and they were just

Speaker 5:          00:26:44       recruiting people left and right to join. And then like I noticed as the class would go on, like later in the semester, I noticed some of the people from the class, we're now in that little tight group and they'd all hang together. It was very strange. It was like I was watching people get, they got cult it up that was watching it happen. But it was all like standard standard, you know, Christian stuff, but extremely involved in your life. Very rabid. And you know, and recruiting, proselytizing everywhere. And the fact that this had like, it was very strange because I was like cute dummy. Of course she doesn't like you. She wants to bring you to Jesus.

Speaker 2:          00:27:24       You know, maybe if she was going to fuck you to Jesus. I didn't think so. I didn't have much confidence back then, believe it or not, I didn't think it was going to happen, you know? Does anyone have confidence at 1920? Really dumb kids.

Speaker 5:          00:27:38       Yeah, that's it. When I was 19 I was like, I couldn't, nothing made any sense. I might've been 20 when it happened.

Speaker 2:          00:27:45       Yeah, if you think you got it figured out in 19 or 20, you're destined for a life, you know, stacking shelves somewhere.

Speaker 5:          00:27:51       I can't imagine that it was in an 89. It doesn't make any sense unless my whole timeline for when I quit college is off.

Speaker 2:          00:27:58       I just finished watching. I'm binge watching this new netflix documentary about the Roger Nishi. You know, the Sunday I was in Oregon. Wild West. Wild wild country while. Well country. Yeah. It's amazing. It's really good. It's how many six episodes I think. Yeah, we just binge watched it. Um, I have a buddy who was the son Yassa and for 15 years maybe something like that. He wasn't in Oregon though. He was always in India. But yeah, that's very interesting. And the whole sort of appeal of the cult and the hunger to be part of this community. And it was a very interesting documentary. Yeah. Well I don't think it's too hot. I don't think it'd be very hard at all to start a cult. I just don't think it's very difficult. I think some people would say you already have. Well maybe, but you can do whatever you want.

Speaker 2:          00:28:51       I mean, no, no, no. Uh, no one's asking you for a. do you have. Do you have any. You need to step up your game there. He goes onto the window. Like the instead of the Rolls Royces, you got the porsches, Porsche, Porsche Gurus. I'm realizing I like old cars, old cars. You don't even have to drive as good. They don't have there a different thing. You ever heard of Mickey Avalon? Yes. I had him on my podcast recently. Really interesting and smart guy. And He, in addition to being a rapper and whatever he does, he. Simon rex is a good friend of mine, a dirt nasty. And the two of them were on tour together anyway. So I was talking with the Mickey and it turns out Mickey Restores Antique cars. Wow. And he's got like 20 of them, like, like model t's and shit. Like that's awesome. Really interesting

Speaker 3:          00:29:42       cars. They're part, man. This is what an old car. They're just, it's a different thing, you know, it's cool to see the process of them figuring out how to design cars at faster and faster. So his car. Oh God, that's beautiful. What is that 61? Impala. A Rockford fosgate equipped 61 in Pollo. I love that sort of art deco lines. Yeah. So when he's doing his, um, and I think that is a, what they would call Resto Mod. You know what they take an old. This is, that's the best of both worlds. They take an old car and they put modern brakes in modern suspension and they're just safer and they ride better. He could even swap out the engine, right? Oh yeah. They all do. The lot of them do, I should say, um, they use modern fuel injected engine. You can buy them from almost all the companies, Ford sales, crate engines and people put them in old mustangs, so it's amazing.

Speaker 3:          00:30:41       I love those old Mustang split rear windows to some of those cars are just. You look at them and you're like, God damn like, what? What? How did they do it? So good then. And why? Like you look at those old mustangs are old corvettes. Like there are a few years where corvettes just couldn't have been more beautiful. Have you ever seen my 19, 65? I don't think so too. It's to correlate his car I've ever seen in my life. I have a 1965 silver, 1965 corvette convertible. Wow. Stand. I just sit in front of it. May have seen it. Did you and Jay Leno drive around in that? Yeah. Were you in Topanga?

Speaker 3:          00:31:18       No. I remember watching that clip and thinking they're dry. Oh yeah, look at that. No, we went to the Angeles crest highway. That car is two years older than me sort of see, but sort of as the real thing, like the outside is everything in the inside as far as like dashboard and stuff is. So you've had the hip replacements and stuff. Those are joints. Yeah. This car has got any of everything in that car is modern in terms of like the breaks and the engines, engines from a 2007 corvette. They just do that then that way, like you're driving around enrolled car, but it breaks goods at handles good. It's not a death trap, but as getting back to the cult thing, uh, you know, I think some of the mechanisms, the psychological mechanisms that make that possible apply to what's happening in podcasting these days. Yes. And the beautiful thing about podcasting is so far no one has taken advantage of it and started some compound somewhere and banged everybody's wife didn't file it or we have this thing on and required you to give up all your financial money. Worldly goods and patriotic count though. Australian guy that said he was Jesus a pretty fucking interesting because there's this whole documentary on it and he has this woman

Speaker 6:          00:32:40       and the woman said that he said that she was married then, like halfway to the documentary. You feel that there was another girl in the past. He said she was married to a girl, thinks she's married and he thinks he's Jesus. It's fucking hilarious. Well, Mary was Jesus's mother, right? Uh, yes. So, but they're partying together and banging because the reincarnated. So really Mary. So Jesus was a motherfucker in his, his own motherfucker. I don't know. I love my, I don't know. All right. She's not married. The mother. She's Mary Magdalen the uh. Oh, the prostitute. It's fitting in. Maybe the other. Mary was the mom is the last gospel.

Speaker 6:          00:33:28       Is that what he says? Dan Brown? Yeah. The Brown was hanging with the hookers and very accepting of sex workers. Yeah. Why not? I mean, God made people horny. God knew what he was doing, but God made us monogamous. Joe. Oh, get me started. It's one of the reasons why I wanted to have you on. I have an intervention that Weinstein, yeah, you're going to get me married, you know, um, I told you in the email that I felt bad when your book came up on the show and I didn't know how to defend it. I didn't know what to do because I didn't, I was in that weird moment where I was recommending it because I like it because I think it's a great book. And he was saying that just debunked. Well, I think he picked data right? Which is always weird.

Speaker 2:          00:34:17       Well, the thing is, any sort of popular non science or nonfiction book is you have to choose what data you're going to include, right? I mean there's an infinite amount of data and so of course you form an argument and then you present data that supports your argument. Did you ever consider, I'm arguing against herself. Sure. Yeah. Yeah. And in fact the book is, you know, the book is written as an argument against the standard narrative. So, you know, we had to present this. What is the standard narrative? Who believes this? You know, who thinks that people evolve to as monogamous. And so we quote quite heavily from those people, um, but you know, the thing is I, and I really appreciated your email and I, you know, we don't need to talk about this at any length, but it's not your job to defend the book and it's not even my job really to defend the book. I think once a book is out, it's out. The book is there,

Speaker 6:          00:35:15       but isn't it, it's not just the book, it's when someone goes hard on a book, it's not about you as well is expression of, of your

Speaker 2:          00:35:26       work. But see, that's the thing, I don't accept that association. And so if somebody wants to critique the book, that's totally cool and, and like, look, are there things that we may have misunderstood? Of course are the things we left out. Of course there are, you know, mistakes of course you know, that you're human. You made it right. There are hundreds of citations in that book. Now, if somebody says, as people have like, you know, uh, Chris Ryan, you know, deliberately misrepresented the science or doesn't understand the first thing about evolution or whatever it is, I just don't engage because the emotional cycle, what we were saying earlier about comments online, I think people will react to sex at dawn very emotionally. And so if they're reacting emotionally, there's no point in me engaging with them because they're expressing some something that's going on in their lives that I don't know anything about and I don't, they're suffering in some way.

Speaker 2:          00:36:28       I'm not talking about Weinstein or anybody specifically, but there's an emotional reason to have that kind of reaction. Whereas if somebody says, look on page 72, you said that a Benobos are the only ape that does this and the actually gibbons do it as well. Okay. We can talk about that, you know, that's, that's factual. So when people say, oh, it's cherry picked, well, which cherries? What are you talking about? Specific thing and what's wrong with it? Instead of saying it's cherry picking is vast. General critic critique of the book. And if it gets about me, like, oh, that's because he wants to get laid, or one of the arguments was that it would be a good book to write. I think. I don't remember if he said or if his wife said it, it'd be a good book. And I really loved those two.

Speaker 2:          00:37:15       They're great. They're cool. I just think, um, when it comes to monogamy and sexuality, people have a notion in their head and that notion almost always aligns with how they're living their life or how they wish they were living their lives. Yeah. Maybe. And again, we're not talking about specific people or I've never met them. I know they're a great couple. They're wonderful people. But I mean there's, there's something about the subject of your book. I think I told you this before, without naming any names. My friend brought your book home and his wife threw it away. Yeah. You and I talked about that on the very first podcast actually. Yeah. I've run into this a lot, right? You can imagine cocktail parties with me. It can get awkward very quickly for sure. You know, cause people ask, oh wait, you're the guy who. Yeah, you know, and then often you'll see some people are very eager to hear about it and talk about it. Other people are just steams coming out of their ears. I, I think, you know, a lot of people are in relationships that they're trying to make fit into what they believe is the right way to have a relationship and often it just doesn't. It doesn't work. And so there's a lot of shame and regret and resentment and all kinds of negative energy around that. And

Speaker 3:          00:38:36       so any discussion where you're saying, well maybe that's not actually the way it's meant to work for some people, that's an incredibly liberating message for other people. It's extremely threatening. Right. And I understand that. And, and you know, so I've become very emotionally sort of separate from the book. It's out there, it stands or not based on its merits. I don't. When people get all riled up, I've learned to just be like, yeah, you know what? That's fine. That's between you and the book. That's a very healthy approach. Good for you. It's just, to me, it seems like people that get most upset about it don't get most upset about it. For rational reason. They get upset about it because it challenges the way they live their life. Well, that's. I mean that's what I was saying about the gay preachers and stuff. It's like if you're getting that upset, that's about you, man.

Speaker 3:          00:39:27       It's not. I mean, if he disagreed with it, then disagree with it. That's fine. Is out gay preachers, people who love Jesus and are also gay. You can't do that. You can't figure that out. How can this guy can start a whole fucking call it in Australia and tell people about Jesus and his girlfriend's Mary and you guys can't get together and form yourself a nice gay church. I mean, do they have them that I don't know. The Vatican Dude, hey, have you heard all this stuff going on in Italy? They've got all their sex parties or their own country. Do you know when I was there when you just walk around the Vatican and just see the vast amount of pilfered riches that are all just sucked out by an ideology. I mean, that's really what it is. That church, that whatever the fuck you want to call it a religion, they just acquired an ungodly amount of wealth.

Speaker 3:          00:40:20       Literally ungodly, ungodly. Yeah. It's fucking stunning. Yeah. Jesus is all about living in poverty and hanging out with sex workers and these guys are like just lavish wealth and it's crazy because if Jesus came back, the first thing he'd say, he's like, what the fuck have you guys done? Yeah. Like what have you done? Look at these gigantic places that you built and I told you guys, you don't even have to be anywhere for this. You don't. You don't need to have some ornate temple with stain glass windows. And it took craftsman like St Peter's Basilica. Like, is it a shock that that is probably one of the most stunning things that I've ever seen in my life. Like one of the most beautiful works of art, yet was created for this religion that most likely the people that were living in that day were probably like worshiping these people that were running this thing because if they were dating themselves and they needed them to have the biggest, craziest building that impressed the rubes right when they come into the country side and they walk into a cathedral like, holy fuck, the impact that it has on us.

Speaker 3:          00:41:29       You can't understate it still. Yeah. Yeah. And there, there are churches in. I would go into

