Speaker 1:          00:00:02       Three, two, one.
Speaker 3:          00:08:34       I wonder if what's going on is that our biology and what we've been sort of programmed to for the thousands of years of living these tribal existences where in these travel existence where you had the small groups of 50 to 60 or 100 people plus that this is the new thing and that part of our chaos is are trying to adapt to the new thing. It's almost inevitable. We've created this incredible way where we can get food to people so more people had babies, more people stayed in these areas where they're not growing food and then you have. You're dealing with these massive numbers of people you know, in la 20 plus million and we're trying to figure out like how do we get along? Like how do all these different ideologies coincide? How do, how do we, how do we cooperate? How do we, how do we figure out what to do with all our waste? I don't figure out what to do with what we're doing to the environment. You know, how do we figure out who's right, you know, is it is a the doom and gloom people correct or that we're going to be okay people correct. You know, and what's, what's the right attitude to take about this?

Speaker 4:          00:09:41       Many of those significant movements that you're talking about, agriculture and industrialization and urbanization, agriculture obviously meaning food available on mass industrialization, products available on mass urbanization, people living together en masse. None of these things are good for the people on mass. They're good for a select straw of people that primarily benefit. You know, like the app, they say that the average diet of human being got worse after agriculture before that varied diet. People with loads of stuff after I coach her urine, potatoes, now peasant, you're on rice now, peasants, I think each of these movements are to benefit a particular aspect of the system of particular class, a particular structure, a particular economic class, and you know me and you ain't doing bad. We have relatively near the top, but we're not the engineers. It. There are corporations and elites to use that very popular word these days that benefit from things being like this. I don't. When you're saying is there a way that we can all coalesce and get along in urban conurbations are 20 million people? No, because the power is to centralized. Don't break down.

Speaker 3:          00:10:52       Mostly we are getting along maybe mostly. Mostly. Mostly we are getting along in these weird groups and even with our whatever static that we have with each other. Even with the weird weirdness of it all the diffusion of responsibility that comes with these gigantic groups and you see things happening, you just get away from them. We still for the most part of getting along in this weird new world,

Speaker 4:          00:11:12       I think you'll write it in a sense, joe, like I'm not. I'm not a demon, clean guy. I think human beings really, really beautiful and brilliant and like I don't feel like, oh god, this is such a mess. what I think is is that we're trying to inhabit systems that are not designed for us to live within and I think that yeah, people are getting on, but I also think that there's a lot of tension in cities that everyone's one right turn or one traffic light away from getting out of their car and smashing someone in the face. You could like feel it bubbling under in that, in that the feeling I had in the airport is that the people that were working there were under undue stress. Now, this is just one anecdote, but I feel that we're being forced to live on a particular aspect of our consciousness, a particular bandwidth of where we kind of a bit fry in the foot a little bit.

Speaker 4:          00:11:56       Too much desire and I'm talking about most people. We're again, I'm not poor no more so I'm able to create money. Creates distance. Isn't it? Money's like you can fuck off problems. I'm getting in a nice car and I'm out of here, but like I remember the feeling and a lot of people are living like that where the tensions up in their face and so yes, I agree that people do muddle along and that's I think shows you that we're not as in a darwinistic model or or or some of the ideas derived from darwinism rather like the selfish gene and the richard dawkins idea that people just want to survive and we just want to kill him. Fucking with. This is what propels us forward. I think. No, we're coke. We're cooperative, collaborative, artistic, imaginative, beautiful people, but we've created systems around the worst aspects of our nature.

Speaker 4:          00:12:40       Greed, selfishness. This is what capitalism and consumerism on and this is so all encompassing. Our cultures are domed by them and we can't see beyond them. We exist within them and I feel like if we were to break down those kinds of systems, live in smaller assemblies, smaller groups where power is as close to the people that affects as possible, where people would vote on, well, this is how we want to use our resources. This is where we want to run our street, our hospital, our prisons, our schools, our systems. This is how we want them to run. Then things which really, really slow down, but man, what's the rush into things would slow down and get a lot slower, but I think that people would be empowered and you wouldn't have resources and power filtered to a small group of people. No, I think you're definitely right and I think you should probably start a cult idea about how to run it and how to keep

Speaker 3:          00:13:28       so the resources in the community, but I think that also this discontent that we have is a sign that people being upset with how this is and the momentum of the way things have sort of established themselves today. That we is what we need. This is the momentum and the motivation that we need to try to improve upon things. I think we're uniquely qualified to do that today because we're. We're talking about it so you can be the doom and gloom guy today. I'll be rose colored glasses, so I think that this tension that we have in this, even like a guy like Donald Trump or brexit, I think the good thing about those things is that people are looking at what they don't like about the way we were running the world, what they don't like about our culture and they're getting upset about it and hopefully we'll sort it out that way and that being completely content with everything and everybody just sitting on the couch and smiling all day. It doesn't lead to necessarily lead to progress. I think we're more informed now than we've ever been before, so I would hope that with our ability to communicate and being more informed now that we have the potential to move towards a better society.

Speaker 4:          00:14:32       I agree with that, but I also think that that was important in the world is who has power, power being the ability to affect change. I, I'm not one of those people that are like, I'm not like baffled by what happened with trump. I feel, oh, there's an indication that a good many people feel extremely angry and disenfranchised the same as brexit and our country and I recognize and understand it similarly. I don't think, oh, wouldn't everything be zippity doo dah. If hillary clinton was president of the United States, that was where the way stuff was going. That's what the previous 30 years has been like in your country. My country, managerial politicians with no vision. We've seen the failure of recent sort of that they've kind of promises that were offered by an administrations recently. I think that what trump is, what brexit is, is a big fuck you to the system like we want something different, but for me, in a way these things are good because I believe that people that fill those things are right and I would like to see more power delivered to ordinary people.

Speaker 4:          00:15:28       Genuine change happening now, but I think it won't happen unless you sort of look at, well, what, where is the power? Really the power really is with people that this system works for a sort of a particular corporate elite, a particular straw. I Don't know. Politicians and bureaucrats and I hope that what the sort of cataclysms of recent recent news lead to is devolution of power new systems because even in the time that I've been in the country on this trip, joe, you know, there'd been that mad sort of massacre that it sort of for me is it, and this tells me that this is a sick society, not, not. Oh, and britain's wonderful of course, you know, we went round plundering the world crazy, crazy. We've got enough problems with our own, but like for me, what is causing this? Why is this hAppening? You know, for me, I don't see it in isolation. I don't believe in lone wolf. I think the system is coughing up these events and there are patterns and there's things that we can read and there are things that we can change to improve it.

Speaker 3:          00:16:26       Certainly a part of the guy that was that shooter was certainly a part of our society. Right? So if we have a set culture, you know, I mean there's, there's eVidenCe of it. I mean, is it not, it's not a completely set cultuRe. I mean, we don't. We're not all dying, right? We're not all, we don't have all have this disease, but some of us most certainly do. So this thing that you're saying like that people looked at Donald Trump as a big fuck you to system the tipping over the apple cart. I think that's absolutely what people were hoping for. And then there's a bunch of people that just love saying, fuck you. There's a bunch of people that went, fuck you is flying around. Yeah, fuck you. They just get in it. Fuck you. And then you're seeing a lot of that with Donald Trump supporters as well.

Speaker 3:          00:17:04       You're seeing people that they're looking for some excitement, they're looking for some fun. You're looking, you're seeing people that enjoy chaos. You know, maybe they're trapped in cubicles and they're just completely frustrated by this fucking grind day to day grind. Like literally being their soul, being ground down a cheese grater every day, being forced to stay under these fluorescent lights and it was fucking small little box dealing with human resources in the corporate environment and they're going fucking crazy and anything that happens that, that tips that over. It's all fight club, right? They're just going to get punched in the face. They're looking to go crazy. Then there's a lot of that as well, you know, but I think this chaos, the worst parts about it, there's no good too, right? There's no good to mass

Speaker 2:          00:17:50       shootings, but what comes out of all these things is the discussions and the intense realization that we have real problems with real problems with the way we're communicating with each other and I don't necessarily know if the solution. I mean it would certainly be a solution for those Involved. If you get 100 amazing people and everybody just starts a co op and Maine somewhere. I mean, yeah, it'd be great for those involved. But for, for all of us, I mean even while that, I mean it's almost like the monastic lifestyle we're talking about. If everybody just isolates, it's all going on around you. If you put your phone in a drawer and never use it again and you stay off the grid and you get your water from a spring, all those people out there still drinking water with antidepressants in it and there's a bunch of fucking small and the people have to deal with.

Speaker 2:          00:18:31       There's a bunch of problems with hurricanes now because the water's warmer. It's inevitable. it's inevitable that this is all you can decide, hey man, I only have 100 years in this planet fund this. I'm just going to ride this out. But if you do make a kid and you have, and I've got a bunch of them. I mean you would see what's gonna happen to them. You know what? We have to think about what happens with them as well were we're all this global community. Really? Yes, we are, and that's why I don't go for the head dominique lifestyle of our fucking. I've got a century. let's line up some blowjobs. I tried that route and that fellow john, let's get a century worth of pillow tops. Line up some blow jobs, ice cream here, brother Joe Cook because I like you believe in the possibility of change and I've been like, again, I mentioned it again.

Speaker 2:          00:19:22       I started a podcast because you said, you know, cost and he's. He's good fun. Now. What I do on mine is I get like a because I'm doing a university degree, religion and global politics. In fact this thing happened. What happened to me really is I hit full on a full right now I know a bunch of things on it. Gonna work, the ice cream, the blow jobs, the attention, the privilege, heroin, crack, all these things. I control. Cough is not working. I can't control them. I've got to find a way through this. Oddly peculiarly it's a sort of a personal version of spirituality. Yeah, that's what I've found. William blake, the great english poet says each artist must find his own religion. We have to find our own way. What works for you is not going to be the same as what works for me.

Speaker 2:          00:20:01       You know, there are ways that we're coLlective, but there are ways where we are individually. So fulbright are going to have to educate myself, I'm going to have to do things that mean something to me. A big part of that was like write me and doing, you know, in my own small, fragile, brittle way brazilian jujitsu go, I've never done stuff like that before. So go and live in your body being there and go genesis, jimmy marlow and giving them a drop because all these guys are such big fans of your show, you know, and I go there and I do sessions with chris, that titanium skeleton of a man that twists me up and can cause paIn in ways. That's what, how was he even doing that? And like when I try to do this stuff back, it doesn't work or it puts me in my body in a different way.

Speaker 2:          00:20:37       Learning the history of the ideas that we're in in religion. The way that the, the, the distinction between politics and religion is an sort of an imaginary distinction. When people talk about religious violence versus secular violence, they're saying their violence is a rational and our violence is okay. I've learned some amazing stuff in the last few years. I'm the and as a result of that, the kind of guests I get on my podcast like this guy, can ross mate, you'd love him on yours. Actually, he was a diplomat in the foreign service around the time of the weapons of mass destruction and nine slash 11. He believed in the system. He's like, all he wanted was to work in the foreign service. He knew they were lying while it was going on, so he's like, oh no. This thing I believed in is not true. Like he's being asked to participate in it.

Speaker 2:          00:21:18       He come out of a foreign office and believes that no centralized power can ever work. We have to have devolved power assemblies. Anarchism is the word, and a key doesn't mean chaos. Anarchy means devolve power to the smallest possible groups that there's no power between you and I and jamie, that we're equal in here and we should run the space according to what all of us think is a group that hospitals, schools, or institutions, community should be run on a democratic basis. You don't need to minimize the amount of centralized or eight. We need roads to be running, needs to be some security and all those kinds of things based will be minimized where possible. That's what this guy came away with and he explained it real well to me and what I liked the increasingly. What I think is that when you talk about that make the cheese grater on the soul, that's the.

Speaker 2:          00:22:05       That's the phenomenon of the west, you know, that's what people in our countries are going through is alienation is talked about like in one of the things that navigates taught me about marxism, that marxist theory of the way that he criticized and broke down capitalism, how operates it weren't just talking about the economics, so mark's was a great economist. He goes, capitalism will lead to individuals feeling worthless and meaningless because they'll just be cogs in the machine. It will break people's spirits and that is what's happened because people sell. Not the only thing that's happened go on. It's also created incredible technology and medical innovation, all sorts of different ways that we can make the world easier. Do you think we could keep those things without the cheese grater soulmate? Because I think we couLd think we could call the stuff now. We could progress with it.

Speaker 2:          00:22:49       We could have different fare or ways of doing that and people were like, I think people sort of kill that conversation too early because there's, you know, because it's working for the enough people. Yeah. The throwing out the baby with the bathwater. I think so, yeah. That's what the whole thing of marxism is the abandonment of capitalism and so let's go this way, but you know, you look at what happened when people adopted marxism and left the lead to the death of millions and millions of people as, as capitalism and a lot of places we've been all f's but it's not reported in the same way, but I'm not saying that we will want to live in communist Russia or the soviet union or China. Terrible, terrible things happened there, but that's what we always. We always revert to say, well, is there not? Is it not possible thAt we could for start?

Speaker 2:          00:23:26       They didn't do it properly. They ignored it. That's what everybody says, but no one's ever done it properly. I mean, we have more freedom today. Human beings have more freedom, more freedom to behave, more freedom to communicate, more freedom to excel with this capitalist society that we're criticizing today than any human beings that have ever lived, ever. There's a lot of negatIve about it. One hundred percent, but it's also. There's a lot of benefits and positive about it. There were a lot of soulless people that are just counting numbers and throwing them on a hard drive somewhere and buying yachts. That's true too, but that doesn't mean we shouldn't continue to evolve and inspiring. I don't think evolution is finished. I know there's loads of good things about capitalism buffing. Let's carry on. Let's see. What we can do is could we be doing this better or I believe that we could.

Speaker 2:          00:24:04       I believe that this has taken us about as far as it could go because of certain ecological imperatives in this spiritual thing that you definitely mentioned that it's destroying the souls of a lot of people and it's not necessary. When is that? You know, the war we were promised in the fifties and the technological revolution will mean you'll work. I have an hour a day. You know, like they know when delivered on that and people just went, no, actually you carry on fucking work in and we'll siphon the profit up hill and we could have leisure by societies buy. I think that as long as there is a form of centralized power, people at the center of that power will not share it. I think you have to go, all right, this community is going to be run by those people. This community is going to be run by those people and that also solves a lot of the other problems that are defining our times of people seem to want different things.

Speaker 2:          00:24:49       Some people want to say absolutely no homosexuality. Some people say, we want total sexual freedom. Some people want, we want to live in what would be called a religious extreme way. Some people say atheist, well that can't exist under one banner. I don't think any more problem with people saying no. Homosexuality is that they're deciding about freedom. The other people's freedoms to exist for other people's freedoms to behave and to express themselves the way they want to, and the real problem with that is a lot of the people that want to control other people's freedom, they really. The reason why they're doing is they're trying to suppress their own urges and me. Right. One of the things I'm most interested in is how much of our activity is unconscious activity so much with doing things. We don't know why we're doing it. The book here that I'm promoting recovery, I written this book is my version of the 12 steps, but some of it last night we were in it.

Speaker 2:          00:25:38       Yeah. The 12 steps is a is a journey from unconsciousness to consciousness. That's what essentially is unconsciously pursue pleasure. You unconsciously pursue patterns because you don't know you're doing it if you're a smack it or a crack head like me. Eventually it gets you into such trouble. You have to address it, but most people hover along on the cheese grater level lives of quiet desperation, never realizing, wait a minute. It is possible to be happy. It is possible to be contented, move towards nature, you while yourself doing it, you can run. This is what I'm good at, this is why I'm doing a note. The way you run your life, I know they will know and telling you what to do. You don't want to compromise. You want to learn all of this fascinating staff and fulfill yourself. You don't want to be like, so you've created a road for yourself to do that, but not everybody can and more people could and I think there'll always be resistance. They'll always be corrupting because it's in me like I don't, I shouldn't spend another second condemning Donald Trump because I've got an arsenal in me. I'm a greedy person that wants attention and wants people to love me and buy my book and take care of my interests. You're introspective thinking has led you to stop that path. I mean that's, that's essentially

Speaker 3:          00:26:44       you. You saw the flaws and hedonistic behavior and you hit the pause button you thinking about and that's very attractive to people because we all see that in ourselves. You know? And when you talk about like what what I do and what I've done, the most important thing that I've ever done is surround myself with people that I love. Like I've a really good group of friends and interesting people and that that leads to more like they find more interesting people. It branches out and spreads out and then people listening to this, they become like minded. They pursue their happiness, they pursue their, their actual desires, what, what interests them, like what, what, what, what they would like to do for their, for their career, for their life, for their, their craft. Like what do you enjoy? Like find that thing. Surround yourself with likeminded people. And I think we all get fuel from the people that were around and it's one of the most underrated aspects of being a person in a community is if you're around a bunch of ambitious people who are creative, who are open minded and honest, you are inspired by that and you seek to have like likeminded thought.

Speaker 4:          00:27:50       Yeah, you're right about that. I think that's another one in the column, the against column for disappearing into the cave. And being an hmi or a monkey or whatever, because I heard someone say, we exist in dialectic, which means we exist in relationship and conversation with one another. Who are you without other people? You'll nobody in it in an aluminium capsule floating through space. What does your personality match? You know, so you're right about that, you know, that we exist in these relationships with one another. And I suppose what I have sought out is to connect with people on the level of the damage, on the level of the wound, on the level of the vulnerability. Knowing a pessimistic that's, you know, ring ourselves out into the gut away. No, that's recognized that we're flawed, but that together we can create supportive, compassionate, loving communities. And for me, the, the stein point for that is a life that is predicated on spirituality as opposed to materialism predicated on what my consciousness does. When I stopped thinking what my consciousness does when I meditate, now I don't have the advantage of the dmt experiences in the ios got fascinated by it, listened to it. She tried kundalini because you do that

Speaker 3:          00:29:00       well. Have you ever had any sort of psychedelic experience through doing kundalini because the people that I know that are really into it, they say that they can achieve people that I know that I've done dmt. I'll say they can achieve the same sort of states. Wow. With kundalini.

Speaker 4:          00:29:14       Well, they're doing it well. Kundalini is one of the things I believe in this particular toe at my finger by mark mahoney of shamrock tattoos, los angeles. He's the kundalini serpent as drawn by called young one of the great early figures of psychoanalysis, but the fire in the belly, the animal energy of survival, the energy of creativity, the serpent energy, the reptile energy that's deep in our dna. When we were listened to, when we were creatures that crawled on our belly and lives in a still can be the serpent,

Speaker 2:          00:29:42       the snake within can become crowned. It can become royal. Your animal desires can become royal, and I think that the kundalini as I understand it, is about harnessing those energies, bringing it up. I'd do like a yoga and I have. I do have pretty tripped how experiences where I feel like, oh my god, I'm awake, but I am not me. I am not my thoughts. I feel this sense of transcendence 90 fold them retrospectively. You know, in the moment there's no me to register it. It's only afterwards went, wow, I lost myself there. Do you feel weird when you finger people with that finger? Because it does. I know. Don't send that snake in, but to be honest, fingerings are less significant. My life finger is a very weird. It seems so rude in the expression fingering. It's a dirty business. It's not functional. No, there's no need for it in the adult world, but like it, it's not for a lot of people love it.

Speaker 2:          00:30:32       People ask for it. I say, do not give them the snake combat reptile. Right over open. The shark was, is this the right moment to tell you? I dreamt about you last night knowing it's a risk always to tell someone that you dreamt about them because once it's out there, it's out there. So and particularly, you know, check it out. So we were in this dream. We're in some sort of semi organic forest type world, but they had an industrial component, somewhat labyrinthian makers that component like that as if you know, like the, he walks how they've made the most of the woods, you know, to build little huts and stuff and maybe they'll have a little. I don't know if the walks have another couple of thousand years, maybe a little. He was trained. I don't know what they would have done. Who knows? They were lovely, cuddly little guys.

Speaker 2:          00:31:16       So anyway, there was a solvent. It is small industrial component to it. We were somewhere within that world and we were doing brazilian jujitsu. That's used the word rolling. Now there was a sort of, this is how we know is a dream cause there was a moment where I had you inside control. Now from that moment I moved towards choke and you did something where you arched and flipped over. Very acrobatic and very elegantly don't even know if it's an actual move or not. It was very, very beautiful and a for ah, right there. This spa, we're going quite well this rolling, but it seems that joe rogan is better at brazilian jujitsu than me, but that even in the dream world that seemed like something kaiden understanding of, well, there's

Speaker 3:          00:31:53       so what's brilliant about it and what's interesting about it is that the more time you put into it, the more you understand the moves, the more moves you require, the more moves you drill, the better you get at it, the more it's literally like a language and that as your vocabulary increases and your ability to like. Even if your vocabulary is very broad, if you don't talk a lot, he'd probably have stumbling conversations. Right? But if you get used to talking all the time and you're having a conversation with someone and the words kind of flow, but if you're talking to someone and they're weird and they bark out things and they talk over you, it's, it's awkward. And herky jerky, much like jujitsu. Jujitsu is almost like a Connecticut language, but there is a puzzle that's solved, right? And there's a problem, right? And this person's.

Speaker 3:          00:32:42       the problem is this person is trying to apply all these different techniques, whether they're chokes or joint locks on you and you are trying to both defend that and then put it on. You put yours on them. It's beautiful. I've heard you say before, high pressure problem solving or mma. I always describe as high level problem solving with dire physical consequences. Physical clickers, mma is the most, the most high level of all the problem solving because there's the consequences are so grave getting kicked in the head, getting elbowed and kneed like those things are so. Jujitsu I think is better for you for sure physically because the consequences are not nearly as grave. You get choked out, you're fine. You get your arm, you know, you tap out. If your lungs, you're, you're, you have. As long as you're willing to tap out, you have to be willing to tap. Now you'll, you'll get through it. Okay, and if you get injured, you just get it fixed and take six months off, she'll be back. I like that connect language thing you said. That really makes sense to me because I feel like when I'm doing it, I'm not going. Hello? Yeah. Show me the way to the train door door.

Speaker 3:          00:33:53       People that are like punch me in the right direction. You go thousand ways. Why exactly do you watch jujitsu? It all online? No, I don't watch those, but sometimes I look at videos of named grace. He's or something and they're effortless capacities and charisma. You should watch just because you're enjoying it. Watch like current top of the food chain, jujitsu guys like hoffa mendez, you know, watch some. Marcello garcia watched some, you know, some of the young guys coming up. Gary tone and it's fascinating to watch them apply these new strategies to this old language, you know, because that's really essentially what it is. I mean what you're seeing is these new approaches. Jujitsu is this never ending thing. I mean it really just doesn't. It doesn't. The the like boxing, although it's very complex and it doesn't seem as complex to someone on the outside, but When you watch like a guy like floyd mayweather or sugar ray leonard or someone who's just a master at their craft, which you use see how complex it truly is.

Speaker 3:          00:34:50       You see all the different, the all the different nuances to it, but it's still punching, right? There's just still too punching. Whereas jujitsu is this fucking tangle of bodies and possibilities and potential. There's so many different ways to approach it. There's people that are chokers. There's people that are armed lock guys. There's people that are. They like to get you with their legs, their triangle people, and they all have their own little way of approaching this conversation, so you've learned a few sort of grammatical pathways, fruit that kinetic language and think, right, I'm going to mf that. That particular area, so watching videos online, it's like watching a video of Alan Watts talking. You go, oh, okay. TerenCe mckenna or timothy leary or whoever it is that you think is fascinating when you hear them talk and it develops new pathways and possibilities for your own thinking.

Speaker 3:          00:35:36       and it was one of the things I was gonna say earlier though, we, we, when, what I was thinking while we were having this conversation about the future and about possibilities and about civilization that you, with all due respect what you and I are doing, both of us were. This is a very rudimentary way of trying to figure this out. I think were, were, were clubbing at it, you know, and I think people are listening to this that will do a far better job than us in the future. Yeah. And I think that that's important and I think that we're doing our best, you know, we're taking our tests, but when Henry Ford created the model t, he didn't intend it to race against the la ferrari. You know, he didn't know what the fuck a la ferrari was, but if he didn't make that model t the la ferrari and wouldn't have been possible.

Speaker 3:          00:36:15       But you can't go back and go, Henry Ford fucking suck, dude, ride this piece of shit with its leaf springs at stupid tires, you know, and then get into 2017 corvette zr one. You go, whoa, okay, this is where it's at now. It's like all these things have to be in place for the next evolution of it to advance, and I think we're, we're looking at today with our society is we're hoping that there's a solution out there were the, there is a solution, but it's god damn slow. Just like all evolution. It's god damn slow. It's faster than single celled organisms to a giraffe, but it's still fucking slow and we're a part of it. All of us, not just you and I, but the people that are listening to this and the people that are having their own podcasts, their own conversations and doing ted talks and writing books. We're all apart of thinking this out and these little pieces all fit together slowly but surely and create this mosaic of ideas and potential. And what we're experiencing now is just what we can experience in this realm. Like in this world with this life that we're currently stuck in and then someone 50 years from now we'll be looking back at our stumbling conversation, trying to figure out a way to engineer society correctly and they'll have a much better way of doing it.

Speaker 4:          00:37:29       I Think that's a very beautiful progressive argument. I agree with much of what you've said except some adequate joe. Even things I've heard on this podcast say when you have graham hancock or a particularly intuitive when you got them more sanctioned academic guy on there and they felt like, you know, you know, you bastard. You're the people that I love that

Speaker 3:          00:37:51       such a rebel, you know, it's, it's fascinating to see these people know, attacking him for his ideas and his research, but now having less and less ground stand on. Graham's ideas had been more proven in the last 10, 20 years than ever before the case. Finding these new civilizations and finding these new evidence that human beings have existed on this continent far longer and that they're traveling all over the world for far longer and the civilization, it's probably quite a bit. Okay.

Speaker 4:          00:38:16       Than we thought that's right, and so we don't therefore know that this idea of continual progression, linear progression is the only one. It is possible that when it comes to the realm of consciousness, ancient people knew something that we are struggling to understand that and I, I

