Speaker 1:          00:00:03       Oh you dirty freaks.
Speaker 15:         00:08:33       Another thing you don't need to begin to you to really learn how to put all that shit in and it's gonna be all fucked up and then you gonna try to what look at it unlike Windows Internet Explorer. It's going to shit. But look it works on safari.

Speaker 16:         00:08:53       You don't have to do that anymore.

Speaker 15:         00:08:54       What square space you can go there and you can create your own Web site.

Speaker 17:         00:08:58       It's so easy that you can setup a store just like that Bryant did it while we were doing the commercial Bryant registered a fucking thing on square space started. What was it called.

Speaker 7:          00:09:11       And it was all on the servers. Now that was a different looks. However you did for square space 2. No I made a web site but if you're thinking of I bought Digg party.

Speaker 18:         00:09:21       Oh you'd buy Digg party my mouth dot com dot com although and then didn't you. But didn't you build a website with square space. Yeah. I did a dolphin. Sex dolphin website. I tried to do it right now. It's Brian.

Speaker 19:         00:09:35       Look Brian is much more technically advanced than or aware than I'll ever be. He can throw one of these fucking things together very quickly and he did it through square space. You know why we're just all still doing a show as well. It's super easy if you go to square space dot com forward slash job.

Speaker 4:          00:09:53       You can sign up with no credit card needed and just try it out.

Speaker 14:         00:09:55       You just start building a website and if you decide to purchase use the offer code Joe 4 and Joe and 4 for April. That's all one word or one thing. Joe for. And then you get 10 percent off your first purchase on new accounts includes monthly and annual plans.

Speaker 10:         00:10:13       And again that square space dot com forward slash Joe. And if you're going to enter in the code use the code Joe for CSL some shekels sun on your fat juicy Web site. It's definitely I can create a Web site on this.

Speaker 20:         00:10:30       In a way that I never could in real life because I am just way too HDD for that shit.

Speaker 21:         00:10:37       I'm not going to learn and do that.

Speaker 9:          00:10:39       I had to. I have one where I'm trying to keep up with but this looks this looks even better.

Speaker 10:         00:10:44       It's dope pretty easy. Super easy. Yeah yeah it's good. Go get it. So delicious. We're also brought to you by Audible dot com. I was actually listening to. Do you know why I got hooked on man. I'm hooked on now. How dare you. I read super awesome Dan Carlin's Hardcore History. Oh yeah. Dude. God damn. Ever since we had a guy on the show we had on a podcast. Guy was great to talk to. Fascinating guy.

Speaker 17:         00:11:12       Really really interesting intelligent guy but when it comes to history he's been putting together like forever. He's been putting together these history podcasts and they're like a show. It's not like a podcast like this sloppy unorganized mass that I try to fucking serve up to Fox. Dan Carlin puts on a god damn show and he he puts it on in like this really entertaining way and gives you this thorough history of all these events but like really exciting stuff.

Speaker 22:         00:11:47       What are you doing. You chatting with Kara. I care. I'm single you.

Speaker 13:         00:11:50       Hey dude how dare you. How dare you even give people the idea to do that. No care is gonna be super upset with you and probably sue this show. Fine. I'll see what I'm here is like some super hardcore feminist and she's like enough Joe Rogan. What if she's in India fingering yourself.

Speaker 23:         00:12:07       Oh easy over here with the thing is I'm on hardcore history.

Speaker 17:         00:12:14       I'm on the. The Mongols. Now he's got this. I don't know how many parts it is. I mean part 3. It's fucking amazing. It's so great and it's available on audible dot com. He's got all the back episodes. I mean he's been doing it since I think he said 2005. So you know this guy's got a solid eight years of podcasts under him. It's crazy and they're awesome.

Speaker 24:         00:12:44       I listened to one on Germany in World War 2 the bombings of Europe. He's so fucking cool to listen to.

Speaker 14:         00:12:52       It's really bad ass if you go to all we've got Audible dot com Ford slash Joe. You can try audible free for 30 days and get a free audio book not just that they also have standup comedy on there they have a huge selection of audio entertainment not just books but podcasts like Hardcore History and and so many other really interesting things to listen to including our pals Opie and Anthony. You can you can get that on audible as well. It's a cool service and I've been a fan for years. I'm a huge fan of audio books this Hardcore History has been making my life like so much more interesting the last couple of days. Like when I get in my car I'm not like thinking oh you know you get my car and drove and probably stuck in traffic I'm going to go all let's hear more about the Mongols. That's what I'm thinking.

Speaker 24:         00:13:44       It's just Genghis Khan was a mother fucker. Yeah dude King Kong killed almost 70 million people by some counts. Some accounts say more than that. Some accounts say but as little as 10 million. Like He definitely killed 10 million. God damn it's unbelievable. That's the best. They're talking about armies that were coming towards China where the Mongols had been and in the distance they thought they saw snow covered mountains. But when they got close they realized there were mounds of bones. Oh my God. The Mongols had killed 10 million people in this one town they came to this gigantic state and just killed 10 million people. It was amazing. I mean horrific terrifying. Just the idea that that at one point in time just in the twelve hundred's relatively short amount of time ago there was a guy who brought a bunch of other dudes with him on horseback and just fucked up the whole world banded together took hostages took the hostages pushed them to the front lines so the hostages would literally lead the way and people would be defending their towns having to shoot arrows at their own friends who had been kidnapped their own loved ones their own children the Mongols were fucking terrifying.

Speaker 25:         00:15:09       It's terrifying to think that just a thousand years ago not even there was a dude who figured out a way to get hundreds of thousands of mass murderers to work together. Hundreds of thousands of serial killers. Hundreds of thousands of brutal rapists. Hundreds of thousands of ruthless remorseless murderers. And they got together on horseback. It takes one convincing leader. God damn Genghis Khan must have been a mother fucker because there was nobody like that before and nobody liked that since his sons tried to hang on to it for a little while but you know what.

Speaker 24:         00:15:47       The reign of power all really came through that one bad motherfucker.

Speaker 15:         00:15:53       They had a crazy saying that an armies of donkey led by a lion could conquer an army of lions led by a donkey. They were all about tactics and they would beat much larger armies with severe superior strategy and cunning and just ruthlessness. Just everybody was terrified of them. They just they killed everybody man men women children babies they didn't give a fuck. They killed everybody. They eight people. They hate each other. They got too hungry.

Speaker 10:         00:16:26       They would draw straws maybe or figure out how they would figure out you know if someone's gonna sacrifice themselves so that the army could go on and they would slaughter them and eat them and cook them.

Speaker 26:         00:16:37       Dude it's unbelievable. I was only a thousand years ago. What the fuck man.

Speaker 27:         00:16:44       You think it will ever anybody else ever pull that off again.

Speaker 24:         00:16:47       That kind of craziness that's terrifying to wonder.

Speaker 10:         00:16:50       I think if you had to worry about anything it would be worry about all this beautiful city shit shutting down. That's the real fear. The real fear is we have some massive disaster like a solar flare that knocks out our power grid and our ability to pump gas is gone. Our ability to drive back and forth to places is gone. Our ability to get food people's gone and then you realize how nutty we are spread out and how dangerous this is and how vulnerable we are living like this. I think you would take something like that to bring people to some place where you could get that many psychopaths all together again.

Speaker 9:          00:17:29       Yeah I think now that we have the internet if the Internet went down I think shit we get crazy really quick because everybody needs it and is used to it now. Everything down to the G.P.S. and just everything.

Speaker 17:         00:17:40       Yeah we're terrified. I'm terrified of leaving leaving the house that my fucking cell phone right.

Speaker 14:         00:17:45       I'm a little bitch. I'm a little bitch the machine. Speaking of machine we're talking about the human machine. Our last sponsor on it dot com. We sell all kinds of cool shit to get your Fitness on. We've got kettle bells battle robes. The newest edition weight vests. No that's not armor Bryan. It's a weight vest. It's not armor even though it pride protect you a little bit. There we go. We also have steel Masons and steel clubs. These are not weapons. These are designed for functional athletic improvement. What all these things that were selling like kettle bells and battle ropes. They're all for what's to develop what's best to develop what they call functional strength. We have medicine balls as well functional strength. We sell a pull up bar functional strength like the ability to move your body around as one unit. It's one of the most important aspects of fitness and one of the things that people screw up on is if they try to get in shape.

Speaker 14:         00:18:42       They don't know what the fuck they're doing they do like too many bicep curls or too many like bench presses and shit you can whack your body out making it imbalanced. It's one of the best ways to get fit like a full body fit is to do things that require you to use the body as one unit. I'm obsessed with that. Obviously that's why I talk about it every week but I've seen massive improvements for my jujitsu athletic benefits of training like this and I always encourage people to do it because really fun too. And you can get a great workout and literally in 20 minutes you could do a brutal Kettlebell workout in 20 minutes. Follow a DVD that Keith Webber DVD that we have the extreme kettlebell DVD is fucking awesome and follow 20 minutes of it you'll get crushed and you'll you'll feel good you feel fantastic so go there good on it.

Speaker 2:          00:19:30       Comments. I win in 90 lots of different supplements we have now vitamin C and l lysine and we sell melatonin spirulina Arctic cod liver oil we're trying to sell you just the best shit for your health and for fitness and things along those lines and if you use the codename Brogan You will save 10 percent off any and all supplements.

Speaker 18:         00:19:49       How long. How long till you have like a health helmet.

Speaker 10:         00:19:53       If we if it comes out do we'll sell it. If there's a health element that comes out that puts you in a healthy state of mind. What if there was a helmet that came on that immediately felt like someone was sucking your dick. How. How quick before they would make that illegal. Like immediately like they found a spot on your brain where they can joke with electricity and it totally feels like someone's sucking your dick a helmet that helps your helmet a helmet for your helmet. Exactly how much do you think they would make that women would make that illegal.

Speaker 3:          00:20:21       Would it be men and maybe a little bitch about it a lot of men would make it illegal because they'd never get real blow jobs over again girls.

Speaker 28:         00:20:28       But just put the fucking helmet on kind of why do you want me to do this.

Speaker 9:          00:20:31       It'd be a tough situation for women if the helmet worked that well it came.

Speaker 29:         00:20:35       You think they would lose a little bit of their value. Is that what you're saying.

Speaker 9:          00:20:38       Oh yeah I think I should be walking her out these helmets on helmet. What's the normal thing.

Speaker 19:         00:20:44       How much time do you think it is before something like that is invented something that can recreate an artificial experience like almost almost exactly.

Speaker 9:          00:20:51       I'll bet you 15 20 years. I bet it's not that far away. The way things are moving and shaking there's probably a bigger team of scientists on that right now than there is on cancer research.

Speaker 30:         00:21:02       You're right. Everybody is building the helmet.

Speaker 31:         00:21:05       Everybody wants to get their dicks sucked and then wrote on it.

Speaker 11:         00:21:10       Thought Tom Ford slashed Joe. Cue the music Brian. Let's get this bitch started.

Speaker 32:         00:21:15       Boom son the will gain experience. We're full Tony.

Speaker 33:         00:21:30       George Clooney.

Speaker 5:          00:21:32       That's me. That's the song. That's the powerful Tony Hinchcliffe song. I say it like that. I sing like a woman. And then you go.

Speaker 34:         00:21:38       That's me like a little kid. Hey everybody. Somebody put that on a loop when you have your own podcast.

Speaker 35:         00:21:44       What are you guys going to do a podcast that once you guys where it are in the works it starts Oh okay Lucky. Two weeks. I think we sat in preproduction.

Speaker 10:         00:21:52       Yeah niceness niceness until he's gonna be with me on this Wednesday night at the icehouse went to the ice ones it. Sure. 10:00. OK. Brian's going to be there too as well as Tom Seger and Burt Krisha.

Speaker 18:         00:22:04       Oh shit bitches. That's right. You heard sweet. That's right.

Speaker 10:         00:22:12       Tony is an up and coming young standup. I love one of my favorite things in life for real. This really is absolutely true is when I don't know about someone and then I find out that they're funny. Like when I found out about it from Brian. Brian told me about you. And as a comedian like one of things that every comedian always loves is seeing a new comedian like some. Someone who knew who's funny like does another one say oh there's another one you know and different styles and different you know different takes but when they're funny like it's really it gives you a lot of hope. And I was I was in L.A. the entire time like you started comedy and you know and then started getting a little a name for yourself. And then eventually got to the point where you're you know regularly doing you know podcasts and comedy clubs and yeah. So that's that's a really cool thing to say. Yeah it's really so much fun. Pretty incredible. So few people pull it off. You know I love watching somebody who comes through like some new person is funny.

Speaker 9:          00:23:13       It's like because we to all the class thing and like you said everybody's a little bit different. Everybody has their you know their take on things. But when you find one there's nothing cooler it's sort of like when you love comedy it's like watching a baby being born like just like that. Wow. Yeah. Larson's hilarious and when.

Speaker 2:          00:23:31       You know like you when you run into someone and you you realize that you know they started out sucky and you probably saw them in like those during those first couple of months. And then within a couple of years they become competent and then boom they become really good and they like like Ari is my favorite example. Oh yeah. I was there when Ari first got on stage like one of his first sets one of the earliest sets. And you know I've watched him become like a real killer like Ari Shapiro is like a real killer. He did. Tom Seger is party of day top scorer had a benefit rather for his doggy. He got a sick dog. If you if you love dogs you love Tom Segura. I don't know how you would donate.

Speaker 36:         00:24:15       I think they have like a paper out there so don't go to your mom's house podcast on your mom's house podcast dot com.

Speaker 10:         00:24:20       Tom Sawyer is just one of the coolest guys ever. And he had the show and Ari went up and fucking destroyed destroyed with a bunch of shit that I hadn't heard before to those couple bits that were really funny that were new. He writes like a machine. Yeah he's awesome. He's isn't here. He's just coming up with so much content. Yeah. I think he also realizes at this time that he's like you know he's again he's like a real comic now. Now it's just a matter of doing the work. And he's a smart dude you know he knows how to he knows how to put it down. He knows what needs to be done and he can go get it done just as as a fan of comics. It's so cool and someone pops up.

Speaker 9:          00:25:00       There's another one I got really lucky with Ari because he was the first person I asked me to do a gig with him and Sam Tripoli. So was those two guys all of a sudden all at once I went to La Hoya with Sam first and then did a gig and like Irvine with Ari. What year was this. This is about 2008. That's so recently.

Speaker 37:         00:25:21       That's awesome.

Speaker 9:          00:25:24       Five years I don't think of it as being recently but you know there was like a year or so that I was doing it before you even get a road gig like that you're just building it. I was you know just riding my bicycle from open mike to open mike.

Speaker 4:          00:25:38       How many guys that started out with you.

Speaker 19:         00:25:41       You know we all have like kind of like groups of people that we sort of start off around a similar time and then you watch each other either fall off or give up or are some people get through the net. How many people that with your class do you think got through with my true class.

Speaker 9:          00:25:57       I'd probably say about good. It's a tough one because we're still pulling you know and I mean you still don't know who can make like a bit throw a right hook right at the end before they drop out and have a new 15 minutes the crushes and it's a breakthrough. But I probably guess about seven or ten right around there. That's a good number. Like still doing I mean you know I'm counting my original starting classes like a good you know 60 70 80 90 right people because I know the I mean I stayed in Hollywood and built in Hollywood like Los Angeles because I feel like a lot of people start somewhere and then come to L.A. I'm like You know what I'm going to. I wanted to just have a like an NBA style perspective like Chappelle once said and he was doing a spot on stage one night and the LR really late crushing making it look like I mean it was just unbelievable.

Speaker 9:          00:26:48       And the three or four hours and he goes the back Laramie goes hey how many guys are L.A. comics and a lot of people clapping. But how many of you are like work here at the Comedy Store and started here at the Comedy Store. That was just two or three of us that clap. He goes You guys are insane. He's performing to a lot of comedians right. So the thing with him coming back a few years ago was like the audience that got to be there was there but the back of the room filled up to the gills. Right. And he said that it's like learning how to dribble in the NBA starting comedy at the Comedy Store. And it's so true. But but if you think about that start learning how to dribble in the NBA and you're you and you're just used to the motion of a thousand miles an hour. Yeah then that works out.

Speaker 11:         00:27:33       I think it's like anything else. You know it's a more difficult but also more rewarding pursuit pursuit.

Speaker 14:         00:27:41       You know you can take an easy route through life or you can you know I mean it's not as hard as being a Navy SEAL. Let's be honest you know even though doing comedy is hard and a lot of people don't ever figured out it's not nearly as hard as doing something you hate and being stuck working 40 hours a week at this job for the rest of your life until your heart stops beating because you have no passion right.

Speaker 9:          00:28:02       And I mean it was a real struggle for a few years I really threw myself to the wolves. I didn't have sure I didn't have money saved up. I was just I was just doing it and then I got the job working at the Comedy Store a couple of months and like as a door guy. So I started getting spots a lot there which is what I wanted.

Speaker 10:         00:28:17       You know the problem the story like yours is that it worked. So there's a lot of the dudes out there that will try that same thing but they're not fucking funny at all.

Speaker 9:          00:28:27       You know what's tough is it is I noticed that a lot a lot of people come up to me and say I'm thinking about starting standup Tony. You know what do you what do you think and sometimes they don't they just sometimes I wonder out of all the times I get asked this from somebody that wants to start standup it's like you have to really have a crazy mind ingrained in you it's not something you start and learn like. I was in trouble. Every class in school not once a day at school like every class every teacher hated me. I never touched and I was never like spilled milk on somebody I never did anything physical but verbally I was just. It's the it's what I did is pretty crazy. And I mean you know like so you just always talk to Russia totally to the extreme all the time.

Speaker 9:          00:29:18       And that's that's like Kid energy you know I'm talking about the fun even now. Now I'm like I'll even. I'm still young it's like I'm not half of the quick wit that I used to be before I realized I wasn't now I overthinking is a defense thing you learned it from your parents like I learned of you Dad. It's really an interesting situation is the way I raised I was raised with so weird that I know it has something to do with that because I have these four older brothers and sisters that are much older than me. So it's like I mean it's 12 years between me and my closest sibling and they're all much older.

Speaker 15:         00:29:52       Oh wow yeah. So you probably exposed to like they probably give you a hard time and pretty fucked with you really they were absolutely all super cool.

Speaker 9:          00:30:02       They were actually super cool. That's how I and that's sometimes I wonder how it didn't end up like that. I mean there were times you know there was the old you know you were adopted. Why do you think you're.

Speaker 10:         00:30:11       Well you know what. When they're 12 years apart I don't think you're actually going to get them because they're gonna be sweet to you you're like happy for a little brother and sister. It's when you two years apart you know. Yeah I've I've known a lot of brothers beat the fuck out of each other. Yeah.

Speaker 9:          00:30:24       Obviously that album Luckily with the age gap like they were in college when I was you know in kindergarten and stuff. What was interesting about that is I definitely think it played a role because I was hanging out with 20 year olds when I was a little kid and they probably thought I was really funny when you talk shit too. Totally. This whole thing.

Speaker 30:         00:30:42       That's what I would do I would talk shit and I would put on terrible magic shows in which the whole ongoing joke was that you can clearly see you know I had not seen comedian magicians right yet. I was just trying to do magic but I was bad at it but I could just the way I like that and well it started I had to get good at doing it on purpose because it was happening accidentally and I would just try to follow through with it. So you started off trying to be good.

Speaker 38:         00:31:08       Yeah right. But then I just got good at being that magic.

Speaker 11:         00:31:14       Yeah it's a funny thing when you see someone who grew up like in a weird spot like that. I think all of us like every comic I know grew up in some sort of a weird situation where some basic need wasn't fulfilled. So that creates like this weird personality. Totally.

Speaker 10:         00:31:31       I even though I love comics when that when it doesn't create that weird personality it just creates fucked up people you know like if you don't put it to use like creating something that weird energy that comes out of a weird life. If you did that shit will haunt you like that can that can wreck your life if you're one of those really creative people or more impulsive people and doesn't do anything about it don't doesn't focus in on something yeah.

Speaker 38:         00:31:57       And it's just that's an interesting point because with me I didn't have any creative outlet until like after high school because the theater woman always wanted me to join theater. Yeah but I never did. And I mean the only outlet other than doing it in front of people all the time and just you know being me I had nothing. So then I spent a few years like what am I. Because you don't know if you're just a kid that loves making people laugh that you can be a standup comedian right. When you're in Ohio there's no people in L.A. are really lucky or in New York around those areas because there's comedy there at least you can stumble across a comedy club and go and wonder what's going on there. I might go in there tonight just one time. First time I was ever at a comedy club was at the Comedy Store and I had signed up for the open mike and gotten on. So it's very grandiose. I mean you know it's like my heart was beating out of my chest. I knew that it was something I was gonna be doing forever no matter what how you knew it.

Speaker 20:         00:33:00       You know it was something I definitely didn't know the first time I went on stage I was I was scared shitless to the waist. More scared than I thought I was going to be.

Speaker 9:          00:33:10       Oh I never I It is unbelievable. It is so creepy because what ended up happening was is I've blanked out and forgot everything that I'd been and that was the one time that I was I had a couple months to prepare for three minutes.

Speaker 31:         00:33:25       Did you bring notes on stage with you.

Speaker 38:         00:33:27       No I never liked. I've never liked having notes onstage with me.

Speaker 10:         00:33:31       That was a big thing man getting rid of your notes. I was a big thing back in the day. Going on stage with notes still. Yeah. Because in the beginning I definitely went on stage with notes when I first started doing it but I saw like really good guys go on stage with notes when they were working on new shit. Yeah it became like part of the act that they let you know they were trying stuff out by looking down at the paper. But you try to do the first one free ball.

Speaker 38:         00:33:55       Yeah like really bad in a I somehow was just digging myself out by calling out how terrible it was. I just I was basically saying Wow I just blanked out. And I've been getting ready for this for so long and so I just ended up doing what actually ended up sort of becoming my style which is like calling out whatever's happening in the room except I was just joking about me bombing.

Speaker 10:         00:34:22       You kind of have to call out what's happened in the room right. Oh yeah. And that's that's one. Another good thing rather that the comedy store provides no crowd control. Right. None. That place is madness. There's something I could be madness.

Speaker 38:         00:34:37       That's why I like it was so modern. Anything can happen at the Comedy Store. So like for example like when we did that show in Indianapolis and I came out and I'm looking at the masses of people but the first thing that I notice to my left is this lady lit up next to the stage that's doing sign language to the to the audience. And I just couldn't help but the start like I always say you know it started just with I've never performed in front of one of these people before. I've always wondered what that would be like. And I'm noticing that she has to keep up with everything that I'm saying. So like I went off on this whole run about it that it's just so much fun for me and I could trust my instinct and just keep going with it because I even though like I wouldn't have known to do that if I was just trying to just put on like an act.

Speaker 5:          00:35:24       Right. Right. Yeah.

Speaker 9:          00:35:26       Which is also great. But I got to go off on a run there and I could trust that instinct you know by the end I have her doing blow job motions to her face because I realized that if I said the word blow job she has to do that jerk off that is on her face or off on the face is the that's the sign language for that. Yeah. This is blow job or at least that's what she was doing.

Speaker 10:         00:35:45       Actually was he because they switched halfway through the whole thing but they switched the trick was like enough tone handling so I think so I just quit. I don't I don't know what happened how did you have a backup so close that you they get tired I guess so signing maybe you need like really good hand cardio but not being crazy.

Speaker 9:          00:36:03       I had you know crazy a ton of tweets. Indianapolis was so much fun and everybody was like hash tagging sign language because I couldn't even believe what was going on.

Speaker 17:         00:36:12       Yeah I did that once in San Francisco a guy brought his own remember that. Yeah. And he sat right in the front.

Speaker 10:         00:36:19       Yeah. Guy brought his own sign person. I was like wow that's pretty gangster. Guy was deaf. You want to go see some comedies like I'm tell you they're saying Yeah you look really nice guys. That was a fun show. He did.

Speaker 39:         00:36:32       I forget what he did because it was a I was obviously timing things he didn't talk. It was really funny. It was really funny like you could tell the guy like really enjoyed standup comedy. And even though he was deaf he still understood. Like what. You know he understood jokes. It's got to be weird because he's only getting it like two dimensional. Right. You don't if you don't hear it. Yeah man you're missing so much.

Speaker 17:         00:36:56       Like there's a lot of guys like Joey Díaz perfect example of you half of what's funny is how he sounds like you know the way sounds is the fucking intensity of his voice.

Speaker 10:         00:37:07       Well it's like when he when he hits those six when he starts screaming about something like he was screaming about it's blue cheese with buffalo wings or go fuck your mother it was just fucking ranch dressing. He went on his rant about ranch dressing and on paper it's like there's nothing funny about that at all. But if you hear him if you hear Joe and you see him do it. It was one of the finest fucking things I've seen with other passion the arms from deep but I mean maybe this guy had like a deep sense of his own timing.

Speaker 19:         00:37:37       You know he can interpret it in the finest way because he was obviously a fan of stand up comedy enough to hire his own sign language person. Yeah I've been at a college show once were they they made them have a sign language it was like a part of the rules. Like if someone spoke they had to have someone there. That's a I was wondered how complicated is that sign language.

Speaker 9:          00:37:58       I mean it seems like it seemed really I was watching some parts of it because at one point when you were on I walked around and sort of was watching from the side ledge area and I noticed that when you said the word at one point polite cock this guy had to do this thing where it was this giant like right.

Speaker 5:          00:38:20       Well that's the strap on bit. Right.

Speaker 9:          00:38:22       Well it was it was something. It was when you were taking questions at the end it was like you were talking about Dennis Rodman's cock or something like that.

Speaker 40:         00:38:30       He was like oh very improvised. Oh the Kim Jong Il thing I was noticing this guy has to do this thing like that black cock and sign language. Is this. It's like so stereotypical like it's just giant and his hands were so far apart it is like he was describing a tree stump or something like that. Like this hand climbing. I'm like that's black cock and sign language.

Speaker 22:         00:38:51       Isn't that hilarious. That's what they would come up with. That's the move.

