Speaker 1:          00:00:03       Okay.
Speaker 4:          00:07:20       Oh, a lot of people have died on Kaytoo. You don't climb k, two very few people. Client. When you meet a mountain climber and they said, I got to the top of k two that dude is on the all star team. Wow. That's a very rare dude. And you have to go through Pakistan, I think on the Pakistan side. Yeah. No bodies and you, you pass bodies all the time.

Speaker 2:          00:07:40       You know, it's hilarious. The United States just got word from Afghanistan that if we go to war with Pakistan, Afghanistan is on Pax dead side. What a surprise. Out of all the fucking to all the bullshit propaganda, pretending that we're helping those people were all, come on, we're on your side. We're pride. We're extracting minerals, blah, blah, blah. Taking heroin. But we're here for you. We're bribing fucking entire tribes to have loyalty to like Kabul. They're getting information on these guys. You know the number one method for these warlords?

Speaker 4:          00:08:12       No Viagra. Oh, that's right. I read about that. That's right. Hey, I know you, I know you have all these loyalties you want a hard on for a long time.

Speaker 2:          00:08:21       Oh, of course. Yeah. Well these guys, he's warlords. They start hitting 50 and 60 and then you're fucking hurt and goats all day. You're tired, man. You can't take to those 20 wives that you've accumulated. You got cocky when you were young. When you're young, you're young. My blood is hot. You could have 10 fucking wives, but then when you're a 60 year old man, you've got to fuck 10 of these bitches. They started talking shit to him, it's actually four in Islam, you have to treat all of them exactly the same. So if they had four though and one of them was getting all the deck, that's I the other ones, start complaining. It's the craziest thing because I've never met two women. Two women, like four women get along. My friend cat watch. When a girl girls were really good. Here's the good news.

Speaker 2:          00:08:59       I'm marrying you. Bad News. We're all gonna share the same roof. Fucking luck. How are they doing it in the Mormon communities? All these crazy Mormon cults, they don't. It's always been very small subsets, and if you look at who those cult leaders are, they're basically class Jeffrey's tops. Again, closet perverts, sociopath, pedophiles, scumbags. That Guy Warren Jeffs was a pedophile. Totally right. And that it is a sort of part of the kinks, right? They always find out that these guys are marrying, these girls were like 14 and shit. They keep finding that younger, younger, really nice guys. Yeah. It's just weird, man. A weird offshoot. You know that it's just, it's just so strange. It's some people vibrate on a frequency that low their bullshit detectors that week that they get sucked into that kind of a community perspective and context. I mean, when you get somebody who's young and they've never been told anything different, you know, we're just, you look at children with people, you're, you're, you are what you get.

Speaker 2:          00:09:52       What put what's put inside you. You need, you need. That's why I always tell young people fucking read, but read the right things and what you don't know it's going to hurt you. You've got to read. You just gotta you gotta. Did you, have you seen the Zike guys to moving forward? No, I haven't either. I haven't watched the whole thing, but I watched a chunk of it. People just constantly trying to get me to see this thing. It's one of those things where people email me once a day, dude, have you seen Zike guys moving forward? And I'm like, Oh, I saw the first Zeit geist and although I thought it was very moving, I also thought there was like, there's this some stuff on nine 11 that I was like, this is, you're just you, you, you know. There was stuff about the twin towers, like they couldn't have possibly fallen like that.

Speaker 2:          00:10:32       And I'm like, listen man, this is not real science. This is, you don't know what the fuck you're talking about. This is the end to say this to state that for sure that happened I think is crazy. Well, you know, here's the only way to find out, build the same fucking thing. I have another fucking plane fly into it. Let's see if it falls down again. If it does, Ooh, you just fucked up. If you actually want a really good a debunking of that. Um, popular mechanics got together a whole bunch of mechanical engineering science called debunking the nine one one myths and they talk about, for example, how care, um, jet fuel burns at a certain temperature and what, and I believe it's 1600 degrees iron melts at 900 degrees, especially that kind of iron. So it made sense that the iron would start to melt and the building would crumble.

Speaker 2:          00:11:13       But they had a whole bunch of different, they actually took each and it's a really interesting bullying that's annoying when you read the arguments against it because some of the, the information that people pull out is just flat out wrong. Like they're talking about how there's cuts to the beams and you want to say, look folks, they cut the beams when they needed to break everything down because they were clearing out the area. There's a lot of photographs in that man. You, there's no evidence that they cut the beams to bring the fucking building down lanes. A lot of, a lot easier to believe that a group of, of, of young men who are fanatics said, you know what? Let's let's fly planes into a building that seems more than some huge and massive government

Speaker 5:          00:11:54       conspiracy. Think how many people would have to keep their mouth shut again, something like that going not just that, but that, that's the only way of building like that can fall. I really don't think that they have, uh, a lot of data on what the fuck happens. The skyscrapers and they get hit by giant. She didn't say, I didn't know you got your degree in mechanical engineering, my friend. That's exactly, every time I hear somebody, people are full of medical advice as well. I love this. If you read a lot of stuff, for example, what, what people will tell you there was a, there's a good ted lecture by this, a epidemiologist who's a scientist and put actually does science, does the science on, for example, when they said that up glass of red wine a day can help you prevent breast cancer. The problem with that statement that you read in the New York Times and everywhere else is that the actual experiment was they had cancer cells in a petri dish.

Speaker 5:          00:12:41       They dropped red grape extract onto the cancer cells. Those cancer cells died. You'd, that doesn't mean, yeah, you don't is what it is a right, right, right. But you don't, that doesn't mean you infer then that a glass of wine, it's going to kill, you know, it's going to prevent kinds of breast cancer by the way, and cancer itself as an umbrella term for essentially the irregular division of cells, all different kinds of cancer. We don't know why some kick on some happen when you're a child. Others when you're an adult, there are different theories about it. Some are environmental summer genetic. So you know, and by the way, when people say you got to build your immune system, then if you drink this, it'll prevent cancer. In fact, uh, I was reading that some, some cancers don't actually grow as a result of a stronger immune system because they are, they are aligned with your immune system.

Speaker 5:          00:13:37       When your immune system is strong for whatever reason and cell start dividing in a healthy way, the unhealthy cells do as well. So, so, so there are, depending on the cancer, which is why they use chemotherapy of poisons your whole body and that's his off the cancer cells right before it kills off you. That's right. That's right. And you remember some, some cancer intuitive to the holistic approach. There was like super healthy Greens and stuff like that. You want to be healthy. I take all that stuff. I do that. But yeah, I mean we don't forget what western science has given us. Look, up until the 1970s, late seventies, I believe a testicular cancer killed many young men. When you had testicular cancer, you were done. Okay. But because they came up with a chemotherapy that ha that uses, um, yeah, right. That's probably, that's what they used to do.

Speaker 5:          00:14:24       But you, you had things called, but there were, there was, um, um, there's a platinum compound in the chemotherapy. It is, it has made, um, testicular cancer, highly curable. Most, almost always when you get to stick a look, cancer young men live now budget they take, they take chemo, they're sick for a little bit and then it just goes away and it's curative. So you know, you gotta be careful, you're right with people, have a lot of information and if you actually start scratching the surface and asking them questions, it's like, dude, you don't, where are you getting your information? Do you know the genealogy of your idea? Did you study?

Speaker 2:          00:14:57       Do you, do you know what? Too many people are just too quick to just grab a hold of a yes or a no or this side or that side. And you've got to look at the whole thing. You know the, the only thing that puzzles me about September 11th is that the sat that uh, tower seven building, and there's a lot of debate on that. That's the one that the architects and engineers from nine 11 truth have a problem with. They don't know why that building collapse like that and it looks like a controlled demolition. That's really interesting. I've seen a bunch of them. It's, it's very interesting because I'd never seen a building fall into its base like that. Like give out in uniform and come down a straight line. But it doesn't mean that it can't happen. Right. It's gotta be real careful about that.

Speaker 2:          00:15:32       Yeah, it looks like a controlled demolition and you know, you've hear that this Larry Silverstein guy had all this money invested in it and when the, you know, if the buildings went down, he made billions of dollars and you hear all this craziness online. But the, the real reality is, again, we don't know how a building like that performs until something like that happens. You got to light it on fire. You got to make big holes in it. Yeah. And the other thing is nobody ever realizes that these are people, right? So if you look at, like if you, if you read like Bob Woodward's though,

Speaker 5:          00:16:01       are you looking at how like governments, the CIA, this defense intelligence and the national security agency, the White House, if you, if there's a crisis, it's really interesting to see and if you look at these memoirs now that are coming up about, about the Bush era, it's really interesting to see how they do arrive at, at, at conclusions and decisions to take action. It's fucking heated in those rooms. And like human beings, everybody's got a different point of view. Everybody has their own group of people they control and, and it comes down ultimately to date. Everybody presents their case to the present, biting their lip, having testy arguments, not talking to each other, threatening to resign like Condoleezza Rice did with, with the Donald Rumsfeld cause she just didn't get along with him. She thought he was condescending, et cetera. And the president and finally has to be like, guys, guys, can you, hey, let's not stop fighting. Stop it. I'm the one who makes the decision, ultimately present your idea to me.

Speaker 2:          00:16:54       Way Scarier is the idea that we actually let a guy like Bush really be president to me is way scarier than the idea that there's some massive conspiracy amongst globalist to control all the resources. But my fact that a guy really could be president and they really don't have it locked down. Totally. It's true. Like I know it's not pushing to have a lot of wisdom. He didn't have to, he was there. He's a puppet. They obviously had Dick Cheney and Dick Cheney was a guy who was the fucking CEO of Halliburton, uh, a company that made untold billions of dollars reconstruct and countries after we blow them the fuck up. It's not a coincidence at this guy would be really fascinated with going to war. I mean, he owed own stock. The president, President Bush was a fucking character on a sitcom for us. Listen, calm guy that spoke for us, Condoleezza Rice had a huge

Speaker 5:          00:17:43       falling out with Dick Cheney and a huge, huge arguments about the fact that the guy believed in a extraordinary, I think it's called extraordinary rendition, where we would kidnap people, kidnap people, and take them to undisclosed locations, usually a country they didn't object to torture and a and put them in these detention cells, the CIA prisons. And she was like, you can't just disappear people you can't do that. Can't you can't take somebody off the streets of Italy and bring them to the Turkey.

Speaker 2:          00:18:12       There's certain people that have an unquestionable character to certain people. You hear him talk and you say, that's a man of character. That's amount of intelligence. That's amount of experience. Yeah. Colin Powell is one of those people. I hear that guy talk and I go, that guy's legit. That's the real also against the Iraq war. Yes he was. And he was like, oh, did anytime in uniform. Yes. And he was also, you know, disenchanted with the entire administration and it didn't really work out for him. And you know, everybody was real excited when he joined the Bush administration. But you know, there's a guide that really is a real American hero. He's the, these, the real fucking deal. And he's with all these jackasses and war criminals and fucking thieves and he has to sit there and watch them pillage, just pillage the world. Those motherfuckers well till too seriously. But I think that it's worth being serious about that. You know, it is, but it isn't because it's not helping anything. No, but, but no, like I have a joke about occupy Wall Street and I totally support the movement, but the joke is that those hippies are just going to start living there. Now what's going to happen is you're going to go there, everyone's just going to be shitting all over the street and you just have to just drive through that all the way to work. Hey Man,

Speaker 5:          00:19:22       will you doing is wrong man. Well, nothing ever changes ever. And that's the thing I was talking to Neil and Neil Brennan was telling kind of like, give me a hard time for not, not. Um, I disagree with them. On a lot of things. But um, he was, he, but I respect meal because he works very hard at earning and opinion developing an opinion. We are, we're on a bit, I think we're on different sides of the equation but, but Neil, Neil, Neil was saying you should be down there protesting. And my problem with the protest movement, the occupy Wall Street movement is that I don't, I don't know that that's the only group to play there. There are a lot of groups to plan the government, Wall Street, irregular consumers that were buying houses and knowing they couldn't afford them. Nobody ever talks about that.

Speaker 5:          00:20:03       And, and, and so there and so when you occupy Wall Street, what you're really talking about Wall Street of course, just a euphemism or just a kind of a name for I very amorphous group of people. Because what you're talking about when you talk about Wall Street is the investment community. That's what you're talking about now. Do you want to protest the investment community? If so, let me ask some questions. What aspect of the investment community, cause I would remind everybody they pay a lot in taxes. They also produce a lot of wealth. You wouldn't have startup companies without venture capital for example. You want to start taxing, uh, uh, you know, um, the capital gains tax, see what happens to your venture catalyst. He's, we'll see what happens to capital that is invested in businesses. So I don't know the answers. These are complicated issues.

Speaker 5:          00:20:45       And you start following that thread and start saying, well, let's occupy Wall Street. Okay, okay. There are some unscrupulous assholes and Wall Street. There's no doubt. There's no doubt. But, but what are we going to do about it? I would, I believe personally that you had an incentive structure in place and incentive structure and a system with holes in it where smart people got together and said, hey, you know what? I got to tell you this. There are some very big legal loopholes here and we can make a lot of money. You know, why? Because three other houses down the way or making a shitload of money. So what are we doing guys? Cause we're not gonna be able to compete. Here's another thing, we may be out of a fucking job if we don't do this. So there were, so when you're in that and you start to realize it, it's really an interesting development where you go, Gee, what would I, what would I do in that situation as well?

Speaker 5:          00:21:34       It was so, it was so fucking murky and it seems to me what you want to fix is the incentive structure. Do you want to fix, you want to go back to two nuts and bolts, nuts and bolts. What are you producing? What is the bottom line? How do you produce wealth? What does produce wealth in the past? And, and um, she may have been making money off just making money and moving money around, passing risk along. Remember, remember even much bigger than the actual size of the actual economy as he, there's a bus of the derivatives, right? Yes. And, and, and there's a very good book that I'm about to read. And I had two very big bankers who are in this, who were in this and had lived through it and saw every bit, every detail. And they said, the book to read is the big short by Michael Lewis.

Speaker 5:          00:22:16       He wrote Liar's poker. It's would like to read this book called the big short, really for anybody. It'll explain the genesis and, and this guy is, and is not, it doesn't have a grind to acts here. He's, uh, he's, he is a journalist who is a outstanding FirstClass writer. I read liar's poker. He's a great writer. I believe it's Michael Lewis is his name. I might be wrong with the first name, but the point is that he wrote the big short, and that is renowned, that is, that is widely respected as the book and sort of the Bible on how the shit happened and what happened. And essentially who's to blame. But you start going into that blame game. It's really interesting. It's really fucking interesting because there are a lot of people and they're not just republicans and not just libertarians. A lot of people can make a very strong case for things like the equal lending, housing lending act, that the kinds of laws that came out of government, because it was very popular in the Republican and democratic side to say, Hey, I'm going to pass legislation that makes it easy for everyone.

Speaker 5:          00:23:13       Own a house. That's the American way. That's the American dream. Uh, they did a study that they that listen to this really interesting. The first, the Federal Reserve Bank of Boston did a study. They found that even if you're qualified for a loan, if you're a minority, if you're black or Latino, and even if you're just as qualified as a white person, you're four times as likely to be turned down, turned down for that loan. Okay? So if you're black or you're Latino, back in, I think this was in 1996 or whatever, I don't remember the date. If you're black and Latino, you have the

Speaker 2:          00:23:46       same credit as a white person. You're still four times as likely to be turned down for a loan. Countrywide mortgage is all in the family. Maybe you need it and then everybody could, but countrywide Morgan said, fuck this. Let's open a bunch of small offices with minority people working in there. Let's start giving loans to these people if they had the same credit rating, let's do that. It's really interesting when you start really listening to the shit and you're like, wow, man, this is, this got this got fucking crazy on top of the fact that Europe, the rich countries, we're buying our, our mortgage back securities, they were buying the housing debt and so we could pass it on. It's just so weird that people thought that it was normal that you would buy a house and then it would be worth twice as much in two years.

Speaker 2:          00:24:27       That's what happened. Like what happened to my house, dude, I, everybody was telling me this dude, I bought it for 500 I sold it for a mill and I'm like, what? Yeah, you, you, you just made a half a million dollars just like that. How the fuck did you do that? How's that happen? How's that real? My father, who was a banker, said, my father looked at me and he goes, uh, not going to last because I was to kind of buy it. I was going to buy a piece of property getting a real estate. He goes, you know anything about real estate? And I go, no. He goes, you're not how to make people laugh, right? I go, yeah. He goes, stick to making people laugh because you're going in real estate, you will lose all your money, all this route and well, not only that, right, don't be cocky and think you can jump into a game like that and not give it 100% of your attention.

Speaker 2:          00:25:00       Like people saying they're going to moonlight in MMA. I'm going to have a couple of fights on the side. Good luck with the rest of your life. Thinking out of that shitty brain of yours, cause someone's going wrap a fucking Shin around your skull and you're not gonna remember things too good after that. And then the hardest, I'm sorry, but that is the hardest way to earn a living. So I walked up there, I watch these guys fight and you know, and I was watching, I was watching baseball the other day. I'm watching the world series and you know, baseball, they're athletes, they can hit a ball. You know, you've got to swing the bat perfectly. You've got to throw, you've got to feel the ball and it's, you know, there's a lot of skill involved in baseball but, but when it comes to fighting and you're out there with gloves that are just tiny and you and somebody else is trying to knock your fucking head off and you have to know how to kick punch and Russell so much more difficult, so much more as on lawn, physically, your, your physical health, your playing a game, how much your courage or your mind, you gotta stay loose but aggressive and you're going to be exposed in front of all these people.

Speaker 2:          00:25:53       You're gonna people are gonna see you break, what would you not, you probably are not allowed to even say this cause you, you call the fights. But if, if you had to put, I don't know if it's a fair question, I was you about the stone and Anderson Silva fight or are they gonna fight first of all, do we know? Who knows? I don't know. I'm a, Dana likes the fight. It's a promotable fight for sure. It's a very exciting fight. Anderson kind of hesitant to fight him. I don't believe so. I believe his manager has said some things, but you know, a lot of that is just a, it's a, it's a game. You know, you got to realize that promotion, uh, you know, managing fighters and stuff, there's a lot of publicity involved and there's a lot of, just keeping it in the press is a good thing. Saying the child doesn't deserve it as a good thing. Building up any sort of animosity is a good thing. And then sales people. So yes, she does deserve it. Anderson's where he's going to kick his ass. Then you got, you got a thread going, man. So you can't, he can't be a rube. You've got to look at these things and go listen

Speaker 6:          00:26:44       and sores is a smart dude. And Anderson Silva is a goddamn genius and chill son and is the greatest marketing mind that combat sports has ever known by a long shot. No one's funny than him. No one wanted me to hear that in him. He's a beast. I watched him and I get depressed it, I'm not helping what he said to Brian Stann. He said, he is an American hero and he's going to get a good old fashioned red, white and blue ass kicking. It was so great. I saw, I'm talking about the nuclear brothers. He's on another level. It's talking about the Nogueira brothers. It's like they thought that's possible that they thought it was a rocky [inaudible] interview with a man. He's, he's saying give them a carrot. I brought it up to him. He goes, that happened. He goes, one of them pull this belt off like he's going to take it home.

Speaker 6:          00:27:23       Come on little fella and you know I'm white dude. On top of that. Then motherfucker could fight his ass off. If he was just a shit talker, I would still love him, so I'd be lost. Everything like Sean McCorkle has lost a couple of times in the UFC and you know, or at least once in the o Sing Sha. Sorry Sean for I said one, but he's a great shit talker. He's a hilarious shit talker. I'm like, I like to see the guy back just to hear him talk some more shit. You know, Shell's son and talk shit. Anybody funnier than I am and I'm a comedian. I'm like, Hey, this guy's got, he's figured out how to finish guys instead of just staying on top of guys and punched him in the face. You know, you can win a fight like that, but you know what else you can do.

Speaker 6:          00:28:00       You can lose a fight like that cause the guy survives and catches you in a submission when you're on top of a guy. If you're a wrestler, the kind of caliber of [inaudible] and you're not going to get up, man. The only way you're going to get up as he's going to make it subtle mistake it probably late in the fight. You know, maybe he's trying to finish you off and he gets cocky and you, you get an under hook and you get back up to your feet. But for the most part a guy that can keep you down and if he's got good submissions, fuck, why would he have good submissions? What? Look at the elite level grappling he has. All you have to do is just teach them a few different positions and he'll be elite in those positions as well. And his triangle that he hit Brian Stann with was a crusher dude because Brian Stan was defending the right way.

Speaker 6:          00:28:38       The way to defend is called like answering the phone, you put your hand over your ear and it relieves some of the pressure. But chill, squeeze is so fucking tight that it didn't matter. He did everything perfect. He's he just positional a will, Willa strong gorilla, strong end, mentally tough as fuck. He's tough as fuck and has crack in the past and it's tougher because of it. How about that has quit in the past, had, has done things in the past that he's not happy with and those things motivate him in a fight and much like George Saint Pierre, I think losing and cracking under pressure makes them more dangerous. I really do. When a guy's been humiliated a couple of times and then he comes back and is a fucking Badass. There's a different level of intensity that those guys have. A guy's been humiliated like a George Saint Pierre. There's a, there's an intensity that he brings to the table where this is not going to fucking happen again. That's also on the menu on the menu is I'm going to kick your ass. I'm on. On the menu is I'm going to force you to fight my, my fight, but also on the [inaudible] menu is that Matt Serra fight is not going to fucking happen again.

Speaker 2:          00:29:42       Salesman caught by Anderson and a triangle. Paula filio caught him in an arm bar, but he's a, he's a better fighter than back then. I don't know what's going on. I don't know if its consistency, intensity. I know a lot of his strength resides in his hair and they think sand delicious here dude, he's a, he's a fucking most marketable guy ever. He's a man. He's just, he should have his own right where you can talk radio show when you're a man and you're watching the guy, you're like, Aye. He's definitely the silver back and I'm a backbone. I'll throw fruit from the tree and he's entertaining as hell. Man, he said was saying, Larry, this is great. I'm a big fan of that guy so that's going to be a big fight. The rematch, those, but Anderson right now is recovering from a shoulder injury and that's tricky man.

Speaker 2:          00:30:22       I mean they can take a long time. I came to the last it depending on the severity of Anderson's injury. Cain Velasquez has been out for a long time. I mean he had to get surgery and that's a good solid nine months. It's a very complicated joint. The shoulder. I mean, look at all the different moves that the shoulder can do and think about how loose the tissue has to be inside of there. And if something goes wrong, if there's tears and soft tissue damage or worse ligament rips and things that need, and you got to go back in there and stitch everything up and put it together and you know, possibly even, you know. Yeah. And possibly even have more than one surgery. Yeah. I mean there's, there's people that have shoulder injuries and it's nine, 10 months. Wow. Yeah, it's a long time. So Kane still hasn't come back yet.

Speaker 2:          00:31:03       So he's his junior dos Santos fight is his first fight back on Fox because he's been out for Jesus. It's been to, it's got to be like a year. He beat Brock Lesner over a year ago, I believe. I'm not, I'm not exactly sure when the, uh, the fight took place. He, and my opinion is just, he's the perfect size heavyweight where he's not a giant guy, so he doesn't require all this amazing oxygen, but he's still small. So can move is always that debate about what, what's the perfect size? Because when you got, when you're to 60 you don't have the kind of explosive speed with your punches. He usually got a lot of weight in those arms to when you fill up with blood man, you lose the snap into the punches. He's got great, snapped his punches because he's not muscle balance. Right? He's got a real athlete's body.

Speaker 2:          00:31:50       I mean his, his body is exactly built that way because of years of combat sports. So it's built the exact way it needs to be to perform at the level that he wants to pour it. And with him, the big thing with that guy, his volume, he has the most ridiculous pace of any heavyweight and they never seen a guy with cardio. His ability. Yeah, his cardios was insane. It doesn't make any sense. He's 240 pounds and Africa gives out works Lightweights at the gym at Aka Aka American Kickboxing Academy in San Jose. One of the best gyms in the country, filled with killers, you know, filled with John Fitch and Josh Koscheck and Mike Switch. And all these fucking animals up there and this guy is outlasting them in in conditioning drills. That's unheard of. You're talking about like a Josh Thompson like well those kinds, that's like an elite, elite MMA athlete. You know, like as good a shape as you can get an as

Speaker 6:          00:32:40       athletic as you can get in and to have this fucking freak heavyweight beating them in, in, in exercise drills. It's really kind of crazy. Or at least getting close to them. Heavyweights are traditionally way easier to tire out and he just puts a pace on these guys so you could see them and just can't believe it's real. They can't believe it's real. Like a perfect example. The Brock Lesnar fight was a good example. That was a good example, but there's been a couple of other fights in earlier in his career where you just see him hit guys with this pace. I'm a big Ben Rothwell. That's a perfect fight. He hit Ben Rothwell with this pace that was just ridiculous. It was just ferocious. Everything he did was perfect. Every takedown was perfect. Every side positioning was perfect. Every Hammerfest was perfect because he wasn't touch was perfect. Yeah.

Speaker 6:          00:33:24       It just keeps going six feet, six foot one and Sammy, something like that. It's not a giant guy. Like I said, he's only two 40. Unbelievable. He's not a, he's not a, might be a little, it might be six foot one at the most. I should, I should actually look that up. You can say, uh, he's Mexican, you know his brown pride tattooed on his chest. Somebody. That's how you know he's a bad motherfucker. I write ca and you in a yacht, you know Google and it says Cain Velasquez. That's how you know you're a bad mother fucker. Okay. Not even Canada or California are castration or castration or cat cats

Speaker 4:          00:33:57       or cats. That's what would come up. Mine says catch. I mean you guys, I should just say it now. I'm a cat free. Six foot one six foot one two 44 perfect. Size heavyweight. Not, not too big. Not too small. And if a guy like Brock Lesnar can't out muscle you, I'm so depressed. I'm five 11 one 70 but you always say this but you never do anything about it. I lift weights, dude. Do you do heavyweights? Like did you, do you read Tim Ferriss's book? Did you see all this to shut the shit that he had about gaining weight? Yeah, but I really want to get bigger. You wouldn't be as funny. I know that's a problem. I don't want to spend that much time trying to like work on my body. It's too embarrassing. You would be just as funny. That's ridiculous. But I don't, I don't want to spend somehow, I don't want to spend a lot of time, a lot of time trying to get big and just swamp 10 pounds more muscular, tired, quick, just embarrassing that I don't get tired quick.

