Speaker 1:          00:00          Okay.
Speaker 2:          05:12          Who knows how much fatter now he was holding, he ran last time. Well, I mean, you know, for like the lazy got that push TV gigs. So fat he got so far I cannot vote for anyone that phenomena rock and rolling. I want my Rubio just because he's hot. You know, if we call out Trump that I won't regret it. I don't think that, I think people are silly. So whether or not it's a conservative thing or a liberal thing, I think there's a vast majority of people that aren't not very good at looking at themselves and they're not very good at looking at the momentum of their actions. They just think that they're right because this is what they've, they've been saying for so long. And I think that's one of the most horrific things about these conversations with these women. Get in with you about cause like when, when they're talking about what they think are social constructs, like gender identities and the way people be.

Speaker 2:          05:59          And when you shatter that with the facts, they're looking for some other weapons and there's nothing there and you see it in their eyes, you know? Right. Cause it's not really a debate about the idea itself. It's just not what, it's not. What it's about is gender warfare. That's why people like Christina Hoff summers called them gender warriors because these aren't people who want any kind of social justice as they say. These are people who just hate men. Well they hate men. They want to hurt man. They don't want equality for women. They want to, they want superiority for women. Whether it's architected into the education system or you know, affirmative action or whatever it is. They don't want to quality. They want superiority. And fundamentally, a lot of this, you know, these, these crazy extremist, you know, uh, progressive third wave feminists, today's version of feminism.

Speaker 2:          06:42          It basically boils down to [inaudible] and it takes a gay guy because it's so dangerous for men to even broached this subject anymore. And any man with a mainstream job puts that at risk by even talking on the subject no matter what his opinion is. Um, it takes a gay guy to go on, you know, Sky News in the UK and say, I'm sorry, the facts are not on your side and what you're doing is damaging to women. Um, it's to me really an indictment on a, on debate in our public square that it is so dangerous for a man to even express an opinion on this subject that it takes a fag to go and stick up for, for heterosexuals.

Speaker 2:          07:13          If other men could say this, they would be, but they can't because they would risk their careers. Feminists always talking about silencing. Yeah. People, I see science to men that that is true. There's a lot of doxing and going after people and a lot of, a lot of anger when it comes to all this stuff. But I think what you have in many cases when you see this kind of like disjointed, illogical sort of way of thinking, I think you have people that are assholes that find a cause that gives him the green light to be an asshole. Well, I read about this, you know, I agree with you. I think, no disrespect to any particular church, but I think it's reasonable to say 50 years ago if you were a bully, if you are a sociopath, do you want you to take out in other people?

Speaker 2:          07:53          You want it to Rick harm on the world that you thought would hurt you? Reasonably good way of doing that would be to join the clergy and many and many people did. And I think most of us who are religious, who have religious families know stories like that. These days you're better off getting a job at Gorka. Um, you know, if you want to bully somebody, if you really want to hurt them, if you have some sort of internal chaos or damage and you want to impose order on the world outside because you feel so confused and broken and messy, uh, the best way to do it today, it's become a social justice warrior. Because not only do you get the same kind of status in society the clergy would have done 50 years ago, but you also get media platforms. You get money, you get approval, you got applause. And if you layer on these new tactics of, you know, fake abuse and fake harassment, and you know, these terrible man, you know, these terrible men coming for me on the Internet and stuff, you can make what? A lot of money too.

Speaker 3:          08:40          [inaudible] okay.
