Speaker 1:          00:00:02       Real good experience.
Speaker 4:          00:18:36       You know, it's, um, it's an interesting situation because, uh, I'd love Rhonda as a person. I consider her a good friend. I really like her and I know you do too. And, uh, as a person, I'm sad for her loss that this happened to her. Um, but how home is a great person to, you know, and there are two great competitors and I think ultimately what happened yesterday last night is great for martial arts. You know, and it's great for MMA because even though it was terrible for Rhonda and I feel terrible for her, I still, I feel great for Holly Holm. It's very con very conflicted. It's like I'm trying to figure out when I'm, when I'm interviewing Holly in the inside the Octagon, I'm going in there as a person who cares about Rhonda. It's tricky because this is the biggest moment of Holly Holmes Life. And I want to honor that and I want to go in there and I am genuinely happy for her while at the same time genuinely sad for Rhonda and it, but I can't, I can't acknowledge that I have to be happy for Holly.

Speaker 4:          00:19:45       And not only that, not only do I have to, I, I wanna I want, when I'm interviewing someone inside the octagon, I am trying my best to get them to express themselves. I want Holly to set, I mean this is the new bantamweight champion of the world, Holly Hall, and she's got tears in her eyes and her dad's dad and her husband's there and winkled John's there and everybody's down. It says intense and tense moment and I just want, I want to get that out of her. While that was all happening and I was thinking to myself, what a good person she is because she's a, even though you know, like love Rhonda and I care about Rhonda, like what a good person Holly Holm is, you know, she's, she's just like, you can't help feel happy for her. That's true.

Speaker 3:          00:20:29       It's the, it's the crazy thing about this business that we're in. It's not just Holly and Ronda to every, every, every person that goes in there and competes in the octagon both have these fucking dreams of, of winning and glory and, and world titles and money and all the things that go along with it. And then every fucking weekend when we do a show, one guy or girl moves forward and one guy or girl moves backward. It's, it's, it's a crazy thing in the Holly Holm and her, her, her father, her husband and all the crew that was around her could not have been better. People could not have handled the whole situation, but could it just, I couldn't agree with you more. Such a very, very good people. Um, I went to the hospital last night and I had Joanna young Jane check there. I had Valerie Laterno there and that Ronda Rousey there and I'm walking from room to room going, Jesus Christ, this is a crazy business more man. You know, it's, it's just so crazy. These girls, you know, even even Joanna as, uh, you know, as dominant as she was last night, she was hurt. She broke her hand, you know, she broke her hand. Valerie, what turnover is? Oh my God. Her, I was massive. It, I'm serious. It was the craziest thing that I've ever seen her eyes last night

Speaker 2:          00:21:50       and I was so swollen by the end of the fight, I can only imagine all looks like in a hostel.

Speaker 3:          00:21:55       Joe, it was so bad. So then I'm like, how's your leg? She looks at me and she pulls the covers over and shows me her leg. I've never seen anything like that. It was, I'm telling you that for a little girl is banged up right now.

Speaker 2:          00:22:12       Took some hard, hard shots in her leg and really kept kicking with it. Kept coming forward. She is so fucking tough left on top. So time, the women are tougher than the madman. Women. Women have fucking babies for Christ sakes. They're way tougher than us where he talked with them. Well, I'll tell you, I'm so impressed. First of all was a Latino's ability to rise to the occasion too, because that was the best fight ever fought in her life, or at least what I've seen in the octagon and against Yolana who's a fucking killer. She's so good.

Speaker 3:          00:22:47       See, we always believed in Valerie thought valor was good, big, strong, 115 pounder for that division. Now she's at least going to sit in the rankings where she belongs. You know what I mean? She wasn't ranked number eight. She's, she's, she's better than that. Then she approved it last night. Um, Joann, it's just bucking the monster. Yeah.

Speaker 2:          00:23:07       She's so tough. She's so tough. And Tony is in love with her, by the way.

Speaker 5:          00:23:11       Yeah. I'm in love with the Ohana. If you're listening right now, Johan, I love it.

Speaker 2:          00:23:14       Yeah. They don't call it Johana then call Yohanna. Yohanna. Yeah, it's no age. There's no age.

Speaker 5:          00:23:23       Everybody pronounces it differently, including her. I've heard, I've seen her in different interviews and say her name, toto six different ways.

Speaker 2:          00:23:30       Some of them, when you know, people would start calling a yawn. A champion. Yeah. They call it our champion now. They don't even want to fuck with young Jedd check. It's like you try spelling it. There's three people on the planet. They could spell her last name.

Speaker 3:          00:23:42       How bout she broke her hand and was throwing punches right up until the bell, like she didn't have a broken hand. She's awesome, man. She's a beast. She's a beast and she's arguably one of the most technical strikers in him and made today. I know. She's so good. Without a doubt. And then going back to the HollyRod thing, I mean, Holly and Ronda are the two, the two best in the world on a 35 pound division. Holly Holm fought the perfect fight last night, man. As you sit and just think about it and run it through your head, fought the perfect fight and there was so much going on to Rhonda. Didn't want to touch gloves. Were there all the animosity and the land? We Lady Gaga came out today and said, that's what happens when you don't touch clubs. Lady Gaga should know cause she's been fighting for years.

Speaker 3:          00:24:31       She's been crazy. Fucking Donald Trump. No, that's crazy. That's, that's how big this fight was. When you really try to wrap your head around how big this fight was, Donald Trump, who is running for president tweeted a nasty tweet at Ronda. Tell us, hey, the between, uh, he said, uh, he said, I'm glad Ronda Rousey lost last night. She's not a good person. And to help Donald Trump's plane apparently was pissed because he came out and said that Rhonda was endorsing him for president. And then Rhonda came out and said she was not well, she said she was endorsing Bernie Sanders and she, which is ridiculous cause she's rich. Rhonda, Rhonda, I love you. But Bernie Sanders is that there's a lunatic socialists then yeah, he's going to take your money. Right. You've got too much money. Go with Hillary. Had them hunter post to that. I'm pretty Sanders. We'll take 90% of her wins as soon as he's elected president.

Speaker 3:          00:25:31       He's got some ridiculous ideas about wealth, but I just can't imagine lady Gaga and Donald Trump tweeting about an MMA fight. Like how big this fight was this, this fight broke every record we've ever had from the venue to merchandise to commercial paper view. Um, everything, I mean, everything, the, the, the numbers that are rolling in are astronomical. Holly Holm has, when we just took off, we took off at 1230 in the afternoon. On Sunday. No, on Monday, right? It's Monday and yeah, we just took off at 1230 in the afternoon on Monday in Australia and Holly Holm was still trending worldwide, number one. And the NFL is going on right now. And there were crazy games like green bay lost, uh, again, the, the, the Patriots barely beat, uh, barely beat the giants with us. Last second field goal with six seconds left and Brady drove down the field with a minute. Let Holly Holm is still number one trending worldwide will because it's so stunning because he, you've seen football a million times when the ball goes across the line. Yeah. But he gets crazy. But to see someone like Rhonda Rousey, a movie star, you know, the transcending

Speaker 2:          00:26:44       the world of mixed martial arts get fucking head kicked like that flat lined and blood and the hammer fists like Whoa. Just so stunning. And when I think about Lady Gaga and Donald Trump won, the first thing that I was thinking when, when we're talking about this was you and I had been friends for a long time and one of the first UFC that I came to when we became friends was right after September 11th in 2001 when Tito Ortiz fought Vladimir Matt Yushchenko and you guys went over the paper view. So the, the what, what happened was there was a cutoff of three hour cutoff and when the cutoff hit, the fight was still going on. It had timed it wrong. So then you guys had to give a fuck load of money. I wasn't even working for you back then. Right. I was just your friend and we were hanging out.

Speaker 2:          00:27:33       We were drinking and that you and Lorenzo and frank like Whoa, he lost millions, millions who just like, everybody was like, I was a bad one to, everybody was like, oh fuck at palms over the base who window. So the paper view shut off with two rounds left to the flight. And uh, so people, people want their money back and it was not that many paper. If you buys back then, man, it was, it was so fringe and I had to, I felt a responsibility as a fan to try to support it. But there was no social media back then. It was nothing you could do to support it. I mean, there was nothing I could do. I did. I talk about it in the interviews, you know, I go and do the Howard stern show a talk about it. But that was, they would put them on these fear factor tours where he'd do these radio tours and talk about UFC instead of your backpack. I mean, nobody even knew what it was and it was like, it was so fringe back then. But to go from that to, here we are in 2015 and a fucking guy who's running for president, Donald Trump is tweeting about the results of the fight in a catty way. And I'm like, I'm glad she's not a good person. He is. He running is basically a front runner. Right? Well I think Ben Carson is for the Republican Party bike guy doesn't have a chance. He's a sleeper. I can't even keep his eyes open when he's talking. It's unbelievable.

Speaker 2:          00:28:57       Well, I don't know who has a chair. I think they're both Jeb Bush is probably the more likely candidate. It's like wait for the dust to settle. But just the fact that a guy running for president is addressing mixed martial arts, which, you know, we, we've, we, you and I both talked about that when we first got involved in it, it was like talking about being involved in porn.

Speaker 3:          00:29:17       True. Yes. It's, it's crazy. And, and, uh, again, just last night was massive man last night. It was massive when you talk about it and all those, all the people that were tweeting about the fight before the fight, Rhonda brings in this crowd of people that don't normally watch you, I'm saying.

Speaker 2:          00:29:39       Yeah, sure. Definitely. Well, John Wayne Parr,

Speaker 6:          00:29:42       who is a 10 time world Moitai champion, he's a good buddy of mine. He was at the fight yesterday. He brought his daughter, his daughter's a huge Ronda Rousey fan and his daughter was so conflicted after that fight was over because she's a kickboxer herself. She loved kickboxing. So on one hand, while percent, yeah, she's 12, she's 12 she's, she fights, she fights, she fights, she's good. And last night, great kid

Speaker 5:          00:30:07       felt bad because I was actually sitting right next to her and she got bon on. Come on, Rhonda. Let's go Rhonda. And you know me, I want her to, I'm not going to lie. I wanted to see history get made. I like Ronda Rousey. I like villains. I liked the bad guys. I like an ego. I want her to see history get made. I was that close. And I also know that it's good for Rhonda and it's good for the UFC if Rhonda finally has some competition. And so I was cheering every time Holly Atlanta to punch. And when Holly landed that takedown, I launched out of my seat. I couldn't help myself and I felt sort of bad cause she got con Rhonda Come on Rhonda. But me, I selfishly just wanted to watch history get made and I couldn't believe it when it happened, but I think it was great for her.

Speaker 5:          00:30:48       This 12 year old girl who loves fighting to get the seed that you can do anything, you can accomplish anything with hard work. And we got to hang out with the guy that trained Holly before this. And he said that Greg Jackson. Yes. Greg said that she trained so hard every day that you know, she was almost in tears every day, training hard. And that makes me so happy because it just proves, it sounds like hacky and redundant, but hard work really pays off in the sweat and the tears. That's what it takes to get good at anything.

Speaker 6:          00:31:21       So zero and then such a good point. And one of the things Holly said that was cool at the press conference last night, she said, they said, one of the guys that, did you ever doubt that you could do this? She goes, yeah, I doubted. She goes, there were days at the gym when I had a bad day, and I just walk out and go in my car and cry for 1520 minutes, take an I can't do this. You know what I mean? I, I look terrible in there today. If this is the way I'm going to fight, I'm not going to win. She goes, then I'd go home, I'd eat and relax and I go back at six and work on everything that I wasn't good at two hours earlier until I got it right. You know, and that goes with exactly what you're saying is you can tell physically when she went to the art dot, she was shredded. She had a six pack and I've never seen her hand before. I mean she looked in incredible shape and she was also so poised, even though obviously she was under a tremendous amount of pressure and the enormity of the moment wasn't, it didn't escape her, but she was bouncing around and she would pace and bouts, pace and bouncing pace and bounce.

Speaker 5:          00:32:21       I was watching her during Ron doesn't entire insurance, which is, you know, sitting that close to something that you don't really get to see on TV. That I had my camera, my eyes focus directly on holiday, on holiday the entire time Rhonda was coming out and she was, she was doing five steps, bounce, go the other way, five

Speaker 6:          00:32:39       steps bounced when she was getting, uh, her mouthpiece put in when Rhonda was stepping in. The octagon. Holly was nothing but focus, 100% no distractions. It was amazing to see

Speaker 2:          00:32:54       was a different kind of a focus because it was a girl who's experienced that kind of intense pressers pressure situation before that world title pressure. Like when Batchko Hay was in Brazil and she was facing Rhonda, she had this look on her face before that fight, like she was about to go fight a werewolf with a butter knife. You know? She was just like, oh, I'll put on a brave face. She, she almost knew she was going to get fucked up. It was almost like the enormity of the moment was just like, Ooh, like you can't breathe. Like you ever take a shower, a cold shower, and you can't get, you can't breathe. You just, that's how it looked like. She was just overwhelmed. That wasn't the case with holiday. It wasn't the case at all. She was, she was. She knew it was intense pressure. She knew it was a big moment, but she was prepared

Speaker 6:          00:33:37       for it. She's back again. How great should we do it now?

Speaker 2:          00:33:45       Oh yeah. All right. We'll do this and we'll come back to this. What are we at here? We're at 33 minutes. All right. Listen, Ladies and gentlemen, I know you're like, oh, it's only three, three minutes. How could that be the whole podcast? We're gonna eat. We're going to have a little Vino. Got a little Sharise and we'll be back. Maybe I'll even grab Greg Jackson from the cheap seats. Bring him up here. See it a bit, and we're back around to ladies and gentlemen. I was just sitting there. I was watching Birdman. God Damn,

Speaker 6:          00:34:14       it's a good movie. I got to stop listening to Howard Stern. He was saying it was boring. The fucking movie's Great. It's really good. It's really good. It's really good. Howard was just jealous that somebody successful at the bigger news than, Oh, I get it. The bird. Is that what you're saying? Okay, here we go. Ah, we were just talking about whether or not people get pissed at the, the length of the podcast. Um, they don't, I mean, they do, but they don't, you know, it's like some people do, but that's the UFC, right? I mean, some people get pissed at everything. It's like that about it. We have wheat, wheat. I think we're unique in this era and if you're putting out content, if you putting out a, anything you do in that, there's too many people that have opinions. Everybody can talk to you. So it's hard to sample and get like an accurate assessment of what's going on.

Speaker 6:          00:35:05       It's hard for me to live in a world now where everybody gets to have an opinion. How many times have you guys had to deal with people? Say, oh he's fucking cords or water down. I'm tired of this fucking bullshit. How's this guy's still floating? What is, you have to, you know, especially in this, in this new world we're living, you have to be able to tune that shit out, man. If I listen to the shit that you know, the media or on or some of the Weirdos on social media said, this will be all fucked up.

Speaker 3:          00:35:38       Do you still fuck with people on social media? Cause you used to go back and forth and get angry at people? I don't get angry when I'm on social media. If I'm on there and I'm talking to people, trust me. It's like I'm having fun. I'm not angry. I have time to kill me. And me and a guy called fat boy, you got into it today. It's fat to wait for the morning cause Nate, you call that boy. I said, stick to what it looks like you're good at eating. Um, let me let me analyst. But as one with him, uh, he was saying that now that women are fighting in the UFC, I must be really desperate. Like we're going out of business and I must be really desperate. What's funny is these people and on social media, he says, uh, he says to me, you know, he obviously ripping on the UFC.

Speaker 3:          00:36:30       So I hit him back and I say, where have you been living under a rock? You know, you don't know who Ronda Rousey is a, you didn't know there was a Rhonda Rousey, Holly Holm Fight. And uh, he says, yeah, apparently a lot of people live under a rock. Nobody, nobody watches the UFC anymore. Nobody would, you know, something like that. I said, listen, why don't you stick to what it looks like you're good at eating and then leave the fighting of the day. He comes back and says, I live in the same town. You seem real tough over Twitter. Why don't you come see that? Yes, exactly. Flutter on the size on, I'm easy to find fat boy. Come find me. You know, just like, but I have fun with it. I'm not serious and I'm not, you know, listen, if you say stupid shit and I got some time, I'll play. I'll go with you. I'll, I'll do it. It's fun for me. I'm actually actually called Joel recently and asked Joe what he thought of rose. Do you like rose and Joe also very opinionated. Head does not like rose at all and doesn't, uh, like the type of comedy, I guess. You know the type of people that would row somebody that the front, yeah,

Speaker 2:          00:37:42       I like to watch it, but I don't like to do artistic, this is mine. My personality. Yeah. I'm, I have, I'm very extreme. Either I go to war with you or I'll go to war for you. Either I love you or hate you. I'm not, I'm not ambivalent. So like if I loved you, I don't want to mock you. Ride this motherfucker. This is the number one writer for roasts in the country. He didn't even know he writes. He, he's one of the, like the main writers for all the comedy Central Roast. If you hear like a good singer, I'm not a comedy central roast. It's absolutely brutal. Most likely Tony Hinchcliffe wrote it, but he's got that sense of humor. My sense of humor is not Mike that I, I feel bad if I make fun of somebody I care about and if I don't care about you, I don't want to be on a show with you.

