Speaker 1:          00:00:03       Three, two, one.
Speaker 2:          00:11:19       July 2017. But it could have been an assistant a year prior. I don't know. Yeah, it could have been a couple months a year. I don't know. He had never showed up for that end. Three metabolite for. He had been tested for it. He had been tested multiple times in the programming from wrong isn't the same level, isn't it? Approximately the same Pika grams that exists today in 2018 that were there in 2017. Generally if you look and we can go over these numbers, it, it fluctuates from single digit and never gets into triple digits to mid double digits, so there's some as low as nine Pika grams over that time there was some at 60 pika grams per gram to someone who is a preposterous. It's insane. And you know the. The analogy that I heard early on was, and I think John uses throw a pinch of salt in Olympic swimming pool and I'm like, okay, well that's kind of wrap your head around.

Speaker 2:          00:12:15       Now let's go the other side. Let's talk about something really small that we know of and how many times you have to break down that small particle to get to a pika gram. So one grain of salt and we all know what that looks like. Right? You put that in front of you and you split that and I'd mentioned this week, $50 million. It's actually 58 million. If you split that 58 million times a grain of salt. Each one is a pika gram. I mean it's incomprehensible the detection level and how small that is. It really is. It's crazy. And how many Pika grams did they find in his system? So he's gone from, and I'll, I'll read through it here. So here's, here's since the initial appearance of the n three metabolite, here's what John's tests look like and those Pika gram reading. So the first one was collection date was July 28th, 2017.

Speaker 2:          00:13:05       He had a concentration of ADP programs. Grams. However, let me caution and I'll read something from, from an expert when you get down to these pika levels. And the science is somewhat inexact because it's such a small amount. So the variable, the plus or minus, you know, can be anywhere from 20, 30. I've seen in some instances 50 or 60. So what this scientist name, his name is Larry bowers. Um, he was formally the PSA, the Usada Science director. He's currently retired and independently consults before that he ran an Olympic Olympic Committee, a accredited laboratory at the University of Indiana. The guy's got 20 to 25 years of anti-doping experience. Here's what he, he told me about, uh, you know, when you're, when you're analyzing small Pika gram levels, although the two respective laboratories report a concentration, I would caution against becoming too fixated on the numbers. First, the numbers are really estimates of concentration and probably should be considered a range of about plus or minus 20 Pika grams per ml.

Speaker 2:          00:14:16       And he said the December ninth result would be in the range of John's. So we'll get to that between 60 and 102nd. While the adjustment of concentration by specific gravity attempts to deal with the variability of urinary excretion rates, it is an exact, it is inexact and adds variability to the estimates. Finally, most importantly, science has no clear understanding of the variance of urinary excretion of drugs at ultra trace concentration. So basically saying, look, I mean we have a general idea how this works in science, but and I think in this instance comes to play, be real careful if you're going to be the guy with the pseudoscience out there saying, wait a second, John jumped from 20 to 60 from September to December and that means he readjusted it. What he's saying here is slow your roll on that. That, that it's such a small incomprehensible level that we don't really know what those variances are going to look like.

Speaker 2:          00:15:11       Now I think if we saw jumps and John from single digit eight or nine Pika gram to multiple hundred digit Pika grams, there would be a concern and maybe some re administration, but the experts I've speaking to when you're talking variability of 10, 20, 30, 40, it's not that significant at the peak of gram level, what is the window where this longterm metabolites starts to express itself? Like what you said, there's short term and there's medium term. This is the long term. How long does it take for the law? That's a good question. I don't have the answer to that and may be bank cubs report here and I would encourage those that are home, you know, playing playing scientist at their computer, a, the Journal of steroid biochemistry and molecular biology, a Rut, chink of rights, report detection and Mass Spec spectrometric characterization of novel longterm to hydrochloric method, testosterone metabolites in human urine.

Speaker 2:          00:16:07       I'm not sure when that longterm metabolite, how long it takes to to show up. Here's the problem though, with this substance. He did a real brief study. My understanding is administered it to himself. That's the only study that exists. Oral Terenna Ball Dah, cmt to my understanding is not approved for use for human consumption consumption anywhere, anywhere in any country. So you can't have clinical trials ethically in the medical world because it's not legal to give this to human beings. So, you know, we're, we're already kind of behind the eight ball here and that, you know, as compared to other substances where you can do clinical trials because they're readily available by prescription or whatever. The substance is not. The substance was created by the East Germans in the seventies and eighties. And was part of their state sponsored doping program, or they were doping their athletes. Can you correct me if I'm wrong, but I believe what I've read is that this is particularly effective when people are cutting weight.

Speaker 2:          00:17:08       Yeah. I mean, is that true or is this just more. I don't know about that. I think some may be confusing Torenna ball with oral Terenna ball. Two completely different substances. Actually. Very important. Yeah. There's, there's very different effects on the body. There's very different windows in terms of detection time. Explain that. Yeah, you gotta be really careful in this world of performance enhancing drugs. There's names that are interchangeable. There's different, you know, chemical names where you change a little bit of that chemical name. That could be me. And a completely different substance. There's instances where the chemical name is different, but the substance is actually the same. So when trying to compare two substances, you know, make sure if you're at home

Speaker 3:          00:17:50       doing that analysis, you're comparing the right ones. Straight Terenna ball is different than oral to rentable. What is the difference? Uh, yeah. I can't tell you, I'm not as familiar with Terenna ball other than it's not oral to rentable, so, but there is a difference in terms of the detection window. Yeah, there would be, I mean, different substances create and throw out different metabolites and different substances have different detection windows. So I haven't done my study and research on straight to rent a ball other than knowing it's different than the substance here. So, uh, Gregory Rich hank off, that's how you say his last name, right? He was the only guy to do an actual verified study. Correct. Now has this study been, is it been peer reviewed? Yeah, I mean it, it's published in the Journal of steroid biochemistry and molecular biology. So in order to get something published it needs to be peer reviewed.

Speaker 3:          00:18:40       So it's hasn't been replicated anywhere. Not that I'm aware of. No. So it's just. So we have one study which is really fascinating. So we know that, first of all, we know this is an effective steroid. We know it works. Yeah. The East Germans I think showed that they wouldn't be a, have been using it. It's not a difficult, it's not an easy, easy substance to get ahold of. Look, when it's not approved for use anywhere in the world, um, it's only available on the black market, um, so you'd probably have to go to China to get it manufactured or you know, research chemical supply company that's not supposed to be provided to, to humans. Now, I'm certainly not attributing this to you, but there were rumors. This was one discussion. Was that one of the possible ways he could have ingested this? Um, and the speed very kind.

Speaker 3:          00:19:27       John Likes to party. Okay. One of the things about partying as people do cocaine, and one of the things about cocaine is sometimes cocaine is cut with creatine. One of the things about creatine is oftentimes you're buying cheap creatine. I spent like one of the things that we've had with on it on, it's our, our products are all third party verified, but in the initial goings, when we tried different manufacturers, especially for Alpha brain, we found there were other trace elements that were in Alpha brain that weren't supposed to be in there. And it's because of the vats that they mix these things up with and one of the things that we had heard was that creatine oftentimes is made in the same place where they might be making oral Terenna Ball, they might be making antibody, they might be making a bunch of different things and trace amounts of this stuff can get into the creatine and they use creatine to cut cocaine with, is this, is this possible or am I just. Yeah, it's. It's absolutely a theory. I don't know. I, I, I can't sit here and say that happened, but I will have heard similar things. I have heard some more things. I know for a fact, based on my previous career, I worked closely with the DEA. I was with the FDA. I worked cases involving street distribution of recreational drugs including cocaine. I know for a fact that creatine is one of the most common substances that cocaine is cut with because I look some more color, some more feel. So getting back to

Speaker 2:          00:20:47       Mclaren's arbitration decision, I mean this is publicly available records so I'm not saying anything new but it Mclaren addresses at least John's lifestyle around this time and he says the athlete openly admitted to Usada that prior to and for a period of time after the reporting of his second adverse analytical finding on July 28, 2017, the athlete used illicit so called street drugs including cocaine. Now for me to sit here and say that's where it came from. I don't know that he's talking about the athlete admitted that prior to and for a period of time after the reporting of his second adverse analytical finding on July 27, 2017 admitted. So before that test and sometime after. Okay. So does that make sense though? If it's cut, that's what were the source of it is? Does it make sense that that would show up as a longterm metabolite?

Speaker 2:          00:21:45       Doesn't it need a long time in the body to digest or do we not know enough about the window of time? Yeah. I don't know if we know enough about the window of time. You know, my, my theory and looking at it is even if there's a small amount of the oral Terenna ball in that it's going to for a period of time, show that parent compound at a small picogram amount in the short and midterm metabolites in the small Pika gram amount. We have never seen those in the history of Johns testing. It's only this longterm metabolite. So that may be indication that it occurred. Maybe even prior to what we're talking about here. Is it something that could be accentuated in some way by the weight cutting process? I absolutely think that could be a factor. Um, there are studies not necessarily with this, but another substance clomiphene and look, I want, while I'm cautioning people to be careful about comparing different substances, the commonality between Clomiphene, which there are multiple clinical studies on because it is approved for use to be distributed to humans and oral Terenna ball is they're both chlorinated so they both contain a chlorine atom on the molecule and there is a recently published study on clomiphene and its excretion rates again, for those at home that want to look it up.

Speaker 2:          00:23:10       The study was published in the endocrine society publication. It's pure reviewed. The name of it is hpt axis effects and urinary detection following clomiphene administration and males. So what they did is they basically, you know, got a group of males, um, gave them a one month cycle of clomiphene, you know, I think 25 milligrams a day and then had them get off and then continue to look at the urine up to 261 days after. And what you saw and what you see in this study is that pulsing effect. So, you know, I'm looking at some of the study subjects here. Um, subject one on day one, 21 still showed 147 Pika grams of clomiphene day one, 28 showed 174 pika grams. Day One 35 shows nothing. He's below the minimum courting a reporting limit. And then day one, 49 is back up to 2:36. There are one, two, three, four, five, six out of I think 12 subjects in that study that showed this pulsing effect of this chlorinated substance coming and going.

Speaker 2:          00:24:24       Again, you know, it's, it's different than oral Terenna Ball, but it has that common factor of being chlorinated in this study. They do talk about, um, a fat tissue called the, let me look this up and make sure I got this right. Adipose tissue, this is fat that surrounds the internal organs. It's one of the last things that the body burns when it's going, you know, starving itself and going to fat. It protects those organs. But yeah, you look at these, you know, extreme weight gains and cuts that the UFC athlete goes through. I don't think you're going to find possibly another human subject anywhere that goes through putting weight on, other than maybe that I don't think Olympic wrestling matches with an MMA fighter, um, goes through, at least in my experience over these three or four years talking to those in the Olympic world. I think we're at the extreme and it's something obviously we've talked about before.

Speaker 2:          00:25:17       We're trying to curtail, but you know, there's, there's clearly never been a study for anybody who dehydrates and readwrite hydrates themselves to the extent that some of our athletes do. You could never find that would never be anybody with any ethics that would support a study because some of that dehydration exceeds World Health Organization standards. So there's no studies out there, you know, on this stuff. But clearly, you know, looking from afar I, I'd say that it likely has some impact over what's being released by this adipose tissue. We should certainly talk about that in the future, about the week cutting aspect of it. So the, but this adipose tissue loss at extreme weight cuts could potentially be the reason why this stuff is excreting itself. It's, it's definitely a theory out there. What about microdosing? So here's the thing with microdosing microdosing has done with endogenous substances, so only test it.

Speaker 2:          00:26:12       Well, I mean someone could try it with something else, but the reason you microdose with endogenous substances is there already produced in the body. Right? So the theory of, okay, I'm going to microdose oral terminable, well, oral terenna balls still producing these short term and longterm metabolites in theory, whether you're taking 100 milligrams or one milligram of oral Terenna Ball, those excretion rates of those metabolites are still going to be consistent. They're going to be in a much smaller, lesser a way to those excretion rates. Is there a way to mask that in some way? I'm not aware of any. Go ahead. I'm sorry. The only study we have is Gregory, correct? That's it. Correct. But you know, just taking it from a common sense approach. It's certainly those that know about micro grossing, know that you microdose with indogenous substances, things that are already appearing in the body so your body knows what to do with them, knows what to do and you're fooling, you know, not only are these metabolizing and there's no metabolites of them, but you could also be fooling the biological passport.

Speaker 2:          00:27:16       That's the concern I think and why people microdose. So you saw it as looking not only testing for specific substances, but our testosterone epitestosterone ratio is going up. They're looking at at blood values, how many young red blood cells, how many mature red blood cells. So microdosing and those two areas wouldn't set off alarms in the biological passport world. Um, I've never heard personally of microdosing of exoticness substances that are not found in the body microdosing. And my understanding is done with things that are endogenous body for people that are not familiar with this terminology, we're just talking about microdosing performance enhancing drugs because a microdosing in today's world is a very common thing with mushrooms and Lsd and a lot of. I mean, I saw a ton of microdosing in the cycling world that was tested for testosterone epo, Hgh, all those natural occurring in the body.

Speaker 2:          00:28:11       And so they don't produce any really a red flag metabolites if you do them at very, very small levels, they'll, the parent will clear quickly not produce any metabolites and will not throw off the biological passport analysis. Um, is there a, what you mean when Victor Conte came out with a clear and all that stuff with bulk? Whoa. They were fooling people. Is it, is it, I mean, one of the things we've talked about before is that it's a constant race to try to keep up with more advanced cheaters. It is. And you know, what's interesting in this, I mean, without to talk to you and maybe the first time we did talk a couple years ago, um, it's come a long way from them, but clearly if I've ever talked to you 15, 16, 17 years ago when I got my start in the anti-doping world, I would have told you definitively the testing is way behind what's being used out there.

Speaker 2:          00:29:02       Um, they were testing, able to test to multiple nanogram limits. That's as far down as we can go. Now they can go down to single digit Pika Gram. There's another professional sports league out there that recently had a one pika gram and three metabolite case. I mean do the math coming down from, you know, four or five nanograms, which used to be the lower limit now to one Pika gram 10,000, 20,000 times. I am almost under the theory that the pendulum has swung maybe a little bit too far in the other direction and that, that certainly is part of my job to the UFC. Look, I want catch every intentional cheater that's out there. I want to make sure we have a rock solid program. Use all the latest and greatest, you know, um, techniques to do it. But I also want to keep an eye on it to make sure it's being administrated fairly.

Speaker 2:          00:29:55       And when you're getting down to the detection of one, you know, single digit Pika grams. I have a concern that what kind of level of sensitivity we're talking about. Are we going to talk about environmental contamination where you walk through a room and somebody has just opened a container of something and there's, you know, minuscule powders in the air. There are documented cases that some of the regularly prescribed prescription drugs, specifically, um, diuretics are getting in water supplies in some areas. You know, you get a lot of old people on them that flush their old pills down the toilet. There's documented cases of it getting into the water supply and being detectable at that peak of gram level. So you've got to be really, really careful about that. And I think, you know, this case exemplifies that you saw it and really the world antidoping agency world and community are aware of that.

Speaker 2:          00:30:50       Um, you know, with greater sensitivity and testing in my opinion because you know, makes greater responsibility to be objective and look fairly at what really we're doing here when we're detecting in that small amount. But this, this test of John's where he's testing for the same level of peak of grams today as he was in July of 2017. Is it safe to say that this is unprecedented? Repeat that again, that John's test for the same levels of peak grams of these metabolites in 2018 that he was testing for in 2017 with this is unprecedented. No, the answer's no, so maybe unprecedented in the UFC program, but what the United States anti-doping hhc did over these last five or six months as they reached out to the science community outside the scope of the UFC, they reached out to other professional sports organizations. They reached out to other to laboratories and what they were seeing was multiple instances of this pulsing effect where over time you would see a reading.

Speaker 2:          00:31:59       The next test it would go away and the next time you'd see that reading again maybe back up to or even above this much time was correct. Yes. So you see that in the. In the clomiphene study here too, I mean almost 260. They stopped the study, what it was still appearing and Pika gram levels in some subjects and they stopped the study at 261 days and you see those numbers. I was reading to you see this one subject at one 74, he's negative the next time and then he pops up to two in the two hundreds after. So it's actually more than the time before. Again, apples and oranges, different substances. But the commonality here is chlorinated substance. So is it safe to say that this is an emerging science and that we're still learning and understanding this as we go along? Absolutely. It, it's still very young.

Speaker 2:          00:32:49       Look, the first, you know, the 1984 Olympics in Los Angeles were the established the first drug testing laboratory by Dr Catlin. Um, so really, you know, in the scope of science going back to the earliest days, then they're talking about, you know, what, 30, 30 years, 30, 35 years. Um, again, when I started off in this 16 or 17 years, the science still wasn't good. They were unable to detect anything in the Pika gram level. Um, again, for, for reference. Very interesting. So the water, the world anti-doping agencies accredits laboratories across the world and they have certain standards that those laboratories must meet or to retain that accreditation. Um, and keep that accreditation so they have a technical document called the minimum required performance levels of their laboratories. So would they tell the laboratories as you must detect these substances down to this amount? If you can't get them down to this amount, then you can't have an accreditation from water.

Speaker 2:          00:33:51       So the class of substances that oral Terenna ball would be in, um, which would be other anabolic agents, the required minimum level that they must detect two is only two nanograms. So look, why did he even says, as long as you can get to two nanograms, you can retain our accreditation. Well, what's happening is an arms race in these laboratories. They're saying, well, the twos, the minimum standard, but I can get down further and you know, these are private entities that are looking for, for customers. So to be able to reach out and say, well even the law tells us to is as low as we need to go. We can go down to one pika gram. I think in a sense, maybe you need to slow the reigns on that a little bit. That we're getting too far and too sensitive of a level of detection when it comes to implementing a fair program because you can't determine where a pika gram ca came from.

Speaker 2:          00:34:48       You could be breathing again, contaminated air, drinking contaminated water. It gets real dangerous when you get down that low. The how does this reflect on past suspensions? This is what when you deal with someone, look, let's bring up Frank Mir for example. Didn't Frank Mir also test for oral turn a ball. Okay. I want to get back to Frank Mir, but let's. Let's go back to John and this instance and why you saw that has come out and said, look, this is not a violation. So if you go to the water, the world anti-doping code, there's a section 10 point seven, point four, point one are UFC program basically mirrors that and we're bringing that up on the screen there. So for purposes of imposing sanctions under tab 10, point seven and anti doping rule violation will only be a second

Speaker 3:          00:35:38       violation. If the anti-doping organization can establish the athlete or other person committed the second anti-doping rule violation after the athlete or other person received notice pursuant to article seven, etc. This is what's known as a double jeopardy clause. Be sancTion guy tests positive for something and if he's test positive for the exact same substance that is still in his system a year later or whatever the amount of time is, you don't include that as a new positive test. One more thing has to happen. Science has to determine that there hasn't been a real administration so test positive for the same substance and science says, based on all the numbers we see, there's no evidence of any readminister ration and the non evidence of the administration is the lack of short term and medium term can go and never ever. And john cyran issue though that this is only one test that gregory would cenk [inaudible] test is the only study that showed that these medium and short term metabolites exist.

Speaker 3:          00:36:39       It it's the only study, but I think then if there's only one study, you have to go to anecdotal evidence. Right. Do studies on ufc employees because they'll do it. Oral to rentable is illegal to distribute. Go in any country throughout the world. It's really legal. Contracts go. They just let you do whatever you want to do. I don't know, maybe we can look into that, but shelby maybe up for that. That's the reason for living there. Um, I, I, I, I have a problem with that in that we're relying on one study. This seems to me to be like a critical thing that could affect. I mean we're, we're, we're hoping and we're, uh, we're putting faith in this study that this is the only way that these metabolites express themselves. Is it possiBle that, what, that, theSe, like you see what the pulsing effect that you see positive effects and negative or positive results and negative results that these short term and medium term metabolites don't always express themselves and that what we're considering a longterm metabolite could in fact just be a metabolite.

Speaker 3:          00:37:49       Yeah. I mean I guess it's possible, but what do you, are you going to sanction an athlete again because you know, potentially it's possible. And then the theory of the universe, you can't do that. Let me read to you real quick what, what these experts came out at in terms of administration. So Dr. Daniel eichner runs the salt lake city. It's called a smart sports medicine research testing laboratory, or myrdal. They're one of two water accredited laboratories in the United States. You have the one being at ucla, um, again, one of the most respected minds in anti-doping phd, chemist, I'm his answer in terms of readminister ration. Um, was this. And you very rarely see scientists at his level talk in a absolute in absolutes. There you go.

Speaker 2:          00:38:36       And here he says, there is no evidence that dah cmt has been readministered that's in writing to us. So very definitive on that. Um, you sought as science director. Now danny daniels independent even of usada. So those who criticize, hey, you saw it as in bed with the ufc. Daniel lackner doesn't work for usada. He runs an independent laboratory. Usada send samples there. The nfl send samples, they're major league baseball, send samples there. The ncaa, he's independent, owns his own laboratory. Um, usada also put out a letter to us in, in writing, um, upon careful consideration of the very low concentration of the dh cmt longterm metabolite and Mr. Jones is sample and taking into account the human pharma kinetic characteristics of this particular longterm anabolic steroid metabolites, uh, based on data to which you saw it has access to and in consult, in consultation with scientific experts, some of whose opinions are enclosed, you sought as concluded consistent with prior residual amounts detected.

Speaker 2:          00:39:40       And Mr. Jones sample that the presence of dh cmt longterm metabolite is consistent with residual amounts from exposure prior to July 28th, 2017. I'm, look, I'm, I'm not an expert. I don't profess to be, um, my background's in finance and accounting. I traced the money back in the old days, but I know who those experts are out there in the world and these are them. Um, they're my putting these things in writing, putting their reputations on the line now and forever going forward. Um, they're never going to do something like that because you know, the ufc pays you saw to administer our program or because jon jones is a popular fighter and they want to see him fight this weekend. That's just not the way this world works. Of course in in fact, it works the opposite way. There would be a great benefit if they could catch him cheating. Absolutely.

Speaker 2:          00:40:32       And you know, historically experts like this are very, very conservative when it comes to talking in absolutes like this. They don't normally do it. In all fairness. The real question is guys like you and me because we are ufc employees so we can handle this fairly and get that argument, you know, and I saw that left and right that hey, jeff and joe are paid by the ufc. Of course they're going to come out in this way, but look, all these things that I'm reciting today ever do that in regards to cheating, I wouldn't either. I've, I side with the ufc and a lot of things because I support the sport and I want it to excel. I don't side ever with cheating. If I think that there's some way somehow that someone is given an unfair advantage and this is somehow being covered up, I would rather not work for them.

Speaker 2:          00:41:18       Joe, my, my seventh, my last 17 years of my career, my, my, my, you know, everything that I've worked for is to protect the rights of clean athletes and to eradicate cheating from the sport. I can't tell you how strongly I feel about that given me everything in my life. My dad was a high school basketball coach, um, it paid for my college and scholarships. It, you know, at least the good characteristics in me I can all trace directly to sports and entering into the equation the issues of breaking the rules, the issues of the health and safety aspects when you have young. And I talked to many parents whose kids use steroids because they saw the professional athletes doing. Entering that into the body when your hormonal levels are already out of control is very, very dangerous. Both short and longterm. Can't tell you how passionate I am about this issue.

Speaker 2:          00:42:09       And those out there that are saying that I'm corrupt and my reputation is out the window, I would never ever in a million years listening to those people. I mean you obviously you have, but you can't listen to those people because they want to find things wrong. I'm. One of the things that I've said about you is you're a guy who loves to catch people cheating. You like it, you enjoy it. That's not true, man. You do. I don't mind if someone is cheating and you catch them. well, you know, in the ufc program now with what we've established here. Absolutely. Back in the old days, and we've talked about this. Look when you had in baseball or in cycling, no testing going on. Literally the Organizations were looking in the other direction. I've often said that, look, I don't agree with what they did, but there's a portion of me and that's why I think a lot of these athletes respected me and share that information.

Speaker 2:          00:43:00       There's a portion of me that said, I don't agree with what you did. I'd like to think I wouldn't make the sand decision, but I damn well understand why you did this. You're fighting for millions of dollars in contracts, you know, your teammates are doing it, you know, your competitors are doing it and you know, you're professional sports organization doesn't give a shit because of the weakness of the testing program or total lack there. Uh, So in instances like that, there was, I never came away saying that guy's an idiot or an asshole for choose. And I came away saying, kinda get why he did it. If I was 21 or 22 years old and immature, I may have made the same decision. Now come into our program here where you have an organization that cares very much, that spends multimillion dollars a year. This program has done nothing but costs.

Speaker 2:          00:43:44       The ufc money costs us money and how we implement the program costs us money on canceling fights. Anybody who thinks moving this fight to California is that a financial benefit to the ufc is crazy. We're taking a bath on this one. People really do need to understand that the ufc decided themselves. They self imposed usada as say, sanctioning of fights. Correct. Nobody forced us to do that, so this is a. This was a big step in the right direction of trying to make the sport cleaner because we recognize that first of all, there was some legal stuff with the testosterone replacement therapy that just threw everything out of whack right where it was. Essentially it was sanctioned. Cheating. I mean, let's be honest about what that was. it was. It was clearly a my understanding being manipulated. Yes, very easy to manipulate when you get permission to use any prohibited substance like that.

