Speaker 1:          00:00:13       Yeah,

Speaker 2:          00:04:41       It's fine. So tell me about your book man. Not Afraid, uh, on fear, heartbreak, raising a baby girl and cage fighting. That's an unusual combination of things. That's what makes it interesting. No, I mean, to me these was um, oldest stuff I've written so far. What's going to have more Fritos, Alfie, cutting nature, DC's a bit more personal. These is very much um, my life. It's sort of divided up into three parts. The first part is about dealing with Fiori martial arts and he's kind of like my experience. Self stumps with the testing. The boundaries are getting crashed. Try again to find a way to make a deal with the skating feeling of when you have somebody coming in at you always been training for the last few years and wants to take your head off and you're like, shit, this is a little intimidating. There's all the pressure of people watching you.

Speaker 2:          00:05:30       The idea of getting fees if you fuck up and getting fuzzy, cuddly dominated by another man, which is never a fun feeling. That kind of shift and so that's that part. But then to me that fire just serves as a spring board for the other stuff which is about. That's good age when you are on the match when you're in the cage for that stuff. But what about the rest of life and in this case, you know, part tool deals with what happened with my wife, you know Betty Quique, a guy, all of a southern. What the fuck is going

Speaker 3:          00:05:58       on in your bodies are falling apart, diagnosed with brain tumor that within six months from the time the first scene Don came up. So it was really quick, really harsh. When will the stuff that you may imagine with debts and then the power three sort of, okay, now what you know, what do I do with it now and life afterwards when when my wife died, my daughter was 19 months old, the old, this shit was happening as you might imagine, and so it's like in some way that the story elements kind of go together is like the martial art part was circled for water mop in terms of learning some things that then I would have to apply on a much bigger, more important scale in day to day life and then you know, when shit hits the fan and then afterwards would. That changes my attitude about sayings, my life overall and, and you know, when I was talking with publishers or regionality, they wanted a nice pretty arch or you start out as the scared we wimp and then you discover the secrets and then you'll come back and Yardi, fearless guy will go through life without fear.

Speaker 3:          00:07:01       And that's bullshit. I mean it's. I like to sell it that way. That would sound cool, but I'm not in the business of bullshit in my saddle for anybody else. So I'm like, it's not the seven steps to get rid of. Fear is not that stuff. It's a, to me, my experience self dealing with fear, he's a fucking constant battle. You know, it's like you wake up a, um, you woke up one day and maybe you will learn to deal with it. The zero point zero one percent better and that's a win and that the next day a tto again, and you have to deal with it again. Like for me in particular, what afterwards, what happened is the reality of realizing that everything is fleeting. Everything can be taken away from you. Everything you care about can go in the snap of a finger. That really freaked me out.

Speaker 3:          00:07:48       You know that I use one thing to know it intellectually is one thing when it hits home for real. And so once in a while, you know, I left my days when I'm totally fine, I feel strong, I feel great, and then all of a sudden will hit me when the thought of men, everybody I love will die. There's, I've limited control of what's going to happen in my life. Everything I care about can be taken away from me in a second shift. Welcome to your day. Now deal with the next 24 hours is like savvy. And so dealing with that aspect, finding ways to and you know, and then I find a way to do it. And then a month later we'll hit you again. And maybe because you found a way to do it before he actually delay.

Speaker 4:          00:08:28       But don't you think that's everybody? There's no one. This is a false narrative that someone's figured out how to get rid of fear. It doesn't exist. If you have no fear, that means that you're not experiencing any danger or anything unknown. And somehow or another you're a mortal. Yep. Because if you think about the consequences of death, you're going to get nervous. You're going to get afraid if you're taking any sort of risks or chances, you're going to get nervous. It's part of being a person. Part of it's part of what's fun about getting things done in, in succeeding is knowing all the mental roadblocks that are in place to keep you from being successful big time, and that's the way today. They affect everybody. So to me, this is just, you know, these, these, my experience, but he's like, it's not that I have any illusion that a, I'm fighting battles that are unknown to other people because the reality is that everybody has shit to deal with.

Speaker 4:          00:09:19       Know every body has horrible things happen to them. Every body and you know, horrible may Vadie for one person to the next. You may be slightly luckier than the next guy, but the reality is that everybody deal with it. So the question of how do you deal with it? What are the things that I help you get the job done and which ones? That's one of the great things about martial arts, the dealing with the fear and the pressure and stress of training. It helps mitigate some of the pressures and stresses of everyday life. That's. That's exactly. That's why, you know, when I went to some publishers initially, they were like, ah, you know, the, your wife life. After we got that part about what the fact is, martial art I've had to do with data. I'm like, and it says everything to do with it, you know, because those are the same dynamics, but I get to train them in a safe space, know martial art contest and then you apply them to the real game.

Speaker 4:          00:10:06       I'm the big girl scaling. It's a controlled space and in terms of it's going to happen at 8:30 on Tuesday nights. You get in there, you know, it's like you can prepare for you eat for you, make sure you have your meal is digested in your stomach before you get there. You have a cup of coffee before you get to the gym. You stretch out, you prepare yourself and then you go through it. But, but in doing that it, it definitely helps. You know, I've, I've had so many twitter messages and facebook messages and people that I meet after shows that told me that they started Jujitsu after listening to this podcast and it changed their life and that it helps them so much and deal with pressure and now in pursuing a health, a healthy lifestyle. Like even guys like Anthony Bourdain who was in his fifties, I believe he was 58 when he started Jujitsu, the eight, 58, 57 or 58.

Speaker 4:          00:10:54       Um, he was a lifetime smoker. Heroin user, I'm like pretty much like abused everything. Alcohol, everything now is way more healthy. He's off. I talked to them off statens off of high blood pressure medication, lost 30 pounds just from training, eats healthy, still likes to party it up a little bit. A little bows on. But I'm, the guy looks great. He looks great and he's obsessed with Jujitsu and he loves it and it's sort of transformed his life. You know, his wife is a phenom. Yeah. So I saw she's a beast. She trains every day. I mean, she's essentially, I mean she's, that's her life. Her life was training. She loves him and uh, it just got them, it got them. She said that she talked him into doing it by promising him narcotics, which is one of the most hilarious stories ever. She said like, if you, if you come to train with me, I'll give you some vicodin. I'm in Nice. Well he's the one of the few guys

Speaker 2:          00:11:54       that has been like a self professed junkie but was not only able to kick it, but you know, still get high, still drink and obviously doesn't have a problem. It's very healthy. It doesn't do anything when he's at home and you know, when he's on the road in filming a show and the fillings done and he'll, you know, have a few drinks or even while filming, you know. But uh, it's not like he's got a problem. It's definitely is now a problem. I've hung out with him. He's, he's, he's healthy. Hey, that's as good as it gets. You've got to fire tea without paying the price. But it's amazing because everybody has this idea where most people that are in recovery that you can't do anything right. It was very few people I know that we'll do something like, I know a few guys who had alcohol problems, we'll smoke a little pot, but uh, or, you know, do a little mushrooms every now and then or something like that.

Speaker 2:          00:12:40       But he's one of those guys that he'll, he'll do everything other than the heroin. You know what I mean? If you can do that, I think he's everybody's psychology psychologist. Different. Some people, once they opened the door a tiny bit, right. Can Tell Dan I need to open it all the way. I kind of stopped. But then if you know your, that kind of person yet, then don't open into tiny bits then you shouldn't. But if you are not, then what the hell is wrong with enjoying a little bit if it really does. I think it depends person to person. Some people can do it that other people have to go cold Turkey or they can't. Yeah, that's definitely, that's definitely true. It's um, it's just cool to see someone do something positive always is because it gives you. Inspiration is a real fuel for human beings.

Speaker 2:          00:13:21       When you see your friends or someone you know that you like and they're doing something that's really transforming them and helping them, it fires you up to. Yeah. I'm like the biggest way and every time I see you're the cheesiest the speciation of do I start crying like a baby. I'm like, move it. It's everybody sitting. Go like that to such pitch. I don't cry over sad shit that much though. It's weird, but it's. My cat died. I didn't cry. I knew I've had her for 19 years. I didn't cry. I felt bad. I felt sad, but I felt like, well she lived a great life and she was a cool cat. The but um, it's not like if something cool happens, something cool happens. I'm like, wow, you know? Yeah, I'll have the same thing, but it's like, I think it would be like, come on, can I afford it? That's what a bitch. Where does chrom hang out? These colleges having another. He has a different place, right? I forget where it is. They mix the toppling Balaji's though. They played Lewis, but yeah, I don't remember what crumb, where chrome hung out.

Speaker 2:          00:14:26       Civy already human heads. I was giving me a hard time on twitter the other day and it just for a Goof, he was spelling was so atrocious. I was like, oh my God, what does this go into? Like I love it when people get mad at me over. It was like a Ted Cruz posts. He got mad over a. So I went to his twitter page and uh, I was just reading these posts about him looking up into the heavens. Wondering what, you know, what God is like living in the clouds. Like this motherfucker serious. Like, dude, we could. You could drive a fucking plane through the clouds, asshole. All right. There's nothing up there. That shit was back when people didn't have planes right now that we have planes. You can't say that. God's right up there, man in the closet. No, no, no. Fucking southwest is up there going right through the clouds with a jet and they give it out. Free. Peanuts.

Speaker 2:          00:15:21       Peanuts. EBC Dog got docking trying to avoid the planes. And Tim it, these Ted Cruz motherfuckers are scary. They got a little victory under their belt and Iowa and they're doubling down on the Bible readings. That's scary to me. Oh, that fucking guy. Then we'll kind of take party socks, but that I probably come parked has gone so far off band that is just downright nuts. Well, did you ever see that guy tweeted a quote the other day from Barry Goldwater were barren, cold water back in the fifties. It recognize that there was an issue with preachers and ministers in getting involved in the Republican Party, that they would ruin it. I know. That's the scary thing is that you'll go back 50 years to the guys work when see that are not Kansas back in the day and they would be considered moderate centrist today. They'd be like, oh, Barry Goldwater. What the reasonable voice. He would always. He was the one that was warning against it. Right? But no, exactly. That's what I mean. He's like, he had some positions that were three men, but he will set a bunch of others that were very, very reasonable the way it made sense, you know, and today he will be seen as fucking liberality.

Speaker 2:          00:16:24       Yeah, it's a, this, these are strange times where it's the most, it's kind of strange because this is the most advanced, uh, as far as our ability to access information. It's never been like this before and as far as our ability to access studies and find out the actual real scientific facts about certain things. But this is like, it's more important now to profess a love or a belief in God when you're running for president, I think, than ever than ever. You have to say it. Like everybody has to say it. Yeah. There's never been one sad guy who could just skirt the question and not discuss it. You have to go in and believe what I believe or not believe what I believe because I'm about to give you not want to make sure that is like, I thought I just stay away from the political discussions because they are.

Speaker 2:          00:17:15       There's no point in the weekend about zero point one sec when it becomes, fuck you, fuck you. And it's just there's not even a. yeah, there's not even like I get it. If we had to eat our school and through oversee, okay, that can be fun. It can be interesting to hell. We can even let her for some stuff from each other, but that's not even that point is just pure crazy extremist insults back and forth and I'm like, just as my all time favorite election all time. Oh, it's the stupidest yet. Is the shittiest choices. The least inspired candidates. This is the best one for me. This is the best. That's the only thing. He had a whole show going on about

Speaker 3:          00:17:50       how happy he was that Donald trump was in the race for the entertainment factor that does it because he was sick. He was making a good point because they say look, like in the primaries, for example, in the Republican primaries, the game is you have to go zero point. One millimeter more conservative than the next guy when the primaries, but you don't want to go too far because otherwise you lose the janitor of the lecture and you have trampled steps in and it goes like 20 yards past everybody else. Everybody else is like, shit, if I don't follow you, but lose the primary, but if I follow him, I'm done in the general. So that was having a blast with that. He was laughing. Which episode is a. is a common sense or is either. Why not? Maybe after the first Republican debate, that's what he was.

Speaker 3:          00:18:30       God, I got to go listen to that throat. I mean, that's. That's the way it is. Well, Donald Trump has nothing to lose. Yeah. I don't think he really wants to be president. I really don't think he does and I think that's why he's so outrageous, but I think along the way he's kind of fucked himself because this is what people have been asking for. People for the longest time have wanted someone believe him or don't believe I'm agree with him or don't agree with him. He's speaking his mind right when he's saying he's saying because he doesn't give a fuck. There's no filter whatsoever. He's talking about Mexicans. Well, someone's doing the raping. Fuck, this guy's running for president. It's time for putting a wall up like some fucking Berlin Wall up between us and Mexico. Like, Holy Shit, man, that seems reasonable. Does it? It's going to let Railo that over the rapists one does.

Speaker 3:          00:19:24       There's no represent. Well, someone's doing the raping. Someone's doing the raping here. Jesus Christ. That was half of the sixth grade. You can't even. You can check like maybe a non on site or it's hard to keep track of which was started. Odl was bullshit. Well, because they are so similar that it was wide where they asked him something about what does it take to make a, make America great again. Adhere had through this whole speech where he's clearly not answered. You know, he said running around just throwaway toward salad. That had nothing to do with the question at that. He tends with him going like, oh, I look at the police turned up. That's an awesome at it. Like this. Like I've got to leave with this question because I don't want to deal with it. They look at the guy with the announcement. Yeah, well he's a good medium man.

Speaker 3:          00:20:09       He's very good at. He's been doing interviews for years and he's also been on that reality show for a long time. You got fired from it while running for this election because of the inflammatory stuff. He said about Mexicans though. It's a. But I agree with you and this is entertaining it past the point of being to the point that it's entertaining. That's why I would dig a agenda that Sean tramping sanders because at that point teacher so wild and weird that he's enjoyable. You got, you know, the professional guys were like, they measure every single statement, uh, you know, the politically internet. It's, it's boring. You can write or the radio every single, you know already

Speaker 2:          00:20:47       what's going to happen, right? It's with someone. These guys, you have no idea what the hell is going to come out of their mouth. It's makes it for, hey, at least I got to watch something that doesn't put me to sleep there. Well, you want to talking about putting me to sleep, Hillary Clinton puts me to sleep because there's nothing inspiring about what she's saying. Nothing inspiring about her presence or her speeches, but I think my daughter, my seven year old daughter said it best. She goes, I would vote for her because she's a girl. That's a lot of people feel like that. I know. I know. I know. I know. Like fuck it. We had a black man. Let's have a white girl. Right. But it's like maybe you can pick some, but okay, sure. You want that. Pick somebody back there. Jesus just who's better?

Speaker 2:          00:21:28       Elizabeth Warren. Nine. She's not in anymore. Right? She, she dropped out, but when she was running they found out that she wasn't really native American and she tried to fake that. You get a scholarship or something for that. I think that's what he was the, the drop down the hall of fake. That's one thing you can't fake. You can fake like you're one eighth Swedish. They will give you a hard time about it. But if you say you one eighth, native American and Torres on. Oh No, that's fucking native American is like noble and mystical and you have like magic fucking eagle power. So you can hear like a wolf that if you watch all the 19 sixties movies, they were like Batty Indians will come into sculpture and chop your head off. Why? Because they already know what the fuck knows why. It's like the dragon in the story, right?

Speaker 2:          00:22:14       Pulse 19 sixties is old. Hug the furry creatures of the forest. I have a visual and said it's not what it was. It was the guy in the commercial that cried when he saw the ground, the garbage on the ground. Oh, that's what it was. And incidentally that guy too was fucked up is that that guy in that commercial where the Indians crying because white men are littering, but we from the sixties on, we've sort of associated native Americans like spiritual things like dream catchers and this guy, that guy is a Guinea. He's from fucking name. The same island has me looking at me and his canoe is seeing the pick it up. You fucking driving right past it. You don't have to just look at it. Dude, throw it away. Jesus Christ. Give a hoot. Don't pollute, but give a damn. Pick that shit up man. And he would, he would pull up in his stupid fucking buffalo skin canoes and cry. That was new. But guys, so Italian, he could be on the sopranos that made them wear a wig and shit. Yep. People are throwing things out the window right at his feet and he could ice.

Speaker 2:          00:23:28       Oh, it could all go to Bonnie fuel. I don't cry too. Something about keep America beautiful. Yeah. Well it definitely shouldn't be like hanging out by the highway either. So yeah, it doesn't tell. Just standing there was moccasins on and shit. Yeah. But, but native Americans from like that point on where they're associated with like a sweat lodge is pod ceremonies and spiritual things and you know, we have these ideas. There's a lot of people, they have these ideas of native Americans that they lived off the land and they used every last piece of the animal and they had a spiritual connection to their surroundings, which, you know, a lot of is true. There's a lot of truth in that, but that's the problem with stereotypes, right? You take 17, that's partially true, and then you blow it up the entirety of the experience, so torn with the carrier at that point is very far from debbie out of the deal.

Speaker 2:          00:24:20       Well my friend, Steven Rinella, the host of the mediator has the best stories of native Americans. He has a deep knowledge of the history of native Americans and he's got some fantastic stories about the Nez perce. First of all, they were fucking cannibals. Alright. That was super common to not only attack neighboring tribes, but to eat them, eat their babies, eat their family. Yeah, eat them rail. Yeah. There was a lot of cannibalism going on in the old west, especially apparently amongst the Great Lakes area in the Great Lakes area. That's for sure. Why is that? Is it just because it's called know different people? You know? It's kind of like the culture. In fact, that's why it's hard to generalize with distinctions among native stuff is so much difference. You know, the guys put on them to Great Lakes have nothing to do with the guys from the plains to do with.

Speaker 2:          00:25:08       So each one is. But yeah, good. A plague stuff is pretty intense. The fire that I liked the most about that is on you will, would go out to get captives, you know, you will go on at wateraid, you'll get copies this and once you see you get captured, you have one of two options. If they like you, then they adopt you as a family member. You replace one of their dead family members so you get treated that way. You are love you. They don't like you so much. Then they torture you through that over a four day period. So it's, yeah, it's blitzing skydeck, but it's kind of a flip of a coin data, which I guess are lyrically clean. Tony was a good thing, but for everybody else, not so much. Yeah. He told me the story of this one guy got captured.

Speaker 2:          00:25:47       There was two guys captured. One Guy, they killed him, killed him in front of his friend, and then they told him, I think they might've aid them in front of his friend too. They killed them and then they told him, we're going to take off all your clothes. We're going to let you run and if you can get away you can live. And so this mother ran like the wind jumped in the freezing cold river and hidden a beaver dam. Nope. He got smart enough to climb up into a beaver dam, which by the way is a risk and a fucking half because what if it climb in there and the beavers in there that beavers gonna fuck you up. People have died from before. If beaver bites your artery leader or shoot, they shoot the retreat. That will fuck you up. And uh, this guy, he fucking made it and he walked for days and some ungodly amount of miles naked by the way, freezing cold, lived off of whatever he grabbed and stuff in his mouth and eat that. And I managed to survive some crazy way and lived to tell the story. Some of the. That's what

Speaker 4:          00:26:44       I dig like for history on fire, those kind of stories that are so like, it's like, come on the screenwriter from game of thrones, throne that right, it can be real and then you dig it and he's like, no, there's reality and there's wars and it's more intense than anything you could imagine the revenant. Isn't that based on a real story and. Yeah, it's um, yeah, that don't. Is that guy as bigly entail? They kind of tailored it a little bit, you know, there was no Indian song and there was none of that power to. It's always an Indian. I know there's no sell it to white people. You've got to throw an Indian in there. The them like they been into black elk hunting and then the Grizzly fucking game up or just two guys leaving for dad and taking off even with this rifle.

Speaker 4:          00:27:26       That's all true. But yeah, they, they tweak it a little bit. Somebody needs to write a movie about that suit Akins lady that lives up in Alaska because that lady got, she's the one who's on that show life below zero. I heard about it. I guess she lives 200 miles plus above the arctic circle in this place called Kavach. She was one of my guests. She's amazing. Amazing. I mean, she is as fucking gangster as a human being can get by by just being awesome. Just so cool. He's a really nice, intelligent woman, you know, she's, she's just like so powerful. Anyway, she was up there and she got attacked by a bear and fucked up real bad. Broke her hip. I think. Broke her leg, fucked her head up. I think it cracked her skull like serious, serious injuries. She survived. She crawled back to her, her dwelling.

Speaker 4:          00:28:19       She doesn't even live in a house because where she lives, you're not allowed to put permanent residences. So they're like 10 things that are up there. Yeah. They're made out of cloth. These like weird sort of buildings with like wire structures and it's thick canvas tops and she was there for days before someone. She owns like a refueling station up there. Someone flew in, they found her, they brought her to medical help and patched her up, fixed her up. She heals up, goes back, shoots that bear and eats it. That's the way he wanted to do it. That pitches gangster as fuck. Yeah. You imagine eating a bear just cutting into the you motherfucker. Not So cocky.

Speaker 4:          00:29:01       That's a bad ass revenge tale. Let's do it. Fuck yeah, man. To her watching the revenant. He's like, yeah, that's Thursday morning. Whatever. Come on Pussy. I mean, it's amazing. The cloth fan. Norco for the Arctic. I mean that we Mahal for would be with right. She's a grandma. A. Yeah, of course. He's like pinched the gun kids, so I've seen the bear's heart. Jesus Christ. She's crazy. Yeah, but that's what she enjoys. She enjoys living out there in the wilderness with the wolves and foxes and the bears and the Caribou. She loves it. She loves going out and shooting or meals

Speaker 2:          00:29:42       and bringing them home and cutting it does all the butchering. All the food she gets, she gets from the land around her. She's just a wild. It's just like the life she loves. She found it and, and she's smart man. Like she could do a lot of shit. She's not a in an unresourceful person who's trapped up there. She just really truly enjoys it. That's a choice native person, which is absolutely fascinating person. She's one of my favorite all time guests. I need to move back to Danielle. He bought his course. I need to go back and catch that one. I think I saw he was there and I didn't catch it too. I need to listen again, so he's amazing. Myself or I missed it. I would like to go up there and hang out with her. She sounded awesome. I would have to go up there in the winter though.

Speaker 2:          00:30:23       Otherwise it'd be a pussy. You can't go up there. Hey Kim in July, but I bet it's cold fucking July to. Yeah, exactly too, but I think. What is the time of year where you go to see the Aurora Borealis? The northern lights? I haven't been. I don't know. I think that is a summer thing. Is that a summer thing or is that an all year round thing? No idea. I don't know either, but that would be worth traveling just to see. That's supposed to be insane. Yeah, that's like the whole sky is filled with green missed either died or you can stay in La and take them out. Shirt with sudden. You've got to say, but it's better, right? Yeah, that's better. You have to know that. Just. Do you ever been to Alaska? No. Never know. What's crazy about it, man? It's how big it is when you fly over it, you go like Jesus Christ and you look at it on a map.

Speaker 2:          00:31:11       You're like, what the fuck? That place is? I think it's the biggest state. Is it the biggest? Isn't really. Yeah, by far. Jamie says. Yeah, I think it's like almost too Texas's. Seriously. They do some really shitty job with man. Find out how many Texas's fit in Alaska. Oh, they do a shitty job with math does not look like two times. Texas. Well, if you ever seen how big Africa really is, like when people talk about Africa, I think people get this idea that Africa, the continent of Africa is similar to the continent of North America, but it's not even close. Look at this sick Jesus Christ twice the size of Texas. Yeah, that is huge. Damn. Alaska is larger than all but 18 sovereign countries. Holy Shit. Look how big it is when you put it in the middle of America. Freaky fucking a man. God. It's huge and it's so lightly populated.

Speaker 2:          00:32:05       It's amazing. I fucking love it up there. I got to get back. When was the last time? Two years ago, Ari Shaffir and I did a anchorage. We did a comedy show up there and went salmon fishing. Saw some. I saw my first movie I ever saw some eagles for the first time. That was awesome. He goes, or he told me that they were pretty intense. Oh, there's. So. It's so strange when you look in a wild eagle in the eye, you know, even though it's kind of far away and they don't let you get that close to them, but when you're passing by, we were on a boat and we're passing by these trees and there's an eagle up in the tree and you're like, Whoa, what the fuck? I big fucking animals. That's for sure. They don't get hunted by people either, so they're not afraid of people, but you know, they're not stupid either, but that places a legitimately wild place in that when you get out of your car, you have to run to where you're going.

Speaker 2:          00:32:58       Are you going to get swarmed by mosquitoes that. Yeah, that's what I heard about. That's the part that I didn't like about Alaska. I call it sound awesome. And then I heard about the level of like, intensity is mosquito wise. I was like, yeah, okay. That Ari and I were laughing. We couldn't even believe it. Like this is ridiculous. Like I'm not kidding, like open up the car door. Um, put your boots on and just the time it takes to open the door and get your boots on the car is filled with mosquitoes, like hundreds of mosquitoes, like a swarm. They find you instantly. What's about to climb out there that attracts mosquitoes so much? I think they're just fucking desperado because they know they're only gonna be alive for a month, you know, that's what I think. And there's like three humans to buy it and sanders. Gotcha. I think, I mean, do they bite other animals? Right? Definitely. So I just don't think that they have much time. I think they only stay alive for a short period of time, so while they're at it, they're addicts, so they are berserker mosquitoes. Just going for it then. Well yeah, that's a scary fucking place. Fuel have. Yeah. More so than Florida. You would think like Florida mosquitoes would be the most rabid. That's how you figure tropical place. Lots of humidity. All of the Florida people though they're fat and lazy.

Speaker 2:          00:34:13       They could get these. It's like, ah, there'd be another tourist. I couldn't get that one. I don't have to chase these one. Yeah. Florida has its own problems though, man. Florida is. It's so funny. They're doing a big python hunt now because so many people have released pythons in Florida that they, they've bred and overread. They have like a gigantic python invasion problem to the point where they're offering rewards for people to kill Python's. The headlines that come out of Florida, one of the things that are at constant stone source of entertainment, you get things that are like, again, these must be the on your right. It's too fucking crazy. Then you it into like, no, that was real. That really up and yeah, there's a great twitter page called Florida man and it's just filled every day. There's some new crazy shit some guy tried to do while huffing paint. Fucking dog.

Speaker 2:          00:35:04       It just, it's not a real state. What did I read? What was the last thing? Oh yeah. This guy was um, at all been a house and I think the owners get back. So the guy to call and they were looking for anyway. Flashlights like it dove in this pond right outside alligator. Exactly. Yeah. Team. Yeah. I've heard that before. There was another one recently real similar where they were chasing this guy in a stolen car. The guy gets to a bridge, jumps off the bridge and immediately gets jacked by an alligator, like literally jumped on an alligator. Good timing. Good job man. But you got to be fucking crazy to jump in the water with those things, man, if you've seen. Have you seen an alligator scared be big ass fucking dinosaurs. They're not as dangerous as Nile crocodiles, which coincidentally have also been released in the everglades. Good. They have a shoot on sight kill on site order. If anybody sees a Nile, crocodile is supposed to kill them onsite because they've started to breed in the everglades. So you're talking about those 18, 20 foot long, gigantic African crocodiles that take out willdabeast yeah. Let's say you live in Florida too.

Speaker 2:          00:36:14       Yeah, that's a rough state. It's funny man, because all the tree huggers, they're like, don't kill the pythons. Not Their fault. Like, okay, you know how big pythons kit you crazy bitch. They're gonna. Eat your family. They'll. They'll eat babies, they eat people. Fuck man. Florida. The joys of nature. I've been watching narcos on Netflix. Thinks about it. So good. I'm sad because there's only two episodes left and I don't know if they're doing a second season. I don't know if they can. I mean, I think Pablo Escobar gets caught. I think that's the end of that, unless it goes on further. I don't know though. I wasn't totally aware of the entire story of Escobar. I just knew that he was a drug dealer and I knew, fuck man, those guys. Look, it's so well done to the show. So. Well done. Yeah, no, that's a.

Speaker 2:          00:37:07       that's on my watch list because I ever done it. Every single person I talked to told me to tell someone that one insane he went to war. I mean I don't really want to tell anybody anything about it because it's fucking shocking and it builds up really well. Like it really builds up well from the early days of his drug dealer. Just finding out about drugs to the end. But that's what's funny about it that people got old like, oh the Kadima now the mafia, that when you look at like mafia stories, they are identical to the history of any state or if any nation, you know, it. Just the dynamics that are. Did you know wine is in a suit and tie. The other one is with the AK 47, but other than that, the bezirk seeing. Sorry, it's a struggle for power. It's a game off fuck over your enemies sheets.

Speaker 2:          00:37:54       The other one who can get you do what you can expand your. It's the same story over and over. Whether you're talking about that extended to great or fabulous go buyer is not that different. Really know the specifics are slightly different, but the big picture is not. It's a struggle for power. End of story and it seems like when you get to the really high levels of finance and of volume and the amount of troops in the amount of people that you're controlling the area control, that's when the real trostle he's kicking like you almost. It's almost a universal that horrific acts get done to intimidate your enemy and to make sure that you retain control over certain certain areas.

Speaker 3:          00:38:36       Yeah, it's hard to sing. Where is like in that sense you might. History's really kind of fucked up and weird when you. If you approach it with them through a moral lens because you see so many nasty things take place and in the weird ones are the ones who were. There really is no good solution where you don't know what the healthy thing would be like. There's one that I was researching for a history on fire maybe a year from now or something. I was searching distorted from the 19 eighties in El Salvador. At that time there was a a right wing government in El Salvador to the US government was supporting and there was a leftist gallery are there was in the logic of the cold war. There are only two options here, either protocol, Muni story, our pro us. There's nothing in between. Right? So in the process of fighting these leftist Galleria, the government of El Salvador is doing nasty things right to anybody will criticize them, doesn't matter whether they're a communist or not.

