Speaker 1:          00:00:03       Okay,
Speaker 3:          00:11:53       you out of jail for a Dui back then? Let's see. That was early eighties. Probably about four or 500 bucks. And it wasn't, it wasn't, yeah. Back then it wasn't yet the big crime. It is now like back in around, this is 80, 81, 82 getting a DUI was like a really bad ticket, but they didn't, you know, you went to jail for one night, but it wasn't like it is now where you, you know, now it's, it's uh, it was a matter of fact, I taught comedy traffic school and what the late nineties, and they said a Dui then costs you 10,000 bucks by the time you paid for the fine and drunk driving school and a lawyer and all of that, it's gotta be a lot more than that now. It's probably 10 to 15 pedals, a big crime now crime. When I was in high school, a kid I went to school with, Nice Kid, uh, gotten a drunk driving accident, killed his friend.

Speaker 3:          00:12:46       Never forget that. That's, I think that's the worst part. If you, if you have that because you gotta live with that. Yeah. You know what I mean? And I can't imagine it's bad enough if you have an accident, but if you're drunk and you have an accident or you kill your friend in the car or some shit like that, having to live with that, it's gotta be the worst. Yeah. And he was like, I don't think we're any older than 17 or 18 at the time. I think he was just learning how to drive really. And, um, I heard about it, heard the whole story and I knew that he had tried to commit suicide in the hospital. He tried to jump out the window. The cops told him they came up to him while he's in the hospital bed and said, you know, you're a murderer now.

Speaker 3:          00:13:27       And he's like, what? He's like, your friend's dead. You're a murderer now. Yeah. And he's like, what, what? And he just freaked out and he just ran towards the window and they grabbed him and I was walking down the street in my neighborhood and, uh, he was walking towards me and I saw him and he saw me and we looked at each other and I said, how you doing man? I said, hi, I'm just, I'm, I'll never forget the sadness. The sadness was oozing out of his body. Good. They had this bastard, they had this commercial and it was like the last text of people who died texting. Did you ever see that one? No, but there was a guy, I think he was publicists to a Paris Hilton or something like that. Like one of those, like, I think it was Paris. Hilton's publicist drove off the fucking mountain in Malibu.

Speaker 3:          00:14:20       You know that that was a crazy winding roads and he was a, he made a text about his dog, like, lol, she's so cute. I like the dog was in the car with him fucking off that for, I forget the specific to the case, but they found the dude at the bottom of the canyon and then they deduced like, oh, this dumb fuck was was texting one single passenger. I mean a dog by himself, not an accident and didn't collide with anything. Just went off the side of off the, yeah. Well I, it's, I dunno, they'll never have them. You'll never

Speaker 2:          00:14:52       had me on the podcast again. People like this. The sad as shit I've ever heard a lot sadder. We're 10 minutes in and everyone's dying. Well, you don't think when you're driving and you're drunk, especially, you don't think it's going to happen to you. That's, that's the real [inaudible]. Everyone thinks it's, everyone thinks that someone else I can drive. I'm okay. Well, that's what alcohol does to you though. Alcohol has you convinced that everything's going to be fine. Yeah. You hold all of your perceptions off so you think it. Yeah, I'm all right. Which is like the exact opposite of pot. When you smoke pot, you're like, I can't fucking drive, dude. There's no way I can drive like drive. When you're high, everything works like you can hit the brakes. You can make turns, but you're convinced that there's no fucking way you're going to be able to make this exit.

Speaker 2:          00:15:34       The exit's over there. I got to get over there. Fuck. I remember one of the first times I ever drove when I was high. I just couldn't believe I was driving. I was like, this is so bad. This is so bad. Meanwhile, I was going 55 miles an hour, staying in the lane was very aware of everything. Looking left, looking right, looking in the rear view mirror. But if I was drunk I'd been like, I got this guy wouldn't, when I used to get loaded, I could drive high. I never liked to be a drunk cause I always felt out of control. You know, just let, not like crazy out of control but sloppy out of control. He wants terrible drug. Yeah. So especially the next morning when you wake up sober in jail or you realize what you did, that's when it hits. Have yet DUI before.

Speaker 2:          00:16:21       No, Nah. Knock Wood. Got Arrested for possession once. That's when I got sober. Really got arrested for possession of cocaine to dude who spent a night in jail and a, and I'm going to tell you the happiest moment in court is when, when you show up for your possession of cocaine and as a public defender and I'm sweating, like I don't know, like what's going to happen or, or this or that because it was crack that you know, I had. So I'm like, and he's like, you okay? I'm like, Eh. He said, did anyone tell you no? He said, oh, whatever you had, it wasn't cocaine. So you're just here on driving on a suspended license. I was like, guilty. Guilty. What? Suspended license out. Someone's telling you some bullshit crack. Thank God.

Speaker 2:          00:17:07       Wow. What was it? Uh, who knows? I don't know what it was. Whatever it was. When they tested it, it was not cocaine. I'll tell you what it was. It was the greatest day of my life. He, Joey Diaz would tell stories about giving girls chopped up aspirins and them acting like it's the greatest coke they've ever done in their life. Yeah. Yeah. People, well, so much of it is like psychological but with, but with crack, I mean when it hits you, you know it, but this one, I listen, Joe, I got busted. It was the dumbest thing. Like, uh, I was on this street, you know, crack road, whatever you, you go to cop. Right. So I had the rock and I knew to rock because I had tried to smoke it and it melted. And I was like, does it bullshit? So I go back, like I'm looking for the guy, right?

Speaker 2:          00:17:53       Like what am I going to do? I ain't gonna do shit. Like I'm not hard. You know what I mean? I'm not a Crip, I'm just going back looking for the guy and the cop swooped on the street and they come in from both sides with cars, you know, like it's a whole thing to shut down the whole street. So I throw the rock out of the window. It hits the gutter above the window and lands in my lap. When the cop, I had a rock my lap, it's like I tried to get rid of, you know how you think a cut like a rock. If your windows open a rock, you can just flick it like a bugger. That's what I thought.

Speaker 2:          00:18:32       He tried to throw it out the side window passenger. No, no. Drivers bounced off. Literally hit that gutter or you know that little rail above the window and bounced right. Landed right in my lap to daddy's shit. Luck man. Great lucky. Great luck in the long run. But in the moment, not good. Wow. So Dan was the moment you decided to quit when I, yeah, that night in jail. It was one of those things where like it's one of those moments where you realize I'm not supposed to be here. You know what I mean? Like, like with everything that had transpired in my life, like I was still in aerospace then, but you know, licensed airplane mechanic, good job, blah, blah, blah, everything else. It just hit me in that moment. Like this is not how it's supposed to end because I knew guys who had gone down that road, you know what I mean?

Speaker 2:          00:19:19       Like I knew guys who were doing time and shit like that. And, and for a lot of guys, jail is just part of life. You know what I mean? Like I go away for a couple of years, come back, like I'm not that guy. You know what I mean? And I didn't want to, I didn't want to become that guy. I had no aspiration when I was a kid that one of the neighbors' sons, he was in Attica, and I will never forget this. We were going somewhere upstate New York and we went to visit him. And when you go in and that gate closest behind you, like I don't know if you've ever been in a maximum security prison, but when that gate, it's toluene never forgot that sound for the rest of my was like, oh fuck no. They say whatever I do, this ain't where I'm going to end up.

Speaker 2:          00:20:07       Where did he go to Attica for a robbery. Armed robbery. Yeah. He was in the armed robbery. He was a, he was a habitual criminal. He'd spent the rest of his life. He was never out of jail for more than a year. Because once you get in that system, then you're always getting picked up for something. So, and the people that you know and the people that you surround yourself with, it becomes a pattern that you're constantly around. People that are doing things like that. It becomes normal. That's it. Yeah. That's what it is. It becomes normal. And, and once it becomes normal, it's, it's tough to crack. So how old were you when you first tried crack? Uh, let's see. Speaking of tough to crack 22, maybe 23, something like that. And what was the scenario? Uh, well actually the first time I tried, okay. It started out, you know, like just party and as a kid smoking weed, uh, drink a beer, whatever, and then get into a little cocaine here and there, you know, um, snorting it.

Speaker 2:          00:21:09       And then I had a friend and this had to be [inaudible] 84, maybe 83, whatever, when people were still just starting to get into freebase and, and crack and stuff like that. And he hit it and he gave me the pipe and I hit it and I was like, Holy Shit. And I was like, it scared me. I was like, this is too good. Like I said, man, you better. You better get off this shit. This is gonna like you're gonna lose everything. Wow. Cause the high was so good, you know? And what does it feel like? Describe it? Uh, it's a rush. It's an overpowering rush of energy and I don't, I don't know, like a lightning bolt hitting you with no pain but, but just like, like you're, you're buzzing. Like your whole body is just, you know, I guess cocaine works on whatever the, um, the receptors of good feelings and your, I forget what it's called me scientifically, it's dopamine, but they're also like nerve during nerve endings that make you feel good and cocaine works on these and, and crack is such, such an intense hit.

Speaker 2:          00:22:19       It's like doing it all at once and as opposed to when you're snorting it, you're getting high a little here a little bit. Now it's concentrated and it's a, it's a rush but it, but it's beyond anything else. It is, it is instantly addicting. It is because it's a rush that you've never felt before any or whatnot. I've never shot up so I can't compare it to shooting drugs. But it, I had never felt anything like that and it literally scared me. And then like a year and a half later is when I got into doing it myself, you know, with some other guys. And it was like me and this other guy, we kind of said we're going to watch each other. You know what I mean? So it's like, like he'll tell me when to stop or I'll tell him when the state, and it actually worked for as long as we were both in the same room, you know?

Speaker 2:          00:23:08       But then so you decided to be like sitters for each other? Yeah. Yeah. With cause you knew because you, cause we'd seen people, we've seen people get sprung and lose everything. The first guy who, who turned me on to it, I watched him lose, he had this incredibly beautiful girlfriend. She dumped him. Then he lost his card and he lost his apartment. Like it literally crack. We'll take, you know, I mean, Richard Pryor's jokes like that shit is true to pipe would tell you that ain't shit. You and me, it's you and me. You Ain't, you don't need this bitch. You don't need that fucking car. You don't need, you know, I, I sold a crack car, I sold a car I had for five bucks, you know, to, to smoke that up. How often were you smoking at the end? I was, I was daily.

Speaker 2:          00:23:52       As much as often as I could get the money daily. Yeah. As, as often as I could get. I still had a job almost to the end, you know what I mean? And I got laid off from my job, so when I got my paycheck, that's when it would start and it, and it was always the same bullshit. Like, all right, I'm only going to do like one eight ball. I mean, that's like, it's been 150 bucks that's going to be it, you know? So you get that and then you smoke that up, you're like, all right, I'm on gone 20 more like I'm only gonna do 20 more. I'm only gonna do 20 more. And then you, you do that and then next thing you know, it's all, it's the next day and it's all gone and the money's gone. And, and I was, like I said, I'm not a criminal.

Speaker 2:          00:24:34       Like I didn't come from that. That's where my head was. My, my next stop was, okay, how do I steal something or rip somebody off or whatever. Wow. And um, yeah, it's totally, I'm, but, but the bad thing is once you get to that point, you're not getting high anymore because your brain's so fried that the drug's not working, like whatever the, the nerves and need the brain cells and stuff are fried. So you're smoking it, but you're not getting that, that rush anymore. You're chasing it, you want it, but you can't find it. So the initial rush that you get, the first time you do it, it's just overwhelming. And then everything else has to diminish his more and more never, you know, like, like shot a song. It's never as good as the first time that, that, that's what, and that's the whole thing with drug addiction.

Speaker 2:          00:25:21       With any drug. It's so good that first time that you're chasing it and you can't get that feel. And again, I think that's the difference between addicts and regular people. Like regular people. Like you get high and you're like, okay, I'm good. You know, I'm a high, um, I'm in jail. I'm having a good time, but it said that, but, but when you're an addict it's like you want that ultimate feeling that you got that one time and you will, you'll sacrifice everything to get it. Yeah. I've never fucked with coke. I don't know. I don't know what that feeling is it coke in general is an up drug. It ups your energy and a heightened sense of awareness. That's why like you get coke, paranoia. Like I had coke bugs one time cook bugs, coke, the crawling on you. It feels like something's crawling in your skin and you're scratching.

Speaker 2:          00:26:12       But people have cut themselves open. Oh, you know what I mean? Could but, but I'll never forget that. That was the weirdest thing cause it literally felt like there were bugs crawling out of my skin and I'm just like, ah. You know, and um, but it does that like, cause it affects your nervous system. And this is the extreme. This is beat. This isn't the, you know, snort coke would a chick in the bathroom of a club. You know, that this is beyond that. You know, this is beyond the fun part. Did the snorting grab you as much as the smoking or was smoking it? We're really good. A snorting was, the snorting was good, but snorting is also hard on you. Like your nose gets fucked up. And you know, in the, in the 80s there were a lot of deviated septums and there were a lot of plastic surgeons putting noses back together in the 80s.

Speaker 2:          00:26:59       But what eats through your nose? Is that true? It literally each three. If that was true, yeah, that's center membrane goes away and you know, it just becomes one big nostril and probably better for cardio. Yeah. What day you go, oh, I used to work out, man, I used to get coked up and work out at a 24 hour gym. Eh, if I wasn't in shape, my heart would have exploded with somebody. Shit I used to do. But you do it for the rush cause you're coked up and then you start lifting and you know how it is. You get that pump and now you're like that and you just feel like you can fucking explode, you know. And, um, my, I'm sure my heart was doing 150 beats a minute late. You were coked up lifting weights. Oh yeah, yeah. That, and that was one of the reasons I think that I was able to hide it because I didn't look like a crackhead cause I didn't lose weight cause I, I, I got coked up and worked out.

Speaker 2:          00:27:49       So I ate when I wasn't on it. I didn't eat when I was on it, but I ate when I wasn't on it. So, uh, you were doing it every day? Yeah. Yeah. But well, every day is, as long as I had the money, the money would run out. So if I got paid Thursday, every day lasted til Saturday, maybe Sunday. And then you just get a little chip here in that little piece, but nothing to keep your high all day. So I mean I, I did, I did a lot to hide it. You know, I led this dual life. Like I worked during the day and I was the airplane mechanic and then when I got off work, I just lock myself up in my apartment coke. I lived like that for my life was fully like that for a little over a year. But the, but the worst part, the last two years was when it, when it was bad, it was bad.

Speaker 2:          00:28:41       So you went crazy for a year or you just dude, what you drink and just try to calm your heart to know you drink because first of all you, your torch was um, a little cotton ball dipped into one 51 rum. Oh, so you had one 51 there. So you would drink that cause you have it and you drink torch. Yeah. And then other words like you didn't, you don't cook crack with a lighter, you know, I hate giving crack lessons. Please do on the podcast. But no, you don't hope you don't hold the lighter. You need a torch. You needed like a hotter flame. So you would take, and I'm trying to remember how we did it. Um, I'm trying to remember what you dipped into the rum and it's great that I don't remember. Cause I remember the screen. Was this a chore boy, which was like a steel wool but no soap in it.

Speaker 2:          00:29:29       That's what you used as a screen in the pipe. But that, I forget how I did the torch, but anyway, the torch you would dip it into one 51 rum and light that because that was a hotter than using a lighter. Whoa. But yeah, they came out with those, they came out with a torch lighters later. But like you knew certain crackhead things and you would like when you were at a crackhead liquor store, you know what I mean? They, you could tell by stuff they sold. Like they would just have shore boy scrub brushes and they would have like one 51 rum, but like in, in half pints, you know, know who's buying a half pint out at one 51 you know what I mean? And uh, you get bic lighters, you get that pack of five cause you'd go through lighters all the time.

Speaker 2:          00:30:16       So you just, you, but that was, that was it. That was the life. But it was the, it was the initial rush man. The rush was like, and once you hit it, once you hit that, then nothing else mattered. You know what I mean? Like in, in other words, once you got that first hit, then you didn't care about and that's, that's why you hear about those stories about people you know, leaving the tragic stuff, leaving their kid in the car while they are in the crack house or you know, the guy who never comes home or whatever because you are out of your, mind. You, it took over. There were, there wasn't very rarely did you come across a social crack user crack dominated life. Uh, what, what you saw, what you saw happened to Chris Rock and new Jack City. That was it. That was real.

Speaker 2:          00:31:04       And that's how it was done. That's how it would take you over. It's amazing that you kicked it just from one arrest. Well, uh, again, that one arrest. What? Well, you got to remember your hate yourself while you're doing it. You're not enjoying it. You know, you're, you're, you're in a place cause you know you're fucking up. You know, I'm a, I mean, like in my case, I'm not going, uh, my family's in New York where I grew up. I'm not going home to visit anybody. I'm not going home on any holidays. I, uh, my last Thanksgiving now, I mean, I'm invited to at least two, three friends and families, you know, come over for Thanksgiving dinner, this or that. It's me, the pipe and, and identities take out Thanksgiving dinner, you know what I mean? And you're sitting there and you know that that's what fucks with you, you know, and you're like, well, one more hit and then I'm to go to, you know, so and so's house, I'm going to make it out the house today and you don't, and, and then, and this is every week and it's in your mind.

Speaker 2:          00:32:03       Like, I just did it again. I didn't show up for this. I didn't show up for that. I'm missing work, whatever. I'm not, pay bills aren't paid. You know, I went through bankruptcy the whole bit. And so, you know, you're destroying your life. And so the arrest was just like the, the, when it all came to a head, you know what I mean? Cause it now I'm just in jail by myself sitting in Van Nuys jail with nothing but nothing. But my thoughts of this is how, this is what I did. Yeah. They say that you need a rock bottom, right? Yeah. It's different for, it's different for everybody, but you that bottom. And the only thing I remembered after that when I went to rehab was I never want to feel like that again. You know, like whatever, whatever happens in my life, I don't want to feel like that again.

Speaker 2:          00:32:53       Wow. So bad timing on the Rehab. That's a good rock bottom though to good rock bottom story too. It's a real rock bottom. But when it comes to rehab, if I had walked out of the house on last comic, standing into celebrity Rehab, how fucking famous would I be now? Joe? Pretty famous. Yeah, I blew it. He timed it more timing. When did you start doing stand up? Well, that's the funny thing. And it's literally one of those cases where the worst thing in your life leads to the best thing in your life. So I go to Rehab. Um, and when you're in re I was in outpatient, so you're in these meetings and there's psychologists and whatever. And so it was, this was in court appointed. This was like your own decision? My thing. Yeah. Cause I had gone when I had my job, I had tried rehab once and I didn't make it, cause I didn't give a shit, you know, so I went back to the same place and they let me back in.

Speaker 2:          00:33:46       So four hours a day you're doing the psychology thing and the meetings and whatever else. And this woman came in and she, she was from the people who are in recovery go to rehabs and they tell people like this is how it works, this is what it's like, blah blah blah. So she was hot as all I remember is she was hot as hell, you know, and she was from New York. Right. So, so after she talks, I make my move, you know, cause I'm sober like three fucking days. Right. So, but she said, listen, I'm married but there are a lot of women like me to go to a place called studio 12 and studio 12 was a rehab for the crew. So the stars went to Betty Ford. But the crew that the electricians, the lighting guys, the makeup artists, the clothes, they all went to this place called studio 12 and that's where she was from.

Speaker 2:          00:34:36       So she took me over there and I met these guys and I started going to meetings there and I got, that's where I got sober. Those were the guys who helped me, who showed me, who I sponsored me with everything else. But they were also, they were in the entertainment business and, and I always had a sense of humor. I could make people laugh, but I had never thought about it. Cause if you're not like, you know, I grew up in blue collar home and then you, you grow up, you go to school, you get a job, like entertainment show business, nowhere on the radar. That's something that other people do and you watch on TV. But now I know guys who were in it, I know people who are doing it. And I was teaching aerospace and making people laugh and shit like that.

Speaker 2:          00:35:16       And I said, I want to be a comic. And my AA sponsor was like, man, go for it, try it. And it, and I literally did one of those writing classes and I did the five minute graduation hooked and from then on that, so that's how my comedy career started. So it was it a writing like a sandy shore type class and it was a, a guy named Len Ostvich, he to write for rich Jenny. Whoa. And he was um, he was in somewhere in Santa Monica. They would, they used to be a theater in Santa Monica where they used to do, uh, I forget what it was, this comedy central half hour comedy thing, I forget what it was called, but, but anyway, he used to work there and that's where he did the class. So I did the, I did his six week writing class and a five minute graduation show.

Speaker 2:          00:36:05       And, and just absolutely knew it. Like I was like, this is what I'm going to do. Like I'm never going to fix an airplane again. I'm doing this. And, and uh, then, you know, that's how it started. Then it was just open mikes and grinding and everything else. And uh, I know a lot of dudes who got into it because they would go to Aa and then they'd have those meetings and they go up in the meetings and they would tell funny stories about shit they did when they were fucked up. Yeah. I mean, I got laughs in meetings, but it was, it was almost unintentional. It was just like, I'm telling a story, but it's coming out funny. Like I'm not trying to be funny. Right, right. It just comes out that because you know how it is, if you have a sense of humor when you tell a story, it's going to be funny, but I didn't know what I was doing, you know what I mean?

Speaker 2:          00:36:47       It was just, I had this sense of humor and what recovery did, it changed my sense of humor from like this, this anger, belittling, ripping on people thing to jokes. Like I'm in on the joke, like now it's just funny, like instead of being an attack, oh, so before when you were doing coke, it was like aggressive, like angry at everybody. This guy, because you're paranoid and you're fucked up and, and when you do talk to people or whatever, you're just kind of separate from him, you know? And uh, but anyway, yeah. So that, that literally it had I not gotten sober, I wouldn't have become a comic. I don't think. Jamie, can you throw some tea on? I don't know what the fuck is going on in my throat, but I know that people listening to this probably like, we stopped fucking clear on your throat.

Speaker 2:          00:37:36       I can't, I can't help her folks. Um, I think it might, you might have gone a little heavy with the grass fed butter and today's coffee. I don't know. Maybe that's it, but I'm never tried to butter in coffee. I heard it's better. It's better than sugar. Try some, you might start Fleming up to maybe some of my age. I don't know. But um, for me, uh, when I was starting out, when I was an open mic or if there was a lot of guys, there was a guy named Dave Fitzgerald who was a really funny guy. And uh, he was, he just, his whole life he was just doing blow and partying and drinking and fucking up. And then he finally got himself cleaned up, uh, started, uh, um, going to meetings and then started making people laugh at these meetings. And he was a, he was a good writer, man, a funny comic.

Speaker 2:          00:38:19       And then he got sick. He got sick one. I'm dying of cancer. He would've been, he would've been a big comic. He would have made it. He had a real good sense of humor. He's a funny dude, but, uh, just the toll on his body all those years and years of just fucking hitting it hard. I got, I have friends who that's happened to mainly guys who shot drugs who like gave him up and then 20 years later Hep c or something like that. Like some, some latent result from shooting drugs in her twenties destroys their body in their fifties. Yeah. That have seen one's a real pump. Real common one for guys who do heroin. Yeah. That was what, um, the Tommy Lee, Pam Anderson accusation, right? It was, yeah. Cause they got tattoos together with the same needle to show their love. Yeah. Who's, who's a tattoo artist.

