Speaker 1:          00:00          Yeah.
Speaker 2:          11:14          So maybe because of this sort of historical rivalry there might be some resistance to speaking French. That's just my impression based on things I've heard or read and I can't exactly say for certain, and these days, English is becoming much more widely used as a second language in flanders. While French has declined, some young people who speak mostly Dutch and flanders might speak English when they encounter a French speaker or when they visit the bilingual city of Brussels. Education in Belgium is different depending on the linguistic community that administers that area. In Flanders, students begin learning French in the fifth grade of elementary school and then begin learning English in seventh grade, and some students take German or another language later, but there are students who complained that the teaching methods emphasize grammar and literacy rather than communication, which leaves them without enough conversational confidence.

Speaker 2:          12:01          Wallonia some French speakers are also bilingual French Dutch speakers, but not as many of them. But in recent decades, more French speakers are learning Dutch because of the growing economic influence of Flanders. The education system in Velonia offers a choice between Dutch and English. Many choose Dutch, but again, they don't necessarily learn to communicate that well in the language. A smaller but significant number, learn German, but outside of the border areas. Few of them learn it to an advanced level. From what I hear and as in Flanders, English is growing in popularity. Brussels, even though it's an enclave inside Flanders, Brussels is officially bilingual and wild. There are no official counts of who speaks with language. It's an overwhelmingly French speaking city with many estimates saying it's over 90% francophone. Both French and Dutch schools are available and each family can choose which type of school to send their children to regardless of what language they speak at home and at shops and restaurants.

Speaker 2:          12:56          Staff should be able to speak both languages, at least in theory, but that's a major capital and as the de facto capital of the European Union. Brussels is a very international and linguistically diverse place. Many languages are spoken among the expat communities with English serving as a Lingua Franca alongside French. There are also many immigrants. In 2010 about 18% of the population of Belgium was foreign born. While in Brussels the number was around 33% many of these people and their children are native speakers of languages other than Dutch, French and German. From what I understand, many of these people speak a foreign language at home, one of Belgium's official languages, probably Dutch or French and in many cases English as well. The German speaking community because of their proximity to French speaking Wallonia and because French is a required subject in schools, in the German speaking community areas, most German speakers can speak French as well as German and from what I understand, many speak Dutch as well, which is probably helped by the fact that Dutch and German are closely related media in Belgium.

Speaker 2:          14:00          The media in each linguistic area is dominated by the language of that region. Each of the three linguistic communities has its own public broadcasting organization, which is responsible for creating content and administering radio and TV stations and so on. The result is that the members of each linguistic community are primarily exposed to only their own language through the media. The notable exception is Brussels, where both the Flemish community and the French speaking communities, public broadcasting organizations operate Belgium as an interesting case because in some ways it operates like three separate countries administered by three different linguistic communities with their own governments. And the generally limited interaction between flanders and Maloney up reinforces the kind of linguistic divide or separation. But the majority of people speak two official languages at least to some extent, and some of them speak three with a lot of people learning English these days as in many multilingual federations.

Speaker 2:          14:54          Some people speculate about whether the country will fracture into separate countries and there are disagreements about how to handle the complex governing of a federation with three regional governments and three community governments based on language in addition to a federal government. I can't claim to speak for Belgians, but just from the comments that I've read and heard, it seems to me that Belgian people identify more as Flemish or walloon or as German speaking then as Belgium, but they generally have no strong objection to this federal system from what I can see. But this kind of situation reminds us that languages are not just systems of communication. They are also part of people's identities. End of tremendous importance to people. The question of the day for people from Belgium, what's your native language and to what extent do you speak to the other official languages and for other people?

Speaker 2:          15:40          Let me ask a more general question. To what extent do you see your native language as part of your identity? For me as an English speaker from Canada, my language is not really a strong part of my identity. It just feels like the default, but I know it's different for a lot of people around the world. How about you? Be sure to follow Lang, focus on facebook, twitter, and Instagram, and once again, thank you to my amazing patrion supporters, especially these ones right here on the screen. Who are my top tier patrion supporters? Thank you for watching and have.
