Speaker 1:          00:00:01       Mary what's going on.
Speaker 3:          00:26:48       All right. Policy genius all right. I never said how fast or slow I'd go. Life insurance.

Speaker 13:         00:26:56       Do you have it. See that nail that first sentence. If not why. Too expensive or a hassle man.

Speaker 2:          00:27:07       If you don't have life insurance what would happen financially if something happened to the primary earner. What are you talking to the wife here. God knows the primary earners that is the man. And that's not a sexist statement.

Speaker 12:         00:27:20       I'm just saying I'm just I'm just a progressive male and I've listened to all these women bitch moaning and complaining that we all make more money to do the exact same job.

Speaker 4:          00:27:29       But wait a minute how many women are plumbers and then Mary a plumber. I'd be the worst. You're all fucking competitive both going to bed smelling like fucking shit and wrenches.

Speaker 7:          00:27:41       All right. Let's keep going here. Life insurance is a good idea to protect the ones around you but where do you go to get the best prices or the best policy with the best service policy genius policy genius has a very simple user friendly website to shop and compare all the top rated life insurance companies and give you the best options while you're there check out their other insurance offerings like pet insurance PET INSURANCE FOR WHAT CASE YOU FUCKIN fish reverse drowned when it flops out of the fuckin tank.

Speaker 15:         00:28:21       I guess for dogs get their fucking teeth. Got a policy genius dot com today and save over 40 percent off prices for life insurance when life insurance soars compete for your business you save money. Is that a job while life insurance. Ah there's the first mistake that was gonna get an eagle on this fucking hole.

Speaker 7:          00:28:40       That's policy genius p o l i see y g e and i u s that's the second mistake I fucked up on the dot com please spell it out I just did zero jargon zero sales pressure fuck amount of mistakes I still got one more to go zero hassle life insurance made easy free quotes I got the yips zero hassle peace of mind don't wait got a policy genius dot com today all right. Ho ho ho ho ho ho.

Speaker 4:          00:29:09       Believe me I got one more year. Oh no I don't. That was the last one.

Speaker 5:          00:29:16       Oh this is this guy giving me shit about airline bumping Oh he fucking went off on me he fucking put me in his place when he sat down at his goddamn keyboard I'll get to this in a minute I will get to this in a minute I like this guy who gives me shit about the airline bumping you know why. Because it's very few people out there that defend the man all right. Anybody can attack the man every once in a while it takes a fucking fucking I don't know the internet version of that Clint Eastwood spaghetti western guy coming to town with his little fucking Mike Tyson's colorful Mike Tyson towel over his fucking head right. That's all broke Mike Tyson was when he was a boy he first started up.

Speaker 11:         00:29:56       He was like I want to dress like Clint Eastwood they said Oh we'll get you his underwear his boots and we'll get that little fucking that little shawl he puts over it but you know we can't afford to put any color on it you know and that's the kind of thing that lead you to bite somebody's ear off. I'm just saying I'm not trying to say that what he did was right but I'm just saying I understand.

Speaker 13:         00:30:19       Hey how you doing up there in Montreal everybody Montreal Canada. How's things going up there. Enjoying the fucking off season. God knows you're gonna have enough time to come and see me in June.

Speaker 11:         00:30:31       This is what I'm loving about the predators. All right. Although they seem like they're losing right now. I'm taping the game but I'll fuck I'll fuck myself over here and I'll just look it up right now. Oh look at that the little time trial I think you're going to fuckin load for me.

Speaker 4:          00:30:45       I think the ducks were up 5 to 2 or 5 to 3 how fucking weird Are these playoffs this year.

Speaker 25:         00:30:52       You know. Anyways you know I always give you guys shit about the curse of Patrick wow you humiliated that guy. I mean what you guys did to him when you watched like like horror movies. You know what I mean when somebody like you know thinks they're prom queen and then you dump a bunch of blood on them or they think that they're gonna go make a wish in a well and then their mother pushes him to the bottom of it. Yeah I mean they think that you know that that all of that shit. All of that shit right. Somebody drowns in a fucking lake. You guys did the hockey version of that to Patrick what. You know. He thought you guys loved him. That's what it was like Kerry. He came out there you know has one fucking bad game you won't pull him.

Speaker 3:          00:31:40       You'll leave him in there you fucking do a mock cheer when this guy who redefined the position first ballot Hall of Famer continuing the tradition of winning fuckin Stanley Cups.

Speaker 4:          00:31:54       You know when he won it during the real era when there was like 30 fucking teams 28 teams not all those cups the Canadians and Maple Leafs won back in the day when it was him the state was like a fucking shot glass. Seems skate around with the thing looks like a fucking baton. You know before it became that giant god damn thing.

Speaker 26:         00:32:16       Anyways they booed him out of town. So ever since then there's been the curse of Patrick White. And I think the next fucking part the next chapter of the curse. Okay is P.K. Sue Bowen. You know. You know what they they ran him out of Falconetti ran that guy out of town. Now this wasn't your fans. I think it was the organization. I also think it's because I'm a Bruins fan. I just love giving you guys shit because when I'm gone I do talk about championships you guys are gonna destroy me. So this is this little fucking little thorn I can put in the underneath your fuckin elephant foot here. All right.

Speaker 25:         00:32:50       What P.K. was a fucking great dude and he gave too much money that children's hospital he started becoming bigger than the Canadians and the Canadians couldn't fucking handle it. Like when Kobe couldn't handle Shaq and he said looky there he goes awry go. And they said OK Kobe and they sent Shaq to Miami and then he won a fucking title there right. Then they had to bring Phil Jackson back and another fifty fucking free agents.

Speaker 26:         00:33:19       As they always fucking do. You know I you know I just give Kobe shit for the first the first three rings Get the fuck out. The last two I'll give you those. You know even with the officiating and that second time you played this Celtics Hey let's call fucking 38 fouls on one team in 17 on the other. That's that makes for a good game 7 doesn't it. Not saying that we would've won but it would've been nice to see the Lakers beat the salt except you're just saying anyways plowing ahead so now the predators are up 1 did nothing against the fucking Emilio Estevez as the Sheens whenever the fucking column down there.

Speaker 4:          00:33:52       The mighty the mighty Sheens the Anaheim s devils is the mighty ducks. I don't like the ducks I don't like ducks I.

Speaker 22:         00:34:04       Don't give a fuck. I just don't like them. Okay I don't like the Honda Center. OK I you go there there's no fucking vibe there's no vibe in Anaheim it's just a fucking it's just I don't know what it is. It's just a strange god damn place. Anaheim is fucking weird his whole fucking L.A. areas weird like people weren't supposed to live here.

Speaker 11:         00:34:28       You don't know me. They weren't supposed to fucking live here it's a fucking desert we still water. Hold all things weird but at least you know this is cool shit to look at. You know except when you go to Anaheim I don't know what you look at. All right. And you go down there there's no fuckin vibe. Maybe it's better. I went to a ducks game in the late 90s. They were still early right. They were still the Mighty Ducks they still had Donald Duck with the broken bill on the front isn't what they had for their logo. I don't know. So anyways what if what if what if. P.K. leads the Nashville Predators.

Speaker 17:         00:35:02       To a Stanley Cup championship this year I'm just throwing that out there for everybody up there and St. Catherine Street with your cute little pocket squares that matches the color of your socks.

Speaker 4:          00:35:11       You know what the fuck are you going to do that Nashville that banjo playing fuckin washboard down by the fucking river. Ever been to Nashville. I mean have the structures there still have dirt floors. It's unforgettable. It's ridiculous. You know like when they went this day when they went to Nashville this year.

Speaker 2:          00:35:37       And they were like you know who you voted for for president. They were like I'll tell you one thing I blanking.

Speaker 4:          00:35:45       You aren't afraid to fly.

Speaker 15:         00:35:48       That's how backward naturalists you know I know there's all this shit out there saying it's this growing city you know and they're trying to get people to move there. The reason why they're trying to do that is because so many of the structures still have dirt floors.

Speaker 4:          00:36:00       Okay now if he can go down there right and and fucking lead them to the Stanley Cup the big boy Stanley Cup and have their little shot glass that you want you would fucking Toronto one like fucking 15 times each. You know. I'll give the Canadians their last 10 cups but I look at them like I came to say they're equal Detroit because Detroit was back then when it was a shock less.

Speaker 17:         00:36:23       You know sort of fancy shot glass.

Speaker 25:         00:36:27       Anyways I'm just fucking with you.

Speaker 27:         00:36:30       I have no idea how the fuckin predators were in the finals the Western Conference finals with the ducks and then the Ottawa Senators. What the fuck is going on with that when it when is when is the glass slipper going to turn back into a fucking punkin. I'm telling you. If Ottawa goes any deeper into the playoffs they're actually going to sell out a home game.

Speaker 3:          00:36:51       Midseason believe. Did you see the first game of the Rangers they had two thousand of the Rangers three they had two thousand empty seats. That's because they stopped playing the Bruins. You know what I mean. And the Bruins were just close enough to Ottawa that that shuttle flight wasn't it wasn't too expensive you know. Then they played the Rangers and God knows Rangers fans.

Speaker 13:         00:37:12       All those fuckin Manhattan cunts. They got the money to fly up to Ottawa. But then New Yorkers. Do what. Why would they get bored. They got a slice of cheese.

Speaker 28:         00:37:22       Why would I travel.

Speaker 29:         00:37:26       Look over there at the Empire State Building. Oh. That's what New Yorkers are there. They're fucking they like country people.

Speaker 30:         00:37:37       You don't have to be lonely fucking Skanks in the fucking five boroughs.

Speaker 16:         00:37:45       I am in an extra country mood and I am just trashing people that I have no right to trash. OK. My team is not in the playoffs.

Speaker 7:          00:37:53       Ok my team has not won as many championships as the fucking Canadians. My city doesn't have as many skyscrapers in New York City. They don't fuck with my city. You just fuck with the wrong city. I probably would barely back east.

Speaker 4:          00:38:08       If you touch my family I'll fucking kill you. Those lines will never get old in Hollywood.

Speaker 15:         00:38:15       You know it's another fucking hacky thing. I'm so sick of every other fucking show doing this speed dating fuckin scene.

Speaker 12:         00:38:22       How many times can you do that in one fucking lunatic after an Emmy.

Speaker 31:         00:38:27       It's not that bad.

Speaker 2:          00:38:30       Jesus fucking Christ people showing up with like half an axe in their side of their head. People live with their mother the person who's actually gay pretending to be straight to fucking say me mean Eddie Murphy did this shit fucking and then coming to America in 1989. Jesus Christ why do you just have somebody come in and slip on a banana peel and then get a pie in their face and then do the dating thing. Hey Bill you so talented won't you come up with something new. Because I limit it. All right. I never said I fucking would reinvent something. All right unfortunately I have to take a little bit of break and I'm on a nice little roll here. I'm on a nice little roll here but I have a go I get some I gotta take care. Which is why I'm doing this at 9 o'clock on a Sunday.

Speaker 9:          00:39:15       But why do I need to tell you guys because it's going to be a fucking second of your life.

Speaker 4:          00:39:20       All right hang on hang on a moment.

Speaker 2:          00:39:24       OK I'm back. I'm back and I am as illiterate as ever. You want to this is somebody just fuckin tearing me a new one here. So I was talking about fucking United Airlines and Delta and then just yanking people off of flights and like what happened to customer service. And all of this type. You know I felt guilty flying United the way they just drag that Chinese dude off the plane to go into China just as so many was Chinese Asian. Give me that right. Who knows. Who knows. I'm so fucking hard I don't know.

