Speaker 1:          00:04          Okay.
Speaker 6:          25:06          Hm.

Speaker 4:          25:08          We'll other player in the industry do it first. Now increasing the talent pipeline. It is important as mentioned for us to do more as an industry to partner with educational institutions to elevate the importance of accessibility, design study two s an equally level off important as cyber securities discipline. You said, wow, really? Do we really need to get that radical? Yes we do. We really do. Accessibility need to be viewed as a core feature set. Many people who graduated from colleges and university today, um, especially if they graduated with a degree in Cybersecurity, uh, there are celebrated, uh, they are recognized for their talent. We need to do the same thing for people who graduate from colleges and university today. We'd great accessibility d design knowledge, what engineer join a firm with the require skill set that the forum, once the company has the obligation to ensure that he or she have opportunities to advance and have a fulfilling career path. Accessibility engineer need to be celebrate. And the success of the engineers who instrumental and pms for that matter who instrumental in developing accessible products

Speaker 4:          26:54          need to be celebrate. And companies need to find ways to, to, um, connect engineers with individuals who is the, who are directly benefiting from that, the application that they created. I think to me by putting a group of engineers with people with disability and listen to the end user, uh, on how products they're products that they create and make it such a difference in their lives, the best way to motivate each other. And lastly, we cannot underestimate the value of a well structured mentoring program, which ultimately will help facilitate knowledge transfer among engineers. You know, and pms for that matter. You know, uh, there's a lot of,

Speaker 6:          27:47          hmm,

Speaker 4:          27:47          you know, for, for whatever reason, uh, turnover among engineers and pm because there's tremendous amount of opportunity across the industry. But, but then what happened when, when excessive and accessibility champion leaves a company, uh, where, where those knowledges, I, uh, has it been preserved anywhere and I think we should do better as an industry, uh, to preserve a knowledge so that engineers, a new engineers can take advantage of what has been done in the past if we take this action. I honestly feel that

Speaker 4:          28:28          engineers can flourish even more than they do today. But before I move on to policy, I know that my life is enriched by your work and the work of many engineers and pm whom I will never have a chance to meet. I want to take the time to thank you. Thank you for the hard work that you have put into this to empower people like me through your, through the various technology that you create. It I'm able to stay productive because of your hard work. So thank you very much for that. I just paid to you an ideal picture of how things ought to be if the industry worked together. But you said, wait a minute, wait a minute, wait a minute. We're not there yet and here I am. I'm looking for ways to uh, enhance my knowledge and skill today. Is there anything that I can do or do I have to wait until somebody else do something?

Speaker 4:          29:36          No, I don't think you have to wait and I would like to recommend the following for you to consider. I know Cuco have a robust training program and everybody else in the industry should too. And when that end and the engineers and pm should take advantage of the training programs offered by the respective company. Do not. Please do not design in the vacuum. Always partner with accessibility subject matters experts while you're doing your design work. I, if you do that, you will have less regret in the end when possible, and I know your time is the most precious commodity, but when possible, find ways to participate in the ongoing work of the various accessibility standard consortium, either in person or obtain knowledge online if you can do it in person. This is great because it is an excellent way to connect with other experts in the industry

Speaker 4:          30:41          regularly conduct usability, product usability testing even when you feel that your product is compliant and please conduct your product testing with people with disability who used access technology every day. I know that product testing can be very costly, but until we get the right tooling, we need usability testing and if you conduct usability testing, you gained tremendous insight from the end user with disability that you can't just glean from the automated testing tool alone. Code according to accessibility standard and do not code according to a specific type of access technology solution. This is really important because if you decided to pivot one way or the other toward any particular access technology solutions, you may break your product when the next release of that solution came out or when and you're going to be doing your work in vain if that a technology solution decreases in popularity. Finally, let's move to policy. Companies should really think about established strong inclusive workforce policy. I know that none of that Microsoft is benefited greatly by this. We are as good as our people

Speaker 7:          32:13          are.

Speaker 4:          32:16          We have to make sure as an the industry

Speaker 7:          32:20          that

Speaker 4:          32:22          the customers who we serve externally are properly represented by the diverse pool of employees in our organization. If we don't do that, how can we tackle accessibility and understand the nature of the problem in the enough depth and breadth so that we could solve it appropriately? Always aim high. I know engineers aim high, but I am encouraging you to aim even higher when you create a develop products.

Speaker 4:          33:06          Please use accessibility guideline as it meant to be used as a minimum benchmark for accessibility. Don't ever lose sight of the end goal. And the end goal is I'll products and services must be accessible and usable by everyone. Finally, five accessibility champions within your organization at all level. Guys, how many people are here? 10, maybe two. Now, I don't know how many of them walk out. Um, but anyway, that's all. Okay, well, hey weekend too. How about that? Um, but anyhow, um, you can make a difference even within a behemoth company like Google, if you were so committed to accessibility to begin to work together across all level, top down and bottom up and everywhere else in the company. If we take this seriously, I think that it is possible to have an accessible product with every release. So I really feel strongly that we at a cost of something great is about to happen.

Speaker 4:          34:24          10 years ago, accessibility was a word to avoid. Uh, it's, it's a, um, some people said, oh gosh, do we really have to deal with this? I guess, suppose so, because otherwise we, we might be in trouble. We might be litigated against today. Accessibility is no longer as a mandate, but it's becoming something that people are welcome and to becoming something that people really want to move forward with it. So, but it's going to take everybody. It's going to take the end community. Partnering with you is going to take the commitment from your part. It's going to take everybody to move accessibility forward and one day when you grade, oh, I just want to warn you, you're going to get there. And when you have to use glasses, uh, some of you may encounter, um, situational disability. You know, those of you especially who are really active and playing sport, you may have to wear crutches and stuff one day just because you break a leg or something.

Speaker 4:          35:31          And to Kim, you'll productive during those time will be very, very important. And one day you're going to look back and said, know what you find? Count any disability with a permanently or temporarily. I don't have to worry about losing my productivity because technologies are created to be accessible. So I asked for your commitment and I'm giving it to you that I will always be an accessibility advocate. And I hope that I'm able to inspire you or at least give you something, thought provoking to go and really examine your own commitment to accessibility. And I'm hoping to see you and meet with you 10 years from now and recount the progress that I've just done early on in this presentation. All of the various accessibility improvement, Ashley, you know, what, 10 or 15 years from now, we shouldn't be talking about this topic anymore. It should be matter of course. So I thank you for your time and I'll entertain annotated question that you have. Um, okay. So something that came to mind,

Speaker 2:          36:43          uh, during your talk, how to do with prioritizing accessibility. This is always a challenge for every product in every team, um, especially when you have deadlines and other, other scary things that are happening at the same time. How, in your experience, maybe you can give a few examples of ways that you've been able to champion accessibility in a, in a tight environment like that.

Speaker 4:          37:09          Sure. Um, I can't, well, let me, let me just do it this way.

Speaker 3:          37:17          I think we have telemetries, uh, on how our products are used, or at least I hope you do. And I think you do a, we know what core features are a four sided and for the blind and for everybody. And I would start there. What are the core features in your products? And you make that accessible. If you really have to prioritize first, you make that, then those features accessible and, and, and, and then you go from there. It's, I don't think it's rocket science about this, um, because people, uh, and, and I don't mean to be condescending in any way about this. I think

Speaker 4:          38:03          everybody have the same needs. We just access information in a different way.

Speaker 3:          38:11          Does it help at all with respect to a specific example? Um,

Speaker 3:          38:22          I'll talk about a product that actually created an accessibility community, uh, rather than, um, uh, current Microsoft product. Um, and the parallel analogy will be a very much identical. So we were looking at ways to create a portable book reader for the blind, uh, in my work with a company named human where, I don't know, in a 2007, 2006 or something, uh, and we want to make that, uh, we'll play, are accessible. When we started to evaluate what are some core features of a digital book reader. I remember back then, digital book reader are quite, uh, new. Uh, and so we spent some time looking at what, uh, the mainstream industry is doing and then we bring that features into, uh, the development. And the result was one of the most popular, still is one of the most popular stand alone, a digital book reader for the blind called the victor reader stream, which are, it's one of the most exciting project that I got a chance to, to partner with various engineers because we designed everything from the, from the ground up, and we wrestled with this priorities every day. And you do too. So I would say use your telemetry is that you have available to you and make sure those core feature sets are accessible first.

Speaker 3:          39:55          That's great. Thanks. Cool. Oh, do you my question?

Speaker 6:          40:02          Great.

Speaker 8:          40:06          So my name is Dasha and I'm a developer on maps. Uh, before asked me a question, I actually want to turn to the audience a lot of the things and um, and talked about actually we have internally. So in order for your product to shape him, you must pass to given gardening and we have a guard discussion this week, so you're welcome to join us for that. We also have classes running this week because it is a stability week. So educate yourself. There's an Ios and android in a design class happening this week, so you're very, very welcome to come. And my question is actually around Ui. When you were describing your perfect tool or our SDK, um, it made me wonder that we don't even have that for regular stuff. I mean, there is not one place where you can build the Ui depending on what platform you are, you're stuck with that platforms. Um, good and bad points, right? So I think, uh, I don't know if that will ever happen to have one place where you can build Ui and works on everything. Right? Right. Now you build Ui for this platform and then for that platform then for that platform, mostly because otherwise you can't leverage the best parts of a given platform. Um, what do you think about that? Well,

Speaker 3:          41:14          we must work with what we have so far, right? I mean, I honestly feel that if I have this magic tool, they can split code out in all platforms and ensure accessibility of everything everywhere at the same time. That would be best. But when, when we, now we don't, so let me give you an example. In android platform

Speaker 6:          41:37          you really

Speaker 3:          41:39          need to think hard about how people with disability use technologies. So what are an important characteristic of attributes?

Speaker 7:          41:49          Uh,

Speaker 3:          41:50          oh, feature sets that are, uh, to, to them, uh, as an example, I don't know, this is, I think this is correct. Uh, last I checked is correct. So if it's not correct, I want you to correct me. Uh, Andrew, I know get tremendous amount of accessibility improvement. But currently if you develop

Speaker 7:          42:13          mmm,

Speaker 3:          42:15          a webpage, a correctly,

Speaker 7:          42:18          uh,

Speaker 3:          42:19          with proper table mock ups, it in html, uh, you cannot, you can still not use and android no good with top back to take advantage of that mockup. So you still have to traverse table, cell by cell and you know how tedious that think get. So if you understand that people with disability want to traverse table in the way that you do go column by column skip columns and we need to skip roles and we must then in uh, our API around development a framework, we should give the ability for the APP developers to do just that. That's what I meant when I say we really need to, uh, consider the needs of customers even, uh, throughout the designing process. Does it help? Yeah.

Speaker 8:          43:21          So rather than a two, a one to one, what I'm hearing you say, each platform should do better, should care more.

Speaker 3:          43:28          Well, [inaudible] tools is important, right? So if you provide necessary a tutorial in the tool and said, hey, guess what developers now you can take advantage of table mock ups and Itch to Mellon. Here's how you do, here's how you do your development. Uh, it, it's, it's, if the tool has that feature set that will give guidance to engineers and developers, that would be even better. I don't remember that. A, a t access technology simulations that I was talking about. Uh, I don't think anybody has it, but if you were to create, uh, a content and then you render it into an html table, you can immediately see what the behavior of navigating that table with talk back and Braille back and such like right there in the tool. I know I'm dreaming, but I really think it can happen. I really do. Somebody somewhere is going to make this.

Speaker 6:          44:28          Thank you. I'm Wilson

Speaker 9:          44:32          working or the, uh, uh, enterprise, uh, how fronted. So like, um, we've been testing our products with the various degree readers, like, you know, like [inaudible] to be more like the primary ones. And then I'm surprised. I'm just kidding. And then, um, and then we also, we also use a, a voiceover and then lead a NBDA yeah. To test it. Uh, but, uh, is there any like effort, uh, you know, put into standardize all of these screen reader is still, so there was less surprised that we, we turn to another screen reader and behave totally differently. For example, voiceover, it was like, you know, there are a lot of cases that I just, it just doesn't work.

Speaker 3:          45:11          There's a lot of nuances. I don't know all the concentrate efforts.

Speaker 7:          45:18          Yeah.

Speaker 3:          45:19          Uh, it, it needs to happen. And then one of the things that we can do is code according to sensibilities that if everybody does that, and I think we can unify a, some of the different, uh, you know, the unified the differences and make it, uh, less so. A M I a t a I know when to under compensated and overcompensating for worth weapons, disability or any accessibility standard that makes it very difficult for developer to develop. Now I also understand the 80 manufacturers predicament though they need to serve customers. So here again, partnership between you and a t,

Speaker 7:          45:59          uh,

Speaker 3:          46:00          solution providers, whether it would be your peers, uh, Microsoft, uh, apple. I'll even bode potty a t. It needs to happen

Speaker 7:          46:10          more and I'm,

Speaker 3:          46:13          I would love to hear your thought on how we can bring this about too. This is not just my conversation to you. This is a bi directional conversation. So you have some ideas. Uh, Anna, how to get in touch, knows how to get in touch with me. Please let me know.

Speaker 7:          46:28          Okay.

Speaker 3:          46:30          I'm being kicked out. I think we are actually been kicked up. Thank you, Anne, for coming. A wonderful Todd.
