Speaker 1:          00:03          Yeah.
Speaker 2:          12:21          And you know, the modus operandi, they, they just tried to blackmail you and stalk you. And then they tried to, and whosoever these societal curators and Admin so called lab. So there is a need of awareness in our children. And uh, they are curious about everything. Whether, and I have seen children, they don't even know how can they secure their applications, whether, whether it's a popular video channel or it's a popular search engine. They don't even know that there are some settings which can prevent them from harm. And not only them. When I talked to the ICT, there's a big gap I see is very good in teaching the school a ICT syllabus, right? The program and put a number and generate the femoral series. They're excellent in doing that, but when it comes to hacking and stuff, you will find the eighth grader talking and dive.

Speaker 2:          13:07          I know how to use Kali Unix. I can create a Metasploit and all those words you start speaking and that really scares and then even ask me, I have confronted these questions from young minds. What if I'm using a tor browser, how we'll do crack me and when or which class you are in Bulla seventh standard. When you come to me separately, I will tell you how to trace a tor browser. So these, you know what the explosion is there when it comes to information or, but the mindset is not ready for it. So to prepare that mindset is also very important. Whether it's your gaming habits or it's your social media habits. Law of crimes have been reported because people, they don't even know what are the privacy features. I remember when case in it was five years back to now we have that security by by the government of India that even if I change the Sim card, my SMS service will not work for a limited time.

Speaker 2:          14:02          You know what used to happen, identity theft, how the hacker will get access to your date of birth from social media side, get access to your personal information like people love to post today on any popular social media. There are so many international days we are celebrating today. Happy Mother's Day. I love my mom come lot baby. So my mom name is available on the site and that is a secret question and answer to one of my online banking detail. The hacker very conveniently Vanc and he issued a Sim card of that with him. The moment he got access to the same car, he got access to the mobile banking network and he immediately swiped all the money out. This all money was taken out with the help of and this gentleman, he was sitting in his office and he taught my network is not coming.

Speaker 2:          14:51          The message on the phone was sim unregistered. He tried to plug out the same, put it back, nothing happened after some hours he went to the mobile. You can't be in the set. Listen, your same goddess corrupted. Take a new one, you've got a new Sim card. And after five hours of activation, he realized that all the bank is empty. When we started getting such cases of identity tab debtors when an action was taken. And now today we are preventing Your Sim misuse by locking your SMSs for a period of time. But hackers are very smart. You create one rule, they know how to break the other one. So looking at the old case studies, it is very important to promote education awareness. Uh, there is a very popular app where you can synchronize the APP on your computer. So that's the messenger app where you just particularly scan a QR code. When I talk to people,

Speaker 3:          15:47          yeah,

Speaker 2:          15:48          70% are not aware of that option. And I am receiving complaints where a person come and see. So I have this personal messenger APP on my mobile. You can, anybody else wants to use it? And I go, yes. Well if somebody's phone is hacked because I have north center mass message to anybody, but some, all our complaining that you are sending some bag bag messages and I have not sent it and it is going from my messenger.

Speaker 2:          16:14          When I checked his phone, his phone was already sinked into another device. And that device was somebody else who was using that application. So this is a challenge, uh, when it comes to and at the ground level. Yes, people are not aware. You have to play a very proactive role today. And the best way is toxic start impacting this education to the young minds and, uh, at the root level because they also need this training on bullying and stalking. And, uh, well, I, I keep up children, especially, I got a case where a person created a fake email account impersonating account and send a very different married to another child. You know, what happened? That child was into depression for two, three days. And you know, what is the age of that child live in years, 11 years for 10 kids. It's a prank. And I'm sorry for me as for the Itx Itsa offense because it exists, but nation is a crime section 66 d clicking personal pictures and sharing is a crime. So we have special uh, act, uh, section in the it act with say section 66 he captured in publishing and transmitting image of a private area of any person without his or her consent. Three years of punishment, two lakh rupees, fine or both.

Speaker 2:          17:41          And sexting. Oh my God. Approximately five years back, I used to get one or two complaints in a month. I'm sorry. Today I'm 15 to 20. The more and more kids go in the country, the more and more, uh, such problems. I keep on hearing personal pictures going viral. Social exclusion is there in children. They have complexes. You know, what are the complexes? Body shame. But shame is becoming alon blacks. This young girl I did not got likes on my picture on the social media. So I'm having depression. Yes, they have depression now. So to talk to them in this. And, and I have realized that there is a big gap now children and especially the young ones there. So getting addicted to, I'm using the word addiction now, Eh, I teach the positive use. I, one of my, uh, my own family, there was an issue where this, he was having a dead addiction to playing these Voiland games and there was a lot of transformation in his behavior.

Speaker 2:          18:39          So he was getting violent at home, aggressive. He used to throw things and break things. And I asked a simple question, which game does he play? Ball, he plays this wall in game. How much? Three to four hours a day, three to four hours a day. And you will understand today that in child psychology, whatever you see you in you, it's like a simple osmosis going on. So if I'm playing while in games for the whole day, I'm imbibing while an aggression in my nature. So I shifted him and I said, okay, you create this wonderful channel on a social media site and you start playing your keyboard and your guitar and then see you will start monetizing it and you can earn money. And it really worked as a magic and he's now out of his addiction. And today he's more concerned about his channel and he's creating new content, sharing, liking us comments.

Speaker 2:          19:28          And everyday he's respecting all the comments and then he's responding to them. And I could, I could easily grab, brought him out from the negative part of the addiction to a positive side of the neck. So this is another thing. And I started one wonderful activity after addressing more than 25,000 schools in the country, uh, and colleges, I started creating salts, my sites, many cyber cells in the school. I, you give the name Cyber Congress. So I do this kind of an effort where I trained them for eight hours to 10 hours, a handful of students who are the good and empathy and all. I called them the cyber captains of the school, their counselors and their ICT stuff in a closed room and they do two things now. They help children with problems. They know the wrestle park, they know right from how to talk to the service provider and how to come back out of her problem.

Speaker 2:          20:15          What is the rehearsal? Number two, they inculcate positive Internet habits in the country, so that is another, I've seen a wonderful change when if you, because he children don't know what to do on Internet because the Internet was never a subject in a country for them. Social media is Internet, so they never got trained. Yes, they've got trained in C and C plus plus and website development and PHP and html. That was a part of the syllabus but not a single class has ever taught you. Even I talk to children, they don't even know the full form of gprs. Very Fun, fun and funny. And then I have to tell the managers, good rod partner at TCM law, so we'll no, no, no, no. Monica note is global something many? No, no, no. It is general packet radio service. The same thing, which you are using 24 hours on your smartphone.

Speaker 2:          21:02          So to create that positive impact, I started inculcating this cyber congress thing and that has been very successful and you know what I do also, I give surveys to them every three months, a small survey, internal survey with all the kids to tell about their online habits and their issues. And after the Cyber Congress implementation, the problems which are reported on the first day of say 60% children having problems of bullying, stalking or defamation or something is coming down to 25 and 15% after every three months, the issue is falling. So if I know how to be responsible online from the day one, because then I think when you go become a senior also, you know what? Our digital footprints, no you will. Nobody will mess up. And the basic things like don't share your passwords. They don't share your credit card numbers with anybody.

Speaker 2:          21:52          Don't give your card to the vendor. People give their car. I asked them, do you give you a wallet to the person? Okay, take my wallet and get me some 10 rupees stuff from the market. Take my wallet and go, no, you don't give your wallet it then how can you give your evil it to anybody? This debit card or credit card is called the Ebola. Now you give you a wallet and then you come and complain that my card is in my pocket and somebody has to draw money from Delhi ATM. Your car got cloned. So there are these uh, organized criminals who are misusing all these techniques, which people so to how to prevent this. So number one, you're not giving your car to anybody. I also teach people to know, remove the CVV number from the backside of your card. Take a black marker and erase it and keep it safe.

Speaker 2:          22:38          Because if I come to know your card number and CVV, I don't need any other authentication online to go to any market place and do shopping. And that is what is happening. So preventing that. So these simple do's and don'ts have, we are trying to create to spread the Savannah's and the challenges. Yes, there are challenges because if you look at the policing in India, so we pull the thing, it was the actual work. The maximum force of the police is the, uh, the constables, the head constables and the southern specters. Then the, its officers and those relations are igs and SSPS. Actual work is to be done by the maximum. This force, which is your constables and all. So their basic training. You know what I, when they, they think cybercrime training means somebody something specialized. You have to be a biotech or a or a master in computer science.

Speaker 2:          23:33          Sorry, I, I, whenever I go to and with, when you want to investigate cyber crime, you only need to do things. We'll work two things many years, right? Then you will receive an email, sing, receive an email. If you notice, you can investigate any crime, whether it's a social media abuse, a bank, fraud in ATM fraud, because all the information today for these crimes are with the service provider and you need to know the legal and the standard process to ask this information. Once you get this information, then you have to do traditional policing. So I came to know that this is the mobile handset of Russia. Tanglin Internet connection or Rakshit. Tandon has committed this offense, so now I have to do traditional policy and go in arrest fracture tendon. Next step is the proper Caesar so that the digital evidence is collected properly and then the law, the role of the forensic labs, which is again a challenge right now because the load is high, the complaints are higher.

Speaker 2:          24:39          I was just looking at the figures of cert and it was in the newspapers recently with said from January, 2017 to June, 2017 we have reported somewhere around 27,482 cases. So that is making out to be approximately every 10 minute one cases happening. That does means that the reporting is there. I will take it positively because if I look at the police reports 10 years back when I started working, they were not taking complaints. So when there were no complaints, then the records were also not showing. But today that taking complaints and the RST is also there and you know what is a sad part of the arrest. And look at the fifth 2015 analisis of hence CRB a 5,108 people were escalate, committing cybercrime 3,188 we're in the age group of 18 to 30 and 98 we're in the age group of 18 below 18 below.

Speaker 2:          25:42          Now this two things, if you look at that means what young people recently I saw on the newspaper also in one of our agencies confirmed it to me, you know, to Predation Deli Palace. They busted a racket where four young guys were arrested who had been to an online portal and using the technique of data tempering or something and they stole 94 lakh rupees vouchers or something and they were all young minds there it students and they call themselves ethical hackers. Now this is a challenge here. The thin line between ethical hacking and there's crime. So I at the end, it again comes back to the same thing, teach them laws. They don't even know what are the laws and a number two, uh, organizations now need to be proactive. Don't wait for something to happen. So I, I today the mindset is that I will go and buy the best laptop from the showroom, but when it comes to software, worry free download today, pirated.

Speaker 2:          26:44          And then I complained of cyber attacks. So it's very sad when I come to know that most of our important facilities are still running on old obsolete to us. And when I, when I take talk shows in the people as it, so I've heard that of anybody can hack your phone in five second Monica. Yes. When, which phone are you using? When, okay, what is the version of your oms? So it's five or 4.0. When a please go and put it on the high way, way below the track. It will be better. It will have, it will rest in peace. So the people are not understanding because if you're OSTP or your operating system is vulnerable to attacks, it can easily be hacked. So people, first thing has to be educated. Here is also how to be proactive in security. Do stone wait for something programmers, they don't know the secure coding framework.

Speaker 2:          27:33          So now when I talk to engineering students, I tell them see it very easy to become an ethical hacker to find a loophole and exploited, but it's more difficult to create a code which nobody can hack and that is where the exact potential lies. So right now we are learning programming and you are in the first year of education and you want to develop a mobile app, you want to develop a website, start working on this and how to do this when you have to learn three aspects, attack, defense and response. Until unless you don't know attack, you cannot create a defense and response. So yes, he will have to think like a hacker. You will have to know all the vulnerabilities and all the bad part of the coding and operating systems and databases. And there you will have to play a positive role in touching that up and creating an application outside in the market.

Speaker 2:          28:23          90% of the applications, they are launched in the market and they're not tested. And when they are not tested, then you hear a very bad news in the newspaper, x, y, zed APP, 1.41 point 5 billion data breached and out. All the customer data is in public in the black market and who's the victim? The consumer is a victim. So this is how the old everything is flowing today and a new new modus operandi is, are coming out and hackers are very proactive. I that day was handling a case where this a very simple complaint of a normal kidnapping case, kidnapping case to place and the ransom was claimed on, uh, we owe IP call. So some birth downloaded a third party application that you, millions of third party applications available online where you can create a call and the calling number would be very funny.

Speaker 2:          29:17          Something like a three digit number or a four digit number or a 13 digit number. Today, the law enforcement in my country is very smart and handling mobile surveillance. We have been trained, it's been 10 years now. We play with mobile surveillance, but then people have left using mobiles. Now you don't use mobiles. Now if you've taken the second step, that is called Internet calling. So now that again becomes a challenge for law enforcement and been this kind of cases are reported the police, this is a matter of cybercrime sell. Why? Because the call is coming through Internet. So these are the latest challenges we are facing. And one more challenge, which I think is a big threat right now is these virtual numbers which are existing online and a wet. And especially in a country where we are trying to bring so many wallets, we are trying to bring so many mobile wallets and all these numbers are authenticated using her mobile number or a number, we call it a number. So you can start using a wallet until, unless you have a number. And for that number, we simply use that authentication, which is the SMS authentication. So what's your number is becoming a threat. And uh, but then that is what will thing is a, it's like a mouse Katonah mouse race. And uh, and this is how cybercrimes is evolving in India.

Speaker 2:          30:39          Thank you.
