Speaker 1:          00:00          Yeah,
Speaker 2:          16:07          I'm not thinking of my audience, which does not mean that I'm doing it for myself. Uh, I'm thinking at the very beginning when I begin writing a poem, I try not to think of the audience or anyone at all except for trying to get at the very center of what's driving that poem. Why, why? In a way it's like analyzing myself. Why did I even sit down to write this? Why is it even interesting? What is it that drives this thing that means excess assets in the that means going down into the very deepest psychological moments. Things that can frightened and scare you and I think that to think of an audience at that point would actually drive those thoughts away. But during the process of revision and what happens is that I'm thinking about the language and how I can use the language, which is my tool to convey whatever this experience slash emotion is so that if anyone else sits down to read it, they can also feel it.

Speaker 2:          17:23          So it's beyond just saying, talking about describing something is also using words would help to shape the emotion so that if it's supposed to be something very hectic or a frantic moment, then the words probably would be shorter and clipped and things like that. During that revision process it becomes less and less a private matter and Baltimore, something for an anonymous audience. I don't try to imagine a an audience in the sense of at that stage I don't try to imagine the audience in the sense of, well these are all educated people, you know, from the ages of 18 to 45. I just think of there is someone out there who might want to read this. If they read this little bit. I want to get them to feel the same thing that I'm feeling and that's my audience, but that in the end I'm thinking only of them and I'm not there.

Speaker 2:          18:31          It would be wonderful if we were striving for toward a post racial literature and certainly the election of Obama is a big step on the way. I think that we shouldn't get complacent and think, oh gosh, now we're post racial. We are not, we haven't had the conversations we need to have about race and privilege and all of that stuff up. We're starting, so we're on our way, but one of the things that I've always dreamed of is to have a post racial literature at you waste so much energy and good a talent. I'm either trying to insist upon your presence, which is certainly what happened in the black arts movement in the sixties for instance. Uh, and you also waste a lot of energy then. I'm sorry, I lost my thought.

Speaker 2:          19:37          Well, you wasted a lot of energy insisting upon your presence, but then you also can waste a lot of energy explaining things, explaining things which are specific to your, to a certain racial culture, which if you think about it in terms of the mainstream, we don't mind looking things up if we don't understand them, but we kind of expect to be clued in on various things that happened in, in the culture. One of the things that I've always found frustrating are the little reference points that I might have to explain it, a poem that I wouldn't have to explain if it were in it, if, if it were a mainstream detail. For instance, I know exactly how a white woman would do her hair every morning. I know the washing and the blow drying and all of that kinds of stuff. But so that if I see that in a poem, if it were to occur in a poem, um, then I would have problem with it.

Speaker 2:          20:48          Whereas for me to, to even to get up and explain getting up and rushing in and how to do my hair, it would require all sorts of glosses. You know, I'd have to say, well, yes, there's the, there's the hair pomade and there's the visit. And uh, and, and so my hope is that in a, in a post racial, cultural, all these kinds of details, we will just assume that we can figure them out. And we will assume that that is something as we read them, that will, we'll have to look up instead of demanding that our writers, um, give us a gloss right in the middle of the palm. I think we're on our way.

Speaker 2:          21:32          It's so funny, when I was poet laureate, when I be, when I was named poet laureate and went down to Washington a little bit beforehand to meet, um, the, uh, assistant and meet the Librarian of Congress and all that into, to kind of acclimate myself. And I did ask what my duties were, the only official duties are to a sponsor, a reading series at the library of Congress twice a month and make sure that. So that was fun too, to be able to invite poets from all over the world actually to come to read and to read for the archives. That was wonderful fish. Dory. The other duty was to advise the library of Congress, the Librarian of Congress, and also, and this was the funny one, to promote poetry in any way that I see fit. I said, what does that mean to promote poetry?

Speaker 2:          22:29          And I said, well, what's the budget because you're going to promote you, but, and I got to kind of a blank stare. So I thought, okay, this means that you make it up as you go along. What else? The, the, you know, I'm an artist I could create and I decided to just do things, um, and fear they would stop me if they didn't have enough money, which was probably a good way to go about it because they did find money for, for various things. But what was interesting, it's not a, it's sort of like being Miss America for poetry. And that as a, as the poet laureate, you have an immediate, um, cache and you have some, you have stairs, people see you have some kind of publicity, some kind of a public stage. And I thought of myself as being more like a lightning rod.

Speaker 2:          23:25          People would say, oh, there's a poet laureate, let's ask her or tell her what to do. And I got so many letters right from the beginning, from people all over this country. He's telling me what I should do. And some of them were really good ideas, so, and I couldn't implement all of them and the time I was there, the two years I was there, the one thing that I found very, very helpful was to remember that many people are very frightened of poetry. And as poet laureate, I had a chance to travel around to just inject poetry in to everyday life whenever I could. And so I visited grade school kids or the naval academy and with all sorts of places where, where you thought, you know, didn't know they liked poetry or poetry was absolutely necessary. So, um, each poet laureate decide kind of what, how they want to use that public arena.

Speaker 2:          24:27          And I decided to to try to just be there and people's faces whenever the they turned around to make poetry something that was all around us. I went on Sesame Street for instance. And, and, and, uh, yeah, it was really fun. The other thing that happens with poet, the poet Laureateship, is that when you are. When I was in Washington, there was an opportunity to inject poetry into the government. And the other lawyer does not have to write official poems or anything. There were many occasions when I would be asked to say a few words, which is of course a kind of a euphemism for, to, you have a poem was there's always a poem. You can always find a poem for almost any human situation. So I didn't write poems or for specific events, but, um, I could look and see if I had a poem which would fit in that because I think that it's always important.

Speaker 2:          25:30          It's important if, if there's a celebration for some bill being passed, it's nice to have a poem there to remind us all of the human element and the human effort that went behind it. So that was, that was important to, um, the, the Penguin Anthology of 20th century American poetry is a Gargantuan, Gargantuan project. And basically, uh, I'm trying to make sense poetically, of the 20th century in America. So it starts, I'm really right there with 'em at Arlington Robinson and it goes up until anything published in the year 2000. I'm trying. So what the difference in the center algae is instead of just a poem here upon their two pubs where this person trying to give a sense of of major poets who then influenced other poets as well, so that we may be quite a few poems by say let's choose someone William Carlos Williams and then show how he influenced all sorts of other poets who may have a few other, not as many poems in the oncology. What makes a classic poem. I think that when a poem can move

Speaker 2:          27:15          readers across generations and across its specific class or race, then it becomes truly classic. I mean, in other words, if the poem is so moving that even if you have no experience in that particular setting, be it 19 twenties, Harlem, let's say you still are so moved that, that, that you can put yourself in that position. That means that the writer has managed to go beyond the, the, the personal and, and touch the humanity in all of us. And it's been really a blast to read it because I realized how, um, that this does hold true for the truly great poems. Oh Gosh, no, there's not a specific poem. There they are, it changes, changes depending on the, on the, um, what I'm working with, where I'm at at the moment, but there are, I mean, they're just poems that are just so amazing to me. Um, and I, and if I named one that I course lose another, but, but it, it goes in and out, I think that.

Speaker 3:          28:39          Hmm, let me think.

Speaker 2:          28:45          I can't name a specific one lines flow through my head. There's a,

Speaker 2:          28:51          a very beautiful German poem by Gerta, which I often say to myself because it's like a little prayer and uh, but it's also totally untranslatable I've never been able to translate it. And um, it's humbling because you realize the, we need translators. Please, please, please, we need our translators. Otherwise we'll never have any of these posts, would never know who, how bottom layer moves us or anything like that. But you also realize how much gets lost, how, how necessarily poetry is so bonded to the, to the language in which it is composed that it's, you're, you're always going to lose. And I find that very humbling. Um, so yeah, but it's a wonderful woman that rhymes, but it rhymes in odd ways about other gifts and I live vip spirit. His Stu calm. I'd how Baltimore binder who was out. That's it. And you can hear the rhymes and basically transfer it. It says overall the mountains. Tranquility rests in all of the tips of the trees and that's VIP for which is a great little winter. All the tops of the trees you can. You can hardly feel a breath.

Speaker 2:          30:32          Wait. Just wait. Soon. Youtube will rest. And it's just, it's because of the minds that make this such a calm and it's just in certain words that totally untranslatable like vip, which does mean tips of the trees, but that doesn't sound very good in English, but it, it's, it's almost rocks you to sleep and I just find it incredibly amazing poem tightness. And yet tranquility could let me think. What could I do a longterm? I'll read one, I'll read a short one and a, but I have to give you a little gloss for it. I'm in. This poem is from my new Book Sonata Melodica, which tells the story of George Bridge Tower, a Mulatto violinist from the 18th and 19th centuries. In this poem, he was a prodigy. He's a little boy, 10 years old in England playing his violin in front of all of the music lovers of London, and his father is sent back, sent away from London.

Speaker 2:          32:04          The Prince of Wales says, I'll take care of the little boy, and so you have this little boy who is has the best job in the world for a musician, but at the same time he has no family, and in this poem the prince has ordered him to go into as women to change into British clothing. The undressing first, the sash peacock, blue silk unfurling round and round until I'm the India ink darting a called British. Now I can bend to peel off my shoes, try to hook the tasseled tips into the emerald sales of my set and pantaloons fair. Well sir, monkey jacket, monkey red, a do shirt, tart and bright as the lemons. The prince once. Let me touch goodbye. Lakeside metal, goodbye hummingbird throat. No more games. I am to become a proper British gentlemen cuffed and buckled with breaches and I find Krevak, but how my tossed bedclothes while I. I am a smudge acquainted wick. A twig shrouded in snow.
