Speaker 1:          00:00          Okay.
Speaker 2:          09:29          You experience it probably as law students and certainly as college students, you experience it when you go back into your communities. Um, there are oftentimes things that happen that create some discomfort around the topic of race. And I think that's in part because, yeah, we have not dealt with this issue, uh, in an in an appropriate historical way. And so I think the court gets it wrong because they fail to appreciate the ways in which the death penalty creates another institutional relationship to African Americans and the people of color in this country. That's part of a long line of relationships. And it's only way you think about this institutional, a relationship in an historical context that you get to a different place. And for me becomes important to talk about these issues differently, to contextualize them. You can't understand the death penalty in America today and certainly claims of racial bias in the depth domain America today without understanding slavery.

Speaker 2:          10:27          You know, we've been interested in talking about slavery because slavery created myths about African American people, but that have not been adequately addressed. Slavery in America wasn't like slavery in other parts of the world as some transitional state, some transitory status that you could fall into because of bad decisions or being conquered in a war. It wasn't like that in America. Slavery in America was a racialized. It was a, a system that was created, um, afford labor for economic development that was focused on people who were black people who are African descent. And we created narratives to justify this about these people. And we said they weren't really fully human, that they had qualities and deficits and attributes that are required and benefited from enslavement. And we use this insane narrative to justify the morality of slavery and to even, uh, feel good about what we were doing.

Speaker 2:          11:26          And as a result of that, uh, we, uh, had a racialized system of slavery in this country that could not be, ah, eliminated by simply eliminating slavery. The 13th amendment didn't talk about the myths, uh, created about black inferiority. It didn't talk about all of the ways in which people of color had been a thought of as less than human. And neither of the emancipation proclamation nor the 13th amendment had the power to overcome these myths. And because we didn't talk about the miss, we just tried to move on. We didn't really end slavery. We just created a new form of it. Slavery didn't end. It evolved. And it created a second institution that you see that beginning at the end of reconstruction carried on to a World War II, uh, that I define as terror. It was the American terrorism. It was the experience of racial terror that shaped the lives of people of color from the end of reconstruction until World War II.

Speaker 2:          12:22          It was the experience of daily worrying about being lynched daily, worrying about being arrested and released as a conflict, a daily worried with threats of violence and intimidation from, uh, the law enforcement or any person who was white could say anything at any moment that could cost you your life. And it's for these reasons that we have the segregated south, that we still have a today. People organize themselves on the other side of the railroad tracks for security from the terror and the violence and the lynchings and that sense of threat and injury, which was so dominant in the deep south, uh, was absolutely overwhelming in shaping a race relations in this country. Of course, then the third institution becomes a apartheid Jim Crow laws, uh, role in a legitimating racial hierarchy and racial subordination the way we enacted codes and conventions and statutes and provisions, uh, to insist on these divided lines, uh, defined by race.

Speaker 2:          13:30          And again, our efforts of confronting that Wa were noble and historic and revolutionary, but they were also in complete, uh, because we didn't actually talk about all the damage that had been done by decades of segregation and humiliation. When I was a child, my parents wouldn't take me into town with them because they didn't want me to see them humiliated by any white person who chose to say something insulting to them. He chose to say something or unfair to them. And that sense of injury, that sense of trauma has not been addressed. We didn't do a what other countries have done to overcome decades of human rights abuses. We didn't commit ourselves to a process of truth and reconciliation. And because of that, we have not reconciled herself to this history in South Africa. There was a recognition that after apartheid there had to be truth and reconciliation.

Speaker 2:          14:18          In Rwanda, there's a recognition that after the genocide, there must be a truth and reconciliation in this country. There was a need after the civil rights demonstrations in the 1960s after the assassination of Dr. King, uh, four process of truth and reconciliation. But we didn't do it. And because we didn't do it, a fourth institution emerge and it is the institution of mass incarceration and the crown on that institution is the death penalty because it combined all of these historical antecedents, the myths about a dangerousness of people of color and the threat that they pose. It's the reason why these disparities documented by David Ball goes in the class, game exist. They would not exist in the country without our history of slavery. They would not exist in a country without our history of terror and lynching. They would not exist without decades of segregation and racial subordination.

Speaker 2:          15:13          And the court doesn't talk about that because they don't talk about it. They minimize the significance of tolerating and tolerating. It of course, makes this institution like the other institutions and institutions that will persist and prevail until there is some consciousness that says this is not consistent with a just society with a fair society, but an equal society. And so for me, uh, the court's decision in the class fee is like the court's decision in Plessy, uh, like the court's decision in dred Scott. It is a concession to conventional norms and values that tolerate systemized structural racism and bigotry in ways for which there is no justification and light these other decisions. It will be a decision that at some point we'll be seen as a low point in the court's jurisprudence. You cannot talk about the inevitability of bias and discrimination in the nation as fractured and, and destroyed by racial oppression as ours.

Speaker 2:          16:15          You cannot talk about, uh, the acceptibility of these attributes and features of the death penalty when you reflect on the legacy of lynching. I gave some lectures in Germany talking about the correlation between racial bias and the death penalty in America. And when I finished that was struck by how the German scholars, uh, stood up and all said, well, we can't have the death penalty in Germany. And they were quite adamant that there could never be a moment in Germany's future where they could accept putting people in gas chambers and executing them. And they said, it doesn't matter whether the people we execute are guilty of heinous crimes. They said, we cannot do that. They said, our history of the Holocaust means we can never again engage in systematic. Kevin. And I thought about that on my flight back home. I thought, well, yes, it would be very, very difficult for me to stay silent in a world where people were still being putting gas chambers in Germany.

Speaker 2:          17:11          I, the very notion of it provokes me to the point where I know I'd have to say something. Oh, the flight back and started thinking, well, what would I feel like if I were living at a time where the nation state of Germany was still executing people and the people they were disproportionately executing were Jewish. And the more I reflect on that, the more I realized I couldn't be silent in such a world. I'd have to do something. I'd have to say something, I'd have to go there and have to fight it. And then I got off the plane in Alabama and I walked to my car and drove to my office were buried in the ground, or the bodies of thousands of people were the victims of lynching and slavery and racial violence and racial terror and increasingly the death penalty. And it's in that context that the court's decision that McCluskey and could have been very different if the court recognize the history of racial inequality in America.

Speaker 2:          18:01          They've thought about slavery. If they thought about lynching, if they thought about segregation, then they would have realized that the question presented in the classic, he is not a question about whether people convicted of crimes deserve to die for their offenses. They would recognize the question presented by McCluskey is, do we deserve to kill? And when we have systems of justice that tolerate racial bias, when we have decision makers who would disproportionately white, and we allow people of color to be excluded from juries, and we allow our conscious and unconscious racial bias to create the kinds of results documented about professor baldness in those researchers. And it's through that Lens that you recognized the inherent, uh, illogic of the McCleskey outcome. And more than that, the chain full character of the McClusky opinion. And as you've probably heard, just as a pow and he retired, uh, gave voice to his deep regret about McClaskey wished he could change his vote, but re recreating a time when the court can revisit this issue and it can take a different approach.

Speaker 2:          19:12          Can think more honestly about our history. We'll take some doing. And that's, I think the challenge of McCleskey. Uh, Steve Professor Bride has probably told you that it was a very disheartening moment for those of us representing people on death row limit. Classic came down in 1987, but after that moment passed, we began to reflect on what the court actually said. And what the court actually said is that you didn't prove that the individual decision makers and we're acting with race anamis that you didn't show us that there was real bias behind some of these outcomes and that actually created an opportunity to rethink the way we litigate. And that's when we started working on cases. Steve did the in Georgia and others did around the south where we tried to expose, uh, the history of racial bias that had situated many of the capital prosecutions that we saw that and we continue to see today.

Speaker 2:          20:07          And so whether a system is fully just completely free of racial bias becomes a threshold question. Uh, when you think about the death penalty and if that system is not free of racial bias, if that threshold requirement has not been met, then there is an obligation, I believe, to give voice to a racial discrimination, conscious and unconscious racial thinking. Uh, disparate outcomes, racialized talking, racialized thinking, racialized prosecutions, racialized sentencings all have to be exposed because in the absence of that exposure, we contribute to the institution. It's like being silent during slavery. It's like being silent during, it's like being silent during segregation. I think the [inaudible] is demanding from us either silence or activism. And it's one of the reasons why it's such an important case regardless of whether you choose to go into criminal defense work or criminal justice work. It is an important case and I think it requires us to say something.

Speaker 2:          21:08          Uh, and you'll hear a lot more about that from Steve and you'll certainly see that in the kind of career that he is created. But I think of this case and I think of this area of the law as a critically important area because it says something not only about the port and about what law could do, but it says something about us and whether we will choose to be the kind of people who stand with others just sitting and the kind of people who have speak, but others are quiet. The kind of people who are rallying against the institution of slavery that Fight Against Lynching, uh, that fight against segregation and that fight against, uh, tolerated, uh, acculturated racialize use of the death penalty. And that's exciting part of the work that you're doing of the course that you're taking. Uh, and I look forward to hearing more about it. I look forward to meeting some of you, uh, when you finish your time at Yale or when I get to Yale and I'm delighted to have a opportunity to share a few thoughts about this case and about the legacy that it represents. A wish I could be there with you. Again, I'm sorry for my congested state, but I hope you all the best

Speaker 3:          22:14          and your continued studies. Thanks.
