Speaker 1:          00:00:00       Yeah,
Speaker 3:          00:05:55       So it also has to satisfy some element of subjective desire as well. So that's three levels of constraint, right? It has to be a game you want to play. It has to be a game that you can play with other people and it has to be a game that if you play with other people, actually works in the world. Okay, well so much for an infinite array of, of options. It's a very constrained array of options. Now, and I think that the idea that I've been proposing to you is that what evolved mythology does these representations that we've been dealing with these archetypal representations is sketch out that landscape. What is the landscape of playable games? That's a good way of thinking about it and so it's. It sets out a landscape. It sends out a description of the landscape in which the game is going to be played as well as a description of the lens of of the game itself, and so the landscape is roughly that.

Speaker 3:          00:06:47       The core, the core archetype seems to be something like it's it's. It's something like the interplay between chaos and order and chaos is represented by the Serpentine Predator because we use our Predator detection circuits to conceptualize the unknown because what else would we do it that, that that seems, given that we're prey animals and given our evolutionary history, it's very difficult to understand what else we could possibly do because the critical issue about venturing into the unknown is that you might die or perhaps a slight variant of that is something might kill you, but whatever. Those are close enough. To the same thing, so chaos is what causes your deterioration and death and there's lots of ways to conceptualize that, but but a reptilian Predator fire-breathing reptilian Predator isn't a bad way to start. And so the question is, well, what do you do in the face of that?

Speaker 3:          00:07:43       And one answer is you build circumscribed enclosures that's order and then also you act as the builder of circumscribed enclosure. So that's partly the hero. Now the hero is also though that's not good enough because the circumscribed enclosure isn't impermeable. It can be invaded, it will inevitably be invaded either from outside or from within. Right? And so we've been conceptualizing the Predator, the malevolent Predator at multiple levels of analysis throughout our evolutionary history say, but also in our symbolic history, trying to understand the nature of that which invades the enclosure, right? And we can say, well, it's partly external threat, it's partly social threat, but it's also partly the threat that each individual brings to bear on the social structure because of our, let's say our intrinsic malevolence. And so that would be the snakes within. And so that accounts for the analogy that the Christian analogy between the serpent in the garden of Eden and Satan, which is a very, very strange analogy.

Speaker 3:          00:08:45       It's not obvious at all why those two things would stack on top of one another, especially given that when the creation story originally emerged in, in the forum I talked to you about last week, the story of Adam and Eve, the idea that the serpent in the garden was also something that was associated with the adversary, wasn't an implicit part of the story that God laid on afterwards. Like, well, what's the worst possible snake? Well, that's a reasonable question. And then a better question is what do you do about the worst possible snake? And one answer is you face it, but there's other answers to like you make sacrifices, right? And that's how you stave off the dragon of temporal chaos. Roughly speaking, is that you learn to conceptualize the future. You see the future as a realm of potential threat, and then you learn to give things up in the present and somehow that satisfies the future.

Speaker 3:          00:09:35       Now, so maybe you're offering sacrifices to God and you think, well, why does that will take? You've got to think about that psychologically. Why does that work? Well, you could think about the spirit of God, the father as an image istick representation of the collective spirit of the group. We'll call it the patriarchy if you want. It doesn't matter. It's the thing that's common across the group as a spirit, as a psychological force across time. Why do you make sacrifices to that? That is what you do all the time. You're right now. You're sacrificing your time to the spirit of the great father because your assumption is is that if you do what's diligent so you're not chasing impulsive pleasure at the moment, unless you're pathologically interested in this class or something like that, you're not chasing impulsive interest. You're sacrificing your impulsive interest to satisfy the spirit of social requirement and so you're offering a sacrifice to that spirit in the hope that you can make a bargain with it so that it will reward you in the future and that reward will be part of partly the staving off of insecurity, which is no more than to say that part of the reason that you're getting your degree is because you believe that it will aid you in finding employment and status and all the other things that will stave off the dragon of chaos.

Speaker 3:          00:10:52       So now those things were as as we've been at pains to point out is those things were acted out and then represented an image and story long before they could be fully articulated because we're building our knowledge of ourselves and also our social structures and also the world from the bottom up as well as from the top down. There's an interplay between the two levels of analysis. Okay. And so, so that's partly, that's partly the archetipal underpinning and then with regards to the stories themselves, you're, you're in a map, so to speak. You're using a map and with any luck it's detailed enough so that you can use it to get to the place that you want to go and sometimes you don't, and that means that you have to recalibrate your, your journey along the map, which by the way is exactly what gps systems do when you go off the pathway, right?

Speaker 3:          00:11:44       They stop. That's an anxiety response from the GPS system. They stop, they recalibrate, and they readjust the map now and then if you're unfortunate, this very rarely happens anymore. You'll be on a road that isn't mapped and then the GPS system doesn't know what to do. While that happens in real life too, I mean those are. I'm using gps for a very specific reason. Those are intelligent systems as far as I'm concerned. Those are the closest things we ever designed to intelligence systems because they can actually orient, right, they oriented in real time and they're unbelievably sophisticated systems, right? Because they required a huge satellite network and and so on, and they're cybernetic systems. Technically speaking, they, they respond very much like the way that we respond. So, so anyways, you know you're in, you inhabit a map, you try to adjust the resolution of the map so that it's more complex than it needs to be to get you from point a to point b.

Speaker 3:          00:12:38       that's it. You want minimal resolution because that enables efficient cognitive processing. It doesn't overload you too much. Like when I'm looking at this room, if I look, say I want to walk down this pathway, basically what my mind does, my perceptual field, and you can detect this, if I look straight ahead, I could barely see you. People on the periphery, you're more like, you're kind of like blurs you too. I can tell that you have heads, but that's about it. When you move, I can see your hand, I can probably see your eyes, but barely. So you're all very low resolution and even though I can't detect it at the very periphery of my vision, you guys are black and white. So my color vision disappears at the periphery even though I can, I can't actually perceived that. So what happens is if I want to walk down here, this pathway becomes high resolution.

Speaker 3:          00:13:23       It becomes marked with positive emotion. All of this turns into low resolution back here. It's not even represented and then I find out, well, am I doing this properly? And the answer is while I walk forward and if I get to the goal, then I've done it properly enough and if one of you stand up and get in my way, then I'm going to focus on you and assume instantly that I haven't mapped you properly, right? I, I put you in the category of irrelevant entity when in fact you have to be in the category of strange object, the thing that object and so well. So then we inhabit those structures all the time. We're in a structure like that, a perceptual structure, and if it's working, then it's got the archetipal quality of paradise, so to speak, because it's axioms are correct and it's functional and then now and then something comes along and that's what the snake is.

Speaker 3:          00:14:15       The eternal snake in the garden that pops up inside a structure and it turns out that the things that you weren't attending to are the most important things rather than the least important things and that what does that do? It blows the map into pieces and that can happen at different levels of severity, but at the ultimate level of severity, it's apocalyptic, right? Everything goes and that's a. that's a traumatic intrusion and essentially the story of the Garden of Eden is the story of a traumatic intrusion. That's exactly what it is, and so what happens is that Adam Eve are living in unconscious blasts, roughly speaking, everything's fine. They're in their walled garden, there in a paradise will state. They're not aware of their own vulnerability or nakedness, so they they, they, they're not suffering from negative emotion. Something pops up that radically expands their vision and all of a sudden now they can apprehend all sorts of things that exist as threats, so that's their own nakedness and vulnerability and temporality itself because they become aware of the future and bang that state of being in that paradise is forever gone.

Speaker 3:          00:15:24       That's the strange thing about human beings is this is what happened to us, I think, is that our perceptions developed to such a degree that we could no longer ignore what was irrelevant. We couldn't do it because we discovered roughly speaking, once we discovered our finite limitations in time and space, we discovered that we were surrounded by infinite threat always, and maybe that's why people are so hyper awake because threat wakes you up while we're in a constant state of existential threat. Now the advantage to that is that we take, we take arms up against a sea of troubles constantly. That's the advantage, right? And We build enclosures and we take precautions for the future and we live a very long time and we generally live quite safe lives compared to the lives we could live. And so we've traded pain for anxiety. That's another way of thinking about it.

Speaker 3:          00:16:20       Now. It's still a pretty rough trade, right? Because who wants to be nervous all the time, but you're alive and awake when you're nervous and it is a form of consciousness elevating activation. That's another way of thinking about it. So the story of Adam and Eve is the story of the eternal fall that that's what it is. It says, look, you exist in these walled enclosures, but there's something that lurks that will always knock you off your feet. And then the question is what is that? And the answer to that is being formulated over very long periods of time. Partly it's the probability of predation itself. That's the snake, the thing that can come in subtly and undermine you. Okay, but then that's, that's what would you call it, expanded upward to include the abstract snake, which is that thing that can undermine your conceptual schemes.

Speaker 3:          00:17:12       So you have your actual territory and then you have your abstract to our territory and in your actual territory there are actual snakes and in your abstract territory there are abstract snakes, right? And then the worst snake of all his malevolence. And that's. I think that's technically correct because one of the things that you view, for example, when you're looking at posttraumatic stress disorder, is that it's almost always the case that someone who suffers from post traumatic stress disorder, which you might think of as a real real life re incarnation of the fall, is that people encounter something malevolent and it breaks them because it's the worst thing to understand. It's like suffering is one thing, man, that's, that's bad enough. Vulnerability and suffering that's bad enough, but to encounter someone who wishes that upon you and will work to bring it about. That's a whole different category of horrible, especially when it also reflect something back to you about yourself.

Speaker 3:          00:18:09       Because if someone else can do that to you and they are human, that means that you partake of the same essence. Strangely enough. That's actually the cure to some degree to posttraumatic stress disorder is like if you've been victimized, you're naive and you've been victimized. The way out of that is to no longer be naive and to no longer be victimized, and that means that you see this reflected in the Harry Potter idea. For example, that the reason that Harry Potter can withstand voldemort is because he's got a piece of a is being touched by it and the way that you. The way that you keep the psychopaths at bay is to develop the inner psychopaths so that you know when, when you see what right and then, but that's a voluntary thing. It's, it's, it's so. It's like a. it's like a, a set of tools that you have at your disposal which has full knowledge of evil and that does.

Speaker 3:          00:18:57       Nisha said if you look into an abyss for too long, you risk having the abyss gaze back into you. Right? The idea is that if you look at something monstrous, you have a tendency to turn into a monster and people are often very afraid of looking at monsters. Things exactly for that reason, and then the question is, well, should you turn into a monster? And the answer to that is yes, you should, but you should do it voluntarily and not accidentally, and you should do it with good in mind rather than falling prey to it by possession essentially. Because that's the alternative. And how does it possess you? That's easy. You're suffering makes you better, your bitterness makes you resentful, you're resentful, means meat, makes you vengeful. And once you're on that road, you go down that a little bit farther, man. Well you end up fantasizing in your basement about shooting up the local high school and then killing yourself, right?

Speaker 3:          00:19:49       Because that's sort of the ultimate end of that line of pathological reasoning being should be eradicated because of its intrinsic evil and I'm exactly the person to do it and I'll cap it off with an indication of my own lack of worth just to hammer the point home. Right? And if I can garner a little post post you fame along the way, well that'll satisfy my primordial primate dominance hierarchy, a imaginings to at least in fantasy. So you know, it's the full package. If you want to go down that route and of course people don't like to think about that sort of thing and it's no bloody wonder. But without the capability for mayhem, Europe, you're, you're a, you're a potential victim to mayhem. So you need your sword. It should be sheath, but you need to have it and it's very frequently the case.

Speaker 3:          00:20:34       If you treat someone with posttraumatic stress disorder, there's two things you have to do. You have to help them develop a very articulated philosophy of evil because otherwise their brain bothers him over and over and over. Why? Why were you so deal with naive? How did you become victimized? Why were you such as soccer? These are good questions. You don't want to have that happen to you again. You don't want to be exploited twice. Okay, so your eyes have to open up. We know the price of that from the Egyptian myth, right? You come into contact with seth. What happens? Even if you're a god, you lose it. I. It's no joke, man. It's no joke, and then the cure for that is the movement down into the underworld and the revitalization of the father. That's the identification with the force that created culture, right?

Speaker 3:          00:21:18       And that then there's you and that together. Then you can withstand malevolence. Maybe you could withstand tragedy and malevolence and then that's the whole secret, right? Because that's what you want in life, you need to be able to withstand tragedy and you need to be able to withstand malevolence because those are the forces. They're always working against you, and so it's. This is associated with the union idea of incorporation of the shadow, right? You have to be. We know this God, we know how predators work with regards to children. Even if you're a pedophilic Predator and you're looking at a landscape of children, the child that you're going to go after is the one that's timid and won't fight back. You've picked your victim and predatory people in general are exactly like that man there because they're predators. They're not going to attack someone who's who's going to fight back.

Speaker 3:          00:22:08       In fact, the issue is likely not to even come up. They're going to be looking for someone one way or another that cannot conceptualize what they are and then perfect. It's open season and it's open season, and so if you're treating someone with posttraumatic stress disorder, first they need an introduction to the philosophy of malevolence and second, they have to learn to become dangerous because that's the only way out. What's the alternative? To get these recurrent thoughts about their vulnerability in the face of malevolence and their own naivety because by definition, if someone's psychopathic has exploited you, you're too naive. It's. It's a definitional issue. You can say, well, that's no fault of mine. How the hell could I be prepared? Fair enough, man. Perfectly reasonable objection doesn't solve your problem because it's an. It's an eternal problem, right? The internal problem is how do you deal with tragedy and malevolence and you can say, well, I'm not prepared.

Speaker 3:          00:23:05       It's like, yeah, fair enough. Unsurprising. Especially if you were over protected as a child. It's not a good idea to overprotect your kids because the snakes are going to come into the garden no matter what you do, and so then you, instead of trying to keep the damn snakes away, what you do is you are a mere child with something that can help them chop them into pieces and make the world out of them so that the trick for human thriving in the face of suffering and malevolence is strength, not protection. It's a completely different idea. We also know this clinically. We know for example, that if you treat people with exposure therapy for agora phobia, which is roughly speaking, the fear of chaos, I would say the fear of everything. You don't make them less afraid. You make them braver. It's not the same thing because with an agoraphobic, see what happens to them is is the fault they never conceptualized death and suffering.

Speaker 3:          00:23:59       They're naive, right? It never enters their theater of their imagination and it's because they're protected from it, but then something happens. This, this often happens to women in their forties because they're. They're the people most likely to develop egret phobia. Something happens there, they've been protected from chaos by authority their entire life, so maybe they had an overprotective father and then they went to an overprotective boyfriend and then they went to an over protective husband and maybe they were willing to be subjugated to all three of those because of the project protection, right, so so that's the bargain. They stay weak and dependent and maybe they have to because that's the only way they can appeal to the person who's hyper protective, but the price they pay for that is that they're not sufficiently competent and then something happens in their life. Often in their forties, they develop heart palpitations.

Speaker 3:          00:24:46       Maybe as a consequence of menopause. Their heart starts to beat a radically and they think, oh, no, death. It's like, well, who are you going to talk to about that? Right? There's no protection from authority for that, or maybe their friend gets divorced or maybe their sister dies or something like that. It brings up the specter of mortality and maybe the specter of malevolence and mortality and it brings it up in a way that authority recourse to authority cannot solve, and so then they have panic attacks. What happens? They go out, they get afraid, they feel their heart beating. Then they get afraid of their heart beating because they think, oh no, I'm going to die, and they think, oh no, I'm going to die and I'm going to make a fool of myself while I'm doing it and attract a lot of attention. So the two big fears come up, mortality and social judgment, and then they have a panic attack.

Speaker 3:          00:25:32       It's like fight or flights going out of control. Very, very unpleasant. Then they start to avoid the places they've had a panic attack. Then they end up not being able to go anywhere. So then tie A. Matt has come back, write a huge monster, a little victim, and so what do you do with them? Well, there no saying no. There's no tire map that's done right there. Naivety is over. They've had a direct contact with the threat of mortality and social judgment. They've met the terrible mother and they've met the terrible father and there's no going back. There's no saying, oh, the world is safe. It's not safe. Not at all. It's not safe. The fact that you think it's safe means that you were living in an unconscious bubble that was sort of provided to you by your culture. It's a gift and now that's been shattered and so now what do you do?

Speaker 3:          00:26:23       Well, the answer is you retreat until you're in your house and there's nowhere you can go. You're the ultimate frozen rabbit, right? And your life is hell because you can't function. The alternative is let's take apart the things you're afraid of. Let's expose you to them carefully and programmatically, and then you'll learn that you can. You're actually tougher than you think. You never knew that and maybe you didn't want to take on the responsibility because you know people play a role in their own demise, so to speak. When you had opportunity to go out and explore or withdraw because you were afraid, you chose to withdraw because you were afraid. So it's not only that you were over protected. Often it's that you were willing to take advantage of the fact that you are overprotected and run back there whenever you had the opportunity, you know, so maybe you're a kid in the playground, right?

Speaker 3:          00:27:13       And you're having some trouble with other kids and you know, in the back of your mind, I should deal with deal with this myself, but you go and tell your mom and get her to intervene and you know that that's not right. You know that you're breaking the social contract, but it's easier. And so that's what you do. You run off to an authority figure and hide behind the great father, right? Roughly speaking, while the problem with that is you don't learn how to do it yourself. So then you have to relearn it painfully when you're 40. So then you take people out, you say, well, what are you afraid of? Rank it from one to 10. So 10 is make a list of 10 things. You're afraid of the least. The thing that we're least afraid of. We'll call number 10. So we'll start with that.

Speaker 3:          00:27:54       Okay, well, I'm afraid of elevators. Okay, well let's, let's look at a picture of an elevator. Let's have you imagine being in an elevator. Let's go out to an elevator and let you watch the terrible jaws of death open because that's how you're responding to it symbolically, right, and you're going to do that at it. At the closest proximity you can manage. You find out, you go do that. It works. You're nervous as hell, especially from an anticipatory perspective, shaking. You go out, you stop, you watch it happen, and he actually calmed down. You do that 10 times and it no longer bothers you. Well, what you've learned that you didn't die, but more importantly than that, you've learned that you could withstand the threat of death. That's what you've learned and then you move a little closer and then you move a little closer and then you move a little closer and finally you're back in.

Speaker 3:          00:28:43       What's no longer the elevator from a symbolic perspective. It's a tomb, right? It's, it's, it's a place of enclosure and isolation and you learn, hmm, turns out I can withstand that, and then you're much more together, much more confident, and that's often one of the things that often happens in situations like that. I've seen this multiple times, is that if you run someone through an exposure training process like that and toughen them up, they'll often start standing up to people around them in a way they never did before because they wouldn't stand up for themselves before because they weren't willing to undermine the protection. See, if you're protecting me, I can't bother you because I can't afford to forsake your protection, so if I'm going to play that game, I'm going to be high hide behind you, then I can't challenge you. So that's no good because that's sometimes why people.

Speaker 3:          00:29:37       You see this with guys very frequently. They're still deathly afraid of their fathers judgment when they're in their thirties or forties. It's like, well, why not? Because they still want to believe that there's someone out there that knows, and so they're willing to accept the subjugation because it doesn't force them to challenge. The idea that there's someone out there that knows because that's the advantage of having your father as a judge, right? Because he knows, well, what if he doesn't? What if no one knows any better than you? Well, that's a rough thing. You don't until you realize that you're not an adult, right? That's really technically the point of realization of adulthood is that no one actually knows what you should do more than you do. I mean, it's a horrible realization because what the hell do you know? It's a terrible realization and people will often pick slavery, permanent slavery to the spirit of the great father, let's say over that realization and it's completely understandable, but the problem with it is that there's more to you than you think, and so if you continue to hide behind that figure, then you never have a chance to understand that there's more to you than you think far more time than you think.

Speaker 3:          00:30:41       Maybe there's enough to you so that you can actually withstand the threat of mortality without collapsing. Maybe even withstand the threat of malevolence without collapsing. Who knows? It's certainly possible, and it's not an abstract question, it's exactly the sort of question that you address in the psychotherapeutic process. It's always the question that you address and the answer is often in the affirmative because people can get unbelievably tough and you know that because people work in emergency wards in hospitals, right? Or they work in, in palliative care wards or they work as mortuary assistance. I mean these people have bloody rough jobs, you know, are there on the front line of police investigation into, you know, highness child abuse crimes and so they're confronting malevolence on a regular basis and you know, those are very stressful jobs, but people do them and some people do them without even being damaged by them.

Speaker 3:          00:31:38       Although that's a harder thing because you can see horrible things, you know, things you will never forget. So, so I would say the story in the story of Adam and Eve is a Meta story and it's a metta story for two reasons. One is it's about how stories transform because Adam and Eve are in this unconscious paradise and then it collapses. And that happens to every potential story. Right, that's niches realization. He said, look, imagine that you live within a belief system and then something arises to challenge the belief system. Not only does the belief system collapse, but something worse happens. Your belief in belief systems collapses, and that's the road tonight. Now it doesn't have to because you can jump from one belief system to another, but sometimes that doesn't work is that you do a medic critique and you say, oh, I was living in this protective structure and it turned out to be flawed.

Speaker 3:          00:32:31       Okay? One alternative is jumped to another protective structure. Find another alternative is protective structures themselves are not to be trusted. Bang, you're in chaos. How the hell are you going to get out of that? That's the pathway denialism. While you can, you can. You can work your way through that. That's difficult, or you can do what young would regard as a soul damaging move and you can sacrifice your new knowledge and re identify with something real rigid and restricted, which is what I would say is happening to some degree with the people in Europe who are turning to a regressive nationalism. As an alternative to the current state of chaos, it's like I know that that people need to identify with local groups. I understand that, but the risk, the danger of making the state the ultimate God and that's order, but that's not a good replacement for chaos.

Speaker 3:          00:33:21       It's just another kind of catastrophe, right? Too much order, too much chaos, both. Catastrophes. You want to stand in the middle somehow and mediate between the two and that's where you have your real strength because then it isn't that you've discovered a safe place because even the bloody right wingers or after a safe place, right? They just want it to be the state. Yeah, exactly. Well, there's no safe places and the next issue is do you really want a safe place? Is that what you want? You want to be so weak that you want to be protected from threat. What the hell kind of life is that? You're a paralyzed rabbit in a hole that's no life for a human being. You should be confronting danger and the unknown and mlevel. It's because and the reason for that to his pit. This is the weird paradox.

Speaker 3:          00:34:07       This is, and I believe this is the paradox, first of all, that was discovered in part by a Buddha, but also laid forth very clearly and Christianity, which is that the p, the solution to the problem of tragedy and malevolence is the willingness to face the who the hell would ever guessed that. It's completely paradoxical. It's a completely paradoxical suggestion, is that, well, why does it work well? Because the more you confront the two of them, the more you grow and maybe you can grow so that you're actually larger than the chaos and malevolence itself and you think, well, what's the evidence for that? And that's easy. That's what people do. That is how we learn. Like every time you expose your child to something new, a playground, what are they exposed to? Chaos and malevolence. Now there's more to it than that obviously because kids play and they, you know, they promote each other and they form friendships and all of that, but in the playground itself, there is the complexity of the social structure and the malevolence of the bully.

Speaker 3:          00:35:08       It's right there and you throw your kid in there and you say adapt, and they do. Okay, so they can do it at a small scale. It's not trivial, but the playground is a complicated place. The kid can adapt. Well, how much can you scale that up? Can you scale that up to from the chaos and order and malevolence of the playground to chaos in order and malevolence itself? Well, that's the question. Well, I don't think there's any reason to answer that in the negative, so because we don't know the full extent of a human being and it is the problem that's worked out. So in the Buddhist story, for example, what happens after, so Buddha's world collapses in the same way that Adam and Eve's world collapses, it's a consequence of repetitive exposure to mortality and death. What happens to Buddha as he realizes that the little protected city that his father made for him, the walled garden, it's exactly the same motif that's in this Adam and Eve story is, is it's, it's what it's.

Speaker 3:          00:36:08       It's fatally flawed. That kind of protection cannot exist and he discovered that in pieces, right? Which is exactly what happens to children is that they go out, they discover a limit, they run back and the parents can help them with the limit. They run out, they discover limit. They run back, but some at some point they run out, they discover a limit. They run back and the parents have nothing to say to them because they've hit the same limit that the parents hit. Just like, well, what are you gonna do with your life? How are you going to. How are you going to operate in this architectural universe? While your parents can only say, well, they can say you identify with the proper archetipal figures they do that. They at least act that out for you, but at some point it's a problem that they cannot solve for you without making you weaker.

Speaker 3:          00:36:52       That's the thing you know. So it's an interesting thing that I've learned in therapy because one of the things you have to learn as a therapist is how do you not take your client's problems home with you? It's very common existential problem that beginning therapists face because they're afraid. It's like while you're dealing with people all the time who have serious problems, sometimes it's mental illness, although less frequently than you think, and sometimes it's just that they're having a good catastrophe right there. Their parents have cancer or something like that, or their father has Alzheimer's and they're unemployed. They have a drug problem or they have an schizophrenia son or like these aren't mental illness problems, right? Those are just catastrophes, and so people are discussing those with you all the time. How do you avoid being crushed by that or avoid taking it home?

Speaker 3:          00:37:39       And the answer to that is you don't steal the problem, that that's the answer. It's like you have some problems. If you come and talk to me, I'll help you figure out how to solve them. I will not tell you how to solve. I won't steal your problems because what we're trying to do in therapy is number one, solve your problem. Number two, turn you into a great solver of problems, and the second one is way more important than the first one, and so you never solve someone's problem by removing from them the opportunity to solve their problem. That's theft. That's the eatables situation. That's the eatables situation. That's the over protective mother. No father can play that role too. We're talking about architectural representations. It's like all protect you at the cost of your ability to protect yourself. No wrong. That's the, that's a sin.

Speaker 3:          00:38:29       That's a good way of thinking about it. That is not what you do with people, not with your children, not with your partner, not with yourself. You don't do that. That destroys people's adaptive competence and it and it disarms them in the face of chaos and malevolence and that's a terrible, you know, send someone out are unarmed in a world like that, it's a terrible thing to do so. And if people aren't strong enough to manage it, then they get resentful and then when you get the downhill spiral that goes along with that. Okay, so the Med is story is partly you're in your, you have a map, but it's insufficient and things will come up to disrupt it and sometimes the disruption is catastrophic. Everything falls apart. That's what happens to the Buddha and that's what happens to Adam and eve and the rest of the biblical stories are actually an attempt to put that back together.

Speaker 3:          00:39:19       Now that that's been assembled, as I said, it's been assembled over centuries, right? Okay. We've got the problem. The problem is the apocalypse, the ever present reality of the apocalyptic fall, that's the problem, and so you could say, well, what is that? It's the insufficiency of all potential conceptual schemes, right? Your conceptual schemes are insufficient to deal with the complexity of the world. It's a permanent problem. So what do you do? You stop relying on your conceptual schemes. That's part of the answer. You start relying on your instead on your ability to actively generate conceptual schemes in the face of chaos and malevolence and so that makes you someone that identifies with your creative capacity, your creative, courageous capacity for articulation and action in the face of the unknown rather than some formulaic approach to the territory and that is not and that the idea is that that elevates your character to the point where you can withstand tragedy and malevolence without becoming corrupt and that provides a permanent solution to the problem.

Speaker 3:          00:40:25       Well then you might say, cynically, what's your evidence that that's a permanent solution and answer that is while the evidence isn't all in yet, first of all, because people only live that way partially and so we haven't put the hypothesis to the full test and second, we don't know what our limitations are. We have no idea what our limitations are and they're. They're both greater and lesser than we imagined because you know, you have to ask yourself like if people stopped adding voluntarily to the misery of the world and devoted themselves to setting things straight, setting themselves straight and setting the things around them straight, what would happen and the answer to that is, well, there'd be a hell of a lot less unnecessary misery in the world. So that might not be a bad place to start. But apart from that, there's very little that we can say, could we overcome the catastrophe of mortality?

Speaker 3:          00:41:19       Why not? You think that's beyond our capacity? Could we make the world a place where no one was suffering anymore than necessary and still allow the world to exist? Well, possibly because we don't know the limitations of our capacity. We're only running it 40 percent if that. I would say if we don't make full use of all the people that are in the world, we don't have our situation set up so that the gifts that they could offer to everyone are fully realized. We haven't set the systems up for that yet, so we waste people like mad and then we waste ourselves like mad and so I would say this is something also. That's one of the things that's really interesting about the Old Testament Jews. This is, I think one of the reasons that their book has become so central is because what happens in the old testament after the fall is that Israel produces a series of states, right?

Speaker 3:          00:42:10       Rise of state and then a fall and then a rise of another state and then a fall. So it's the same thing except it's happening at a political level. The political state rises, it gets corrupt, it falls, it rises out of the ashes again, gets corrupt and falls. I think that happened six times in the old testament and one of the things that's very interesting is the reaction of the Jews. They always say it was our fault. Instead of taking the Cain and Abel route, so we're not going to tell you that Kayden enabled story right away. Instead of taking the Cain and Abel route, they always say, if the state collapsed, it was because we did something wrong. That's very different than saying, you know, it's arbitrary fate. It's the nature of arbitrary fate or the structure of reality that we're doomed to collapse into chaos and that's an indication of the corruption of being.

