Speaker 1:          00:00:00       Yeah,
Speaker 3:          00:19:07       Absolutely. Children that have a lot about an equal or more than equal father involvement have a number of things in common as a rule. Then obviously there's reversals of this and not that everyone gets this, this, this pattern, but the first is they're far more likely to have postpone gratification and I'll elaborate on that a little bit more. Postpone gratification is probably the single most important quality to becoming successful and becoming successful, especially being employed in a job that has some meaning for you is one of the most important ingredients in happiness and a sense of purpose and a sense of motivation and a sense of willingness to get up in the morning and so I'm in a little while. I'll be happy to just trace back how that postpone gratification happens more when you have a father.

Speaker 2:          00:19:56       Yeah, cause I'm really interested in hearing about that.

Speaker 3:          00:19:59       Second. Second layer is for children that have an equal amount of father involvement are far less likely to be depressed. They're far less, more likely to be assertive and not aggressive, which is something you usually think of men as being aggressive, but actually the children of both girls and boys whose fathers are involved are far more likely to understand the distinction between being assertive and being aggressive and choose assertiveness. Boys, another surprising one for me, um, and doing the research was finding that boys and girls who are raised with about an equal amount of father involvement are far more likely to be empathetic because I always thought of empathy coming predominantly from moms and I'll be happy to explain in a bit why it does come more from moms, but why the outcome for the is not more empathy. The outcome for the child is less empathy. So a little bit more on that later.

Speaker 3:          00:20:55       Far more likely. Both boys and girls should drop out of school. If there isn't far father involvement, I'm far more likely when a, when a, when a relationship breaks up, um, a child that has not had significant father involvement is much more likely to be depressed and be withdrawn and b, feel alienated. I'm far more likely to be addicted to video games, far more likely to be addicted to video porn. I'm far more likely to have few social skills, few emotional skills to do worse in every academic area, but especially in reading and writing, which are the two biggest predictors of success are far more likely to have a lower sperm count have. Um, and here's an amazing thing. I just discovered toward the end of the research for the boy crisis I saw in pediatrics magazine, and that children who by the age of nine don't have a significant amount of father involvement.

Speaker 3:          00:21:51       Both girls and boys are likely to have shorter telomeres. And as most of us know, the telomeres are pivotal in predicting life expectancy. So boys and girls, the average shorter telomeres for a nine year old boy or girl without father involvement was 14 percent a w, I'm sorry. It was a 14 percent shorter, but the boys tell it mirrors were then again, 40 percent shorter than the girls. So here this was predicting about a 14 percent shorter life expectancy for the average child without father involvement by the age of nine already. And yet the boys were suffering more. So two things fascinated me. There is, you know, all the things like, you know, dropping out of school and things like that. I asked myself, well maybe this is because boys with father involvement, I'm just have better, you know, better neighborhoods. Um, they, they, the father's earned more, the families are more, maybe it's a matter of poverty versus poverty.

Speaker 3:          00:22:55       So I started looking at a boys and girls growing up in and good quote, good neighborhoods with good schools and comparing them with boys and girls growing up in poor neighborhoods in poor schools and found that the boys and girls growing up in good neighborhoods with poor schools that did not have significant father involvement. Did about the same as boys and girls growing up in poor neighborhoods with poor schools that did have father involvement. That father involvement was really as, as good a predictor of success, um, as the quality of the school system, the quality of the neighborhood and the socioeconomic class. And this is what's led to, um, uh, to the psychologist I'm gathering together behind people like worship 100 psychologists and researchers saying, you know, this is not a correlation. The involvement of father, this is not a matter of socioeconomic issues. This is a matter of actual father's, father's, father's involvement.

Speaker 3:          00:23:56       Especially the biological father's involvement actually makes a significant difference. We have been wrong about the assumption that this was probably just a correlation. And so the more I looked, the more I found just every nightmare of a parent to be so increased, uh, when there was not a significant amount of father involvement. And I was seeing, I was dating between before I married lives. The woman you just met just before we got on a, before we got married 14 years ago, um, I was dating a number of women. Almost every woman had a, was a single mother, and these, every single woman was working her rear off line to balance her life. Every woman used the word overwhelmed by the way she felt. Um, every, almost every woman said, well, I'd like my dad and the dad involved, but um, but when the. But I started listening to the butts of the women and then listening to men who had, wanted to be more involved with their children and listening to what the differences were between what the Mit, what made the men feel, not wanted, what made the men feel excluded and why the women felt that they needed to not have the man involved.

Speaker 3:          00:25:10       And I saw this entire set of misunderstandings here and if I hope the boy crisis does anything, it's just sort of explained, you know, here are the 10 major things that Dad's do that that's sort of a noi. Women or make women feel that they're not protecting their children adequately. Which when they understand the purpose of these things and dads get their homework done enough to articulate to the moms the purpose of these things that will realize that the, that these are necessary ingredients in a child's life.

Speaker 2:          00:25:43       Okay, so that's a good, that's a good place to go next. So you laid out a whole slew of reasons, a slew of consequences of fatherlessness and will return back to the causal relationship between men do and these beneficial outcomes. But if you could go on now to tell us what it is that men are doing at a micro level than we could return to the causal link between that and not positive outcomes. And you said that those also caused some contention in the household?

Speaker 3:          00:26:11       Yes. I'll give one example of, for example, will be I'm a father is rough housing with the kids and the moms looking over and saying looking askance and thinking, okay, when should I interfere? When should I not interfere? And the mom saying to herself, I'm Jimmy, you know, um, please keep the kids away from the, the Credenza. They are paid the kids away from the the couch because they could hit their head there. Why don't you wait, have they to tomorrow when you can take this outside. I feel much safer the kids, and then the mother is sort of hesitating to not be overly controlling and yet at the same time she's feeling she has to monitor the husband as well as monitor the husband with the kids and she's feeling in the back of her mind like I sooner or later that's going to be, there's going to be an accident here and I'm going to be upset with myself for not being stricter, but on the other hand, the kids seem to be having fun, so I should let things go.

Speaker 2:          00:27:08       Well, you know, there's A. There's a cycle biologist named Jaak Panksepp who was one of the world's great biological psychologists and he studied rough and tumble play in in animals. So rats, for example, a huge part of the socialization process that's key to the development of the prefrontal cortex in juvenile male routes in particular emerges and matures as a consequence of rough and tumble play. And one of the amazing things that Panksepp discovered it, and this truly is an amazing thing, is that, um, if you, if you pair two rats together and then let them play repeated bouts, the big rat will dominate the little rap to begin with in the first bout. But if the big rat doesn't let the little rat win about 30 percent of the time in repeated play boats, then the little rat won't play anymore. So you get an emergent morality in emergent play centered morality even among rats as a consequence of rough and tumble play.

Speaker 2:          00:28:08       And that rough and tumble. I did a fair bit of research on rough and tumble play about all, it's probably 20 years ago now, 15 years ago anyways. And it's really quite clear that rough and tumble play helps children parameterize their bodies so that they know how they extend and, and, and also what limits there isn't the use of physical interactions with another person. What's fun, what's provocative, what's pushing it too far, what's painful? And of course kids love rough and tumble play as well. They're just absolutely starving for it. And we've squeezed it out of the kindergarten is the nursery schools, the elementary schools, the junior high schools, all of that and for and for bid. And what Panksepp also found was that if you deprived juvenile routes, have the opportunity to engage in active rough and tumble play, that they showed symptoms that were broadly analogous to those have attention deficit disorder in human boys and that you could also treat that with Ritalin the same way in routes as you could with boys.

Speaker 2:          00:29:08       So there's that rough and tumble play issue, you know, when you might think to the question is one question is why might a mother be distrustful of the rough and tumble play episode? And some of that might be sensitivity with regards to the kids. But huge part of that also was trust on her trust with regards to the father, you know, because it's rambunctious and noisy. And if she trusts, let's say that that act of masculinity that plays rough, then she'll stay away and let the fund happen. But if there's distrust running through the family, then then she'll stand between the kids and the father. And then he won't get to involve himself in that way and then he'll turn off and I've seen that happen. Many, many families. Okay. So there's rough and tumble play. That's a big one. What else? What else do you see?

Speaker 3:          00:29:58       Let me take the. The evolution of how rough and tumble play goes in all the dimensions of the slippery slope that it leads to. So the, the father, the what the mom, when the mom or the dad knew is that this rough and tumble play leads to the types of things that you just mentioned, but you're also evident in, you know, an elephants and so on. But it also leads to the distinction between a child being able to distinguish between being assertive versus aggressive. So the. So the kid starts, for example, maybe I'm kicking the dad and the wrong place or poking the data and the eyes are pulling the dad's hair. And the dad says, sweetie, you can fake. You can fake. I contacted the left and then move to the right to win in this wrestling match. Or you can, um, you know, you can do this, this and this. But you can't do these things and if you do do these things will stop the rough housing.

Speaker 2:          00:30:49       Yeah. So there. So there is a really important issue there. So two things there. So imagine that. Imagine that a rough and tumbled boat is like a dance. Okay. And the point of the dances so that both people are having a good time while it's happening because otherwise it's not play right. And then as soon as either party is no longer having a good time, you've actually snapped out of the cycle biological function of the play circuit. So basically what you're telling the child by putting those rules on is we can interact physically within a very limited set of parameters and you, you have to learn to do is to be sophist as sophisticated player within that set of parameters. And you want to learn how to push the boundaries, right? Because the most fun rough and tumble play is right on the edge between assertiveness and aggression.

Speaker 2:          00:31:36       So. And you can see kids, like I used to work in daycare centers when I was a kid when I was 18, 19 and the kids would line up to rough and tumble play with me because that was still allowable then and they were so desperate for it, it was just ridiculous and I could really tell the difference between the kids who had engaged in that sort of play and the ones that hadn't and the ones that hadn't were painfully awkward and they would hurt themselves and you, when you wrestled with them, they put their thumb in your eye or. And they would cry often too when they got surprised but not hurt, you know, because they couldn't tell the difference between just being startled and being hurt. And so they were fragile. And that also made them not fun to play with. And the thing that's so interesting about that too is piaget talked about this when he talked about the development of children is that, you know, the more sophisticated pretend play and then sophisticated cognitive play that emerges say between five and seven. And then with the cognitive play older than that is that unless you have that underlying cycle motor embodied dance down, you don't get to really proceed in a sophisticated way to those higher levels of play because other people don't want to play with you. So the rough and tumble play, the importance of that can hardly be overstated. So

Speaker 3:          00:32:53       absolutely. And the framework here is that when you set up a system where you said that men are part of the patriarchy, their, their, their, their desire is to dominate women and make rules to benefit the expensive, the benefit men at the expense of women. You have a framework or an emotional setting which does not, is not conducive men saying, here's my value or women's saying, let me see what the checks and balances of parenting is that leads to the best of you coming out. And the best of me coming out, all of that has sort of skipped over and inherent sense of father knows best to father knows less. Um, and, and, and so the, the, the, the process that I'll be sharing in a moment of what rough housing leads to and the slippery slope that happens when it doesn't happen, um, is, is what is not even been nurtured as a possibility to be articulated in this culture at the.

Speaker 2:          00:33:51       I also think too, you know, that if you have a partner who hasn't been played with, then that partner can't tell the difference between Boisterous rambunctiousness and aggression and if there's a hypothesis about domination and the patriarchy running its course underneath that, then there's going to be conceptual confusion about the physical interactions that have the appearance of submission and dominance because that's part of the rough housing play routine. That, that is going to be viewed through a lens of tyrannical interaction rather than just good fun. I mean you can tell the difference because if the kids are rough and tumble playing, they're unbelievably enthusiastic about it and engaged and laughing and giggling and like they'll play right to the point of exhaustion because they need it. They need it so much. But that's a hard thing to observe from the outside. If you're not accustomed to that,

Speaker 3:          00:34:47       and if you don't have that framework of, of um, of men having a dad's having a value to begin with, absolutely no. So here's, here's maybe what might bring, be helpful for a mom to understand that the rough and tumble play we now know helps children distinguished between being assertive and aggressive, but a number of other things off also happened during that play, which is a bond that is created between the father and the child. And in almost every I've been doing expert witness work to help children have both parents. You have to divorce. I've observed more than 50 families and um, and usually the father interacting with the, with the children. And in almost every case, every case, I try believe that I have seen this, this, this bond is used by the father to say things like, okay, we no more rough housing. Now tell you what, you get your homework done. You get your chores done, you get all ready for bed, brush teeth, teeth, brush. Well, and the bedtime is 9:00. Whenever you get all that done, we'll have between the time you get it done and the time of 9:00 in order for you to have some more fun either with rough housing or reading my favorites, favorite story or whatever. Whatever you prefer. It's your choice.

Speaker 2:          00:35:58       Well, you know with, with Panksepp's work too, he found that the little rats, the rats will work to enter a play arena because because play, you think play is a so panksepp established very, very clearly that there is a primary place circuit in mammals. It's a separate cycle, biological circuit. It's not exploration. It's a whole different motivational drive, but that the activity in that circuit is intrinsically pleasurable and part of that appears to be because it's so key to proper socialization that it. It's regarded by my children and by social mammals as intrinsically valuable and so it makes perfect sense that that can be used as a source of primary reward. And I think your comments about the the man and the kids binding themselves together through play is also really important because one of the things that I do with young man who, you know, I think young men tend to be somewhat alienated from infants who are under about nine months old because they're not really equipped to know what the hell to do with them.

Speaker 2:          00:37:00       I mean they can learn and they can be good at it, but it's not their domain of natural expertise. But once a kid hits about nine months and starts to be able to imitate and to pound end to end to play and to respond to gentle teasing like that's a perfect time for the father to swoop in. Just very helpful for a mother by the way, who wants to have another child and to start really cementing a relationship that's based on that interest in combination of, of high energy fun. Plus the disciplined interactions that are necessary as a precursor to that. And if you interfere with that, then you stop the farther from being able to form that pro from liking his kids. Really. You know, because that's how the liking comes about is, is through play and so it's, it's crucial. It's crucial significance.

Speaker 3:          00:37:49       Absolutely. And thank you. The, the, the, the additional framework that you're placing on this has really deepened my own understanding of the

Speaker 2:          00:37:58       neuroscience written by Jaak Panksepp. It's on my reading list on my website because he lays out the findings from the animal literature on the primary place circuit. It's really, he should have won a Nobel prize for it. I mean discovering an entirely new motivational system in the brain, a major, major contribution and to also. The other thing that he did that was so cool and sort of reminded me of John Piaget's work a little bit is he made a very strong case that out of play emerges an ethic and you know that. That's why I was so interested when you mentioned that interactions father actually increase empathy because you know, if someone has empathy for you, that means that, I mean that can lead to a certain kind of narcissism, right? Because you're always the center of attention. You're not empathic unless you learn that you're not any more important than the next person and particularly the person that you happen to be playing with. So. Okay, so let's continue with, with what fathers are doing.

Speaker 3:          00:38:58       Yep. Yep. So in that rough housing, what happens is that the bond that is created by the dad allows the dad to say, you know, here's will continue the rough housing if you get between 8:30 and nine, if you, if you have everything done, um, but so that the child learns to postpone gratification from doing the what it loves to do right then and there that is the rough house with and deal with what it has to deal with before it gets more of what it needs. And so, but the.

Speaker 2:          00:39:32       So That's interesting. So you, you actually think, and I wonder if there's been any, any. See we don't know much about the origin of the trait conscientiousness, which is at least in part, the ability to delay gratification. And it is after intelligence. It's the best predictor of longterm life success, especially in managerial and administrative jobs and algorithmic jobs. It's not associated with creativity, but that's. That's a side issue. So your hypothesis is that the primary way men are socializing that is by using work to play as a. As a, as a bridge,

Speaker 3:          00:40:07       yes. The, the. That that play creates a bond. So a lot of the problem is when, when moms often say, you know, you have to do this, you have to do that, you have to do this, you have to do that. The mother is often experienced by the child has sort of the disciplinarian who's always making him or her do things and there's a seeds of rebellion start to occur of sort of like how much am I going to be myself? How much am I going to do what mom does? Do I want to be a mama's boy? Or it doesn't even have to know. You're just sort of feel like you're being pushed down by all the rules. But with dad, the bone that is, or moms who rough house with the children, a bond is created and from the end and you want to return to that, that connection.

Speaker 3:          00:40:47       So you. It's like a child going on a rollercoaster, you were, you know, there's an enormous amount of safety but you also, and excitement, but it also an enormous amount of safety and so you trust the data to combine that both and you want to return to that. So you're willing to focus on getting done what you need to do your homework, your chores, your brush, his teeth or whatever in order to get what you want to do, which is, you know, of postpone gratification. But now let's take the slippery slope when this doesn't happen. So.

Speaker 2:          00:41:16       Okay, so let me, let me just add one more thing to that. Well, the thing that's so cool about that is that you've also provided a really intelligent piece of parenting advice for, for fathers. It's like, because you're so, let's say bf skinner, who was the famous animal behaviorist demonstrated quite clearly that you could train animals with reward more effectively than with threat or punishment. Now, threat or punishment is necessary. Obviously we wouldn't have biological systems, subserving those emotions if they weren't necessary, but but reward is harder to use because you have to be much more attentive and intervene when something good happens and so you really have to be watching. But your hypothesis here is look, father's, spend a bunch of time playing with your kids and having as much fun as you can with them because I formulating that bond. You can use that as a, as the source of reward that will be appreciated by the child with regards to disciplinary strategies. So it's, it's, it's a, it's a twofold victory. One is it's fun and you get to like your kids and have a good time with them, but the second is you have a very positive means of disciplining them in the best sense, encouraging them and disciplining them. So that's, that's a really useful thing to know product

Speaker 3:          00:42:28       thickly. So deepening the trust to the kids like that. Like you're playing and you're right on the edge that you were talking about, but there's dad to make sure that the fund doesn't get too hard for you, for him, for your sister. And so on and so that that's all happening at the same time. Now when the right and that's embodied, you can see that two ways, that's embodied trust. So if you toss a little kid up in the air and catch them, I mean it's very exciting to them both being tossed up because of the threat, but then the relief that occurs because of the safety that's put in there, so it's not abstract. It's really demonstrated. And then our dad taught you that child up and, and then in fact missing the child, quote unquote, and the child lands on the bed and weren't like, Oh yeah, I was missed.

Speaker 3:          00:43:13       You going to catch me. But also recognizing as well that shows that that shows that things can happen that aren't entirely what you predict, but within the confines of a trusting relationship, that's still okay. And then you could also imagine if the, if the dad is wrestling with more than one kid at the same time, then he's also acting as just referee. Right? So, and then the kids learn how to be judicious in the distribution of attention. They learn how to play. Fair, they learn how everybody, how everybody can have a turn and everybody wins out the same time and so, and that bonding is what is part of what creates, just everything you just said is part of what leads the child to have empathy training. And the empathy training came from. No, you were too rough on your sister there. If you try it again, you can't be that rough. Oh, you still continue to be that rough. Okay. Let's no more play. That's right. Play stops when everyone isn't having fun. What?

Speaker 2:          00:44:14       My kids were little, we had this couch that was a sectional in six pieces and so we could put the couches facing each other and then we put up the, the uh, the backs all the way around it. So it was like a little wrestling rate. And so then I would take the kids in there and just wrestle them half to death, you know. But one of the things I used to do was if one of the kids was rough with the other and made them cry, then I noticed that the kid who made the other kid cry wouldn't look at the crying kid. They look away and avoid. And so I always used to say, no, no, no, you look, you look and you see what happened because that, that triggers that embodied empathy. And then you can easily have a conversation and say, look, you know, is that how you want the game to go or do you want everybody to have fun? And the thing is, once the kid actually looks, then they've got it right because they can't escape from that empathic identification. And so

