Speaker 1:          00:00:00       Yeah,
Speaker 3:          00:05:59       Finding all the evidence of sexism. Check racism, check homophobia. Check. That is not the empathic emotional. Okay. Sensory based. Okay. A revolution of the 19 sixties I, I am sick and tired of these people claiming any kind of mental from the 19 sixties. They're frauds. These people are. What happened in the 19 seventies was a collapse of the job market in academia. All of a sudden those jobs were scarce and this thing was there. The new and improved and shiny thing to be a fearless. People seized on it. It was institutionalized and it's an enormous betrayal of the 1960 [inaudible].

Speaker 2:          00:06:38       Can you. You touched on this idea of the destruction of the work of art. You know, and one of the things I really liked about reading nature was his discussion of resolved them all right, of resentment and, and it seems to me that a tremendous amount of the motive power that drives the postmodernist, let's call it, it's not a revolution. Um, transformation seems to me to be driven by resentment about virtually anything that has any. Well, what would you say? Any merIt of competence or aesthetic quality. And I don't know if that's, it seems to me that that's partly rooted in the academics. Disdain for the business world, which I think is driven by their relative economic inequality because most people who are as intelligent as academics are from a pure iq point of view make more money in the private sphere. And so I think that drives some of it. but there also seems to be this. There's a destruction on aim for destruction of the, of the aesthetic quality of the, of the literary or artistic work. It's reduction to nothing but some kind of power game. And then surrounding that, the reduction of everything to something that approximates a power gate, which, which I can't help but identifying with jealousy and resentment as a, as a fundamental motivator. Does that seem reasonable to you?

Speaker 3:          00:07:55       Professors? Okay. Who allege at art is nothing but an ideological movement by one elite, a against the against another group, right? These people are philistines the philistines. They're middlebrow, hopelessly middlebrow, or they. They have no sense of beauty. They have no sense of the aesthetic. Now, marxism doesn't need a search. This moccasin tries to reconfigure the universe in terms of materialism. It says it does not recognize any kind of spiritual dimension. Now I'm an atheist, but I see the great world religions as enormous works of art as the, as the, as the best way to understand the universe and man's place in it. I find them enOrmously moving that they're there. They're like enormous pole, and I and I would, I have called for the true revolution. Okay. Would have been okay to make the core currIculum of world education the world. Okay. The great religions of the world feel that is the only way to achieve an understanding and it's also a way to, to, to present the aesthetic.

Speaker 3:          00:09:00       Okay. Because I feel that, that the, that the real sixties' vision was about xcel, taishan, elevation, cosmic consciousness. So I, all of these things were rejected. Okay. By these, by these midgets. Okay. Intellectual midgets who seized onto lecan, derrida and fuko. Right. It's an and my career has been in the art school. So I made my entire career beginning of anything college. Uh, so I, I represent a challenge to this from the perspective of art. It is an absolute nonsense. Okay. As post structuralism maintains that reality is mediated by language, by words. Everything that we can know, including gender is absolutely madness because I'm, I'm teaching students whose majors are ceramics. Okay. Our dance. Okay. Who are jazz musicians who understand reality in terms of the body. It's sensory activation. So now what? See, what happened was something was going on in the art world as well.

Speaker 3:          00:09:58       I identify with andy warhol and pop art. Okay. That was what was going on during my years in college. Everything about andy warhol was like, wow, admiration. Wow. What happened immediately after that in the arts? Nineteen seventies. okay. Was this collapse into a snide sort of postmodernism? also? This happened in the art world and it was an utter misunderstanding of culture. It seems to me by that movement in the art world that is a oppositional art, in my view, is dead. Okay. It's been this what? Postmodernism is. Isn't it pathetic attempt to continue the old hero as some of the avant garde? The avant garde was genuinely heroic from the early 19th century. Okay. We, we're talking about, you know, where the core bay, the realist, you know, we're talking about monet and the impression is people who are genuinely suffered for their radical ideas and new innovations and so on.

Speaker 3:          00:10:50       I going right down to dirt to picasso and down to a to jackson pollack who was, who truly suffered for his art. It was only after his death. Okay. That suddenly the market was created for abstract art. Pop art killed the avant garde. The idea that the avant garde continues. It's an absolute delusion of the contemporary art world now, which feels that it must attack attack, attack, challenge. Okay. The, the, the simplistic belief. So the toy poodle. Okay. It's somehow the arctic. What? Excuse me. Okay. All right. From the moment. Okay. Andy warhol went through and embraced of the popular media in britain instead of having the opposition to it, the serious artists have had. That was the end of oppositional art. Okay, so we had been going on now for 50 years. The postmodernism in academe is hand in hand with the stupidity and infantilism that masquerades as you know, as as important art and galleries everywhere.

Speaker 3:          00:11:44       This incredible, incredible, you know, it's mechanism oF contemporary art to pushing things that are, that are so hopelessly derivative that with this idea that once again that the art world, some houses a period of view of reality, the authentic leftism is populist. Okay? It is based in working class style, working class language, working class direct emotion and an openness and brushing some speech. Okay. Not this fanCy, contorted jargon of this pseudo leftists of academe who are frauds. These people, these people who managed to manage to rise to the top and ended at berkeley at harvard and princeton. Okay. Have any of These people are radical? they are career people. Their corporate types. Okay. The who like who succeeded in and they love the institutional contacts. They know how to manipulate the bureaucracy, which has totally invaded in usurped. Okay. The year they have an academe everywhere.

Speaker 3:          00:12:35       Okay. These people are company pl players. They could have done well in any, any field and then they, they love to sit in endless committees. They love bureaucratic regulation and so on. There's not one, not one leftist. Okay. And american academe raised his or her voice against obscene growth. Growth of tuition costs which have bankrupted a whole generation of young people. Not, not one voice. Okay. To challenge that. That invasion by the bureaucrats. Actual fascist bureaucrats. Okay. Well, if it were for added, they're like the cancerous. okay. There's so many of them because the faculty have completely lost any power in american academia. Okay. It's us. It's a scandal. What has happened and they deserve the president's servitude that they're in right now. Okay. Because they never protested when I my first job at bennington college, 1976, I was there when there was an uprising by the faculty against encroachment, by the board of trustees and the president. okay. And it was a huge thing. It was, it was, it was reported on the New York times and so on. And we. And we pushed that precedent out. Okay. And, and there's not been a single uprising of mankind against, against encroachment, by the trustees and by the administrations and all these decades. Okay. Pass them slaves. Slaves. They deserve their slavery.

Speaker 2:          00:13:47       Yup. I couldn't agree more. I thought the same thing about university professors for a long time is that they get exactly what they deserve because they never stand up and say no. And the fact that in the United States, it's not quite as bad in Canada, I wouldn't say, but the fact that the students have been essentially handed a bill of indentured servitude here for their student loans is absolutely beyond comprehension. You know, it seems to me that the bureaucracy has basically conspired to determine how to pick the pockets of the students' future earnings. Right. And they do that by offering them an extended adolescence with no quality control, something like that. So it's a real bargain with the devil.

Speaker 3:          00:14:26       And, and I told the abandonment of any kind of education actually in history and culture, right? They haven't going along with it. That is the transformation into a cafeteria kind of a menu. Okay. We can pick this course or that course or this course without any kind of guidance from the university about a central core curriculum that teaches you history and chronology and introduces you to the basics. Because our professors are prima donnas. They can only teach and their little areas. So we have this total fragmentation. Okay. And the, the, the great art history survey courses are being abandoned stedelijk because why? Because graduate students that are not trained to see the great narratives or the network because we are taught now that narratives are fault.

Speaker 2:          00:15:05       Okay. So that's another issue that I'd like to bring up because one of the things I cannot say grote is the alliance between the postmodernists and the neo marxists. I can't understand the causal relationship there because the. Tell me if you disagree with this. Okay. Because I'm a psychologist, not a sociologist, and so I'm dabbling in things that are outside of my field of expertise and there is some danger in that, but the, the central postmodernist claim seems to me that because there's a near incident number of ways to interpret a complex set of phenomena which, which actually happens to be the case that you can't make a case that any of those modes of interpretation are canonical and so if they're not canonical and if that canonical element isn't based in some kind of reality than it serves some other master. And so The master that it hypothetically serves for the postmodernists is nothing but power because that seems to be everything that they believe it.

Speaker 2:          00:15:59       They don't believe in competence. They don't believe in authority. They don't seem to believe in an objective world because everything is language mediated. So it's an extraordinarily cynical perspective that that because there's an infinite number of interpretations, none of them are canonical. You can attribute it to everything to power and dominance. Okay. So that, that seemed like a reasonable summary of the radical. It's a radical relativism now, but the strange thing is despite. Okay, and so what goes along with that is the demolition of grand narratives and so that would be associated, for example, with the rejection of thinkers like young and Eric Norman, because of course their foundational thinkers in relationship to the idea that there are embodied grand narratives that's never touched. But then despite the fact that the grand narrative is rejected, there's a neo marxism that's tightly, tightly allied with postmodernism. That also seems to shade into this strange identity. Politics and I don't. Two things. I don't understand the causal relationship there. Like the skeptical part of me thinks that postmodernism was a, was an intellectual. It's intellectual camouflage for the continuation of the kind of pathological marxism that produced the soviet union and that has no independent existence as an intellectual field whatsoever. But I still can't understand how the postmodernists to make the no grand narrative claim, but then immerse themselves in this grand narrative without anyone pointing out the evident contradictions. Like I don't understand that. So what do you think about that?

Speaker 3:          00:17:33       well, I can only speak about literary and professors really, and they seem to me almost universally in theu , s to being very naive or they, they, they seemed to know nothing about actual history, political science or economics. It's simply an attitude. They have an attitude in marxism become simply a badge by which they telegraph their, um, their solidarity with the working class that they have nothing to do with. Right. I mean they literally nothing but contempt. Yes. And, and the thing is that the campus left us are almost notorious for their, uh, for their rather snobbish treatment of staff. I mean, they don't, they don't have any rapport with the actual working class members of the, um, of the infrastructure, the janitorial, the janitors, and even the, even the secretaries, there's was kind of high and mighty aristocracy, you know, about. And they were just, these are people who, um, who have wandered into the english department and our were products of a time when, during the new criticism they were when history, but history and psychology had been excluded.

Speaker 3:          00:18:35       Me and my ambition. Okay. was, I mean, I love the new criticism. okay. As a, as a style of textual analysis. Right? And, and the, and the new criticism had multiple interpretations. Okay. that were possible and that, and they were encouraged. In fact, one of, one of the great projects was made in max series 20th century views, what you had at least books. I adored them in college. And it was about Jane Austin or above emily bronte or about, um, words worth and they were collections of alternate views of the same thing. The idea that no more, no alternate views and there was no relativistic situational kinds of, of interpreter approach is nonsense. Okay. Um, but the point was we needed to restore history to literary literary study. OkAy. And we needed to add psychology to it because it was, was great animus against freud when I arrived in, in graduate school.

Speaker 3:          00:19:25       In fact, I actually went into the director of graduate studies and protesting the way freud and freudian were used as, as negative terms pay in a sneering way by that very wasp professors. So we need to do. And actually it seemed like we were moving there in the early 19 seventies was a great period of psycho biography about great. About political figures. Okay. And So I thought it's happening in all of a sudden they'd all got short circuited by this arrival, you know, of, of post poststructuralism and postmodernism in the, in the, in the 19 seventies. Right. Um, so I, I, I feel I'm an old historic assist. okay. Now not a new historical. So I mean I think new stores, so it was an absolute scam and it's like, it's just a way. It's like tweezers you'd like just, you pick a little bit of this, a little bit of that, a little bit of that you make a little tiny salad and some of this atomized thing, right?

Speaker 3:          00:20:13       It's supposed to mean something. It's all can be very superficial, very cynical, very distance. I like, I am a, I am the product. Okay, of old historicism german philology. I decide my first choice of a profession when I was a child. What was egyptology archeology, because I'm on. Everything I ever think about or say is is related to an enormous time scheme. Okay. From from antiquity and indeed from the stone age, and that is the problem with these people. They're their male educated, the postmodernist and academic marxists. Okay. Are male educated embarrassingly so. Okay. they know nothing before the present for call. Okay. It's absolutely a joke before the enlightenment. Okay. Immune. Perhaps he might be useful to people to talk about what happened at after neoclassicism, whIch by the way, he failed to notice a lot of what he was talking about. Okay. Turns out to cb simply the hangover of neoclassicism. Okay. This, this is how ignorant that man was. I mean his head was. He was not talented as a researcher. He knew absolutely nothing. Okay, well, you know nothing about antiquity. How can you make any kind of large structure, but I'm large mechanism to analyze western culture without knowing about classical antiquity. Okay. He did not see anything. He gets some person who had no business making large theoretical statements about anything.

Speaker 2:          00:21:31       Well, maybe, maybe part of it is that if you, if you generate an intelligible doctrine of radical relativism, then there is no reason to assume that there are distinctions between categories of knowledge or between different levels of quality of knowledge. Right. so I've seen the same thing in the psychology departments, although we have the, uh, what would you call it? The luxury of being bounded at least to some degree by the empirical method and by biology, right? It's one of the things that keeps most of the branches of psychology relatively sane, you know, because the real world is actually built into it to some degree. But If you accept the postmodernist claim of radical relativism, then you completely demolished the idea that there are quality levels that are associated with education because everything becomes the same. And that seems to me to be a perfectly reasonable justification for maintaining ignorance.

Speaker 2:          00:22:23       You know, like through co. I actually found him the most readable of the lacan. There are de fuko triad. You can read fuko. I read mad distance civilization and a couple of his other books and I thought they were painfully obvious. You know, the idea that mental disorder is in part a social construct is self evident to anybody who has even a smattering of psychiatric training. I mean the real narrow medical types tend to to think of a mental disorder, let's say as something that might be purely biological. They have a peer disease model, but nobody's who's a sophIsticated thinker ever thinks that it's a bit partly because medicine is a brand of engineering, not a brand of science because it's associated with health and the diagnostic categories are hYbrids between physiological observation and sociocultural condition. Everyone knows that and so when I reaD madness and civilization, I thought, well, that's not radical. That's just bloody self evident.

Speaker 3:          00:23:18       I actually think that he began, you know, the entire turn toward a theological grounding of modern psychology, social psychology well launcher, the 19 twenties for example. You know, the levels of ignorance of these. These people moving foco with all original have not read durkheim. They've not read mocks of or they've not read erving goffman. Okay, so in other words, to me, for everything is the costing of the estimate because I had read the from which he was borrowing without attribution. so I mean, again, I know these people I've met, um, in some cases knew them in graduate school, people who went onto become these, these, these admirers of lack on dairy and I know what their training was there. Training was purely within the english department. That's all they ever knew. they never made it any research outside of that. Right. Is the idea for coal is simply this is a mechanism. It's like a little tiny kit by which they can approach everything in culture and then, and then the see, but the contortions of language that deliberate labyrinthine elitists language at the same time as pretending to be a leftist. Okay. This is one of the biggest frauds. every practice.

Speaker 2:          00:24:25       so I got a story to tell you that you might like because I've thought a lot about that use of language, you know, because language can be used as camouflage. And so here's the story. I think I got this from robert sapolsky. So he was talking about zebras and zebras of course have stripes and hypothetically that's associated with camouflage, but it's not a straightforward association because zebras are black and white and they're on the velt along with the lions, the lions are camouflaged cause their grass colored. But the bloody zebras are black and white. You can see them like 15 miles away. So okay. So biologists go out to study zebras and they're like making notes on a zebra and they watch it. Then they look down at their notes and then they look up and they think, oh no, no, no. Which cbre I was looking at.

Speaker 2:          00:25:10       So the camouflage is actually against the herd because the zebras, a hurt animal, not an individual. And so the black and white stripes break up the animal against the herd so you can't identify it. so this was a quandary for the biologists. So they did one of two things. One was drive a jeep up to the, to the zebra, heard and use a dab of red paint and dab the horn. Should the zebra or tag it with an ear tag like used for cattle. The lions would kill it, so as soon as it became identifiable the pro, yes, the predators could organize their hunt around that. Identify about animal. That's why you know, there's the old idea that lions and predators take down the weak animals, but they don't. They take down the identifiable animals. So that's the thing is if you stick your damn hand handout, you get picked off by predators and so one of the things that academics seem to do is congregate together in heard like entities and then they share a language, right, and the language unites them and also keeps them as long as they share the same set of linguistic tools among themselves that they know that there isn't anybody in the, in the codery that's going to attack them or destabilize the entire herd.

Speaker 2:          00:26:18       And that seems to me to account for that Impenetrable use of language. it's, it's, it's group protection strategy and it has absolutely nothing to do with the search for. It's the search for security within a system and not the desire to expand the system. Right. Not

Speaker 3:          00:26:32       federal, but intimate is blatantly careerist because they made. It was, it was about advancement and with also about the claim that somehow they have special expertise. This is a special technical language. No one else can understand it. Only only weekend, but what's absurd about it absolutely ludicrous that these people, these, these american academics are imitating the contorted language of french at the translations from the french. Okay. When that call is translated into, into english, right? There's a contortion there. okay. Well, here's what he was trying to do in french was to break up. Okay. The neoclassical formulations that descended from racine, there was something that was going on. There was a sabotage of the french language going on that was necessary in France. Not necessarily in english. We have this long tradition of poetry. Going back to the shakespeare and chaucer. We have, we have our own language, but far more vItal than that than the french.

Speaker 3:          00:27:24       The french constrain their language all the time. The absurdity in the amateur is okay of american academics trying to imitate. Okay. A translation of like hall, okay, we doing something in France that is absolutely not necessary and indeed wrong to be doing in english, but the other, the other cynical abandonment. Okay. Have the great tradition of, of, of, of uh, of the english departments. And I, I felt that the true radicalism was not about adding on other departments. Okay. So we have african american studies and you know, and, and, and women's studies and so on. The true radicalism would have been to shatter the departmental structure. That's what I wanted. I feel that was the authentic revolutionary 19, 67 to do, right. Don't look to them to blend all the literature, literature, study saudis together. Okay. Just to make easIer to make an interdisciplinary kind of organization or you know, closer to the british model where a person can pursue related subjects, overlapping subjects.

Speaker 3:          00:28:24       These, these, these departmental models. Okay. Are, were, were to me, totalitarian to begin with. Okay. separating language into fiefdoms and, and, and what, what the stitch to create a english women's studies department. Absolutely. Out of the air. Just snap your fingers and create women's studies. The english department had taken a century to develop. Okay. And was. It was a huge argument. Okay. Within. Within it. Right. And all of a sudden to create. Okay. It department where they politicize agenda from the start. Okay. By people without any training whatsoever in that field. And what should be the. What should be the parameters of the fIeld, which would be the requirements of that feel. How about biology? Okay. If you're going to be discussing gender, that should have been a number one requirement. Okay. as part of any witness studies department or program. But no, it was all hands off.

Speaker 3:          00:29:08       it was just the administrators wanted to solve a public relations problem. They had a situation with very few women faculty nationwide at a time when the women's movement had, had just started up that spotlight of attention was, was on them. They want, they needed women faculty fast. They need to do with the women's subject on the agenda fast. Right. So they just start let there be women's studies. Okay. And now we'll just hire some women. It usually from english departments, you know, here and there and we'll just throw them together. You invent it, you say what it is, so that's why women's that has got frozen at certain point of the ideology of the early 19 seventies. I was already in revolt from it. Okay. I went, I was a precursor in terms of my endorsement of feminists some before it, before even now is created. Right. But I couldn't. I couldn't even have a conversation with any of these women. They were hysterical about this subject of biology. they knew nothing about hormones and I. I mean I, I, I probably got in fist fights over this. They went. People were so convinced that biology had nothing whatsoever to do with gender differences.

Speaker 2:          00:30:08       That also seems to me to be related to the postmodern emphasis on power because there's a, there's something terrible underground going on there that is an. I think this is the sort of thing that was reflected in the soviet union to, in the, especially in the twenties when there was this idea of radical idea that you could remake human beings entirely, right? Because they have no essential nature, and so if your fundamental hypothesis is that nothing exists except power and you believe that, then that also gives you the right in some sense to exercise your power at the creation of the kind of humanity that your utopian vision envisioned. Then that has no fat and that also seems to me to justify the postmodern insistence that everything is only a linguistic construct. It again gOes down to the notion of power, which dera done food co and luck tower, so bloody obsessed with.

Speaker 2:          00:30:56       and so, and it seems to me what they're trying to do is to, uh, to take all the potential power for the creation of human beings to themselves without any bounding conditions whatsoever. RIght? There's no history, there's no biology, there's, and, and everything is a fluid culture that can be manipulated at will. and so I, in Canada, there are terrible arguments right now about biological essentialism, let's say. And one of the things that happened, which was something I objected to precisely a year ago, is that the social constructionist view of human identity. He has been built now into canadian law. So there's an insistence that biological sex, gender identity, gender expression and sexual proclivity very independently with no causal relationship between any of the levels. And so that's In the law and not only is it in the law, it's being taught everywhere, it's being taught in the armed forces, it's being taught in the police, it's being taught to the elementary school kids and the junior high school kids and underneath it all, I see this terrible striving for arbitrary power that's associated with this crazy utopianism and, and, and, but I still don't exactly understand it.

Speaker 2:          00:32:01       I don't like, I don't understand that. What seems to be the hatred that motivates it that you see bubbling up, for example, in identity politics and, and in the desire to do nothing but let's say demolish the patriarchy. It kinda reminds me, and this is something else I wanted to talk to you about, you know, in your, you're an admirer of Eric Norman and have girl young. Yeah. And that's the human connection is really interesting because I think he's a bloody genius. I really liked the great mother is a great book and it really a great warning. That book and also the orIgins and history of consciousness is one of the most influential book. Yeah. Yeah, but that's so interesting. I read an essay that you wrote or I don't remember

Speaker 3:          00:32:38       again at

Speaker 2:          00:32:39       the nyu. Yes, yes. It's always been staggering to me that that book hasn't had the impact that it should have had. I mean young himself in the preface to that book wrote that that was the book that he wished that he would have written. It's very much associated with young symbols of transformation and it was a major influence on my book maps of meaning, which was an attempt to outline the universal archetypes that are portrayed in the kind of religious structures that you, that you put forward, but the thing that I really see happening, and you can tell me what you think about this and in norman's book consciousness, which is masculine symbolically masculine for a variety of reasons is, is viewed as rising up against the countervailing force of tragedy from an underlying feminine, symbolically feminine unconsciousness. Right. and it's something that can always be pulled back into that unconsciousness that would be the microcosm of that would be the friday and eatable mother femineity dynamic where the mother was so over protective and all encompassing that she interferes with the development of the competence, not only of her sons, but also of her daughters, of her children in general.

Speaker 2:          00:33:44       And it seems to me that that's the dynamic that's being played out in our society right now is that there's this and it's, it's related in some way that I don't understand to this, to this insistence that all forms of masculine authority or nothing by tyrannical power. So The symbolic representation is tyrannical father with no appreciation for the benevolent father and benevolent mother with no appreciation whatsoever for the tyrannical mother. Right? And that's that. And because I thought of videology as fragmentary mythologies, that's where they get their archetype will in psychological power, right? And so on and balanced representation. You have the terrible mother and the great mother as, as norman laid out so nicely and you have the terrible father and the great father. So that's the fact that culture mangles you have to death well, it's also promoting you and developing you. You have to see that as balanced and then you have the heroic and adversarial individual.

Speaker 2:          00:34:37       But in the postmodern world, and this seems to be something that's increasingly seeping out into the culture at large, you have nothing but the tyrannical father, nothing but the destructive force of masculine consciousness and nothing but the benevolent, benevolent great mother and it's an, it's an appalling ideology and it seems to me that it's sucking the vitality once, which is exactly what you would expect symbolically. It's sucking the vitality of our culture. You see that with the increasing demolition of, of young men, um, and not only young men in terms of their academic performance, which like they're falling way behind in elementary school way behind in junior high and bailing out of the universities like mad. And so,

Speaker 3:          00:35:18       and I, I, well the public school education, it's become completely permeated by this kind of anti male propaganda. I mean, and to me, public schools, I just a form of imprisonment, you know, right now they are particularly destructive to young men who have a lot of physical energy, right? Uh, yet now I identify as transgender gay mike myself, but I do not, I do not require the entire world to alter itself okay. To, to fit my particular in the self image. I do believe in the power of hormones. I believe that men exist and women exists and are biologically different. I think that I think there is no cure for the cultural ills right now except if men start standing up and demanding that they be respected as men again.

Speaker 2:          00:36:03       Okay. So I goT a question about that. So, so one of the things we did a research project year ago, trying to figure out if there was such a thing as political correctness from a psychometric perspective to find out is there the loose aggregation of beliefs actually clumped together statistically. And we actually fOund two factors which I won't go into, but then we looked at things that predicted adherence to that, that a politically correct creed. And there were a cOuple that were surprising. One was being female was a predictor, the personality attributes associated with femininity, so that would be agreeableness and higher levels of negative emotion. We're also both independent predictors but so were symptoms of personality disorder, which I thought was really important because part of what I see happening is that like I think that women whose relationship with men have, has been seriously pathologized, cannot distinguish between male authority and competence and male tyrannical power, like they failed to differentiate because all they see is the oppressive mail.

Speaker 2:          00:37:00       And then they may have had experiences that, that, um, their experiences with men might've been rough enough so that, that differentiation never occurred because it has to occur and you have to have a lot of experience with men and good men do before that will occur. BuT it seems to me that we're also increasingly dominated by a view of masculinity that's mostly characteristic of women who have terrible personality disorders and who are unable to have healthy relationships with men. Now. But here's the problem, you know, this is something my wife has pointed out to. She said, well, men are going to have to stand up for themselves, but here's the problem. I know how to stand up to a man who's, who's, uh, unfairly trespassed against me. And the reason I know that is because the parameters for my resistance are quite well defined, which is we talk, we argue, we push, and then it becomes physical, right?

Speaker 2:          00:37:53       Like if, if we move beyond the boundaries of civil discourse, we know what the next step is. Okay. THat's forbidden in, in discourse with women. Right? And so I don't think that men can control crazy women. I don't think. I really don't believe that. I think that they have to throw their hands up in, in, in, in what, in, in not even disbelief. It's that the cultural, there's no step forward that you can take under those circumstances because if the man is offensive enough and crazy enough, the reaction becomes physical right away. Or at least the threat is there. And when men are talking to each other in any serious manner, that underlying thread of physicality is always there, especially if it's a real conversation, keeps the things civil arts to some degree, you know, if you're talking to a man who wouldn't fight with you under any circumstances whatsoever, then you're talking to someone to whom you have absolutely no respect, but I can't see any way.

Speaker 2:          00:38:48       For example, there's a, there's a woman in in toronto who's been organizing this movement, let's say against me and some other people who are going to do a free speech event and she managed to organize quite effectively and she's quite ofensive you might say. She compared us to nazis, for example, which, you know, publicly using the swastika, which wasn't really something I was all that fond of. But I, I'm defenseless against that kind of female insanity because the techniques that I would use against a man who was employing those tactics are forbidden to me. So I don't know. Like it seems to me that it isn't men that have to stand up and say enough of this, even though that is what they should do. It seems to me that it's same women who have to stand up against their crazy sisters and say, look, enough of that enough man hating enough pathology, enough bringing disgrace on us as a, as a gender, but the problem there and then they'll stop my little tirade is that most of the women I know who are saying are busy doing saying things right. They're all, they have their career, they have their family, they're quite occupied and they don't seem to have the time or maybe even the interest to go after their, their crazy harpy sisters and so I don't see any regulating force for that, that terrible femininity and it seems to me to be invading the culture and undermining the masculine power of the culture in a way that's, I think fatal. I really do believe

Speaker 3:          00:40:15       I too. I too believe that these are symptomatic of the decline of western culture and, and, and it will just go down flat. I don't think people realize that, you know, masculinity is still exists. okay. In the world as a code among jihadist. Okay. And, and when you have Passionate masculinity, right? Circling the borders like the hawaiians and the vandals during the roman empire, that that's what I see. I see this culture rotting from within. Okay. And and does all link itself literally now my, I have an overview of why we're having these problems and if it comes from the fact that I'm the product of an immigrant family. All four of my grandparents and my mother were born in Italy, so I remember from my earliest years in this factory town in upstate New York where the y, but my relatives came to work in the shoe factory.

Speaker 3:          00:40:59       I can remember still okay. They, the life of the agrarian era. Okay. Which, which, which for most of human history or the agrarian era where there was the world of men and the world of women and they sex has had very little to do with each other. Each had power and status and its own realm. Right? And they. And they laughed at each other in. In essence, the way the women had enormous power. In Fact, the old women ruled not the young beautiful woman like today, but the, the older you were, the more you had control over our everyone, including the mating and marriage. Um, you know, there were no doctors so that you had the, the old women were like midwives and knew all the ins and outs of this and inherited knowledge about pregnancy and all these other things. Right? I can remember this.

