Speaker 1:          00:00          Yeah,
Speaker 3:          24:25          Yeah. Well that's, that's too bad for them because their primary focus should be on the individual.

Speaker 2:          24:29          I can agree with that, but what I. The paradox, they would say it's like, okay, focus on the individual, but you have to accept that there are some situations that are much more conducive to an individual thriving and other situations and so they're focused on structural inequality. Your focusing on the individual, is there not some interplay?

Speaker 3:          24:50          Well, obviously because people do have group identities. The question is whether whether the group or the individual identity should be paramount and the leftist dance. The radical leftist answer is, well, there is the look, it's not me that's failing to take into account those two levels of analysis. It's the bloody radical leftist because for them it's the collective and that's that and so it's obvious as far as I'm concerned that people have their individuality and then behind that they have there. They have their group, multiple group identities which is also a big problem

Speaker 2:          25:26          or any of these situations that make it much more difficult for people to self actualize. What what I think they'd argue with. They don't hear you talk about that very much.

Speaker 3:          25:34          Well, it isn't. First of all, it's not self evident like I'm not. I don't accept maslow's hierarchy of needs. I don't think it's necessarily more difficult for people who are poor to self actualize. Sorry, I don't buy that because what that would mean. Think about what that would mean. That would mean that the rich are morally superior. That's what that means, because they have all the opportunities to self actualize. So obviously if the material conditions are the prerequisite for self actualization, then the rich are morally superior to the poor. Is that really an argument we want to make? And then in fact, I don't think that that's even even vaguely reasonable because one of the things that does help build character is privation. Now obviously starving to death is an, an excess of privation. So there are limit conditions, but the, it's a leftist trope that the provision of additional material resources will produce ethically superior human beings.

Speaker 3:          26:33          Sorry, not true. And in fact, sometimes quite the contrary. So, so, um, so I don't, I don't, I don't buy that argument in the least. Um, I also think that under most circumstances, it accepting those of exceptional privation and even perhaps under those conditions in most, in most cases, your best bet to move people forward is to concentrate on the development of their individual character and their individual, their individual moral character. And because moral character is actually your moral character is actually the set of tools that you have to operate effectively in the work because otherwise morality would be of no utility. And morality is in some sense precisely that w which is of maximal utility. And so and, and the other objection that I would throw it at the radical leftists. Well, how do you know that your, oh, your emphasis on collective existence isn't just an abdication of your personal responsibility.

Speaker 3:          27:37          Well, of course it's not. It's like, no, no, no. Seriously, here, it's not that easy to adopt personal responsibility, maximal personal responsibility. What makes you think you're not running away from it? You have every reason to. You really have that stellar moral character. Really, that's, that's yourself analysis. Sorry, I don't buy it. And I especially don't buy it when I look at the consequences of leftist revolution because all of these people have stellar moral character when they undertake their collectivist revolution. Nothing comes out of that, but absolute bloody catastrophe. So, so all the well meaning aims aside,

Speaker 2:          28:21          my, my sense of a lot of the progressive people that I know is that they're not, that they're sort of from a new generation, they're not generally materialists, that they're sort of very spiritually aware and I sense a kind of implicit message in what you're saying. I've never heard, made explicitly that in some sense materialism is a deadening doctrine. I mean you look at the opiod crisis in America, you look at a lot of these. If, if poverty is seen as a more sort of also also as a sort of spiritual crisis or a crisis of the soul as much as anything else.

Speaker 3:          28:54          Is it mostly. That would be lovely if poverty was caused by lack of money.

Speaker 2:          29:00          Hmm. We could fix it really easily then. But my point I think is to say that if, if you frame your message in that way, I think there will be a lot of people on the left who would be receptive to that message. Sort of the that actually there is a crisis of the crisis of, what do you call it, like worldview has real consequences and a lot of poverty we're seeing in the world is to do with this kind of materialist worldview that has become, become corrupt or at least kind of stripped all of the meaning and purpose.

Speaker 3:          29:30          Yeah. Well that, that's a good point. Well, right. Well, I mean I don't believe that materialism, materialist hedonism is a sufficient solution. Now it's bit more complicated than that because I do think that functional democratic systems are actually pretty good at reasonable hedonism. Like I'm pretty happy that our system produces a variety of toothpastes and a variety of toilet papers in a variety of sanitary napkins. All of these things that, that are basically oriented towards, what would you call them individually, creature comforts. There's something about that that's really merciful and properly egalitarian. And so a certain degree of material hedonism is a good thing, right? Because it, it's nice that people can have their basic needs taken care of in a dignified manner. Um, but as, as a ultimate solution to the problems of life. It's insufficient, which is again why I don't really like Abraham maslow's hierarchy of, of, of, of, of needs.

Speaker 3:          30:36          Now it isn't. It isn't a progression up the moral chain because of the provision of additional material resources. It doesn't work that way. That doesn't mean that you don't want to. You want to set up a situation where as many people as possible are absent the terrible strictures of of privation, but we are doing that quite rapidly. Thank God so, so I think we're. The leftists are less happy with what I'm doing is the case that I'm making that the meaning that transcends mere materialism is to be found in the adoption of individual responsibility because I wouldn't say that that's a core message. Certainly none of the radical left it. It's not that at all because generally they construe the individual as either the oppressor or the suffering or pressed but not as the active agent as either of those active agents. The problem with the oppressor of press narrative is even though there's an element of truth to it, each of us can be subdivided into so many group identities that there's at least one dimension along which we're all oppresses and that's actually when I've been looking at what happened in the aftermath of the Russian revolution.

Speaker 3:          31:53          That that was the bloody error, so to speak. Because you could take virtually every, any individual and you could find out. It's like if there's one dimension of your identity that makes you an oppressor, that trumps all the elements of your identity, where you're a victim. And the problem with that is there is one element of your identity where you're an oppressor and so that's sufficient justification to throw you in with the predators and do whatever is necessary to dispense with you. And that is exactly what happened in the aftermath. Will not only of the Russian revolution, but all of these radical leftist revolutions. So like, well, if you're a socialist while you're not sufficiently pure from a doctrinaire perspective. And if you're a student, well then you're part of the emerging bourgeois class. And if your parents were reasonably, what would you say? Efficient farmers, then you're part of the Kulaks and like it just went on and on and on and on. There wasn't anybody who escaped from the, from being tarred with the brush of oppressor. And that's because that is because each of us are in fact oppressors and oppressed. Every single person shares both of those things in common. So,

Speaker 2:          33:06          um, got a couple of minutes left. So this might be quite a big question, but just come back from the U. s where we interviewed pool vander clay, Christian pastor who's been doing quite a lot of videos about your, your thought he, one of his questions was, he says he, he's, he's a real sort of stoicism and your thought for pick up your cross and drag it up the hill. His question is what's at the top of the hill? He doesn't hear that.

Speaker 3:          33:33          Well, that's because he hasn't listened to the times when I've been talking about it. I guess because I've said it repeatedly. You stumble up hill with your burden towards the city of God. That's the, that's the store that does that.

Speaker 2:          33:45          I mean the city of gold

Speaker 3:          33:46          to you. I would say that that's. That's a place where everyone bears maximum responsibility and speaks the truth. That's what it is. And what's the responsibility? You're responsible for the suffering in the world. You're responsible for the malevolence in the world and you're responsible for the veracity of your utterances. Right? And in the city of God, you're maximally responsible for the suffering. You're maximally responsible for the malevolence and you speak the truth. That's what it is. Very concise. So you can tell them Paul van play that. Great. Jordan, thank you very much. My pleasure. Nice to see you again. You take.
