Speaker 1:          00:00:00       Yeah,
Speaker 2:          00:20:13       Right? Well, no, I had a baby a month ago. We were talking to her last night. She's trying to finish up her degree. She's also had some health problems that have interfered with that. You know, she was talking to us last night about and she looked tired, she had bags under her eyes. I mean, she's very happy to have the baby and it's going very well and all of that, but the first year after you have a baby, you're basically done. You don't get it, you don't get any sleep. You're absolutely overwhelmed, especially for the first six months with a new incident, big, especially if you're a first time mother because like, what the hell do you know, taking care of this incredibly complicated thing and it produces all sorts of biochemical changes and it's really hard on your body and there's a long recovery period and you're much more dependent on your familial structure than you were before.

Speaker 2:          00:21:01       And yeah, the I like, I mean, it's crazy that we even have to have this conversation, but I like your distinction between women and mothers and you know, there's one of the problems that I've had with classic feminism, if you could use that term, is that there's absolutely no respect built into it for the maternal role. And I really think that that's, that's appalling on a variety of levels, including appalling for men because one of the things I've experienced is that I've had a pretty intense career. I would say I've been very fortunate in that manner. I've had a lot of, some meal you'll support and support from my wife for that and you know, we kind of parsed our life up in a relatively traditional manner because she was quite interested in having children by the time we got together. And um, I was perfectly willing to go along with the artist if I could also continue what might my career pursuits, which were also necessary for our financial stability.

Speaker 2:          00:21:58       But for me, like the domestic realm has been an incredibly meaningful part of my life. Like I, I, I'm really happy in my marriage and blast I would say in my marriage. And I loved having kids. And, and for me, my home has always been a refuge from, from the insanity of the world in some sense. And I think our society is, it's so crazily skewed towards public performance. Let's say that we've denied the utility of the domestic sphere and that really is terrible for women because especially with regards to kids because that is their, that is the role that they dominate, let's say, or, or Dominique did they contribute most mightily to, let's put it that way. And it's almost as if our society regards that as kind of an emphasis innominate, you know, and I think it's crazy. I think it makes people miserable

Speaker 3:          00:22:55       and I understand why the early feminists sort of downplayed the domestic sphere because they, they were trapped in the domestic sphere and they wanted opportunities and I'm a. I'm one of those women who would have been an early feminist probably because I crave intellectual stimulation and I would have been, if I'd never had an opportunity to have a career, I would have been bored and that kind of thing. But now in 2017 I can go and get a job as a psychologist that can run a website and you know, I can do everything that a man can, but I'm still biologically a female. And so when it comes to having kids, a cost is on me and the women in my life, for example, um, my, my own mother who super and comes and helps with the children, I see how we, we don't keep that status and prestige anymore. And it's, it's just this a male normative sphere where you can monetize something or something, like you said, public performance. We can, we afford that status and prestige. But this invisible caring work that women are so good at and some women are exceptional that it's supported. No prestige whatsoever. It was Austin,

Speaker 2:          00:24:16       you know, I noticed with kids, for example, even though our little kids were very well behaved, that she was treated, she wasn't treated well in, in the public sphere, she wasn't treated well in restaurants. I think people were afraid. I think that was part of it in some sense. You know, they were afraid that if she showed up in a public place with children that there would be disruption of one form or another. So, but it was certainly the case that I would say she received the opposite of respect. And you know my look deeply into architect will symbolism and the function that it plays, and of course one of the divine images that sits at the bottom of western culture, not only western culture, is the image of the divine mother and the mother of the savior of humanity, which is an archetypal idea because every baby has the possibility of growing up to be a redemptive figure.

Speaker 2:          00:25:04       Now that's. That's the reason that that's an archetypal figures because any society that doesn't worship that so to speak doesn't give it a a very high value will nourish the fact of the declining, the catastrophic declining birth rate in the West is a real example of our willful blindness towards that sacred image and it's a big problem and it is the case that I think if, if the, if the feminists we're actually working on behalf of femininity, which is essentially what they claim, that they would be working a hell of a lot harder to elevate the status of mothers. You know, women. I think that's a really good distinction that you're drawing, even though it seems rather self evident. It's not. And you're not the same once you become a mother, you're a different sort of person. And I also think women who don't have children or rather intimidated and afraid of that, and that's perfectly understandable because it isn't radical transformation. But I would also say, and I've thought this for years, that you don't actually become mature. You don't actually become an adult until you have children. And I know that that's a statement that irritates the hell out of people, but it's, it's something that I stand by it. You're not an adult until someone else matters more than you do.

Speaker 3:          00:26:19       And, and you know what it is to set, to make real sacrifices.

Speaker 2:          00:26:25       Yes, exactly. Well, and especially as a mother, you sacrifice yourself as the person of prime importance and, and, and you know, you, you do it, I suppose happily in some sense because generally you fall in love with your baby relatively rapidly. And thank God for that because there are lots of, um, you know, I was recounting the story of my daughter and she is trying to, she was planning to take a course in biology online this, this semester in order to move towards the completion of her degree. And we told her last night, she said she was overwhelmed when we went and talked to her last night and we told her just to leave it be because first year is so intense that you're, you're completely overwhelmed by it and it's necessary because you want to get your baby off to a good start and get that relationship functioning properly.

Speaker 3:          00:27:16       Yeah, exactly. And that's one of the issues I had with my master's degree. I couldn't bring myself to do a thesis because I wasn't going to have the energy or the motivation to do it. Instead I created a website which is, which also requires a lot of energy, but it's um, it's sort of self generative because people write articles, they send them in. All I have to do is I'm a little bit of editing and then posted it online and it's not, it's not quite as uh, is it absorbing as, as writing a thesis which I wouldn't be able to do at this time.

Speaker 2:          00:27:57       So. So what are the things that I've been studying and thinking about is high achievement in, among, among people in general, and this is also something that I don't think is given any serious consideration in our discussion of the differences between the, between the sexes. So you know, the, the number of people who are extremely high achieving in any field is very low. Right? And that depends on the per preto principle essentially. And that's that that works itself out mathematically so that the square root of the number of people in if domain do half the work. So if you have 100 scientists working in a particular subfield, then 10 of them will publish half the articles. And if you look at that tiny percentage of people who were hyper productive, they're almost all men. Yeah. So like in universities, the median number of publications for men and women is very close, but the high publishers are all mad and the reason for that is because in order to be in that category, not only do you have to be extraordinarily smart and extraordinarily conscientious, but associated with that conscientiousness, you have to be able to devote something like 60 to 80 hours a week of solid attention to your job because otherwise people will out compete you.

Speaker 2:          00:29:09       Right? So it's these extremely focused and narrow people. More obsessive. That's exactly right. They're absolutely obsessed with what they're doing and they're quite rare and that they're also the mystery that needs to be solved because you know the fact that most people want to have a balanced life and that most people aren't absolutely obsessed with the single issue to the exclusion of all else is actually normally with behavior and quite understanding. You can this extreme a personality, let's say, and it's certainly not something that I'm criticizing, but it's not the common law. And I do believe that it's a far more difficult thing for women to manage because once you're responsible for someone else, like you are primarily responsible for small children, then it's extraordinarily difficult to concentrate like that to the exclusion of all else. And you know, I've seen a couple of women that I've had professional relationships with.

Speaker 2:          00:30:06       Usually I usually worked in the capacity of something like an executive coach in my clinical practice who kind of manage that. But they're so they're so stretched, you know, they, they, they were concerned with the number of seconds that they have to microwave their fruit, you know, they're hyper, hyper organized and it's an even then it's very difficult for them to manage because they're juggling know four or five impossible things at the same time and often also guilt ridden because they're not to feel that they're not paying enough attention to their children. Generally they are and they make very good role models, but it's a hell of a thing to expect of someone who also has a maternal role. It isn't obvious that it's even that it's even possible. And that's another thing we can't have a serious conversation about because there's all sorts of lies I would say about how it's the glass ceiling or were male models of success that are stopping women from succeeding at that high level. And that isn't right. What, what stops people from succeeding at that high level is it's virtually impossible to begin with and all you need more impediment and then you can't manage it.

Speaker 3:          00:31:19       Yeah, that's right. Can we. Parlier has said that feminism has never acknowledged the, the guilt that women feel when they all work, when they have children and they are working and they pursue their careers. And you know, I, I've seen it at work places where I've worked where women are high achieving, high achieving, they've got their phds and they're working full time and they are racked with guilt. And I don't think that happens to men nearly to the same degree. I

Speaker 2:          00:31:54       don't think it happens to me really at all. Yeah. Yeah. I mean, it hasn't been to my observation that it happens to man, it happens to women all the time, like all the time. Like I've, I've done an awful lot of coaching with high achieving women. I did that for about 10 years and you know, these were women who were pretty much outstanding and in multiple dimensions, you know, and, but, but what would also, this was mostly in the field of law and so most of them are in their early thirties and not only were they racked with guilt if they have children and we're spending as much time as they wanted with them, but they were also wracked with guilt when they did spend time with your children because then they weren't spending enough time on their career and basically screwed both ways and it. And it wasn't merely

Speaker 2:          00:32:40       a matter of let's say high negative emotional sensitivity, you know, because that is a biological difference between men and women. Although I would say some of the women that I coached were quite feminine and we're more prone to anxiety. Then might've been good for them. But it was merely a response to what's essentially an impossible situation and like, and it's also not something that there's an easy answer to, I mean what I would recommend to them was that they outsource all of the domestic duties they could possibly manage and most of the successful women did that. They had nannies, they outsourced everything they could, including their laundry and like they, they try to rid themselves of any domestic duties that could be parceled out to a third party. And that's a pretty, that's necessary. It's not optional if you want to pursue a career at a higher level but also requires a pretty high standard of living to be able to pull that off because it's not like childcare of any quality is extremely expensive and it's very difficult to bring that cost down because with young children you need a very high ratio of caregiver to child, like three to one, four to one.

Speaker 2:          00:33:48       So if you have someone who's even vaguely qualified and you pay them, say $40,000 a year, which is pretty low, double that for overhead. So that's 80,000. So just the bare minimum cost of, of the highest quality of croissant, institutional care for children is easily $20,000 per child per year and there's no easy way of forcing that costs down. You can. The arithmetic is very straightforward. So it's a major societal problem and it isn't clear that at an end, what's unfortunate is that we're not having serious conversations about this because we pretend that the barriers are what the consequences of something like patriarchal oppression or, or straightforward, um, prejudice against women. And that's just simply not the case.

Speaker 3:          00:34:34       The irony is that to make things easier for professional middle class professional women, you need more working class women who can do cleaning and nannying work. So if you get to, to make life easier, you need a, a cohort of lowly paid women, which I don't think would help the gender gap, if that makes sense. To have two tiers as well. That's another highly paid women and men.

Speaker 2:          00:35:04       That's exactly right. That's another under discussed, under discussed topic, which is that you, you ended up transferring the primary, let's say, maternal burden, domestic burden onto generally. Well, they're generally a ethnic minority people that's very, very common and I mean it's not necessarily a bad bargain for them. I'm given their comparative options, let's say. But it's very difficult to pay someone who's doing domestic work enough so that they can, a reasonable standard of living because, well, partly because it's just so expensive to do so. So it's, it's an intransigent problem to say the least. And it would be nice if we could actually have a serious and compassionate discussion about it. And I think the compassion part, um, is to actually take a harsh look at the, at, at, at such factors as the biological clock, which certainly make women's lives much more complicated up until their, let's say till their forties. Now. It seems to me that men might have more complicated lives in the latter part of their life because of course we die about eight years earlier in our health problems or are more extreme and all of that. But I think that men's situation in life is somewhat simpler than women, certainly up to the age of about 40. And, and it's unfortunate that, that we can't address that squarely and start to figure out what to do about it. Not that it's a simple thing because it's certainly not

Speaker 3:          00:36:40       well, some places do better than others. I think in, I think it's in Holland or the. Yeah. I think in some of the Scandinavian countries there are many women work part time and that's found to be quite productive for their economy and women are happy working part time. So, um, you know, I think some societies are a little bit more progressive in answering some of these questions. However, this, there's still this. I don't know if any Western culture is, has, has many honest conversations about biological sex differences. I don't, we don't have it in Australia. It doesn't seem like you have it in Canada or America. I don't know if it happens in the Scandinavian countries.

Speaker 2:          00:37:30       I don't see any evidence that it does. I mean, the Scandinavians are always concerned that there's over representation of men in, in the stem fields, for example, especially in engineering, even though we're thinking that doubt is pretty clear that the idea that men are more interested in things and women are more interested in people is pretty robust finding and the differences aren't small either. I mean, and the biological difference, let her choose be quite, I think quite productive because basically what it's indicated is that there doesn't seem to be really much difference in men and women with regards to intellectual ability. The mean Iq is it's pretty much dead on exactly the same. Now there is a little debate about whether the standard deviation is the same with some evidence suggesting that men have a flatter standard deviation, so there's more hyper geniuses and there's more men who are intellectually impaired, certainly more men who were intellectually impaired on the learning disability end of this distribution for example. But and you know, even small differences in standard deviation can make huge differences out at the ends of the table. So. But I would say the evidence for that is mixed. It's not conclusive evidence for difference in personality I think is absolutely conclusive and the evidence for difference in interest is even more conclusive to the effect. Sizes are really large

Speaker 3:          00:38:52       and what is really interesting is how the sex differences in personality become larger in ginger, egalitarian countries.

Speaker 2:          00:39:03       Yes, that's scandalous is what that is because it's announced disproof of the social constructionist theory and it's very solid science despite the. I mean that's some of the material that changed to more referred to in his memo and it's very solid science. From a social science perspective. It's. I would say it's at the point where it's not in controvertible precisely, but it's about as close as you get in the social sciences.

Speaker 3:          00:39:28       Yeah. Yeah. David Schmidt was the lead author on that study, I believe on the finding that personality differences increase in Gender Galitary in countries and I think what's. What I find interesting is he's finding that women become more neurotic and more anxious in more free, you know, gender egalitarian or or countries that have more freedom. I think that's really interesting in it and it speaks to some it. It suggests that there must be some kind of biological underpinning for anxiety in women, a sex difference in anxiety.

Speaker 2:          00:40:11       Well, we we should never assume that freedom is something that brings security because freedom opens unexpensive domain up in front of you and that's full of opportunity, but but if we think about that as novelty or or the unexpected or unexplored territory, then know your primary response to unexplored territory, especially if the territory is vast, is initially paralysis and fear and even in in in the mythology the hero, which is the archetypal story of the confrontation with the unexplored. It's very, very common for the hero to take flight at the first, at the first appearance of the, of the, let's say, of the dragon of chaos. That's good way of thinking about it architecturally because that, that expanse is very. It's, it's, it's unsettled in the technical sense and that's where the monsters are, and so we should never make the assumption that more freedom means more happiness and know the literature on happiness is quite interesting because it's actually not a literature on happiness.

Speaker 2:          00:41:17       It's a literature on the absence of anxiety because it isn't that people want to be happy, it's that they don't want to be miserable and anxious because those are technically separate systems. One governance, let's say extroversion, that's the approach, positive system than the other, uh, governs. I'm freezing you pray, pray like freezing. And then retreat. It's mostly what we want to do is keep the prey like response and the retreat systems under control because they're unbearable when they're activated and so, and there's just no reason at all to assume either that freedom or even economic advantage is associated with wellbeing. No, there's no evidence that people in industrialized countries are happier than people in non industrialized countries, even though their standard of living is much higher and they live much longer and they're more disease free. And I think a big part of the problem is that it takes a tremendous amount of sacrifice in work, it's future oriented in order to keep the society with a high standard of living functioning.

Speaker 2:          00:42:25       And so you're constantly sacrificing the pleasures of the moment to the security of the future. And that's a, that's a major moral and emotional load even though the reasons for it are obvious. But that doesn't simply boil down to something like freedom from anxiety or happiness, you know. And if you have a high pressure job, well you have a high pressure job, you have responsibilities and if you screw up major things happened with major consequences and that's, that's also a tremendous burden even though you can be well paid for it. Like you know, we studied some, some workers in a factory in Wisconsin and we were doing testing that would help identify promising workers who could be streamed into a management role. And you know, we found about a third of them didn't want to take the tests. And when we investigated that, the reason was, well they wanted to work nine to five in a bounded manner.

Speaker 2:          00:43:27       So then they went home at night at 5:00, they were done their damn job and they could have their life and you know, the thing about professional level jobs is that complex jobs, managerial jobs, complex administrative jobs or jobs in science or any of the professions is that you're never not working. Yeah. So if you add to that the complexity of the family, then you know, you've got things to worry about that are significant or the time. And so if you're also higher insulin sensitivity to negative emotion, that's very stressful and, and genuinely so, and that's, well that's the price you pay and it's not a trivial price. So back to Queensland for a minute, can you tell me a little bit about its reach and scope and about it's monetization if you don't have to get into the details but people might be interested in trying to figure out how you manage that.

Speaker 3:          00:44:24       Okay. So for the first year that I was running it, it was self funded. I wasn't collecting any revenue through advertising or patronage. It was just, um, I funded it myself, but my costs were very low. It doesn't cost a whole lot to run a website. I had minimal infrastructure at the time. I now have a more robust infrastructure which costs more. I pay professional freelance writers fee, but academics who work for me because they were already salaried, I, we, you know, they did some pro bono writing and that was fine. Uh, so for the first year I, I bootstrapped it in, in, and I funded it myself and then last year I set up a patrion page and for a while I was um, getting enough, just enough to cover costs and a little bit to pay writers. And then I put advertising on the website and I was earning a little, little bit through that.

Speaker 3:          00:45:35       But the earnings are quite modest and my patronage has recently been bumped up because we published quite a popular article about the Google memo before James was set. I had reached out to for scientists when evolutionary psychologist, Jeffrey Miller lead, Justin, the social psychologist, Deborah. So the Canadian six Rasha and David Schmidt, who is the author of that I'm famous study and I got them to write a couple of paragraphs on what they thought about the Google memo and I've published that just as the news broke that he was quiet and so that kind of went viral and site crashed. And so we got a lot of attention for that in our patronage. Has since doubled for that article was published. We were getting around between 10 and 15 to 20,000 visitors a day, uh, and now it's between 15 and $30,000 a day. So we get quite a lot of traffic and I could be making more money through advertising.

Speaker 3:          00:46:53       But the problem with advertising, you said it slows down the webpage and there's this trade off between having a website that looks nice and is reasonably fast and one that is just loaded with ugly ads any slow and clunky. And so I've decided that I'm just going to focus on the patronage business model and get rid of the ads and, and just focus on pleasing the patrons. And, and I think patronage is the better model to go with anyway because you don't have to worry about how many clicks or views an article gets. Just have to focus on the quality and patrons will reward you for quality, not for, you know, how many people. Yeah, exactly.

Speaker 2:          00:47:41       Yeah. The other advantage to patronage is that you're a lot more immune from political pressure and demonetization, which is increasingly a big deal. I mean obviously advertisers have the right to advertise wherever they want, but certainly on youtube that's become an emergent. There's many problems on youtube including censorship from within youtube itself and the construction of these like artificial intelligence, social justice parts that they're producing like mad. But the demonetization issue is a real problem for anybody that wants to maintain any sort of journalistic independence. And I know lots of people like Dave Rubin, for example, the speed hit really hard by demonetization. So the patronage model seems to be a really. Seems to be a really good one. How, how much revenue are you generating with patron at the moment, if you don't mind me asking?

Speaker 3:          00:48:32       Uh, 3000 us a month.

Speaker 2:          00:48:36       Okay, so with any luck it'll continue to grow. We'll definitely put a link to the, to your patron accountant in the description of this, of this interview, and I would certainly encourage people who are watching to to support Claire Because Colette is really quite a remarkable accomplishment and it's exactly the kind of journalism. It's reminds me kind of what the Atlantic monthly used to be like before it took a nosedive into political correctness over the last I think about five years. It's something that seems to be afflicting so many journalistic sources or even see it as something that's characterizing the economist, which was a magazine that seemed pretty independent of that sort of thing for quite a while

Speaker 3:          00:49:13       and the new republic used to be at a great best unit of classical liberalism and I'm just defense. So Western civilization and now it's. It's the most regressive postmodernist. I mean the new republic is unreadable. I don't know if you're familiar with that magazine.

Speaker 2:          00:49:38       I'm not as familiar with it as the other ones that I listed, but I've noticed the same thing so. Well, you know, the other thing that's interesting, this is part of the reason that I'm so concerned with the pathology of the universities is because it seems to me, this sounds conspiratorial, but I'm afraid I'm still going to discuss it to the really serious, postmodern new Marxists. Disciplines like women's studies, for example. They're very, very good at producing activists who are very, very good at occupying mid-level bureaucratic positions and dominating relevant institution. So for example, one of the things that's happened in in the province I live in in Ontario this month, is that the Ontario Law Society has now made it mandatory for lawyers to come out with a statement on diversity and equity. So they have to do that part of their practice and they basically have to admit to white privilege Andy and systemic racism within the profession.

