Speaker 1:          00:09          [inaudible]
Speaker 4:          08:56          um, argument. And I think that quite frankly, um, one of the strangest things about this group of people is that I find it spectacularly non egoic in terms of when we have a dinner. Um, I don't have a sense that anybody needs to lead. I mean, it's as close as I've seen like a round table where the sheer pleasure of talking to people at a ta in a time. This is a McCarthy like time. And we have, I feel so happy to be at a table in which I can talk about things that are troubling me or bring out something that I worry that says something negative about myself, that I'm having these thoughts that nobody wants to be booted out of the group, um, by virtue of grand standing. And I think that, that, that kind of, um, it's really interesting watching people who would be thought of as being highly ago behaving in a ongoing fat.

Speaker 4:          09:48          It's, I think that part of that too is one of the things Dave and I have talked about and the technology is enabling this, is that because I've looked at this group and thought, well, why in the world did it ever get categorized as a group? Because it's a strange group and there's some, there's some reasons pretty much everybody who's in it is entrepreneurial in the fundamental sense in that everybody's created their own little domain and it's Kinda hard to knock them over because they're in their domain. So we're not, I'm reliant in some important sense on external funding, let's say, to, to, to, to enable us to continue. So that gives us a certain amount of freedom. But another part of it is that as far as I can tell, everybody who's participated believes that their audience is intelligent. And I think that that's also a reflection of that it's, it's, it's not lack of intellectual self confidence.

Speaker 4:          10:37          It is lack of commitment to your set of ideas. I guess if they're axiomatically true, but that spills over to the attitude towards the audience. Like I don't feel that I'm there to tell my audience a bunch of things that they need to know that I already know when I'm conducting my tour. It's like, well here's a bunch of ideas that I'm confused about still and I'm gonna use this as an opportunity to explore them and I'm going to explore them with you and you guys are going to come along for the ride and that's going to be good for everyone. I really saw that with Harris in Vancouver because we had a well as high level an intellectual discussion as we could manage. And I would say it was approximately at the same level as a good phd defense when when the defense is going well and the audience was with us the whole way and they're participating in this discourse process, far more important to participate in the process of discourse then to specify the outcome. And the audience had made that decision and abided by it while we were, while we were

Speaker 3:          11:31          the discretion describing. I think that that's, that is the difference between, I think that's why like Joe Rogan, for example, is so popular. When I listened to Joe, I know he's going on an intellectual journey that's going to take three hours. I don't know where the destination is going to write, but I know that the attorney is going to be a lot of fun. Yeah. And I think that that's, that's what makes for success in this, in this field. And so much of, of our politics, so much of our intellectual life has become what you're talking about standing on a stage and people yelling at you what you ought to think if they're a good person. Right, exactly. And, and, and it's, it's, it's no fun. I mean, it's a lot. Julia was the same thing that great authors do. It's like a distinction between Dostoevsky and Ayn rand.

Speaker 3:          12:09          It's like, you know where round is going to aunt right from the beginning. Whereas if you read a dusty yefsky novel, you have no damn idea where that's going to come out. And neither did he. So he was exploring the ideas in formulating them as he went along. And that's true art. And that is what Rogan does is that, you know, and, and he's very good at that because he's a smart guy who isn't afraid of the fact that there's a whole bunch of things he doesn't know. And so he can lead people on that journey. And the journey is more important than to use a terrible cliche. The journey is more important than the destination.

Speaker 5:          12:40          Yeah. I think you're gonna use a tiny time. We have to get on to other points. But the one thing I would add, um, which is a dangerous idea is that I think there is a concept of good diversity in bed diversity, which is not understood in the general population. Um, good diversity is when you have a collection of people with different ideas and they're somehow complimenting each other and checking each other and people are backing down and seeing things that they wouldn't have seen because you're walking around the elephant from all the different sides and seeing all the different components. Bad diversity is something like two people grow up in different countries. One, one drives on the left side of the road, one drives on the right side of the road. And the idea is that you decide that, uh, everybody should be able to drive on the same side of the road that they grew up on.

Speaker 5:          13:22          And so instead of everybody getting to a really interesting panel, uh, you get a lot of auto accidents and nothing really interesting happens. And so I think it's very important to be honest that there is a lack of diversity about what constitutes conversation. And I think that that's a very troubling thing because, um, we, there's no precedent for discussing bad diversity at the moment, which is I would much rather listen to, to theologians talking, uh, and, and building up a some high structure and to, uh, atheist astrophysicist talking about the same thing than having two conversations of an atheist and an astrophysicist way each of them keeps tearing down each other starting assumptions and you come back eight hours later and nothing has been achieved. But does that kind of explain your success in a way? Cause probably four years ago in conservatives were basically only talking to conservatives the way the left seems to only be talking to itself these days. You started doing a little of this and I would venture to guess that you probably in a way, feel more comfortable with this crew who you disagree with on a gajillion things. Then probably when you're hanging out with just a bunch of conservatives that you're like, yeah, we all agree on this stuff.

Speaker 3:          14:27          I think that the, the idea that I, the phone conversations are the ones where you're surprised and I think we have yet to have a group conversation or even in conversation one on one cause we all talk, you know, one on one to each other to where something surprising doesn't get said. Uh, and that, that makes everything a lot more interesting and fun. And right now I got to say everything is so boring. Like for all the chaos, everything is so boring because it just, it breaks down into a trouble. [inaudible] court does business. I mean it really, it really is just everybody feels like everything is spun out of control, but everybody's hunkered down in their own bunker. And so everything comes down to Trump has always right or Trump is always wrong and we're all supposed to revolve around this, this black hole that is Trump or the sun that is Trump and he's the center of gravity.

Speaker 4:          15:12          I don't think most people live their lives thinking about these problems. And the whole Trump attack and Trump defense thing is really dull. I mean, when I went on Mars show, there was the youtube part afterwards and the panelists with the exception of me were tearing Trump apart. And I was sort of watching that from the outside in some sense. Partly because I'm a Canadian. And I thought, well first of all, it's just not that interesting that you can list Trump's faults. It's like you and you and my crazy neighbor. It's like you're not bringing anything to the table doing that. It's too easy. And then of course the other problem is while by going after Trump, you're going after his supporters, hypothetically speaking. And of course that's 50% of your population, which turns out to be a very big strategic problem for you. You know, now and in the future.

Speaker 4:          15:57          So it is dull and, and, and I don't, I don't think people are, are, people would rather have a more interesting conversation. That's what we can offer to so don't, so that's what I wanted. Where I wanted to take this. How do we, I mean we hit on this a little bit in the first two hours, but how do we do that now? How do we lay out, I think we're already laying out a more interesting conversation, but how do we also lay out something that doesn't make everyone feel horrible? Because that is a lot of what's going on here. All of these people that are showing up to your events, they're going, wow, what a reprieve from the madness. I mean, I haven't been able to do that politically. I wouldn't say, I mean what I've been suggesting to people is that, um, as intolerable as they find their lives for reasons that are arbitrary and self inflicted, there are things that they could do at the individual level that will make a radical improvement.

Speaker 4:          16:47          They're difficult things. There are things that require the adoption of responsibility and vision and the willingness to, to speak your partial and imperfect truth. But if you put that into practice, there is a nap. Now, one of the things that needs to be done in the political sphere is to delineate what that app might look like politically. You know, to give people something that's positive to strive for it. While I mentioned earlier that I see that to some degree in the burgeoning literature that's suggesting that many things around the world are improving very rapidly. You know, and your counter position was, well that doesn't mean our situation isn't fragile, which I also agree with but, but there is reason I think there is genuine reason to be optimistic about the future at a sociological and political level. And I think that that's something that we could be having a more serious discussion about. So

Speaker 3:          17:37          [inaudible] people I think. I think that's right. I also think that um, you know, what the reason that you've been so successful is because while you are speaking in, in kind of terms about society reads it as self help and everybody reads it a self help. And I think that pretty much all of us, what we are saying is being read as self help. And I think that that's empowering because basically we're saying to people is, for the most part it's a free country. Like shut up and get on with your lives. Just assault. There's a bumper sticker that was going around, you know that the Shapiro 2020 years for 2024 bumper stickers with the something I tend on the show, which was solve your own problems. Right? Which is to, because we're all looking for other veterans. One better than that. It doesn't solve your own problems.

Speaker 3:          18:16          It's, it's three things. Solve your own problems. You can solve your own problems and you'll find the deepest meaning in your life if you decide that you're going to solve your own phrase. Actually, I know that's a nice combination. I think that message is for the vast amount. Like even when you're talking about societal problems, the very emphasis on reason is a suggestion that you can solve a lot of the problems in your life if you change how you're thinking. I think we are engaged in a collective form of cognitive behavioral therapy. I think that everybody is depressed and we don't know why we're depressed and we're upset when we don't really know why we're upset. I was saying my wife the other day, if you w w a couple of things. So I say my wife the other day, if you were in 19 three and he's, someone just dropped you in 2018 you would think, my God, this is heaven lately.

Speaker 3:          18:55          Like my kids aren't dying in in youth and my wife's and gonna die in childbirth. I'm not going to really have to experience dire poverty. I can get anything I want from the comfort of my own home there I have to go anywhere. Everybody has several cars, I have entertainment that never ends. Right? All of this stuff is just fantastic. And then yesterday I was having, I was having lunch with a prominent Hollywood figure whose name I won't mention, so he doesn't lose work. And we're doing it at a, at a restaurant in Brentwood, and we're talking about Trump and politics and I was looking around this room and everybody's drinking $200 bottles of Chardonnay and then they're, then they're bubbly water and they're, and they've got their, their Kale Salad and the whole thing. And it occurred to me that 98% of the people in this room think we are living in danger of incipient fascism right there.

Speaker 3:          19:36          If you'd pull the room and say, are we living in crisis mode? 98% of the people that were and go, yes, we're living in a crisis while they sit there chardonnay. Yeah, yeah. That will then either you're not active enough or you're just lying to yourself because you don't actually think that we're in crisis. Now, that's not to say that we, we aren't at crisis point because there's so many people willing to break the system. But I think that one of the things that's coming true right now is that so many people think that the system is irrevocably broken, that they are willing to break the system, that he's not a replicable,

Speaker 5:          20:00          sad, essentially bring on the recess. Yeah. Because that'll rid of readiness of Trump. It's like, well, you want the disease so that you can have the cure. It's like, it's just not helpful. Yeah. Well, yeah, you should sit this one out. Oh, no, go. No, go for it. This is the fun. Uh, so I, I sort of radically disagree. I think that a lot of the people who are at the very top understand why these games are fragile and so the Games are still serviceable. But if you actually understand how the Games are played, you understand, um, just how quickly this thing could turn. So I think first of all, it is precisely the people with a enough success, um, because how it shouldn't mean they would be willing to turn it. That's the thing. Well, that's where I don't get the,

Speaker 5:          20:49          the number of people with nine and 10 figures worth of wealth who talk to me about like the rich and the powerful as if they are some different groups. Yes, it's very hot and um, Rich's richer than me. That's what I think. It's, there's a difference between people who have their senators on speed dial and people who don't. So, you know, the rich is not a monolith and that's one of the huge problems, uh, in the story. If, if you're engaged in some kind of business like armament or extraction where you need to have a very close relationship with government, you see the world very differently than if you're very good at picking investment opportunities and you just want to be unfettered in your ability to go to go make more. Um, you know, I think that one of the things that really resonates about your message and, and I feel a little bit less close to Ben on is, is that, um, somehow the message that you should improve your own life got conflated with if your own life isn't awesome, it's because you failed to make it so, and I think that was the sort of more true in a period of uniform high growth is between 1945 and 1970 when, you know, if you had Beta to the system, if you just had exposure hardwork usually paid off.

Speaker 5:          22:02          I think that depending on what sector you're in, what your skill set is, where you are in your life, it's very hard for some people to turn things around. And the idea of, look, you may not be able to solve your problem. You solve the problems you can front, but you can solve the portion of the problems that you can solve yourself and that you should at least do that. That is a very different message because it says, even if I'm not living in a luxury at the end of it, it's not because I failed. And I think that

Speaker 3:          22:29          couple of years distinction and I, and I, and I would probably, you know, given that criticism, I'd probably agree to the curbing of my own kind of solution. Right? Like I think that, I think that's right. Clearly there are people, we are all created equal rights. We're not all created equal and our abilities are in our capacity to rise or fall in a society sectors or in terms of our 100% yes.

Speaker 5:          22:46          Yeah. And I would do the other half of that thing, which is I would climb down from asking, you know, if more people were willing to admit that, I would say, okay, it's very important that people at least make an a copayment of trying to solve the problems in their own life before demanding that the, yeah.

Speaker 3:          23:00          Well the [inaudible] and that's the part that I focused on more simply because I think that the government is so big. I mean, this is where politics and philosophy may, right? So I think the government is so big and so intrusive and so involved in so many areas of our life that the, the tendency right now in America is to blame other people for the problems that you have. And that's true on virtually every side of the aisle. I think that when you, and I have disagreements about trait theory, but I think when president Trump goes to a rust belt town in Ohio and he says, I'm gonna bring back all your jobs because the Mexicans or the Chinese screwed you. I think that that's a, that's a lie. I don't think he's bringing back those jobs, disagreeing about that. Yeah. And so, and so, you know, I think that when my solution to that is there's not necessarily a solution.

Speaker 3:          23:44          I think one of the, that there's always a solution to every problem that can be had if you just have enough communal power behind it. And I don't think that's right. I think that the, the solution for most problems in life, not all because I don't think all problems in life ever get solved, but at least the majority of the major mistakes people make in their life that create obstacles that they can never overcome the rest of their life are self inflicted. I think that the, the, the UN barring health serious health problems or mental disability, I think the d the number of problems that make it impossible for you to overcome sheer dire poverty in the United States. Virtually all of those problems are problems that people put in front of themselves. And so if you can make those basic decisions, they can turn their life around it and a pretty significant way.

Speaker 4:          24:20          Yeah. Or even if they're not problems that people create for themselves, there are problems that are there subject to that are also very intractable to communal level solutions. Like mental illness is a good example of that and its contribution to homelessness. It's like, well it's terrible to be mentally ill and to end up on the streets. It definitely is terrible, but it isn't like we actually know how to solve that. So even if that can't be put at the feet of the individuals who are suffering, it's like, okay well we'd like to sort that out. Community leads party to sort that out without making it worse. We don't know. Do you guys think we can only make it a little better or a little worse? Like, of course all hell could break loose on one side of it, but that within the margins, like it's pretty good and we can maybe make it a little better, but that, that the capacity for humans to make a system much better than this that will allow people to flourish works like that's what I'm hoping is that we can aim for incremental improvement, which compounds by the way, so that that's very powerful, incremental improvement, but we could aim for incremental improvement while deciding that we're going to stay off stave off chaotic and unnecessary descends into the abyss.

Speaker 4:          25:26          Right. Which is what I see the danger in this, in this polarization processes generating. It's like a catastrophe that we actually don't need. W what do you make of the amount of people that seem to want that right now? I mean, I always say every week on this show it's like Twitter is not real life. Yeah. But the amount of people that I'm seeing constantly talking about tear it down and now the new attack on civility where even if you say be civil, be respectful, that that is now thought of as a tool of the patriarchy or a tool of the oppressed or uh, all of that stuff. What do you make of that assault?

Speaker 3:          25:57          I mean, I think first of all, the fun mental hatred of the system by a lot of people is, I'm not going to justify it given the fact that the system that we have is the best that has ever, you know, happen to any human beings in the history of the world. I mean, this is a pretty great place to live. Um, compared to all other, right? Yeah. That's him. That's him compared to utopia compared to heaven. I'm not saying can't get any better. I think that one of the great dangers always his utopianism, and I think you're seeing it from both sides. I mean, right now when you saw Alessandra Kazia Sanchez when in New York and she's promising universal healthcare, universal college tuition, universal universal housing, right. All of this stuff is going to magically happen and she's asked on Msnbc are going to pay for any of this and she just basically as well just how FDR did. FDR didn't, okay. That was one of the big problems. Yeah and the, and also there is a giant world war happening at the time so it's the,

Speaker 4:          26:44          the the itch to [inaudible] to grow to provide that. That's the thing that you really, you really want to, you want to make a state that has enough power to grant all those wishes. It's like careful what kind of genie you generate cause it's going to have a demand on you. So I don't think the market is that free markets are inherently utopia and I don't think that a vast government is inherently, you told me, but I think free markets at least have a certain respect for human labor. Dignity and individuality and collectivist utopia is certainly do not or they also have a certain distributed quality. It's like, it's not like there's a central administration making the decisions. So even if the decisions are bad, which sometimes they are, they tend to be self correcting and mostly the operate locally. So there's something to be said for that. So what do you say it

Speaker 5:          27:30          people that are going to listen to this that I think you're a little more sympathetic to the that are going but, but we need help or, or this is the sounds cold or to individually apps is going to be colder than this. You guys are like warming my heart. We hear stories about individuals calling themself up with their bootstraps. I mean there was a phase change in the economy around 1970 that I cannot get people to focus on. And you know, if you look at like GDP, which is a very flawed measure and median male income, which Tyler Cowen I think was the one who pointed out that this is the best version of the argument. One of these things, they're, they're both growing up together until like 1970 and then one of them flat lines. And then it keeps going. And the idea that this is not a structural change that is in every school textbook and that we don't understand that we've built up to plus generations of experts lying about

Speaker 4:          28:26          what happened and how do you, what do you think happened? What do you, why did that, cause I've read criticisms of the decoupling theories. Nobody likes my version of it, but I'll give it, give it to you cause I don't understand it.

Speaker 5:          28:38          Everyone who cares about this stuff should read a guy named Derek to solar price who was active in the late fifties and started talking about there will be a singularity in science. So he looked at price's law. Yeah. Number of PhDs, number of journals, number amount of funding. Everything was going up exponentially and things that go up exponentially cannot continue. And so he predicted this is going to end because there will be too many Ph, you know, too many PhDs per child. Um, and sure enough that system sort of came apart. So if you look at the period from between 1945 to 1970 you have this growth regime and everything that got built during that time has what I call an ego and embedded growth obligation. If it doesn't grow at this rate, it's going to turn pathological. And so we built a ton of infrastructure around this beautiful period of high, broadly distributed, fairly even in stable technology, technologically like growth.

Speaker 5:          29:35          And that ended and then began this crazy period of excuse making where we found every gimmick demand. And if you want to read an article about this call, I think I wrote one called a anthropic capitalism in the new gimmick economy. And so part of the problem is, is that the concept of jobs as how we feed ourselves rather than creative enterprises or something else, um, jobs are probably tied to a period of time that isn't going to go on forever. And it's probably weakening as a means of feeding us. So the market was unbelievably brilliant. And then there was a structural change. And now the question is how do we account for these egos that make embedded growth obligations that make layers of, of all of the experts who service the institutions. So the big problem that we're having, the reason we can't wake up from this madness is, is that you've had since about 1970 people having to lie to keep the institutions afloat.

Speaker 5:          30:31          So what's the lie? Well, take a law firm. The idea is you have some number of partners. The partners have associates. All the associates want to become partners, so you have to tell them a story about if you work hard, you will become partners. But when you hit steady state like the professors, the professor wants to have 20 students, 20 students want to become professors, to have 20 students. None of this stuff works anymore. It's a hidden, they call that game. It's a hidden pyramid scheme, hidden page and it scheme, it got come ability levels since 1980. I've been relatively stable in the United States while we've been a very rich family trying to figure out ways to live out our days in the style to which we've become accustomed. And we found every kind of gimmick known demand, whether it's offshoring or uh, you know, mergers and acquisitions or, um, you know, self regulation of markets.

Speaker 5:          31:18          All of these things that we learned how to do it just the transfer over to the service economy as opposed to in the intellectual economy as opposed to manufacturing. Well, the thing is, is that a lot of this was led by something like, you know, science in the form of let's say, just semiconductors coming out of physics. You know, how much of, of, of our current, uh, growth has been scientifically led. And now, you know, with Moore's law, the reason that everybody talks about it is it's one of these growth laws that can't go on forever. So

Speaker 4:          31:44          do you think doing pretty well? I mean, part of it, I know things that are impossible can't continue forever. That's the rule of hasn't been dabbling seems to be one of them. The ideas that we've been pretty good staving off disaster for a very long time, but it seems to me though that there is like this, and this is, this is perhaps part of the contradiction that people are arrested with is like, ah, you're appointed to two structural deception, let's say something like that. And delusion, the delusion that go along with it. But it also does seem to me, and this is where the measurement issues become so complicated, is that even though wages among men have been flat since the 1970s I think you could make a pretty cogent case that we are actually in many ways, much richer than we were. First of all, the world's much richer.

Speaker 4:          32:26          There's much less poverty worldwide, and in an absolute sense as well. And so even if the average American isn't richer, let's say, oh, although we could dispute that the world that surrounds him as much richer and that actually constitutes a form of accrued wealth because you're actually safer when when a quarter of the Chinese aren't starving in a quarter of the Indians. Appreciate. Okay. So, but so, but then I would also say, so there, although there's been local stagnation in the west, arguably there's been global massive global improvements and, but then the other question is, is the idea of local stagnation actually accurate? Because there are lots of ways that we are clearly way richer than we were now. Um, we're certainly richer in terms of our access to high quality information at, at a very, very low cost. And so the technological revolution seems to be real and we can purchase a lot more of this high quality technology for less money than we could. So I'm not, I'm not entirely convinced of the wage state about the wage stagnation argument. There's a

Speaker 5:          33:29          tremendous meant to be done, but the metrics about how we measure things, there's also a total flaw that is suffused throughout economics. I just came back from four days in Venice and the first day in Venice, I thought, this place is unreal. The most beautiful thing I've ever seen in my entire life, every 52 years didn't prepare me for four days later. I was like, wow, there's so many tourists and took almost no time to remove that level of magic. Um, because I got used to it that quickly. Right? Yeah. Right. Yeah. Well that's a problem we get. We get used of the head on it are going well. Extraordinarily chronic numbing is a real issue. And the thing is, is that what were the Gini coefficients measuring the inequality during the period that was going up? You know, we're now in a period of such inequality that, um, you know, humans are very focused on things like status and CSCS. And so it's not clear to me that people wouldn't be actually happier in a totally different regime. I mean, we have enough stuff from China. Exactly right now. In all in all of that, Mike. Michael. Wow. Okay.

Speaker 4:          34:35          So that's, that's an interesting issue because one of the things we could say perhaps is that between 1945 and 1972 what was provided for people wasn't so much on a standard of living that's higher than we have now, but a trajectory of development that appeared more stable, stable and believable. And so low variance yet, right? Yes. Well, so, so, and then the question is, well, what actually do you want? Do you want a high standard of living or do you want to believe that if you put an incremental effort, your life can improve and it could easily be that people will rather have the ability to make a 30 year plan. We want the ability, yes. If what I value the ability to bring a 30 year plan and I want to have some idea of how I'm going to get to my retirement and put kids through school and do all of this and I want them to, it's this plan. Yeah. Right. So the idea is that predictability is gone, no question. And it's right. Right, right. That's why I said jobs are not going to be the means of redistribution of the wealth. I do wonder if, you know, on the individual level, I think that that's, you're right, there's, there's enormous amount of calves in

Speaker 3:          35:38          volatility in the system and it, but I think that the only thing that you can say to that is the same thing that that's been true for most of human history. Okay. The, the, the time when people could actually stable, he predict that in 30 years I will be significantly better off than I am now and I can make a retirement plan that's about 50 years of human history. Right? I mean, before that it was basically you have two kids, one of them dies and then your wife dies in childbirth, but birth with the second to you have, you have eight right now you have eight and six of them die three or miscarriages in fine. Yeah. And so, so this, this dream that we had from 1940 to 1970 even if I actually love the premises, uh, I'm not sure that that's a realistic dream about what goes.

Speaker 3:          36:16          My point is it, yeah. So that was the anthropic capitalism. You just described it. Now you've got 10 not don't know for your article, but it's in a bit more than that. I mean I'm sure there is and just joking, but I'm going to make it. The only point I'm making is that I think that what really has been lost in this is the part that, that I'm really focusing on a lot lately I is, we can't control the situation around us, but we can't control our reactions to the situation. And what I mean by that is these massive systemic changes that we're talking about. We number one, don't agree on what the systemic changes should be, right? And number two, even if they are what they are or what they would do, right, nobody knows what the hell they would do. And with all of that said, the one thing that you can control is the amount of virtue that you, yourself pour into your life.

Speaker 3:          36:55          And it seems to me in a non virtuous position that because somebody else's earning more than you, you are therefore worse off. And so what we really have lost, I think, and this may be an outgrowth that, I mean there's, there's an argument to be made. I know General Goldberg makes this argument for example, but that sort of late stage capitalism or advanced capitalism tends to, uh, tends to lead to this rat race where we are looking at what the guy next door to us has. But the, but the lack of just basic virtue in the position that I am more soft because my neighbor is better off even though I have more stuff than I did five years ago. Uh, the lack of inculcation of any sense of what I would call basic morality is having a significant impact. Is it

Speaker 4:          37:34          one of the things that's happening clearly in, in, in the tour that I'm doing and the people that I'm talking to is I'm actually making a variant of that case. I said that and, and it's, it's probably in keeping with your vision as well. Um, so let's imagine that a rising tide does lift all boats and that's actually happening. But we're purchasing up that at the price of a certain degree of predictability and stability into the future. That seems quite clear. And now it's exaggerated by this incredibly rapid rate of technological change. It's like, okay, so how do we tolerate all that uncertainty given that we're also deriving substantial benefit from it? We don't want to, we don't want to mess it up. And what I've been suggesting to my audiences is get your act together as much as you possibly can because the way that you deal with uncertainty is by being prepared for anything and everything that's going to come your way. And so you want to put yourself together so that when the difficult decisions come along, even though we can't predict what they are, you're going to be in the best possible as a new message here. The new message is that whatever, like I want to tell somebody, you know, very

