Speaker 1:          00:00          [inaudible]
Speaker 2:          26:15          This has been a central problem I think of, uh, being on the political right for a long time. I can remember in the 1980s when people said to me, well, Neil, you're a conservative. And I would say, well, I'm actually not a member of the Conservative Party. I think of myself as a classical liberal. They would say, oh, but nevertheless, when I look at all the things you say, you're a conservative. And then I would think, what does that mean? That I have to have dinner with the likes of, I would think of various egregious conservative members of parliament. Um, and it was as if you would be associated with those people even if you never had dinner with them. And it's the same problem now except that it's, it's, it's worse now because the way in which the left seeks to discredit it, uh, you and Jordan Peterson and probably me as well at another number,

Speaker 3:          27:06          your show is to say scared man. I mean 15 blinds say, look at the People Paul,

Speaker 2:          27:12          who are connected to these people who quote these people or who read their books, um, that there they are over there, but terrible alt right. And you know, when you say, all right, the, the audience is supposed to start booing and hissing and you know, Steve Bannon is supposed to appear in a black robe with the Saife, you know, I am deaf. So I think that the problem is I think in escapable there will be a constant effort on the left to say that uh, the intellectual dark web is just some kind of a facade in front of an, a hideous outright, which is composed of remember racists Islamophobes homophobes. Um, and that will be the culture wars next. Yeah,

Speaker 3:          27:58          I mean that was straight works. We have a strange amount of gay people and Muslim people and yeah, absolutely. But there you go. Otherwise Brown people in every other type of thing is self, the self hating phenomenon. The left is low, long

Speaker 2:          28:11          known. How to say that it is absolutely typical of the wicked, right? That they should have lewd into that to the side, uh, self hating and then you just fill in the blank. Self hating Muslims, self hating gays. That's how this works. You remember they lost all the arguments. All they've got left is reputational smearing man. We've got to fight in front of us. Huh. You know, I, I have lost sleep about this. Not only because people threatened my wife's life. That's the real war that the war against the Islamic extremists is no, is no mere culture wards and actual war. I've also lost sleep about the Maya culture war at the prospect of, of the reputational attacks. It's, it's never pleasant to be attacked as I was recently, uh, in effect for being a, I guess a sexist, racist or a racist sexist, because I'd organize a conference at which all the speakers, uh, where white men, because the women I invited couldn't come.

Speaker 2:          29:24          And, uh, that was a private conference, wasn't supposed to. It wasn't even as a kind of informal discussion about how we could take the idea of applied history and make history more relevant to some of the debates that go on. I think a lot of what has done in academic history these days is not really relevant to anything terribly much, but this event was a rather crudely exposed in the New York Times and the Washington Post, uh, the pictures of the speakers were published as if the mugshots as it appeared in the New York Times. And the implication was that I must be a terrible racist, sexist, or sexist racist for having organized such a conference. I did lose sleep about that. Uh, and I, I think that part of the culture war is really, is really odious because it is, it is calculated to discredit the targeted individuals. And it is, it's bad faith on the part of the people who launched those attacks.

Speaker 3:          30:33          So what, in my view, what's happening with some of those gated institutions when the newspapers that used to be objective, you know, look, Barry wrote this piece in the New York Times that I think was a pretty fair piece. It was even somewhat critical of me, and I'm not above criticism, so I'm certainly okay with that. But then just a week later, we see this awful piece about Jordan and enforced monogamy and it's just nonsense. I mean, it's just nonsense. And you know, I'm on tour with him right now and he keeps explaining why that's course he doesn't want anyone to be forced to do anything and all that. He's talking about marriage in effect. Um, and, and Eric Weinstein, our friend found two other references in the history of the New York Times where they talked about enforcement argument and they were both positive relative to progressive ideals. So it's like they flip everything on its head. But what do you think happened there? I mean, you're giving me a pretty good layout of what's happened at the academic side, but on the media side and those, those gates, what is going on?

Speaker 2:          31:27          I spent a lot of my life doing journalism because, um, I didn't have, uh, any, uh, inherited money. And being an academic in Britain in the 1980s and nineties wasn't terribly lucrative. So I kept body and soul together. Even from my graduate years writing for newspapers and newspapers have had their own transformation in the course of my adult life. Uh, and part of that sister economics, as we all know, the business model, which essentially revolved around advertising has been an isolated by the combination of Google and Facebook. And these institutions are in some measure in in desperation trying to reinvent themselves for the Internet age and everybody's in pursuit of clickbait, even the gray lady, even the most illustrious of, of newspapers. And I think that's one explanation. The other explanation is that an institution like the New York Times has its own university, like character behaves a little bit like university, but the most self important newspapers if you go to them are rather like colleges.

Speaker 2:          32:36          And it's also true of the Financial Times, which is that like a kind of Cambridge college that sort of ended up by mistake in London. And so they have some of the same dynamics as, as universities. And I think that's especially true of the New York Times is also true of the BBC incidentally. So institutions like the times and the BBC, uh, think of themselves as being liberal bastions. But for them, liberalism is truth. Uh, it's the same problem at Harvard has, if you've, if your motto is Veritas, but you translate that into liberalism, then by definition conservatives and must be untruth. And so I think there's a tendency and it's there and in the New York Times periodically to lash out against anyone like Jordan Peterson who dissents from liberal orthodoxy. Remember, part of what we're dealing here with is a kind of quasar religious phenomenon. The dogmas of the left have become more and more religious in their quality as they have been unmuted from that fundamental economic rationality, which was at the heart of Marxism, when that all went down in flames in 1989, the left decamped to the realm of culture.

Speaker 2:          33:49          And as it did that increasingly to con the form of a cult. And let me illustrate what I mean. Cults define themselves partly by a belief in a lot of things that are slightly weird. In order to be in a cult, you have to have some weird beliefs. And one good example of a weird belief is that sexuality is entirely constructed socially and is not biologically rooted and you can actually have any gender you like and there are actually multiple genders. Now that's absurd, but to believe it has become a kind of tests of your orthodoxy and on one sees this at meetings are in academia in which people introduce themselves by name and by their preferred pronouns. Now, when this first happened to me, my immediate reaction was introduced myself and say that my preferred pronouns were it. I restrain myself because I realized that my sense of humor forged as it was in Scotland in the 1970s is now almost entirely politically incorrect.

Speaker 2:          34:51          And anything that I consider funny, we'll get me into trouble. But that has gone on in the media too. And the other thing that's happened is that the polarization which characterizes a network society is now very visibly there in the realm of newspapers and and cable television. One thing that we all got wrong about the internet because we hadn't really thought much about network science was that we just assumed that if everybody was connected, everything would be awesome. And that was the kind of mantra of Silicon Valley for about 20 years. But no network science tells you that if you build a social network, even quite a small one, there will be something called homophily because birds of a feather flock together on bet you already that the intellectual dark web has two clusters that are somewhat separate from one another. I sent it happening right now immediately and that's what happened in the media. So as society became more polarized politically, so too did the media, I think that's an, that is one of the defining characteristics of our age that the polarization or if you like self segregation that we see online is translated into almost every realm of life. Can there be any positives out of that, out of that self selection

Speaker 3:          36:07          into finding groups that you're more in common with that for at least for a certain period of time? There's some goodness there because you can really sort of get into your ideas enough to maybe leave the group then and take those ideas out.

Speaker 2:          36:20          I think if you are in what ever you want to call it, the echo chamber or the filter bubble, if you are in a cluster that cuts you off from a contrary ideas you're lost. Yeah. What was fun about being in a network of right leaning undergraduates in early 1980s Oxford was we're in constant combat with the left-leaning Marxist. There was still real Marxist is then and we were far from cutoff, constantly engaging with them and the soggies Social Democrats in in the middle and that was what made it interesting. What I see happening in the networked age is that people can retreat into a realm of confirmation bias where they hear only things that are similar to the things they liked yesterday and the algorithms are the key here where you are, whether it's youtube or on Facebook or on Twitter, you are essentially going to be fed more of what you already liked.

Speaker 2:          37:20          That's deeply intellectually unhealthy. Just as a university cannot be a university. If everybody agrees about first ideological principles because how can you have critical thinking in that environment? So it's unhealthy for any intellectual network to be Autarkic. So the one thing the intellectual dark web must not do is cut itself off from other networks, including the ones that hate us. I mean, we have to be in an argument and we have to have our minds constantly open to the possibility that we're wrong about some things. And that's what I see more or less disappearing from public life. I recognize this at one time, uh, when I was in, in, in mortal combat with Paul Krugman, the economist, uh, turn journalists and realize that Koopman could never admit that he'd ever been wrong. And even when it was obvious that he had been, because he is part of this rezone, Dettra was always being right about everything. Did you have

Speaker 3:          38:17          to see the day that the article came out, the original intellectual dark web article by Barry? The day that that came out that Paul Krugman tweeted it and he tweeted this thing about how we're also oppressed, you know, just mocking everybody basically. And then a bunch of us responded to them and I of course, retweeted it and invited him on the show. I said, I'd be happy to discuss this, you, and it gets a couple of thousand retweets, but of course, no response. Right. And that you're right. That's what we have to make sure we don't become. But I think there's a, uh, there's a human trait that would sort of make you want to retreat because it's exhausting it having your motives attack than your humanity attacked and lies and smears and all the things that I don't see anyone on this side doing. I don't, and that's an so it's an exhausting fight because we're fading to different battles. Yes. I'm supposedly the same point. And they're symmetrical war. Yeah.

Speaker 2:          39:08          The moment in the sense that we haven't recognized that in the culture war. The only thing that works is reputational destruction. I think we, we are guaranteed sleepless nights. Remember, there's also the phenomenon of guilty until proven innocent, which is insidious and means that if the reputational hit is bad enough, uh, there may be no, uh, there may be no recovery from it. I was very struck by the speed with which reputations were destroyed. Uh, in the, the me two movements, uh, most, uh, very indolent phase. Uh, and a characteristic feature of the process seemed to be that that men were essentially guilty until proven innocent and crimes were conflated with, uh, quite clearly non criminal behavior in ways that were deeply troubling. Uh, to my eyes, the false accusation is of course the, the ultimate nightmare of anybody in this world at this time.

Speaker 2:          40:12          Because if you're falsely accused, uh, well, your reputation can be gone in 24 hours and that that has entered, introduced into our lives something that hasn't really existed since medieval times. Uh, the feeling that we are at the mercy of a wheel of fortune that can arbitrarily turn against us and dashes are over Turner's. I think this makes the culture war, uh, uh, deeply troubling thing to be a part of. And Mo, most sensible, normal people say, God, I want a quiet life. Get me out of here. Uh, and never involve me in any of this. Get me off Twitter. Get me off Facebook. Never let my name appear in the New York Times. Never let me appear on a, on a show like this because it's just too dangerous. Uh, I own need to say one thing that can be taken out of context and represented as heresy or hate speech as heresy is now called, cause that's what we now call heresy. And I will be subjected to potentially a weeks of vilification and maybe worse, maybe the vilification will actually lead me to lose my job at people are right to be fearful of that.
