Speaker 1:          00:00          [inaudible].
Speaker 3:          23:01          So the worst there about Brexit is in my view, that if it is bungled in this way, it will open the door to a truly leftist government. And that will be far more economically damaging than anything Brexit has done. And that's the nightmare scenario for me and probably socially damaging and finger zillion other reasons deeply. We are, we should be extremely suspicious of Corban and his people. They are committed Marxists. They've been on the wrong side of every issue in my lifetime with a possible exception of South African apartheid. And I do not trust them with the keys to 10 Downing Street because I think that their ultimate agenda is a truly revolutionary one. Uh, and it poses a threat to the fundamental liberties, the traditions of the constitution. It's a dangerous, dangerous prospect. And I'm much more worried about Corban that about Brexit.

Speaker 2:          23:57          I mean, this is how I feel about what's happening with our left in America through that. You guys are giving us basically the precursor to this. I think

Speaker 3:          24:05          one of the lessons of history and now we can bring history in is that with populism, you, you get two flavors. In a typical backlash that would come after a financial crisis, uh, the political establishment discredited. There's a backlash against, uh, inequality, uh, all of the things that typically follow a financial crisis, but there are two possibilities. There's the populism of the left, which is the tax, the rich solution, but the populism of the writers more potent because it says that it's about immigration, it's about globalization, it's about free trade. And so broadly speaking, there's a very good study that shows this after big financial crises, the populace of the right do better because they offer a more plausible story. But if they don't deliver and they generally don't cause quite hard to make immigration control and terrorists pay quite hard actually to make your constituents better off with those policies, then the pendulum has a tendency to swing to the populism of the left. And that has happened in Britain really quick because Corbyn became popular very soon after Brexit. It's slower here, but the fear must be that if the Trump experiment goes as wrong as the vast majority of of intellectuals expect it to, the pendulum will swing to the left of the Democratic Party. And that scenario seems to me more and more plausible are, and I don't think that's a, that's a not an appetizing. Yeah,

Speaker 2:          25:40          I mean that, that, that's genuinely scary to me. But I want to back up for one second because the moment that you had that, you said a few times happened in these pubs when you would go there and people would say this about 1.3 million Muslims in Germany, how do you, so okay, so if you were listening to the mainstream media, they would say these people are all racist. That's what they would tell you. They're, they're racists and they're bigots. I suspect that's not what you think of these people. Although there probably was a certain amount of people that are just racist and don't like people of a different color or a different culture. How do you even have that conversation? Because that's what's so much of this is about, cause you, I'm sure it would have a pint with these people and you talk to them and realize that they weren't racist. They were actually just worried about their future, which is legit. But if you can't have that discussion because every time you open your mouth they tell you you're racist. Well then we know what you end up with. Look, I would be a very strange, if I took a bigger view on the subject because I'm an immigrant, I'm an factor about to become

Speaker 3:          26:44          an American citizen. Uh, in a matter of weeks. My wife was a refugee who go from, um, uh, Somali originally to the Netherlands by applying for asylum. Uh, and so we would be the last couple to take a kind of a bigoted view on the immigration issue because we are the grids. When I had conversations on this subject at the time of the Brexit referendum, I remember realizing that the opposition to immigration was not plausibly a racist because I remember somebody making the point that he was as worried about the people from Lithuania and Poland coming to Britain as he was about people from Syria and Iraq. And, uh, and you probably know that people from Poland Lithuania, a pretty white. So here's the thing, what we all need to recognize is that if immigration shoots up, if it grows from, in the case of Britain, 10,000 or 20,000 a year to 200,000 to 300,000 a year, perfectly unprejudiced people will say, that's too much.

Speaker 3:          28:06          This is going too fast. And that I think was the dominant argument. Of course there are people who are racists in any society, but the striking thing about Britain is actually that it's not a terribly racist place. Did you see many people protesting against Prince Harry's decision to marry an American of mixed mixed race? I was there a couple of days before the Bolivarian. There were huge crowds. Uh, this matches extraordinary popular with ordinary people. So I think it's hard to argue that racism played any meaningful part are the white supremacist elements in Britain is really, is really very insignificant. And actually one of the ways in which the British like to define themselves is as being tolerant, uh, memories of the war of not entirely faded, even as the wartime generation gradually disappears from the scene. What was the war against Germany? About it was a war against the ultimate racist state.

Speaker 3:          29:11          What hurt Jeremy Corban the most in the last three or four months? The evidence that there are antisemitic elements within his faction of the Labor left that hurt him. And it's important that that argument keep being made because it has real truth to it. And I think ordinary people think that's not good. So I, I think this is not really about racism. It's not about bigotry. It's about how rapidly should immigration occur, how large should flows be across borders. And the lesson of history is that if you allow a real surge in immigration, there will be a populist backlash against is what happened in the United States in the late 19th century. The peak in the 1880s the foreign born percentage of the population in the US was about 14% and gone up from relatively low level, it's about 14% same thing has happened in our time.

Speaker 3:          30:04          It was down I think below 7% in the mid 20th century. In the period after World War II immigrants, we're a relatively small proportion. NATO foreign born citizens were pretty small portion of the US population. And then from the 1980s onwards, the proportion surged and the character of the immigrants changed, uh, that the places that they came from change. And these changes are bound to elicit a reaction. It always happens and it's not enough for people in the liberal elites who by and large don't live in areas where immigrants and come to say what a terrible deplorable bunch of chauvinists you are for not wanting for not wanting more immigrants. That's simply, that's simply historically stupid. Uh, and the other thing that stupid about this in the United States is, uh, the people on the left who want to legitimize illegal immigration. I think for many people who were attracted to Trump, the issue was the illegal quality of the immigration.

Speaker 3:          31:04          The rule of law is a big deal in the English speaking world. And people don't like to hear anything that simply says amnesty for lawbreakers. Well, if you're a law abiding citizen and you're suddenly told, well, yet the law applies to you, but there are these other people, it's not going to apply to you. Then your natural reaction is, screw this. That's why I thought one of his best lines, he doesn't use it as much anymore. But during the campaign where either a country or we're not, I thought was a really effective line. You either have laws or you don't. I mean, that in essence is the truth. So let, let's shift to Trump a little bit here. Um, I think that we're kind of in a similar spot with him, which is that it's better than the alternative. That that's certainly how I feel at this point, that all of the forces that we've spent the last hour plus talking about would be that much more emboldened against free thought and all and free expression and open inquiry and all the things that we care about and historical fact and, and everything else.

Speaker 3:          32:05          If he was in president right now, I am deeply ambivalent about all of this. I think it's, it's very, very hard, uh, to say, uh, a good word about the personality of Donald Trump. I'm with you. I, it was a reason that I, I found it impossible to support him in 2016. I think one has to acknowledge that he has, uh, used inflammatory language, uh, on the issues we've talked about immigration, uh, that he has a record of, of, of lying, which is, uh, even by the standards of American presidents. Pretty remarkable. Uh, and so the familiar list of things about Donald Trump that most of my friends find objectionable is Kinda hard for me to, to dismiss. But I said I'm ambivalent for a reason. On the other hand, number one, what if he lost? I said this to Sam Harris a few weeks ago. Let's run the counter factual.

Speaker 3:          33:24          This is what historians should do. Let's imagine an alternative history. If Donald Trump had lost the election by let's say, the same narrow margin that he wanted it, how would all those people who voted for him have felt and how would they behaved? To my mind, the election of Donald Trump is a cathartic moment for those people so despised by the liberal elites that they could refer to them as deplorables. The people who voted for Donald Trump are not by and large are racists, are not by and large, uh, uh, anything like Donald Trump is personally. What attracted them to Trump were two things, which as with the Brexit campaign will legitimate number one, they were attracted to Trump's policy positions on trade, on immigration, on Islam, at and on, uh, the somewhat corrupt liberal elite that had been run in the country for the previous eight years. So I think they were attracted to Trump's policy positions, but they were also attracted to his cultural position.

Speaker 3:          34:38          And I think about half of American populism is cultural. What attracted the friends I have who supported Trump to Trump was his fundamental shift in language, away from the politically correct talking points of the political class, Republicans and Democrats alike to a demotic normal way of speaking, such as you would here in the typical American bar, more or less anywhere in the country except Cambridge, Massachusetts, Stanford, California, and the rest. Now I, I remember thinking on the eve of the election, if you line up all the people who are going to vote for her and you line up all the people who are going to vote for him, which line would you rather be in? Remember at that point, I'm not a citizen. I don't have a vote, and I thought that's easy. I'm with the people who are so pissed with the political establishment that they're ready to take a chance on this guy because they see no other way to shake things up the way.

Speaker 3:          35:38          My friend Jerry Blake put it to me, Ex Marine Corps Xn YPD never went to college, helps take care of my wife's security. Jerry said to me early 2016 two things that stuck in my mind for us. He told me Trump was going to win, but then he said the two reasons why he supported Trump. Number One, he tells it like it is. Number two, he's going to shake things up by, he tells it like it is. Jared did not mean he is always truthful. What he meant was he talks like me by shaking things up, Jerry men, we have to do something because the system as it stands is not in my interests. It's not in my interests economically because it seems to favor China over the United States, Mexicans, overt, native born Americans, the rich 1% over me, the median household. But he's also, it's also about this cultural reaction against the multiculturalism that has become the orthodoxy of the liberal left.

Speaker 3:          36:40          So for all my reservations about Trump, I completely got why people voted for him. And I think their reaction had he lost would have been toxic. I don't think they would have accepted the legitimacy of the result. I think they would have bought the story. Trump would have told them that the election had been rigged, and I think we would've had a poisoned body politic from day one of a Clinton presidency. If it all ends, oddly though we're having that right now, just in the reverse, right. It would have been worse, but we're having a left that's not accepting the legitimacy of the election, and I think it would have been worse. Yeah, I think it would've been worse. Uh, and I think, and this is another part of the story that for Jerian his and his many, many fellow Americans who voted Trump, this has always been a gamble and they've always had a sense that it could go wrong.

Speaker 3:          37:37          You know, when you shake things up, sometimes they break. And I s I sense that if it all ends in fiasco, which I guess that the vast majority of public intellectuals expect, and some combination of Watergate and other scandals, I think Jerry and his and his fellow American Trump supporters will say, well, we gave it a try. Give it a try. And I think that's, that's one possible scenario. The other reason that I am ambivalent about Trump is that for all his flaws, in some ways he's doing a better job, uh, on foreign policy than his predecessor did. Uh, because Trump has this superpower that most intellectuals can't understand, he has an unerring instinct for the weakness of the counterparty that it's a kind of, almost animal instinct. But some are Donald Trump can tell when the other side is weak. You could see it in Jeb Bush, she could see it in Marco Rubio, could see it in Hillary Clinton.

Speaker 3:          38:31          And now I think he sees it in the Europeans. He sees in Angola Merkel, you don't pay enough for your defense. What if I walk out on NATO? Yeah, well there's a season interview Kim Jong than he sees it in Xi Jinping. He sees it in the, uh, in the supreme leader in Neuron. So my ambivalence is partly by sympathy for Trump supporters. My fundamental sense of why they voted for him. But it's also that in some ways, this disruption has its plus side in the way that it's repositioning the United States. I mean, I, to me, it's given oxygen to everything that we've talked about here. And that doesn't, that doesn't discount all of the legitimate concerns that you look. The big concern for me, as I mentioned before, is that the pendulum swings the other way. If this all ends in tears, all of those who defended it, even if they defended it half hearted, they like me, will be discredited.

Speaker 3:          39:27          And the damage will be irreparable, uh, for conservatives and populists alike. The left we empowered and they will spend the rest of our lives telling us that we were apologists for the worst president. And that's, that's not a scenario that you can discount likely for a time. I think it was exhilarating, are freely admit that for me, one of the most satisfying aspects of Trump's victory was that all the people I most dislike in this contract, we're in a state of hysteria and shock for weeks. And I remember things that are, you know, it can't be all bad if the people I really can't stand or in this state, but you have to, I think with history in mind, be conscious of the dangers of the fact that this could end so badly that it does irreparable damage. And, and the worst damage of all will be if it propels the left of the Democratic Party into power.

Speaker 3:          40:28          And that, that you can't rule out, you call. The worst thing about studying history is that it makes you aware of how under terministic their historical processes, that there is always more than one future. There's the future of triumph. There's the future of tragedy. And there's this kind of other future in the middle, which is a little bit of both. And that's really one of the historical moment is bad for restful sleep on wakes up in the morning. And I'm sure you have the same feeling wondering what alert will be on your phone and what message will be on your phone. Will the alerts say war has broken out? Will the alerts say are palace coup and will the message say, uh, you'll reputation has just been, uh, been destroyed by some accusation or other. So one wakes up in a state of anxiety in the United States of, of 2018. And that is a, is a reality for that I think is inherent. Both

Speaker 2:          41:33          the culture war that we've spoken about and the Trump presidency, which is in some measure a backlash against that, that culture war. We're going to leave it at that, but I am going to demand that you come back. I don't think I've ever demanded that. I guess come back and ask, but I'm legitimately demanding that you come back. Because next time I want to do, I want to just do all history and we can even break even out even barely jump into, I want him to even some prior stuff and Churchill and okay, I'm demanding it. Will you accept my demand? Except all right, it took a long time to get here but, but considering we're both two guys just off planes today and you're like 87 hours out of whack and jet lag and all those things we said we'll be taken out of context on Twitter. Well high gusts sincerely hope everything because that's how you know the whole thing goes. This has truly, truly been an absolute pleasure and thank you for doing this and send my best of course, Diane. Sure will. And uh, for more on Neil, you can follow him on the Twitter, although you don't fight with people that much on Twitter, which means, which means you have strong moral character. I decided the jungle warfare was not the way to go. He's a wise man. And it's at n f e R G. U. S.
