Speaker 1:          00:00:00       [inaudible]
Speaker 3:          00:14:56       Well. Yeah. What was the administration's response after this older, well, I think the administration faced a difficult challenge in deciding what to do. Many people have commented on what they did or didn't do. I'm not sure I want to go into it. Um, it took them quite awhile to come to, to release any kind of public statement in support of us. Um, so, and you know, many members of the administration, junior members were actually involved in, so in the crowd that day, they were four, four administrators actually, uh, who, um, you know, who's others have since identified. But um, you know, I think, I don't think it was Yale at its best. And um, and I don't in the students were not at their best and I was not at my best. I did my best, but you know, I think I could've done even better.

Speaker 3:          00:15:41       So as someone that then has lived through it, where did this go wrong? On college campuses because for the past couple of years, every time I see one of these stories I think either, well, I used to think, oh this, this is the end of it. Now people will really get it. Like I remember you're the one with you from the other video clip that we didn't show that people had seen. It was like, this is so patently absurd. Maybe this will finally be the wake up call. I've now come to believe that the wake up call, these can come at anytime soon, sadly. Um, but what, when do you think as well, I think this is a complicated topic. I see. You know, this is not, it was not my area of expertise. I am a natural and social scientist. I run a lab with computer scientists and molecular biologists and sociologists and evolutionary biologists, and we work around the world who do all kinds of stuff.

Speaker 3:          00:16:29       So I was, I have always been committed to liberal principles including to free speech. When, when I was at Harvard, before I moved to Yale in 2013, uh, my wife and I came to the defense of minority students who were being, um, having their right or speech rights squelched on campus. So I'm committed to these ideas, but it wasn't the most central part of my life. And I'm not an expert like John Height or, or Greg Lukey off look Kiana far, however, so, so I see conflicting evidence. I agree with you that there are a lot of these salient cases which, which they weren't before. And Jonathan feels that they're still rising and they have their own theories. Jonathan and Greg about why I see other evidence that looks at surveys of college students and finds that they are no more or less likely to want to suppress the speech of others than adults and older adults.

Speaker 3:          00:17:20       It's very tempting to silence people who don't agree with, right? I mean, everyone wants to do that, but I don't, I want to talk to them and persuade them like it would be, it would be, it's very tempting to like, you know, shut the anti-vaxxer is up, you know, prevent them from speaking. But that doesn't win, right? That that's not a victory. What we need to do is persuade them. Why do you believe, think this? So, so if you compare college students to adults, some evidence suggests they're not more sanctimonious. Some evidence suggests there are some polls, uh, if you look a disadvantage there clearly rising, but they're still small. So, so the critics say there's a rising level of [inaudible], which I deplore let me just, can I go on a degression? Yeah. Yes. So I have no, let me be very clear because there's a lot of sloppy thinking about this.

Speaker 3:          00:18:04       Nobody has a right to speak on a college campus. So I'm not claiming that anyone has the right. But once a group on campus invites you to speak, you cannot yield to the mob Verdis invitation. It totally destroys the university. It's, it's the antithesis of what a university should be like. So you can protest that person, but you cannot have dissertations. That's just ridiculous. So, so they're, so those have been rising, but so the critics say, look, this invitation had been rising, but the defendant saying yes, but millions of Tok state place and nobody objects. So it's a tiny minority. So to answer your question, I don't, I don't think we're beyond the hump, but I'm not the expert to tell you. How bad is it?

Speaker 2:          00:18:45       Does it say something about the state of liberalism or in a way that, that this was sort of the end conclusion of liberalism? I hate to say it, that it would get sort of usurped by progressivism or whatever the new collectivist idea was. In other words, liberals are tolerant. Liberals generally are live and let live. So it was sort of fertile ground for people with bad ideas to Russian and kind of take over where perhaps conservatives are a little harder to get in at

Speaker 3:          00:19:15       they derivatives. Yeah. Yeah. But conservatives have their own political failings. Right. But I have no doubt. Yeah. They'll move in lock step so you can get them to like, you know, you two to mark to get, to get to organize an inquisition. Right. So, you know, it's not like, right. We can conserve. I'm Larry, I'm not comparing either one. I'm just saying that there is a weakness of liberalism, which is very sad for me to say. The openness is exactly what invites, yeah. So this is the radicalism within. So I mean I think this is, I mean I think, you know, the open society and its, and its enemies. Um, you know, I think there is a sense in which you can use the, the tools to destroy the foundation. Um, but I also think, and this is one of the arguments that I made and I actually believe politically, which is that these very core commitments to freedom of assembly, freedom of expression, which the students were using right now. Then we're also engaging in harassment, which is a different topic. And because I was an actor in those events, I was, I didn't feel at liberty to help the students see the difference between freedom of expression and harassment. Right?

Speaker 2:          00:20:22       Yeah. Somehow I don't think they would've been like, oh, let's sit down and listen to him as you

Speaker 3:          00:20:25       explains why, you know, so you can, so the classic example is the, you know, is that, you know, you can, you can march through the streets of Skokie, Illinois, but you can't stop in front of my house, right. Because, you know, that is a threat, uh, the political expression and a public places not so, so, uh, so the students, so the, so, uh, um, I lost my train of thought. Where was I going? Uh, well, basically the idea that the liberalism and that, yeah. So, so the, so the, so, so these are chord, that sort of non-corrupt judiciary sort of impartial separation of powers, freedom of assembly, freedom of speech. I regard these as like foundational principles of our democracy, which are essential liberal principles. Liberal principles. Yes, yes. Liberal Bristles, which the students in some ways we're using, right. Um, except to call for people to be fired for expressing their ideas in a collared campus is using these principles but to liberal ends.

Speaker 3:          00:21:19       And this is what you're asking, I think, which is what you're saying is can these tools be used to like degrade the, and the answer is yes, there is a kind of threat from within, but I still wouldn't abandon the principles and I don't want to abandon the peanut goes either. Okay. There we go. You want to shift to the book or you want to keep going? No, no, no. Please, please, please. I would much rather talk about this book. All right. So it's called blueprint, the evolutionary origins of a good society. So let's start with the tag there. So we actually live in a good society. I can't believe it. I thought we live in the worst society. Capitalism is evil and the patriarchy and so many terrible things, and we've done horrible things, but say this is good. Yeah, I'm appalled. Can you please explain this about commercial statement?

Speaker 3:          00:22:01       Yes. Okay. So I think there has been a long tradition in the sciences and in the public domain as well of um, focusing on the bad side of human nature, on our propensity for tribalism or selfishness or violence or hatred. But equally we are natural selection of our evolution has equipped us and shaped us for love and friendship and cooperation and teaching and all these other wonderful qualities. And in fact, I would argue that these good qualities and their benefits must necessarily have outweighed the bad qualities and their costs. Because if I came near you, I'm now speaking over evolutionary time, over tens or hundreds of thousands of years. If I came near you and you killed me or filled me with lies or otherwise injured me, I would be better off living separately. So, so the, so the fact that we live socially suggests that on balance, the benefits of a connected life must outweigh the costs.

Speaker 3:          00:22:59       So the books, the book, what I'm trying to do is I'm trying to push back at these claims that we are, that humans are inexorably evil. And these arguments I should make, I should say, are supplementary to the, uh, the body of ideas that Steven pinker and others had been advancing about the sweep of history. So where Stephen is interested in historical forces, I'm interested in the books over there. So, yeah, an Amy's I see in a bunch of other younger Steve and Amy. Oh, my friends Neil Neil crew by data. So you want to be yes, please put me over there with those guys. Yes, exactly. Some of those guys. Yes. And Schirmer's book. I can see. Yeah, these are great. Um, okay, so, uh, uh, yeah, the moral arc. [inaudible] great. So I'll make sure you have a copy. Okay. But anyway. Um, so, so, um, so, uh, uh, so Steven is arguing that, uh, you know, basically since the enlightenment, the philosophical principles in the scientific discoveries, discoveries of the enlightenment, the world has been getting better and he's unquestionably bright.

Speaker 3:          00:24:00       We are safer, less violent, healthier, live, longer, wealthier, better off at every, every possible dimension. And that is largely a product of historical forces. But what I'm arguing and technological forces, but what I'm arguing is that we don't just have to look to our history to find this goodness. We can look to our pre history and actually over tens of thousands of years we've been shaped to be good. We have been shaped to be able to live together in productive ways, in good ways, actually in morally good ways. I even argue. So, so the both works synergistically, these two forces and in, and in fact, I would even argue that these historical and technological forces are actually just a thin veneer on top of much more powerful forces. So he's there a bizarre evolutionary force that, that inclines us to focus on the negative. Oh no, that's a good question.

Speaker 3:          00:24:50       I suspect if I had to get one per show, no, no, no, no, no. Um, I would say right because if you a person or things good or bad, people generally tend to bed. We watch the local news. That is all terrible news. We're conditioned sort of. So there must be something that's leading to that. Yes. I think that, I think, I know this has been studied. I'm trying to quickly call the literature to my mind. Um, if I had to speculate on what the conclusions of that literature would be, it would be that there's more advantage to paying attention to bad news and good news that, that the fitness advantage is survival advantage. The advantage to your wellbeing from, um, noting a fire in your vicinity or a Predator or a killer, uh, is more advantageous to you than, than, uh, than noted the noting the on, on average the presence of water or a food or a kindly person.

Speaker 3:          00:25:42       So I think, I think that that's probably why we're hardwired to be pessimistic, but actually we're not, let me be clear. So, uh, so we have both pessimistic and optimistic, uh, inclinations. People. And of course there's Inter individual variation. People vary in this, these personality traits. But I think on overall we are definitely inclined to the good. So when you described yourself as an optimist before, if you had to try to parse that out between what you think human nature is versus upbringing and everything else, could you give it some percentages? I mean where your parents optimists so that then push a well as ideas to you or I think it's important not to conflate personality traits. Uh, which I am a optimist. I think it person by personality with um, sort of, um, how to put this exactly the kind of characteristics of our species.

Speaker 3:          00:26:34       So I think we, for example, we are cooperative species. We cooperate with strangers, which is very unusual. Other animals will cooperate with, but we also cooperate with non-kin. It's rare in the animal kingdom. So I don't know how you would describe that. I wouldn't call that optimism exactly. I would call that something good cooperativity. That's a characteristic of our species. And then above and beyond that we also have personalities. Some of us are optimistic, some of us are not. But all of us, for example, love our mates. So here's an interesting idea. Why? Why do we do that? It other animals have sex with each other. We're not the only animals that do this, but we also love each other. We formed sentimental attachments to the people we are having sex with. We are also tend to be monogamous and that we can be by monogamous, I don't mean social monogamy or even heterosexual monogamy.

Speaker 3:          00:27:24       I mean we form a longterm attachment to the person we're having sex with. Whether it's polygynous, polyandrous, straight or gay, doesn't matter. We love the person we're with. Why? Why do we evolve this capacity? Well, I talk a little bit about that. Why would do that? And it's universal. Everywhere in the world you go, no matter what the marital system, people love their partners instantly. We get too proud of ourselves. Birds. 90% of bird species are also monogamous. But anyway, so the point is is that there are all these qualities we have or we befriend each other. Why do we do that? We, we don't just reproduce with each other. We form longterm non reproductive unions with other members of our species. Namely, we have friends. This is very rare in the animal kingdom. We do it, certain primates do it, whales, orcas and dolphins do it.

Speaker 3:          00:28:10       And elephants do it. Why? Well, there's a reason we do it and it's a wonderful quality of our species. So do you think societies should be organized to help these institutions? I mean, this is where I could throw out Jordan Peterson's enforced monogamy and you know, people had a field day with that at all. He really was saying was that societies should kind of look at marriages, it Justin thing, because it's a foundational thing that will help you build a family, help you build it for full of life. Do you agree that that's part of what would lead to a good society or which should be instilled? Well, I say I talk about that in the book. Uh, when I talk about is that we should be very wary of efforts to engineer society in opposition to our evolved proclivities. So societies that try for example, to prevent loving attachments.

Speaker 3:          00:28:58       I talk about communes for example, communes have a problem because in a commune they want you to feel loyalty to the group, to the commune. So therefore feeling of love for your partner is a threat. So many communes have gone two opposite extremes, both of which are attempting to solve the same problem. So on the one hand you have the shakers who say no sex, no loving attachment. On the other hand you have communes that say polyamory. Everyone loves everybody or can have sex with everyone. Both of those are attempting to sever an individualistic connection between two people, which therefore you in the same thing happens in eastern Germany where they tried to separate connections with friends, right? You don't you who my friends could be spying on me or ratting out to the Staci [inaudible] sitting there for a second. Cause it's a fascinating idea that it's the same force at work.

Speaker 3:          00:29:42       Whether you say to people don't have any relationships, is actually the same divorce as have relations with everybody. I mean that's, that's not something that the average person is thinking about. But if you're just having relations with everybody, yes, you're actually having on special nobody. That's right. So they're both, both of those extreme strategies are tackling the same problem, which is the threat to the collectivity of individual relationships, whether it's with your partner, your sexual partner, or as I was about to say with your friends or others. So collectivist societies will often, every everyone call you comrade. So everyone is your friend. Same as having polyamory, right? It's like the polyamorous equivalent to everyone dresses the same. We all call each other friend. No individual identity. It's a kind of, it's a kind of science fiction dystopia actually. So the argument I make is, is that we should be very wary of efforts to engineer society in opposition to our interests.

Speaker 3:          00:30:32       They're bound to fail is my argument. Now there are brief moments of time and certain cultures where you can apply a tremendous cultural force and suppress some of these innate tendencies. So, for example, I talk about the not, so if you look at societies around the world that the, the, the, the expression of love for your partners, seeing universally, except perhaps with one exception, which is the not people in the Himalayas who've organized society around a brief sexual encounters, you're not supposed to love your partner. And so this is a matrilineal society. The women stay at home. The men will go out at night basically cruising for dates. So there'll be like, and it's not uncommon for every woman to have had sex with every man in the village. And the men will be knocking on the door, take me tonight, take me. And she'll pick this guy tonight and they'll have a brief fling.

Speaker 3:          00:31:19       Maybe he can come back and at any moment, either of them can break off the relationship, but even in it, and so there's a whole complex cultural edifice. Marco Polo describes this when he gets to China, the Chinese government thought it was sapping productivity, that everyone was having sex all the time. They were, they were saying, we need to stop this. They tried to stamp it out, but it still has existed. This, this culture, this cultural set of rules. But even in this society, there are people who want the forbidden fruit of having a, a committed relationship and who flee for because they want to be with each other, forsaking all others. So even this society cannot fully suppressed this desire for love. And I look also at friendship and show that there are some societies, very few which seem to have no, um, experience of this notion of friendship.

Speaker 3:          00:32:10       But those societies are extremely rare and also have certain idiosyncrasies. So the simple way of saying that'd be that there's basically an evolutionary force that no matter how far you go to one extreme, it has to sort of push you. Yes. Or that it's extremely difficult to entirely suppressed. You can, through force of arms, you know, you can slaughter populations. You can, you can, you know, you can, uh, you can, um, have very elaborate, uh, sort of autocratic governments. You, you can have procedures or other highly evolved stylized that have cotton to this. For example, there's a play is universal and children and there's one society, the [inaudible] people who really think play is awful and really try to suppress the innate tendency of children to play. So there's very little play among children in that society, but it's, these societies are rare and they require very large cultural forces to suppress these innate tendencies.

Speaker 2:          00:33:01       You know, I was thinking as we've been talking about this, that there's something also sort of related to our political situation right now about this that it seems like we're sort of going off the deep end. I would say the argue more on the left at the moment. Um, but I guess if I'm an optimist here and I described myself as a world weary optimist that you're saying at some point and whether Jonathan Haidt says it's two years down the road or whenever it is that at some point we'll eventually have to rebound right. Secrets. Sure. Cause it, what is it? If it doesn't rebound then, then that's just, no, I don't think Jordan Peterson would say is just chaos. Right?

Speaker 3:          00:33:35       Yeah. I think, I think, I mean, I, I can't, I think we're in for another, I think there'll be about five or 10 years. Our society is going to go through a long period of, of, of acrimony. Um, no, I have to say I'm not, you know, um, sort of, I don't have a wig ish view of history. Like, oh, in the olden days, you know, uh, everything was great. I mean, let's not forget we had, we had colonialism, we had slavery, we had a, we had to anti immigrant sentiment forever and our couldn't even vote. Yes. Women couldn't vote. Exactly. Do you have gay rights? You know, so, so there's always been this uh, this incredible disconnect between our wonderful principles in our society. All men are created equal. You know, the bill of rights can bring tears to your eyes if you read it.

Speaker 3:          00:34:20       And the fact that we didn't always, but we are, I think getting better. This is the progressive in me. You know, the society, we're getting better and better. We are expanding the franchise to more and more people. We are opening up our democracy. We are, we are extending rights, we are extending liberties. Um, now of course the libertarian, we'll say the government doesn't grant liberties. We are protecting liberties are, you know, we are trying to stay out but took it right out of it is exactly. And I agree with that actually. I don't think the liberties over the governments to grant, but anyway, so, uh, but I think our society is getting better in these regards. Um, I don't think you can, you could say otherwise. So I think that we, we will get there. It's just going to take some time.

Speaker 2:          00:35:03       So how do you navigate through a messy time like this? If you're someone that's just kind of awake to these ideas and you want to be able to express your individuality, but there is a mob or a morphous machine that is silencing things, or as you just said before, that you don't want a society that's going to push down things that were sort of always accepted for a long time. I'm slightly paraphrasing, but, so right now it's like if you call a man a man, they'll tell you you're a folk. These, these basic things that seem, now we hear about them constantly as if, as if this is just the most important thing happening.

Speaker 3:          00:35:37       No, I think

Speaker 2:          00:35:38       there are other, this is the other thing. I think that I think there are certain segments of Twitter in certain segments of our society that have made these particular topics than others. A very central in everyone. You know, the people who want to, who are concerned about climate change or people who come as I am, they're people who are concerned about the private Prentice prison industry as I am. These are two hot topics at Harvard right now. So there was a heckler situation where the president of Harvard was, was not allowed to speak about, he was at an educational conference and these groups that were opposed to private ownership of prisons, which I am and, uh, concern about climate change, which I also am, they shut the president down, which is ridiculous, you know? I mean, why did they shut him? Because he thought he wasn't taking, paying enough attention to their concern.

Speaker 2:          00:36:17       So you, you have this kind of ruled by minorities, right? Where a vocal minority can hijack the conversation about whatever particular topic they have. So everyone's entitled to have their topics of interest. But that doesn't mean you have to go along with it, right? You can have your own ideas about the topic or you can switch conversation. Like, I'm not interested in talking about trans rights today. Today I'd like to talk about, uh, how, uh, motor vehicle accidents are the one of the leading killers or the opioid crisis. There's another important dilemma. Where are the guns? You know, we, we, we have, we have more people are killed by guns in our society per capita than any society in the world almost. It's craziness. So, um, so all of these are different people have different, anyway, the point I'm making is that if you wish to engage in a conversation with someone about a topic they feel strongly about, I think it's incumbent on you to listen to their arguments, think and then respond.

Speaker 2:          00:37:05       So do you think there's an evolutionary reason that people either basically become sort of government people or freedom people? So the way you were laying out that argument, is that going to go, it's like you were telling me your progressive, uh, sort of prayed, which I have to do all the time, but then you basically said, yeah, but all these things can be accomplished by libertarianism if you don't believe that it's the government's job to give these things. So that basically it sort of shows why the progressive's are the ones screaming on campus all the time. And it's in larger society because they think the system can be perfected to get it however they want it. Where are the Libertarians? I think just say I'm very wearable system. Yeah. I don't think the system can be perfect. So let's just keep it out of our lives. I mean, I think, you know, which, which idea I'm more sympathetic to. But do you think there's a reason that what occurs? That yes.

Speaker 3:          00:37:52       Okay. So there are, there are a set of ideas about where do, where do so, so the content of political beliefs, like whether for example you believe in, um, whatever it is, pick I know any, the, the, the belief you have about a particular topic is of course not evolutionarily shaped, but there is a kind of evolutionary shaping to whether or not you are more conservative or liberal. That's what I'm trying to get. Yeah. So some people are more rule abiding and there's an, there's a good, for example, children that learn children that listen to their parents might be more likely to survive. So listening to your parents is actually a good survival strategy. On the other hand, too much obedience is also bad. You can be led like a lemming off a cliff. So occasionally you need to not listen to what everyone else is doing.

Speaker 3:          00:38:40       So both are advantageous and we're, we're equipped with both abilities and there's variation across people and it's a complicated topic. So nobody thinks there's like a genetic background to being a Democrat or a Republican. But there is evidence that there is a kind of genetic predisposition to certain political polls. But what I would say though is that we live in a plural democracy. So you're going to have to compromise, you know, uh, if you're a libertarian who thinks x, Y, and Z, and you're going to be in a society with other people who think different things, we have decided to come together as a people and vote to resolve our disputes. And t by the way, not just to vote, but to educate ourselves and to teach each other stuff, right? To communicate. Right. The founders recognize that in order for us to get to the wisest decision, we have to have free and open conversation.

