Speaker 1:          00:00:00       [inaudible]
Speaker 2:          00:19:32       I don't know exactly. I don't. I, well, I certainly wouldn't want to defend him the way that I'm defending him right now. Like let's say, let's think about it. If it was a friend of yours, right? Let's say you found out that a friend of yours was truly a racist, was running around calling people the n word and it didn't like people because of their skin color or whatever that entails. Like would you really want to defend them? The answer's probably no. You might want, you might want to find out more about them and be like, is this part of the person I knew and whatever that is, but would, would we have all, I guess your question really is, would we have seen this as the opportunity to take a stand now if they, if he had been using the n word as a pejorative and in a racially offensive way against specific people, then it would have made this a little more of a messy situation where, where patriot, it would have more easily been able to say, you're not on Etsy.

Speaker 2:          00:20:23       That would have not been on platform also. Um, it would've made it messier. I think that's the best I can say short of being in the exact situation. It would have made it messier. Um, I'm for, I'm for all people to be able to say whatever words they want. I'm not afraid of words. You can call it. People call me all sorts of things. You'd call me a faggot or whatever you want to call me. I will survive. I really will. It's crazy. Someone says a word to me and I don't crumble. It's, it's incredible. Um, but at the end of the day, the, I still believe that these companies can do what they want. What is the solution? Well, now I'm coming around to this idea that a, there's a technological solution, that sort of decentralized solution, but it's not just that, it's also the fact that maybe we need these public spaces.

Speaker 2:          00:21:04       So we're at an interesting spot to be in. If you come from a classical liberal or libertarian position where you don't want the government doing things that aren't within its purview, that you might go, well, wait a minute. This is actually a good use of government. This is a good use of government dollars to be. We are going to create spaces, online platforms that allow people to be involved in conversations that allow people to be able to post video, to interact. All of those things, uh, that are public spaces that the only, there isn't a 27 page terms of service that you've got to look at with your lawyer that nobody has before you clicked accept that the only rules that you will have to abide by are the rules that you have to abide by as a citizen, which are the rules of the constitution and your local laws and things of that nature.

Speaker 2:          00:21:49       There's something to that and I want to think about it a little bit more. A reminder guys, if you go to Dave rubin.com/donate if you donate five bucks or above a, I'm going to give you a live shoutout 25 bucks or above. You're getting one of the last remaining monthly. By the way, 25 bucks or about monthly, you're getting one of the last remaining Rubin report, select tee shirts, which will never be produced again and for $50 or more. I will sign them up for you right now and you get the t shirt. So there you go. All right. Um, here have some money since I'm no longer on Patrion. Thank you very much. That was from super chat. Um, okay. Curious how you'll decide who will be allowed to join the new platform. Keep it open. Verse limit extremists. This is one of the many things that we're discussing right now.

Speaker 2:          00:22:33       We are discussing all of this stuff. Look, if we open it up to everybody, well then you know what happens. You're going to get all of the truly bad actors. They're real racist and white supremacists and Isis and all of the real bad guys that everyone agrees are the bad guys, you know, like that, that are probably up to criminal activity and all sorts of stuff. Now as long as they're not doing something specifically illegal, I think there's an argument to be made that they can be on there and express their right to express themselves. That may not be the platform that we are going to build here. We're really trying to figure this out like that. I'm not leading that answer in any weird way, like we're all having a sort of internal debate about that. Do we want to do something? Maybe the way the Internet is the, the nature of the, the future of the Internet is that not everything should be so big and everybody should be able to get on there and fight with everybody.

Speaker 2:          00:23:21       That may be, it should be invite only or a sort of white listed things, something like that. So we're figuring out all of these things. I think you guys know me, my general position on this is I want as little gatekeeping as possible. I would rather have as many voices as possible. I would rather have for all the people that have been banned on Twitter, it's like I'd rather have all those people back and if you don't like them, you mute them or you block them or you just ignore them. Um, but this subjective way that they do it is crazy. So it's like, so it's like Sargon is also banned on Twitter or Milo was banned on Twitter or Alex Jones and his band on Twitter. Okay fine. Twitter can do what it wants. But at the same time say Farrakhan is on Twitter, he said some he called Jews, termites and what a Twitter do.

Speaker 2:          00:24:02       They took away his blue check, but they left him on there. So it's like you can stay on our platform but we're not going to tell people who you are. No, no, no. I guess that's something or uh, you know, Hamas is on there, so you know, like really awful groups are on there. But we select basically if you're on, if you're more on the right, the groups that get booted. So it's this selective enforcement and this, this never ending a morphous terms of service that seems to always hit people on the right and not people on the left. Look, if you're on the left right now, anyone watching this or anyone watching the test me right now, anyone watching this, go on Twitter and call whoever you want, a white supremacist, you will not be banned. It's extremely damaging to call someone a white supremacist.

Speaker 2:          00:24:40       And, and it's, and it's usually slander. Um, but you can do it and there's no repercussions for it. Now go on and call someone the n word. Now I'm not saying do that. I'm not saying do that, but you get my point here is that we've got a selected way. We enforce these things. These companies can selectively enforce if they so choose. But maybe we need an option outside of these companies. And that's what I'm saying about that. Uh, shout out to Ryan and to Jord. You're getting a Mug, brother. Thank you very much. Welcome aboard the future of the Internet. Um, okay. Um, let's see. Uh, would you talk to Peter Schiff privately about if and how to incorporate crypto or a different payment system other than cryptos? He's, uh, he's brilliant. He's been on Joe Rogan's show a few times. I think we've traded some emails over the years and for some reason it didn't work out.

Speaker 2:          00:25:31       I'm not opposed to doing it. Um, and I am exploring all sorts of other financial options here. We're trying to figure it out. That's, that's what we're doing there. Uh, get bitcoin, Jesus on the show. I don't know who that is, but seems like an interesting guy. Uh, keep up the good work. Okay. Um, what, what donated 25 on the website? Need an extra large shirt. Loved the content if they hate you, you're doing good. Yeah, I'm definitely coming around to that one. It's like, all right, you guys are going to spend all day, like, can you imagine somebody like waking up and it's like, why did Ruben do aren't alive stream? What did he do? It's like, oh my God, get a life. But that's more than anything else. It's just like, what are you doing with your life? Um, okay. What are we doing here guys?

Speaker 2:          00:26:12       I'm giving away mugs $50 and above monthly at Ruben [inaudible] dot com. I'm going to sign it for you or a Dave ruben.com/donate 25 bucks or above. You're going to get a tee shirt. Uh, we're going to send it out to you. That's monthly and five bucks or above. Uh, I'm giving shout outs to anyone that jumps in. I am at the [inaudible]. Uh, I'm at the Ontario Improv tomorrow and with Bret Weinstein and I am at the Irvine Improv on January 30th within IDW member. Tbd. All right. Keep the questions flying in. Guys. A shout out to Joshua. Thank you very much. Welcome aboard. Uh, this is on super chat. Shout out to CBD, American Shaman of San Antonio. Are you a or are they selling CBD legally in Texas right now? Well, I guess CBD can be sold. This is where I'm always a little confused about the CBD situation. Um, but I haven't, you know, I have a friend who heard her shoulder and she's been using medicinal CBD, but, but out of cannabis.

Speaker 2:          00:27:09       And I think maybe if it's in Texas, you're getting them out of hemp. Um, I totally crossing this thing up. Uh, but anyway, it had a really bad shoulder. She had been used as in medicinal CBD. It seems to be working. So there you go. There's a little CBD, something for you. Keep up the good work. Another one of those. Okay. I will. Um, oh, here's a whole bunch more. I didn't scroll properly. Um, which crazy lefty would you most like to most like to interview and I'd love among, all right, well you can get a mug if you donate a over a day, ruby.com/donate which crazy lefty. Let's remove the word crazy for a second. There are plenty of lefties I would love to sit down with. Obviously, I'd love to sit down with Bernie and Elizabeth Warren and certainly Alexandria Cortez. Um, I would love to sit, you know, I offer it up to the celebrity types all the time.

Speaker 2:          00:27:50       So like a rob rider or a Judd Apatow or Sarah Silverman or Chelsea handler. I'll talk to any of these people. Look as long as you don't attack me personally or, or other people that I know personally. Like if you're, if your basic, um, behavior is decent and we can agree on what a conversation is, I'll talk to you. But if you're going to attack people, if you're gonna lie about people and all those things, I just don't want to do it. It's just not a game I want to be. I want to play, go play that game with somebody else. Um, okay. Where are we? Um, I love that hyperspace painting behind your couch. Keep it up. Oh yeah. If you saw the, uh, was, did I do both of those in there? I think I did both of the conversations with Jordan. That's in my, uh, in my living room.

Speaker 2:          00:28:31       It's a huge five foot by six foot, uh, hand painting of hyperspace. So Millennium Falcon going into hyperspace. That was done by Caitlin, Janet, by the way. I think her website is Kaitlyn rose, janet.com. She also did the painting that's behind me right now. The painting that's over there and a whole bunch of other stuff in my house. She's really phenomenal, versatile actress, actress. She's probably an actress to, uh, artists who can do almost anything. Let's see. Um, what are your thoughts? Uh, wait, have you heard of, have you heard the beauty and the Beta podcast where a caller mentioned is making an alternative to Patriot and he mentions you by name? It might be a good idea to get in contact with them. I haven't heard it. I did that podcast once. That's a Matt Christiansen, um, who's been a huge ally in this, in this Patrion, uh, fiasco.

Speaker 2:          00:29:18       Um, but I haven't heard of that one specifically, but I can't tell you that I've had a bajillion people just reach out to me. Here's a, you know, people are just coming up with ideas too, which is also cool. And it also shows you that this thing is going to be solved by human ingenuity, not by the government or not by just like the same old people. Like I don't think it's going to be the same old tech people that solve this, right? Like I actually think it's going to be new people that are doing it. And I wish I had time to respond to everybody that's reaching out to me and all that other stuff. Uh, shout outs, if you donate it, Dave rubin.com/donate a. Okay. And there's a shout out for Brooke. I made that. What happened quick. Okay, let's see. Uh, this is from superchat.

Speaker 2:          00:29:58       Coinbase is problematic, but you can still buy crypto on their platform and then move it to another wallet before sending it. Sending to support to Gab. Crypto is still the best option for censorship resistance. Uh, I also sent you $10 in Bitcoin. Well, thank you for that. Um, yeah, so from what I understand, if I'm really grasping this all property, you could properly, you could still forget putting gab aside for a second. Um, just the principle would be that you could still use Coinbase because you can use it as your wallet and then you can put your crypto at wherever else you want to put it. I got one of these, it's called the ledger. And that's where like a physical device that I have where I'm now keeping, uh, the crypto. So we're truly were truly just trying to figure this out alongside of you guys.

Speaker 2:          00:30:38       A mug for Zachary, you're getting a Mug, Zachary. Here you go. Oh, and somebody told me, but please confirm this before I, uh, before I ruin this way, somebody told me that. So if you put these in the, in the washing machine, sometimes the signature is going to be written. Even though I'm using, I'm using extreme fade resistant sharpie. Um, but it could wash off in the, in the dishwasher. Somebody told me that if you bake them up, but I can someone confirm this for me. If you bake the Mug, that the signature, uh, will stay in there. So I guess we will see about that. Um, the meaning of life is to give life meaning therefore isn't the key to life giving big love to you and Jordan. That's very profound. The meaning of life is to live it deleted as I said it.

Speaker 2:          00:31:26       All right, there you go. Um, let's see. Yo Dave, crazy idea. Invite Joe Rogan on the show. He always does the interviewing. So I think it would be cool to have him as the subject. Plus I think you guys would get along for the most part. Well I've been on Joe Rogan's show three times. I was on there the last time was uh, maybe may or June or so. I had just blown it, flown in from Atlanta that morning. I think that was may. Um, I love Joe. He knows he's welcome anytime the guy is beyond, beyond, beyond busy. He doesn't do that many shows. He did do. Ben Shapiro is a Sunday special, which I gave him a little shit for, uh, because he hadn't done my show yet. Uh, but I'm sure at some point it will be here. So Joe, if you're watching, cause I'm sure you're just sitting around watching these.

Speaker 2:          00:32:07       Uh, please, you're welcome on my show anytime. He knows he's on welcome. Anytime a shoutout to Othman. Thank you very much. A patron and canceling my Patriot on account. Now. You were the only person I was contributing to a, so thank you very much. We'll start up on your website a very soon. Um, another one on Patrion. I set up a recurring contribution directly on your website and I'm going to cancel my account with patron. Thank you for making me aware and leading the way from my small act of standing up to intolerance and oppression. Thank you very much. Uh, another one on Patrion. I just now canceled my pledge to the Rubin report from my Patriot on account. Okay. Did somebody already get the old coffee table? Oh yeah. So I mentioned in the live stream the other day that we've got our, you know, this is our new set, so we've got our old set, which are the old chairs.

Speaker 2:          00:32:48       We've got to have the old guest chairs, we've got the old coffee table, we've got the old, a lot of the old trinkets and things that are around here. Some of the old artwork. I thought maybe if people make us like some really great offers on that stuff, as long as we're raising funds right now, people could do that. So we did get a couple of offers. They were, they were kind of low, like it just wasn't worth parting with them at that level. Um, so yeah, if you want to make a great offer, you could just email us contact@rubenreport.com. Um, as I said, we've got to have the guest chairs. I'm not getting rid of my red chair cause I still use that when we do the three ways in here. Um, but we got the coffee table and a couple of other things so you can check that out.

Speaker 2:          00:33:25       Um, we'll your old shows be accessible somewhere. I'm behind in my recent retirement was going to afford me time to catch up. That's from patrion. I think what you're referring to is that you watched the show in the Patriot and feed. So to be clear, 100% of our content, especially if you're watching this right now, um, you're watching this via youtube. The video might be in the Patriot on fee, but this is all on youtube. 100% of our content will remain free. It will always be free. I am not putting content behind a paywall. The only thing we've ever done behind a pay wall as a couple like behind the scenes things or I ask our guests an extra question or something like that. We've never put any interviews behind a paywall. I am not gonna do that. I'm not starting a separate show behind a pay wall or anything along those lines.

Speaker 2:          00:34:05       As long as we can afford to produce the show as we're doing it and hopefully expand a bit and keep doing everything we're doing and I can keep working on other projects, which can also help fund all this. Um, you will, you will be able to see everything we've ever done. So right now if you're watching this person that asked me that question, every video that we have ever posted anywhere, it's all on youtube right now. Every interview we've ever done so you can catch it there. Uh, shout outs to Tony, Charles and Gary. I appreciate it. Thank you. Um, oh, I get this one a lot. What are some books that changed your life? Loved the show and everything you do, Dave. So I, I'll give the two books that I most give and then I'm going to start coming up with a newer answer for this on my bed right now on my nightstand right now, I keep a copy of on liberty by John Stuart Mill.

