Speaker 1:          00:00          [inaudible].
Speaker 3:          18:34          He's not the right messenger domestically because of what political correctness is wrought in our country. But he is absolutely the right messenger internationally. Watch the video of his Riyadh speech. Don't watch him. Watch the 53 Mosley matter of heads of state and the body language because man did he guys, you got a problem and your master and your society's extremes that you have to deal with it. It was tough and you'd thing that'd be all negative and arms crossed. They were beaming. Right. Cc Abdulla we're going over finally find a guy who understands our problem and what is giving us tough love. So yeah, he is absolutely the right guy to fix this internationally, which is where it needs to be fixed domestically. Now the political correctness things going to get in the way, the media insanity. So do you think he has more support from foreign heads of state and then we'll ever have a sense.

Speaker 3:          19:30          I mean even if the g eight there was a feeling of like that actually these guys kinda liked him or I can tell you, yeah, I told people before the inauguration, you have no idea. Even if you voted for him, you have no idea how successful he will be internationally because he's a straight shooter and because he's an Alpha dog. And guess what? In a lot of places outside of Berkeley, they like have that right, because they know what you're talking about. They don't have to walk on eggshells. They understand your direction. So, yeah, internationally, our prestige as a nation has skyrocketed in, you know, outside of the European Union and maybe, you know, certain century pin countries exempted. Yeah, absolutely. So I know we could do a whole other show on this, but, but very quickly just on Russia and collusion, as someone that has been around the administration, you've mentioned some of these people already, Flynn, you know, down the road.

Speaker 3:          20:32          What can you tell me about that and is there anything that people should be worried about or do you think this is all gonna actually points us back to the Democrats, which every time it seems, every time it seems to point to Trump, you go a little bit further and then you're going, oh whoa, wait a minute. That was actually the Democrats doing my good friend has a, the best morning show in DC, a m Chris plot of the radio host is actually a national syndicated now. And I have to credit him with this. He says it's the, it's the last scene from the hunt for Red October when the bad captain Tupelo launches the, the, the torpedoes against, you know, Sean Connery on the radio, Toba and he takes the fuses off and then what happens? Remember his Xo says you killed off the thing, comes back and syncs them.

Speaker 3:          21:15          This is the most hilarious boomerang in history, right? I'll tell you what the president told me in the Oval Office, just the two of us. It was very frustrating. One day I think maybe Jared had just testified or given his speech, his little press conference, and he said, they will not find anything because there is nothing, and you know what? I take that to the bank. There is no Russian collusion. How could there be off for the last 15 months from arming the Ukrainians to the XL pipeline to Anwar to finally, after 30 years, the first present to ever get NATO to finally stump up the 2% of GDP that they promised they'd spend on defense to our own military expenditure increases. Every significant policy decision as president has taken with regards to Russia has been bad for that former KGB colonel. So the idea that with colluding, you have to be on drugs or be so ideologically blind to believe that, well then what do we do with this?

Speaker 3:          22:15          This layer, you know, whatever that you, you've referenced deep state before [inaudible] what do we do with this thing? You know the look, we have an ongoing investigation to me, the Mueller and get investigated. What seems odd to me is that I don't know what the actual, I don't know that they ever laid out with their mission is other than to find something, what was the crime? Right? And so the illusion to commit to collusion to conspire in a crime. Okay, but what's the crime? Because if it's Russia misrepresenting itself or perverting the truth on Facebook, well then Zuckerberg should be right charged then, then you know, Anderson Cooper should be in the doc.

Speaker 3:          23:02          What are the charges that have been brought outrageously ridiculous lying to federal investigators? You, you would probably be able to be caught in a perjury trap today. Okay. Because not everybody remembers what they did and how they did it. Perjury traps about what you said to somebody Irri irrespective of Russia. That's not Donald Trump's problem. Why a fraud eight years ago when Manafort worked for the Ukrainian president, what's that got to do with Russian collusion? Nothing. My worry is that Mueller is not a good actor. If you look at who is hired, it's clear that there's massive buyers and this report he's writing for Congress is simply going to be a political weapon in the elections and that's not how justice is served. That's not rule of law. That's a law enforcement official getting involved in politics,

Speaker 2:          23:59          so that's what I'm concerned about. Also whether, whether you think something for the people that are watching this that thinks something happened or didn't happen. What I'm more concerned about is that we're entering this new phase where whether it's Trump that's president or it's a Democrat that's president or it's a different republican or whatever, that we're just going to endlessly also have this layer that all it does is investigate itself, waste money. You know, just constantly just be keeping us all in this state where we never know what's real. Because if you listen to half of the pundits on television, I mean their implication is that Russia has installed our president, in which case that's probably the single biggest active board and the history of the world. And what are you actually saying? Do we take Trump out and then do you take out pants and now should Paul, right? Have you taken to its logical conclusion or do we have Paul Ryan as what are your resident then and w right? Where are you really taking this? And that's what I'm worried about is that we're just going to end up in this constant state where yes, we'll have a democrat and then a republican or whatever, but we'll really be caught in just con all government can do is investigate itself really more than anything else.

Speaker 2:          25:01          I didn't see myself as an optimist, but you're giving me a real challenge with that last one. I see myself as an optimist too, but I think, um, I'm a realist. So for months and months, a month,

Speaker 3:          25:11          it's all refuse to use the phrase deep state. I really thought that was a, you know, 10 fold, Hattie kind of thing

Speaker 2:          25:16          and one of the record, I don't even know that I've even said it once on this show. It sort of pops up and answer.

Speaker 3:          25:21          I use it now because I've seen it, I've seen it inside the administration. When you go to enough National Security Council meetings that are classified, that is the, the, the, the pinnacle of policy making in America outside of the Oval Office. And this is where policy's made. Everybody's in the room from the NSC. Then you've got the outstations on secure VTC from Dia, uh, chair of the joint chiefs, CIA state, you name it, right? And you sit there as a newly appointed political, and you're next to, for two hours on a big issue, isis, Russia, whatever it is. And not one participant mentions the name of the president or what he said yesterday in Warsaw or what his objective is, given that specific issue.

Speaker 2:          26:11          And you see this happen again and again and again. And you're the guy at the end of the conversation with the funny accent and says, excuse me, ladies and gentlemen, you do know what the president said about X. Yes, today. Can we actually do that? The deep state is real when you've got gs fifteens and ses is saying, well, I've been here for 20 years. I know this guy's gonna be here for four. I know better. That's bad for democracy. So to be clearly, you don't think it's some sort of massive underground conspiracy. You think it's just the apparatus, the, it's just the old Washington apparatus. I

Speaker 3:          26:44          don't think you have these people who think Obama is sitting in a cave somewhere with a joystick. He's lazy. He never be a monster. My, he's not specter, right? It's not Blofeld but, but know that there's a culture in government that's antithetical to an undermining, undermining the president on a daily basis. But, but there is, there is concerted effort in the media. Oh my gosh. I mean Ben Rhodes brags about Ai. That guy's unbelievable. But he says, my buddies, the left wing journalists are morons. And then my echo chamber, he, he built this machine that was, was this incestuous connection between people in the West Wing, people in the think tank community and their bodies in the media. I mean, look at the attack pieces on anybody, me or whatever. It's very interesting that somebody should do a case study agendas in school. One attack piece will drop at 7:00 AM by two o'clock in the afternoon, 30 have been written, which are simply cut and paste.

Speaker 3:          27:39          But if you don't know that, it looks as, oh my gosh, go cause a fascist. No. It's one guy's article that was written because Ben Rhodes told them to ride it. The Co comes and multiplies on the right. How do we react? Well, I got my own pet international review this month, right. There's a Gulf in terms of managing narrative. The left built built a whole ecosystem and we're still in the 1980s you know, oh we'll take out a full page ad in the Washington. Well that's why when discussing, right. Yeah. I think it's so important to not or I think most people especially just because of the way social media works, they immediately go to the full on conspiracy of Obama with a joy stick or just some other ver, you know the globalist thing and this whole where to me it's like they're there. What you just described seems more realistic to me that there's an apparatus there that then is still connected to the idea that seems we can, we can discuss that in a sensible way with one addition and, and I, I appreciate this not having been in the target has in the cross hairs for so long.

Speaker 3:          28:51          They have an advantage because our side is predicated on what David, the individual manifest destiny, the rugged individualism. We believe in individual. The left by definition is a collective entity. I mean, there are elements of the bog in the left, and it is a, it truly is a collective, collective mob mentality. A friend of mine on Rafe, you're watching, I mean, thank you. There is this, when, when, when, when one guy goes off to gallcher or Bannon or whoever, the president, there's this massive collective pylon sort of conspiracy. Yeah. But, but it's a color. They're all on the same hymn sheet. They don't need direction whether say, Oh yeah, let's go off to him, which is, which puts us on the right at a disadvantage. Yeah. So this is just sort of an emergent group thing. It's be of the cultural thing. Yeah. Yeah.

Speaker 2:          29:42          Wow. We could do, we're going to do this again. Oh, so this is so much fun. Yeah. This was an absolute pleasure, uh, for more on Dr Gorka. Can I feel like I have to say, I know, well, I'll call you. I would if I'm a pro, when I'm doing that later, I'll call you Sebastian, but I feel like doctor Gorka, I mean, you shouldn't be a star wars character. It's all in there. For more on Sebastian, follow him on Twitter. It's at Seb Gorka.
