Speaker 1:          00:00:00       [inaudible]

Speaker 2:          00:03:34       And I started reaching out to add the sorority presidents and you can find that information online. I just said, can I please come? I want to speak for free. It's going to be nonpartisan. I just want to tell you guys why you should vote in the primaries. And it worked. I mean, I started speaking to some of these groups and then I started getting asked by other organizations on and off campus, uh, to come speak. And then from that I started a blog and that was called the conservative millennial ditch, the nonpartisan thing pretty quickly. And then after a few months of doing that, I started making videos and that's kind of what it took off. So end of 2016 beginning of 2017 is when it probably officially became a career, started working at the blaze. And then that changed to, I moved to CRTV. That's where I started my podcast. And that was the beginning of 28 team. Yes. I'm getting my years confused. Beginning of 2018 that I started the podcast, so still speak, still commentate. Um, I still write, I still do a lot of the same things I was doing three and a half years ago. It's just evolved into a full time thing.

Speaker 3:          00:04:35       Yeah, it's pretty sweet. When you start doing something and next thing you know it becomes something becomes up. Right, right. Yeah. Not Bad. Do you come from a political family or anything? Did you care about politics before this or was that just your wake up when you realize nobody knows what they're talking about? A college?

Speaker 2:          00:04:51       I would say both ant mostly. Mostly the second one I grew up in, I wouldn't say it was an a political home. I knew we were conservatives and I knew we liked the, the earliest president that I really remember as George W. Bush, and I was really young during nine 11 and I remember the patriotism that my parents showed and that we were supposed to show that I knew we were supporting George W. Bush. And we kind of grew up watching Fox News, but politics, it wasn't a discussion that we had at the dinner table necessarily. I just knew the values that we had. My parents were entrepreneurs. They came from very poor families in Arkansas. They had no money when they got married. They were 19 and 20 and they really went from nothing and then build a business and built a life for my brothers. And for me, that was so much better than the ones that they had.

Speaker 2:          00:05:37       And so the idea of freedom of entrepreneurship, of not having a cap on your potential was just always really attractive to me. So there was never a time in college, high school, even as a rebellious teenager, that I was like, you know, more government control actually sounds really good. It just, it just never, never occurred to me that would lead to a better life. I just always loved the entrepreneurial spirit in the idea of the American dream that my parents embodied. So it was more of those values rather than talking about politics, my dad did become a state representative, um, when I was in college, I think it was 2012. And so yeah, that probably spurred some interest. I started probably getting a more knowledgeable and more informed about actually what was going on. But yeah, I would say it's more a lifelong value building thing.

Speaker 2:          00:06:26       And then by the time I graduated college, I was like, oh my gosh, I feel like our nation is kind of at a crisis. How does religion play a role in that? It plays a huge, it plays a huge role. You know, we hear a lot, especially from people in the lot, uh, that you're religious, you should have, have no impact on what you believe politically. Well, that's just a false idea of, of religion and a false idea of your faith. If your faith is the center of your life, which religious people believe that it should be and it's going to affect everything, it's going to affect all of your values. It's going to affect probably how you vote. Um, and it's going to affect that the things that you believe in politically and the way that you think that the country should go and so be not only a born again Christian, but also a Protestant Christian. Um, having roots in even the Protestant reformation and how that kind of affected the, the movement of the West towards freedom and towards individual liberty, I think has certainly been a legacy that was passed down to me. And it all just, it all has always made sense. I wish I had like a better journey story of changing my mind, but the idea of individual liberty and human dignity and all of the rights that come with that, it just, it just always made sense.

Speaker 3:          00:07:39       The stories that come from a little more of an evolution that they involve more violence and pain and anger, but there's Tracy, they make for a good story. Yeah. They make for a good book. Yeah. Perhaps. Perhaps. Maybe. I don't know. Um, so when you got into the online world and started posting videos, podcasting and all that, um, were you shocked that sort of the tenor and the way people talk about these things and all that? Well,

Speaker 2:          00:08:03       you know, when I first started, when I first started the blog and then I started doing videos, I mean, one, I had no money, no backers, no idea what I was doing. And the, I mean, the first videos that I did, or in my living room, I have no makeup on, no light, and using my phone look ridiculous. Got No views whatsoever. And so it was after I persisted for a little bit, sometimes I look back and I'm like, why did you even persist? No one was telling you to, but you did. And then it's really the first time that you get any kind of attention or affirmation that you also see the other side of it, uh, that you also see the negativity when you're just doing it kind of for yourself. And for the few people that follow you, you're like, this is great.

Speaker 2:          00:08:44       Everyone loves me. The three people that follow me, I'll let me and my parents and my husband love what I do. This is great. But then as soon as something kind of blows up, yeah, as they say, you see the negative side of it, then you okay. People don't just disagree with you, they really hate you and they really think that you're a bad person. Especially if you espouse any kind of faith that immediately comes into question if you disagree with them. And that was hard. I mean, I used to focus on the comments a lot. You have to stop doing that though. It's so unhealthy. So that's kind of a, that's changed over the past few years. Definitely. But uh, yeah, I think the hatred threw me for a loop at first.

Speaker 3:          00:09:20       Yeah. Well it just sort of comes and you don't really know what to do. And then at some point, I think I've come around to the place where it's like, the more I get, I'm like, oh, I must be doing something right. Yeah. People used to lie about what I was saying and I didn't like that. Now they actually quote me and I'm like, Oh, this is actually, this is what must be feel like when you made it think it was actually you that tweeted the other day, some article by right wing watch was I you and yes, they did

Speaker 2:          00:09:45       call on me not that long ago too. They quoted something that I said at CRTV and of course everything looks like it's some hiphop

Speaker 3:          00:09:52       piece. But then I read it and I'm like, that's what I, that's what I said. I was like, this is an actual basically an honest piece. Really close as quoted show. Exactly. And I'm like, if people think that's crazy, I'm totally fine with that. But like you said, don't lie about, don't lie about what I'm saying. Is it unique to be a woman in this space? Use a little identity politics here. I thought Republicans and the right, I thought they hate women. You don't listen to women, don't they subjugate women who are pregnant, but I am wearing shoes and so I am, I've against that part of that. No, I, I've never, I've never

Speaker 2:          00:10:29       really understood that argument. I guess if you equate women's rights to abortion and to this mythical gender wage gap that needs to somehow be filled by the government, if you equate women's rights to that and women's empowerment to that, then sure. Um, I guess the left is the only place for women. But if you believe in entrepreneurship, if you believe in the marketplace, if you believe that women have the potential and the dignity that a man has and the potential to do everything that a man does in a way, at least as far as her career goes and leadership goes, then I don't see why you wouldn't be a conservative. Unfortunately, we do have a PR problem, uh, on the right, and I voted for president Trump, but president Trump doesn't really help the rights case when it comes to women, not just because of things he said and done with women. But also I think a lot of moms, especially hear him talk, hear him at his rallies, he's got a little bit of a of a mouth and they're like, I don't, you know, I don't really want my kids listening to that. That's not who I want my kids to be. I wouldn't marry someone like that. And so I do think that he makes it a little bit difficult sometimes to make the case.

Speaker 3:          00:11:34       Is that the odd catch 22 of almost everything Trump does? Cause we talked about this briefly right before we started where it's like the policies pretty much make sense then if you can remove that from the tweets or the person, it's like he's actually at a ton of high level limits. Totally in the administration. If you care, if that's what you're looking at, it just makes it more difficult, I think that you're able to

Speaker 2:          00:11:54       do it. But when the left has such a monopoly on media megaphones, when they have an monopoly on Hollywood, they have a monopoly on academia. I won't say monopoly, but they're controlling a lot of the messaging that comes out and they're, they're good at PR, they're good at the emotionalism that, not to be sexist, but appeals to a lot of women. And so you hear the rhetoric of Trump is putting kids in cages and he grabs women by the genitals and you're a woman. You're like, I can't vote for that. I can't do that. And so in order to separate some of the lies from the truth and separate the things that Trump has said from the good things that he's done for men and women, you have to think and you have to go a step further. You have to do your own research. And a lot of people, male or female, just don't want to do that. When you can read headlines by just swiping your thumb, why are you going to take the time to actually click on an article and then double check it and make sure that it's right. It's just harder to be a conservative for that very reason. Takes more effort.

Speaker 3:          00:12:50       How do you cut through the clutter? I mean, that's one of the things that, especially when I go to colleges, that kids ask me all the time, like, how do you actually figure out what's true? Yeah. Because reading all of these articles, it's like, I mean, we know because they write them about us, and then it's like, well, I know what lies that were in there. So what else? What else are they lying to us about?

Speaker 2:          00:13:08       I mean, you really have to try and go to the source if you can. If they said that someone says something, you have to actually go to the actual quote or the actual video. I mean, a perfect example of this is when president Trump, uh, just the other day, the clip of him saying, or allegedly saying that asylum seekers we're animals with circulating. I'm great. Yeah. It was deceptively edited. And so in order for you, someone like Chrissy Tiegen who tweeted about it and said that, you know, he's awful. Okay. In order for you not to believe Chrissy Tiegen for, in order for you to not believe the tweets that she quote tweeted, yeah.

Speaker 3:          00:13:40       You're several Democratic candidates, by the way. Yes. Yes. Also. So it's not just Hollywood celebrities, even though they knew he wasn't, just to be very clear here, he was not saying that asylum seekers or animals, he was specifically talking about yeah.

Speaker 2:          00:13:53       13 yeah. Which is a totally appropriate description of them. Um, but in order to realize that that's a lie, you have to jump through a lot of hoops. I mean, because say I'm someone on the laughter Sam, someone in the middle and I see Dave Rubin or Ben Shapiro say, that's not really what he said. Well, why should I believe you anymore? So you have to go to the actual source. You have to go to actual reporting. It's more effort. That's something that you and I are probably willing to do because we know the game that they're playing. But a lot of people just don't know. But I also think that's why people are turning away. Uh, and especially young people from mainstream media and from talking heads in listening to podcasts where there's conversations and when there was dialogue where there's nuance and where people are willing to say, you know, I don't know that much about this. Here's what both sides are saying. You hardly ever see that on the news. So I think, I think that's part of it. It's a change in the media landscape.

Speaker 3:          00:14:44       Yeah. Where do you think Trump fits in? I try not to do that much about Trump in general, but since you brought him up, yeah. Um, where do you think he fits in with sort of the future of conservatism then? Yeah, I can sense a little push and pull with you on him.

Speaker 2:          00:14:56       Yeah. I mean I voted for him and I think I'll vote for him again. It's mostly because I voted for him in 2016 mostly because lesser of two evils then. I didn't think that he was going to lead very conservatively. I mean, especially prolife, it's a huge issue for me at, he had just a few years earlier, said he was pro choice. He didn't seem to emulate any of the conservative or Christian values that I hold in my life. But then I looked at Hillary Clinton and I looked at how I felt like the country was torn apart by Barack Obama over the past eight years. And I was like, okay, someone who is going to probably advocate for legislation and surround himself with people that aligns more with my values or someone who I think is diametrically opposed policywise to everything I believe. So I chose him and I think I would choose him again because again, I, not that I would ever vote Democrat and I've never been on the left, but if I were, say I were a centrist, I would be looking over to the left and saying, okay, this guy don't like what he says don't like his personality.

Speaker 2:          00:15:53       I think he's too brash and sometimes he doesn't make any sense. He calls Tim Cook Tim Apple. Okay. Yeah. Like he's a little embarrassing. But then I will get people who are advocating for late term abortion, open borders and socialism and I'm like, oh, like my babies and my private property. I think I'm going to stick with Trump. And so yeah, I'm even more so in that camp because I am a conservative and I do care about the future of the country and I hate socialism, so of course I'm going to vote for him again. And I think that's how a lot of people feel sometimes a hard case to make.

Speaker 3:          00:16:22       Yeah, that's how I see it. I mean, it's like if you guys could just not be that bananas, they can then the refugees who wouldn't do it leaving you, but you just can't not be completely insane.

Speaker 2:          00:16:33       No, they give us something here. Well, sometimes I wonder if it's a strategy. Are they taking us to the nth degree? Are they taking us to the, the most crazy marks isn't that they can actually take us. Are they taking us to, for example, medicare for all, just so we'll get on board with health care for all. Are they taking us to open borders just so we'll be okay with abolishing ice? Are they taking us to, you know, killing babies outside of the womb to where we can say, okay, as long as it's limited the second trimester because I, I mean, I don't think that's going to work, but I do wonder, are you guys pushing us to the limits? So we'll settle for something a little bit less, but that's still liberal. I Dunno. Yeah. I mean,

Speaker 3:          00:17:08       I suppose that could, well, you know, I don't know what the answer is, but I suppose they could be doing, I mean, Trump does a little of that, right? Yeah. Take out something really far and then you come in. I mean, that's what negotiations are about. Yeah. I don't know. But watching these guys go off the deep end has been quite something. And I, so I mentioned to you a couple of days ago on a, on Twitter. So I, you've been hitting the AOC pretty hard and I think your arguments, you never attack her personally. You always go for policy or for the context of what she's talking about. Yeah. Um, tell me a little bit about why you're not thrilled with AOC.

Speaker 2:          00:17:44       Well, we hear a lot of people in the last sane, oh, AOC gets tea all, she's really getting into y'all and she really bothers you. And I'm like, yes, she really does. I'm not even going to pretend like she does. It especially bothers me. She's specially bothers me because she is representative of millennials, which she isn't really, but she's representative of the stereotypes of millennials and she's a woman and so she is claiming to represent all millennials and all women and she is espousing and saying everything that is so diametrically opposed, not only to what I believe in, but what is good for America. And also like she just says dumb things. Just dumb. It's not that okay. She's crazy. Like I think Bernie Sanders is crazy, but I think he's probably smart. Like he can make a pretty good argument. She just isn't good. She's not even good at fulfilling her own arguments. And I think it's her. It's the hypocrisy to of saying, well no one has any legitimate concerns with me. No one has any legitimate criticism. I'm going to pull this random tweet from this person with pin followers and say, well, this is all of the right, making fun of my shoes. This is all they've got. Well, no, there's been a lot of people asking you for dialogue and debate and to discuss ideas and policies and you refuse to, that's what bothers me.

Speaker 3:          00:19:01       Yeah. So what do we do about that? Because the energy of the media, the focus, so much of it is on her. I agree. I don't think she's particularly bright. I think she has handlers that at times are writing her. She's not writing most of these tweets. Yes, maybe she types them out, but it's very clear if you listen to her speak the way she speaks and her understanding of information is very loose. And then in Twitter form, she knows all these things about history and policy and all of these things and the idea that she wrote the green deal or any of that stuff, it's just all nonsense. But what do you do if so much of the energy is focused there? Um, which, which I, you know, I think we're in agreement. It's dangerous. How do you move that if she won't debate?

Speaker 2:          00:19:40       Yeah, I think the all you can do is advocate for your own policies and ideas the best way that you can. And yes, of course, to call out her lies and say, this is why it's a lie. I mean, you might not convince everyone, but maybe there is one person who thought that her tweet was awesome and looked at what you said and said, okay, well maybe now I am starting to see a pattern of not just her, but people like her that use identity politics and use, uh, this victimhood narrative. Someone like Ilhan Omar as well to say, Oh, you can't criticize me. I'm seeing that a lot. Maybe her credibility comes into question. So I do think that's important. I think it's important to keep it above board as much as we can with the criticisms. Now I'm not necessarily good at that. Like sometimes I just want to, yeah.

Speaker 2:          00:20:19       And I don't, I don't want to call it, I mean I don't think I ever go for anything super personal or ad Hominine, but there are times where I just want to be like, this girl's an idiot. She's an idiot. And I don't think that that's probably just to call myself out. I don't think that's the most productive thing to do. We should probably say why she's wrong. Um, but someone who I think is actually trying to play her same game, um, it's a little bit different cause he's older and he's a man, but Dan Crenshaw is using social media to his benefit to actually talk about what's going on in Congress. Say, here's the legislation I'm trying to get past. Here's what the Democrats are doing, here's the back and forth fight. We have hardly any transparency in Congress from the right. We don't have a young representative that saying, okay, this is what you're hearing. Here's what's actually happening. AOC is trying to do that. But you do have someone like Dan Crinshaw who's trying to do it on our side and I think that's important.

Speaker 3:          00:21:08       What do you think is the goal of this new crop of Democrats? Like do you like, to me, they genuinely want to change every fundamental law and every fundamental philosophy that is underpinned this country for over 200 years. Really, it sounds alarmist, it sounds conspiratorial, but I think they're deeply on proud of what America is. Yeah. Um, and it's very sad for me, as we talked about right before we started, it's like this ain't the party at JFK anymore.

Speaker 2:          00:21:37       Right? It was one thing when we just disagreed on policy. It's another thing when we disagree on patriotism, it's when we disagree that fundamentally America was founded on good ideas. Maybe you don't like the founder founding fathers, maybe you don't even like that they owned slaves. Maybe you think that America has a bad history. We can probably agree on that, that America doesn't have a perfect history, but us not agreeing on basic constitutional values of individual liberty, of the rates that are endowed to us by our creator. That creates a whole other host of problems. We have not more complicated disagreements between this new crop, but a more fundamental disagreements, more simple disagreements than we've ever had before. That's what makes them so frustrated. And, and people like me, like us who care about American values and are down with the constitution, it's really kind of mind boggling.

Speaker 2:          00:22:24       Like we don't even know where to take their arguments sometimes. But when you look at what's coming out of academia, I mean all this postmodern garbage, it kind of makes sense. I mean they've been taught that America is this imperialist aggressor in everywhere. Boots have been on American boots had been on the ground. Uh, evil has spread and white nationalism has spread. That's what they're learning. And you're like, okay, I can see where they got that. It's sad because it's an accurate. Um, but I think that's kind of where it's coming from and that's what they're promulgating.

Speaker 3:          00:22:53       Yeah. Are there parts of their right that you're not happy with?

Speaker 2:          00:22:57       Definitely. I mean, if the alt rate is even still a thing, I feel like it's kind of had its heyday. I literally prayed that it's had. Of course I don't like them. I think there are a bunch of Internet trolls. There are people also who think that the world, the West is going to be one back through memes. I don't think there's anything wrong with me and the other all cause means no, I don't think there's anything wrong with that, but I don't think that's primarily where the, where the battle is fought and then I do get frustrated with people who can't ever criticize Trump when he says things. For example, and this was a while ago saying, okay, we'll take away their guns and then due process or something like that or where they can't refute him on trade, they can't push back at him at all.

Speaker 2:          00:23:34       Or they try to paint him into like this almost Demi God savior. That bothers me because, okay, let's not pretend that he's Ronald. He might've even done better things than Ronald Reagan in a lot of ways, but let's not pretend that who he is as a man is Ronald Reagan, that he represents all of our conservative values. I think it's okay to say, you know what, as a Christian, I don't really agree with a lot of things that he says. A lot of the things that he's done. I still like his policies, but I'm just going to be honest. I don't love everything that he's done. The people that will not say that that bothers me, I just don't get it.

Speaker 3:          00:24:10       Do you think that there's a like sort of a sickness around the cult of personality related to our politicians? The way we talk about them and think about them. I mean, so you could take that with Trump from certain people, you know the certain just diehard mag of people who would never find fault and you could take that with the obsession with, oh there's better with his shirt rolled up, stand and auditable and skateboarding and just the way we talk about them, like they're all celebrities or the that they have the where with all to fix all our problems. It all actually feels gross to me. Like politics feels very gross to me for someone that talks about it as much as I should.

Speaker 2:          00:24:43       Yeah. I don't know if it's because it's gotten so dramatize that it almost feels like our favorite soap opera. You know how someone has a character that they just love and can do no wrong. They're like, I'm, I'm fighting for this person in this show. It's almost that are our politics have become so celebritize, which really almost started with Barack Obama and so dramatize that people have picked their favorite characters and they feel like they have to pick one and there's, there's no wait. Yeah, there's no way that they're going to pick the other one. But I also think it has to do with the fact that they see their enemy as so bad, as so crazy as so radical and the left is beating up on Trump so much and so unfairly that they, I think they're honestly thinking and maybe with good intentions. Why would I pile on that? Sure. Maybe I don't like some of the stuff that he does, but we never hear any of the good that he does. So I'm going to be a part of the group that talks about the good that he does and not the bad. So maybe, maybe those intentions are pure.

Speaker 3:          00:25:40       Yeah. So I, I do agree with that. I think that there's a certain set of people that think, well wait a minute, this guy is relentlessly getting attacked and lied about and Russia investigations and everything else. So when he says something like to me, the, the one that you hit on a there, we'll take away the guns first and then the due process. To me, that probably is the worst thing that he has said in, in the two plus years. Yeah. And I could see why a decent person that would know that that's wrong wouldn't go crazy about it because a, he probably was probably just like sloppy language maybe. Right. Maybe, but B, it's like everyone's attacking the guy constantly. Like cut him some slack. But I guess it, there's a danger in that too.

Speaker 2:          00:26:20       Yeah. And I think it's that they look at his actions, they keep saying, or I should say we, we look at his actions like, do I think that he is ideologically prolife? Do I think he really cares about abortion? Probably not now. Maybe he's been awakened to like a lot of people have, but the New York law and Virginia bail that didn't get passed and said, okay, that's really bad, but I don't really care what he personally thinks about abortion. He's been a a prolife advocate and I think that's a good thing. And I want him to advocate for the things that I believe in. And I always knew when I was always pretty confident in the fact that even if he's not an idealogue, which I think we all knew that he wasn't, he was going to surround himself by people that would push the values in the policies that conservatives believe in him. That's nowadays, that's really all I care abouts. Almost all. I wouldn't say all, but that's most of what I care about it enough to get my vote.

Speaker 3:          00:27:11       So is that the irony I guess for Christian conservatives is that you needed a guy that was going to do a play, a dirty game, and maybe you couldn't get Romney or McCain. Yeah, I mean tried it the other way, like those guys weren't going to play in such a way because it's not just that you're fighting the candidate, you're also fighting the media establishment in the colleges and all that.

Speaker 2:          00:27:29       That's not how I thought of it because I didn't vote for him in the primaries. In Lichen, in the primaries, I actively talked about not voting for him in the primary.

Speaker 3:          00:27:37       Do you make or what's the, the onslaught against Christians because I talk about it, I talk about it pretty frequently on, on Twitter and here and I'm not Christian, but I see what's going on and it's, yeah, this is now the state sanctioned bigotry. Yeah. That's okay. Not quite staid, but like, yeah, if you care about what the media is allowed, you know, you can always attack white Christian man. Totally. They're all homophobes in, they're all big bigots and all of this nonsense. Yeah. And I go to events with these people all the time and I find them to be decent and respectful and willing to disagree and walk away without punching you and everything else. But what do you make of just like the focus?

Speaker 2:          00:28:13       Yeah. On that? Well, it's part of, it's part of intersectionality. You posted the quiz the other day that it was like, what's your intersectionality score? Intersectionality scores. Yes. And one of the things that you could slide was whether or not you're a devout Christian. The more devout of a Christian you are, I guess the more privileged Dui or the lower you are in the intersectionality scale or something like that. And so I think it's just associated because America and the West, uh, why is driven by, uh, by Christianity and what's driven specifically by Protestants. I mean, the revolutionary war was seen as a Presbyterian and rebellion and a lot of those people line anything with anything that is aligned with Americanism is white nationalists is wrong, is imperialist. Christianity gets tied up in that. Now for Evangelical Christians, we also know, because the Bible tells us that the Church of Christ is going to be pushed to the margins until the world comes to an end. And so we will be persecuted, we will, uh, be more and more marginalized am yes, we can continue to fight for Christian values. We continue to fight for being left alone really is what we're really fighting for. Just kind of leave us alone. That's what Protestants pretty much have always done. Um, but yeah, I mean at the, at the end of the day, we know that it's not going to end well for us probably.

Speaker 3:          00:29:31       Yeah. It's really crappy situation. Like every day, just another tweet and another story, this nonsense, you know, they'll do Chris Pratt church and they'll try to make it seem like, oh, he's a homophobe and he goes, this homophobic church and it's like, guys, you want to do a lot Omar's mosque, now you want to do that. But they don't want to do that because actually they're the bigots. Right. That really is the truth.

Speaker 2:          00:29:54       Yeah. And that's the thing is that they're fine. They're really fine. The left is fine with you being a Christian as long as you don't actually believe what the Bible says. So as long as you believe the stuff about feeding the poor, as long as you believe that kind of stuff. But that has to mean the government, they got rid of it. Feeding right, right. Is longer. You're down with that, but you have to take away the wrath of God. You had to take away Jesus be the only way, truth and life. You have to take away the biblical marriage stuff. You have to take away the abortion stuff if to take away the hard work that proverbs talks about that even the apostle Paul talks about kind of take all that away. As long as you're the Christian that believes in wealth redistribution, you're good.

Speaker 3:          00:30:33       Yeah. That word. So let's dive into some of the topics of the day. You mentioned the uh, the wage gap. Yeah, it was recently. It was, what was it, gender

Speaker 2:          00:30:41       pay, gap day or Hashtag you're so privileged you don't even let her know our day.

Speaker 3:          00:30:46       Even though I just made sure to pay all my female plays less that day. Oh, just really drive it home. Yeah. Um, is it a myth what's going on here?

Speaker 2:          00:30:54       It's a myth because, well, it's partly a math. What they don't tell you is the entire story is this whole uncontrolled gap through our versus the controlled gap. And I actually heard about that originally on a more left leaning site. That's an organization up in Seattle that fights for equal pay and they actually taught me on their site the difference between an uncontrolled gap and a controlled gap

Speaker 3:          00:31:16       toward a great Twitter thread on this by the way, which we'll link to in the description.

Speaker 2:          00:31:19       Yeah. Yeah. It was the control the gap, um, account or I'll start with the uncontrolled gap. Does not account for job title, doesn't account for experiences and account for hours work. It really doesn't put any factors in. It's just the median, uh, what women make versus the median, what men make, which is 79 cents to a dollar. That is true, but it doesn't account for any choices or an experience that controlled gap accounts for all of those things. So it accounts for job title hours worked, all of that. It does it account for, uh, like negotiating a raised as an account for end of year bonuses or anything like that. But it does account for the big factors and that is 99 cents on the dollar. So women make 99 cents to every dollar that a man makes. But again, you're not accounting for a few factors there and that could be within the margin of error. So no matter what, there is no proof that there is systemic sexism that is causing women, uh, to make less money.

Speaker 3:          00:32:15       Well, it also doesn't account for the fact that men and women choose different careers at the most simple level. I mean, the best example of this is Sweden where they have been completely egalitarian for ever. Basically, I guess what there is still more male engineers and there's still more female versus, yeah. So now they want to like force people to do things that they don't actually want to do so they can get it 50 50 which yeah, I'm not really a freedom work.

Speaker 2:          00:32:38       No. And there's, I mean there's a million different

Speaker 3:          00:32:40       programs to try to get women into stem because they've said for so long that the reason why there are so many more men in stem is because, uh, women feel intimidated and because there's this patriarchal attitude in the stem field, while so they've tried so hard, they put so much money behind it and still, I mean men are outpacing women or there are so many more men in stem. The, I mean, just as many as there's ever been. And so it's probably not 80 outside factors probably because women in general are different. How much of this do you think is just misguided? Sort of confusion. So for example, you're pregnant, your husband's here in the green room, your career is there going to be a little bit different. But if you're going to probably take some time off to it, child rear, yeah. Maybe he will take some maternity time. Maybe not. But yeah, that just physiologically we just are different. They don't like talking about that. Yeah. Um, but that is just the nature of reality.

Speaker 2:          00:33:32       I saw a study the other day that it was like breaking news and it was some study out of the UK that showed that there is a difference between boys and girls brains inside the womb. That is, uh, is it early as you know, however many weeks gestation that a child's brain is developing and they start going in these divergent paths of women, um, the, just the, how the neurons connected, women kind of being grown into these interpersonal creatures, whereas men are more focused in general on objects and data and things. Women are more focused on ideas and words and people that starts in the womb. And I'm like, I'm so glad science is finally catching up to God and finally catching up to the things that we've known for thousands of years. And so you do wonder if that's going to happen? If, okay, we're trying all of these cool social experiments right now. Like maybe, oh, maybe it'll be fine if we draft women. Like maybe it'll be fine if we just pretend we just are totally gender neutral with our kids and pretend like no binary definition of gender exists. Um, but I do wonder if science will catch up with us and be like, actually all these things that conservatives were saying that the left dot we're social constructs, they're just biological reality.

Speaker 3:          00:34:44       Well, they also made find out what if they found out that there was a gay gene one day? Yeah. Now they're pro choice. Would you, you have to be okay then with a woman deciding to abort that baby

Speaker 2:          00:34:55       because they don't want the child to be gay. And that does put them in this kind of ethical conundrum. I mean, but it's the same thing with, with race. I mean, I guess you would know what race your child is obviously before you had an ultrasound or anything like that. But, uh, you have, I mean, there is a racial aspects to abortion and that the majority of abortions happen in minority communities. And so when you ask a pro choice or about that, they don't typically have any kind of answer though.

Speaker 3:          00:35:21       Wage gap. Uh, you briefly mentioned the trends situation or gender roles. Yeah. The trends issue for considering it's, you know, 0.01% of the population or something. And I have complete sympathy yeah. With the issues that they're dealing with a little overblown in our national discussion.

Speaker 2:          00:35:39       Yes. And I think that the left does that a lot. Maybe I'm going to give them the benefit of the doubt. Maybe with good intentions because people with gender dysphoria, it truly is a struggle. I know someone with gender dysphoria and it is a struggle. They didn't want this, they didn't, they don't like this kind of struggle of feeling like they don't belong in their own body. It really is a psychological struggle, but you treat it as a struggle. You treat it as something that, okay, we don't just say while live what you want to live because they actually, the rates of suicide are pretty much equal afterwards. Um, it doesn't actually reconcile anything when we say, okay, just do what you want to do because it truly is it disorder in a dysphoria. Um, and I think maybe in an attempt to be compassionate to the people that are dealing with this and to help them not feel ashamed that left who said, you know what, we're just going to validate who you are.

Speaker 2:          00:36:28       I personally don't think that's the compassionate thing to do, to lie to someone. And I know a lot of conservatives feel the same way. Um, but then you do start finding yourself getting angry and defensive about a subject that we should have a lot of sympathy for because people force you to use gender pronouns that you don't want to use a, they force you to have conversations that you don't want to have. And that's where things just get really sticky. And that's when unfortunately conservatives including me, we get really dogmatic about it and the sympathy and compassion is thrown out the window.

