Speaker 1:          00:00          [inaudible]
Speaker 2:          15:35          That is your name. On that sign, you are an entrepreneur. And if somebody had given me the message about entrepreneurship when I was 17, 18, 1920, God knows where I'd be by now. And one of the biggest things that I've gotten out of out of become a conservative and kind of moving over to the right is the fact that entrepreneurship and capitalism is not a bad thing in my, both of our communities need more of it, but especially my black community, we need more entrepreneurship. We need more job creators. We need to stop looking for representation in the media to, to, to elevate ourselves, to make us feel good about ourselves.

Speaker 3:          16:14          So when you see then the Democrats, so just in the last couple of weeks, yeah, there's now this debate suddenly about reparations and I, I saw the video of Senator Elizabeth Warren talking about reparations and she's going to commission a panel about reparations. And my first thought, the first thing that just popped into my head as I was watching it was, holy shit,

Speaker 2:          16:34          Candice did it.

Speaker 3:          16:36          You know what I mean? Like whatever anyone thinks it, Candice, she created enough of a crack in that layer that that caused black people to either be completely afraid of saying they're conservatives are just, just say that they're not Democrats. Yeah, yeah. That now the Democrats are like, Oh shit, what do we got left? Here's money. Could you take,

Speaker 2:          16:56          yeah, I bet some money in the words of the Great Candice Owens, fear in handouts is what they have to offer black people the cycle. And it is no mistake, first of all, that Donald Trump got more African American votes in the two previous Republican nominees combined. That is just the fat. And it is no mistake that you know what, you know, people say a lot about the Brexit movement and they say it's not real. It's not that. And what I tell people is that you're going to see Republicans make a bigger play for the black vote than you had ever seen before. I think in the history of this country. And it's not going to come through fear and handouts. It's going to come from talking to the people that are the real job creators in the real entrepreneurs and saying that these policies will help you create. And the fact that reparations is even a conversation right now among the Democrats means that they're scared.

Speaker 2:          17:47          Um, I, I just did a video for, for turning point about reparations and not to spoil any of that, but none other than Bayard Rustin who is one of the architects of the march on Washington, a huge civil rights leader who by the way was black and gay in the 60s. They interviewed Bayard Rustin about reparations in 1969 and he said, it's, he said, this idea is ridiculous. And the quote is something like, if my great, great grandfather, you know, picked cotton than reparations are owed to him, but he's dead and nobody owes me anything, but this is how they're going to try to buy the black vote. It's also just a crazy way of dividing this. Yes. Each other. I was at a cousin's wedding on my husband's side this past weekend and, uh, was with a young guy who's 21, 22 and he was telling me about how woke it is in college.

Speaker 2:          18:40          Now this, this is a kid who grew up, his mother died when he was very young. He grew up, he had no money, bunch of different homes, uh, all sorts of crazy history. In the family and it's like the idea that this kid has privileged because he's white and we're going to take from him. I mean that's in essence, that's what he was saying here, like it wasn't specifically about reparations, but just this idea that this kid is somehow guilty or somehow privilege just because of the skin color, having nothing to do with everything he's lived through. But that's what they're pushing on everybody. I mean, you know, that's what they're pushing and, and there's not a lot of pushback to that idea. And I just feel that there's a correction going on right now and there was a correction because you're seeing a lot more conservatives that are younger and Brown or in whatever.

Speaker 2:          19:26          And there's a really different movement right now. And the, the, the leftist it, it's like, I call it the intersectionality coal. The intersectionality Colt will eat itself because there's all these things that you cannot see on the left right now. And there's somebody who, I'm not going to name, but this is this person. It has a platform as a feminist, right? And this is a male feminist and I'm like, great, you know, do what you gotta do. But don't call me Trans phobic for defending women's sports or women's spaces or, or lesbians who are now, who now feel pressured into having relationships with transgender women. Um, when, when you call yourself a feminist and you're not standing up for, for lesbians, and I standing up for women in that way, I, I, you know, you can call me whatever you want to call me, but I'm, I'm always going to, to stand up for, for lesbians to stand up for women in that way.

Speaker 2:          20:17          But like I said, the intersectionality coat, there are things that they can't say. Um, there are things that they can't say about radical Islam. You know, when, when they run into a gay bar and kill 49 of us, and then they can't say that you got Jonathan Capehart running around talking about, oh, this guy was a closeted gay in this guy was this, and this guy was that. And I'm like, that is completely ridiculous and not true. And we know that that's not true now, but the intersectionality Colt will eat itself because there it is. It is becoming to the point where there are too many things that they can't say. So people like you and I have to say the things that they can.

Speaker 3:          20:51          Is that doubly tough then for you as a gay black man? Because the culture, if we're talking about black culture and gay culture, there's so much humor richness there. Political, incorrect, yes. Yeah. All of these things. So for someone like you to be fed these, these ideas, you've obviously rejected now. Yeah. But to be fed these ideas that would stop you from joking the way you want a joke or saying something politically incorrect. The rest of it, it's like, like I remember going when I would go to gay bars and they would be like a drag queen now I, so I again, I was never into it. I thought drag queens were all bad comics. Like they all struck me as just hack comics. That being said, they would say a ton of politically incorrect shit. They would mock gay people. They, I mean they would mock everybody. That was the point. Yeah. We're now, it's like, I don't know, I don't know what's going on in the, in the drag queen world these days. But it's like, I'm guessing it's gotten pretty bad cause they're probably really afraid to say anything. Yeah,

Speaker 2:          21:43          you'd be irreverent. I mean I, I think that right now, I mean I, I'd love drag. I ru Paul's drag race. I'm like, I'm all about it. You know, my, my husband and I are big fans.

Speaker 3:          21:51          I voted for the, in the last last night vote voted for Gary Johnson, but I used to live in West Hollywood so I had to go over there to, to vote. Yeah. I was standing behind Ru Paul at the voters.

Speaker 2:          22:00          Wow. Not In drag. And you want to talk about like, and you want to talk about how crazy the left is. Let's talk about Ru Paul. Let's talk about the crazy blue chairs. Crazies on the LGBT left coming after Paul. Like the, forgive me for being gay. Mvaa you come from mother, you, you say that Ru Paul is transphobic or she doesn't represent gays. And whatever. Well, what was it that she said? Was this about a year and a half ago? This is about a year and a half ago. Like ru Paul did an interview where she says she doesn't, we're Paul. Hey, because we'll pause. A man, Rupaul said he doesn't believe, and in transgender women in drag, because drag is supposed to be a male's elevated and comedic idea of what a woman is. And so they came after Ron Paul for that. They came after there was a, I'm a segment on drag race called a sheet shemale girl.

Speaker 2:          22:52          You got shemale. You know what I mean? And so they kept, the blue techs came after Rupaul for that. And so it's really funny when I look at the Ru Paul situation and we'll look at somebody who has done more for, for LGBT culture than maybe anybody walking on this earth right now. And the fact that people are attacking him after everything that he's done tells me that these people are insane, tells me that there's not enough. And if there's one thing that I wouldn't [inaudible] I don't know if this is a critique because I, I love Ru Paul and by all accounts I hear people say that Rw is amazing. It's not like real kind of bend the bending the knee a little bit. Oh, he apologized. We're bending the knee a little bit. Um, um, so people coming for him and I want to get to a point where we are not bending the knee to the mob anymore.

Speaker 2:          23:42          Yeah. They came after Ellen degenerate. What lesbian on this planet has done more for freaking gay and lesbian visibility in an Ellen degenerate came after Ellen just because she sat down with a Kevin Hart and Hart having the conversation with Kevin Hart and they came for Ellen. And so this is what I say, if they're coming for ru Paul and Ellen degenerate, they'll come for you and me so die. So I will never been the knee. I was, um, we were supposed to have an LGBT conservative panel at the LGBT center in New York City. Um, and when, you know, people found out about it, where you've got excommunicated from the center because we were all racist and all white and transphobic and all of that other stuff. And so I will never apologize for things that I say. I don't try to offend people, but you're certainly not going to control my tongue and I'm not going to bend the knee to these people.

Speaker 2:          24:38          And I'm really glad that Ellen didn't and I hope Rupaul never does again because these are two people that have done more for this community that anybody in the planet, certainly not some blue check mark that writes for some blog. Right, right. But we create this reverse or this perverse I should say incentive structure where it's like there's a lot of value for those blue checkers. We go after them cause it's like, oh you can wound one of the heroes, even if they were the ones that paved the road for you. Wow. If you can build your castle on their blood car, Cardi B says they do anything for cloud cloud chasers. That's all they're doing. And the fundamental critique that I have with, with a lot of these people that the cloud chasers is that the platforms are always built on destruction. It's canceled culture.

Speaker 2:          25:23          So everything is always built on. If I build a platform of of let's say like a hundred thousand two hundred thousand three hundred thousand and my platform is completely built on tearing people down, like I'm going to go up to Dave Ruben because he's got 10 times my following and he said something I don't like, so maybe I'll get some attention for, for tearing him down. You know what I mean? So if your platform is built on that, then you always have to look for new things to be offended by new people to destroy new cloud to chase. And I don't think that it goes anywhere, you know? So it's also sad, right? It's like it's deeply sad. I mean, I see this with this crew going after me all the time and I just ignore it, but it's like the idea that you're waking up in the morning and go, what did Ruben say today so I can get some clicks?

Speaker 2:          26:08          It's like, man, there's so many things going on in the world that the Fed and it's like I'm not perfect and I've made mistakes in this very room on this show. But it's like if you're waking up going, this is the guy we got to go after. I, I adore value than it says about me. It does. And I, and I feel sorry, I just, I feel sorry for their life because I just, there's nowhere to go from that. And I would like to use these opportunities that I'm getting right now too. I want to engage people, but I also want to empower people. I want to empower my people is much crap as owns gets. And Man, she gets the a level that I couldn't even dream of. She is a true believer. She is really out here trying to empower people. She is really out here trying to wake people up.

Speaker 2:          26:56          And I um, I saw Bernay Brown special, I think our name is Renee brown on Netflix. So she uses apparently enormously huge motivational speaker, but I'd never heard of, um, so she just got, um, promoted to be on Netflix. So I decided to watch a little bit of, of the um, special and she said that, and I think she, I think this is a Theodore Roosevelt quote, she said that don't worry about critiques that come from people who are not in the field, who are not in the battle, who are not putting themselves out there in some way and trying to affect change in some way. And now that I've saw, I've seen that that's how I try to live my life. And because you can't take all these critiques, there's a point where you can get 90% of love from people and we'll follow

Speaker 3:          27:41          because sometimes in the than a, hey, you know, I was really doing stand up. I always remember I could be killing like 300 people laughing hysterically. If there's one guy look at his phone, it's like, that's the guy I'm looking at it. That's it. There's a guy that was asleep in my lecture last night. Did you call it out? I did. I said, I didn't call him up directly, but I was like giving my speech and I was like, you know, and, and I think that everybody needs to have conversations. Even that guy is funny. He wake up. He did. He did. All right, good. Uh, I'm sorry we didn't do more of this earlier, but tell me a little bit just about your service having nothing to do with, with all of this stuff. Only in that, yeah,

Speaker 2:          28:14          just, you know, my service in general, I think that when I look back at the military service, what I regret is that, you know, people come up to you when you're a veteran and they thank you for your service. And like people call me a hero and all that other stuff in it. I'm always uneasy by that because I didn't do anything particularly heroic. I was a young kid. Um, just, just trying to make it from one day to the next. I mean, I was doing things that I believed in, but when I look at some of these kids that are serving right now and they're the same age, I was, you know, 1920, 21 years old, it's so much for a young person to take on. But for me, when I look back at it and it just, it, you know, I lost weight and it gave me discipline and it gave me kind of that, that strong male influence that was missing in my life. And when I talk about my service, it's not so much the day to day of what I did because it was really, you know, I did one tour in Kuwait, I did one tour in Iraq right after the invasion. Um, you connect those dots, you can get to that age question. Yeah,

Speaker 3:          29:19          yeah. [inaudible] it, yeah. Connect the dots. It's okay.

Speaker 2:          29:23          Um, but when I look back to that, we were just, I was just trying to do the best that I could and everybody that I served with, we were just trying to do our best. And I, the people that are serving the military, they are heroes from like from the guy who captured a Sama Bin, Ladin indies, these great men that you see these books from and all that stuff. But just the people that give up three, four, five, sometimes 20 and 25 years of their life to be of service in some way. Like there is a very heroic element to that. And I think that with me and my service, I talk about it a lot and I talk about loving America because it has given me so much. Just that service has just put me onto a path that just sitting here with you right now and coming back from being with Candice and going to events in the White House, like what were black kid from Akron, Ohio could, could see that vision for himself in the military put me on the path to doing all of these things.

Speaker 2:          30:24          So I don't look at myself as heroic, but I look at all the people that are serving now as as heroic. It's to me it's, it's very strange. I feel like I'm not giving you an answer, but no, no. It's very hard to reconcile who I am now with who I was then and to see that as anything other than a scared kid doing the best he could, if that makes sense. It does make sense and that feels like a nice ending. Yeah. How do you feel about that? I think that's a great ending. Absolutely. I don't know what I'm doing later, but there would be something if we just showed up at the Abbey in West Holly. Oh my God. Can we find some other banded deplorable. Oh my goodness. We should, we should make it happen. We should, we should make the, the conservative gay meet up or something like that. I should make it happen. Classical liberal. Oh, that's right. Classical liberal. Come on you for more on Rob. Follow him on Twitter at Rob Smith online.
